LogisticsShipmentLineKey,ShipmentLineCode,LogisticsShipmentHeaderKey,ProductKey,OriginPlantKey,LogisticsShipmentStatusKey,UnitOfMeasureKey,ShipmentLineSequenceNumber,HandlingUnitNumber,DeliveryReferenceNumber,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
217,LSL000217,49,282,232,12,7,217,LSL000217,LSL000217,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89e75ceb30ec5fb183fd89ec00de81ae89e75ceb30ec5fb183fd89ec00de81ae
218,LSL000218,210,408,187,6,4,218,LSL000218,LSL000218,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2041f425d7f953a9ae7fdc2974b171ba2041f425d7f953a9ae7fdc2974b171ba
219,LSL000219,177,117,151,9,5,219,LSL000219,LSL000219,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c79814a6d4a25249ba4ea63cb8da7e0bc79814a6d4a25249ba4ea63cb8da7e0b
220,LSL000220,75,41,192,11,2,220,LSL000220,LSL000220,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a1f665f3d7d51e88dc4490852738b0f4a1f665f3d7d51e88dc4490852738b0f
221,LSL000221,462,265,-1,1,4,221,LSL000221,LSL000221,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8873382130d75761b3e3707f63c682fe8873382130d75761b3e3707f63c682fe
222,LSL000222,395,143,108,11,5,222,LSL000222,LSL000222,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2fd1b90459055d52802b52065c70f1582fd1b90459055d52802b52065c70f158
223,LSL000223,22,259,336,11,4,223,LSL000223,LSL000223,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,afe2bdfa75a9594597b9412c5294a7e9afe2bdfa75a9594597b9412c5294a7e9
224,LSL000224,16,240,230,2,3,224,LSL000224,LSL000224,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce1b84e709235453a384c4d845ed3044ce1b84e709235453a384c4d845ed3044
225,LSL000225,50,77,204,6,4,225,LSL000225,LSL000225,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc6c6af6ee0a5d79bbf0cd7e644494d5cc6c6af6ee0a5d79bbf0cd7e644494d5
226,LSL000226,466,176,50,9,4,226,LSL000226,LSL000226,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a32e2eba9ef53df863756e072ae9cb88a32e2eba9ef53df863756e072ae9cb8
227,LSL000227,437,377,315,7,3,227,LSL000227,LSL000227,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4762673949665136a88fc305bc64ce054762673949665136a88fc305bc64ce05
228,LSL000228,372,22,65,14,1,228,LSL000228,LSL000228,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64e7c6f3032956178b7879a72be396bc64e7c6f3032956178b7879a72be396bc
229,LSL000229,226,427,10,6,1,229,LSL000229,LSL000229,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b357f2b9ad24526396fb8bd786226639b357f2b9ad24526396fb8bd786226639
230,LSL000230,22,481,1,7,7,230,LSL000230,LSL000230,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b06a7f2ac6d594e90580ed7c354b40f5b06a7f2ac6d594e90580ed7c354b40f
231,LSL000231,251,406,134,2,1,231,LSL000231,LSL000231,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2946fc05292c588999511f2a04ddb12f2946fc05292c588999511f2a04ddb12f
232,LSL000232,76,444,109,14,7,232,LSL000232,LSL000232,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09576ca2a1305a4aba116dc3b13f5f9f09576ca2a1305a4aba116dc3b13f5f9f
233,LSL000233,29,354,196,3,4,233,LSL000233,LSL000233,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e3b1b506baa5ee39faeb0705365caa55e3b1b506baa5ee39faeb0705365caa5
234,LSL000234,309,74,284,7,7,234,LSL000234,LSL000234,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,607939091f56579caea341f089cbdb61607939091f56579caea341f089cbdb61
235,LSL000235,430,353,223,10,2,235,LSL000235,LSL000235,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ef42bc574c05b7f8c95b17f6eec94cc0ef42bc574c05b7f8c95b17f6eec94cc
236,LSL000236,134,6,338,12,3,236,LSL000236,LSL000236,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,acf5519af30c55e4a7347b608fc44fe6acf5519af30c55e4a7347b608fc44fe6
237,LSL000237,322,196,250,11,1,237,LSL000237,LSL000237,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d8785c68ce851108066ec61376c08885d8785c68ce851108066ec61376c0888
238,LSL000238,321,173,-1,1,4,238,LSL000238,LSL000238,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb746eb8acf0577b9135c02b4a92d159bb746eb8acf0577b9135c02b4a92d159
239,LSL000239,270,405,154,8,6,239,LSL000239,LSL000239,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,792820ce79a4566f94d9b33698d34c29792820ce79a4566f94d9b33698d34c29
240,LSL000240,498,277,310,7,7,240,LSL000240,LSL000240,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67b2019ea80f573a8427475472f0fb9267b2019ea80f573a8427475472f0fb92
241,LSL000241,245,208,331,6,7,241,LSL000241,LSL000241,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c83b20dde5af525198bef708cfb18560c83b20dde5af525198bef708cfb18560
242,LSL000242,437,253,284,5,7,242,LSL000242,LSL000242,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7f58915493d59d293e17f4a646a3723d7f58915493d59d293e17f4a646a3723
243,LSL000243,189,289,2,2,1,243,LSL000243,LSL000243,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6b3b0700bd054dd94d2a251d30c628ca6b3b0700bd054dd94d2a251d30c628c
244,LSL000244,187,251,222,1,4,244,LSL000244,LSL000244,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae0d1090aab7596a95c0f8d9d9096fdaae0d1090aab7596a95c0f8d9d9096fda
245,LSL000245,112,73,58,7,4,245,LSL000245,LSL000245,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4c32f4d5d1a55d6a0aafb770d6b25a8f4c32f4d5d1a55d6a0aafb770d6b25a8
246,LSL000246,104,290,61,8,1,246,LSL000246,LSL000246,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c833d75ae875101a50eebd75f4840c60c833d75ae875101a50eebd75f4840c6
247,LSL000247,160,268,87,14,2,247,LSL000247,LSL000247,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c6a4b86010458adb223ace2a1af9eb25c6a4b86010458adb223ace2a1af9eb2
248,LSL000248,469,324,145,3,7,248,LSL000248,LSL000248,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aca1d1e9f5bf543ea14b0ab14de31f34aca1d1e9f5bf543ea14b0ab14de31f34
249,LSL000249,483,391,146,10,5,249,LSL000249,LSL000249,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9272fe4e02e954808b861a8e56ea20f99272fe4e02e954808b861a8e56ea20f9
250,LSL000250,29,1,321,14,3,250,LSL000250,LSL000250,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,900372bb2f455b6f93e29d54d04a7cab900372bb2f455b6f93e29d54d04a7cab
251,LSL000251,276,122,322,13,2,251,LSL000251,LSL000251,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3fd6fac779ca56a7bb557d2d04c3b1663fd6fac779ca56a7bb557d2d04c3b166
252,LSL000252,496,302,246,4,3,252,LSL000252,LSL000252,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d025e947d40151bfbd3d627bd2207c72d025e947d40151bfbd3d627bd2207c72
253,LSL000253,383,365,332,10,4,253,LSL000253,LSL000253,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74dfae0846735363b963521a14a3665874dfae0846735363b963521a14a36658
254,LSL000254,350,374,97,14,2,254,LSL000254,LSL000254,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12e49dea31f3516a9c19c37c1f8ea87212e49dea31f3516a9c19c37c1f8ea872
255,LSL000255,496,42,-1,11,1,255,LSL000255,LSL000255,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25ae017f8f6658eca4ce0595b6108d8e25ae017f8f6658eca4ce0595b6108d8e
256,LSL000256,116,51,211,4,6,256,LSL000256,LSL000256,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aba85b9ff44b558a901655bdca26e10eaba85b9ff44b558a901655bdca26e10e
257,LSL000257,257,68,325,3,4,257,LSL000257,LSL000257,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e62623a90aeb5d508302f3b272fc0e25e62623a90aeb5d508302f3b272fc0e25
258,LSL000258,52,120,11,4,6,258,LSL000258,LSL000258,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,231b0e85df135ba4b9daa86ec8551829231b0e85df135ba4b9daa86ec8551829
259,LSL000259,259,46,215,6,6,259,LSL000259,LSL000259,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,799b7a4d811b5f4b89b486938ef559fb799b7a4d811b5f4b89b486938ef559fb
260,LSL000260,21,258,19,14,1,260,LSL000260,LSL000260,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63c741b2146352de8f1961768c7699df63c741b2146352de8f1961768c7699df
261,LSL000261,98,7,195,8,1,261,LSL000261,LSL000261,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e5d7723627f53e3bf6c5dfa849b4c449e5d7723627f53e3bf6c5dfa849b4c44
262,LSL000262,95,284,57,12,6,262,LSL000262,LSL000262,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0818e15be14509b8b6a262cf9c94a1ed0818e15be14509b8b6a262cf9c94a1e
263,LSL000263,190,62,136,13,5,263,LSL000263,LSL000263,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e5cfc33fcca51b787764821fd243ca96e5cfc33fcca51b787764821fd243ca9
264,LSL000264,135,182,232,10,3,264,LSL000264,LSL000264,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2fb8262ec047546888f82c1bdaab0fa72fb8262ec047546888f82c1bdaab0fa7
265,LSL000265,215,270,229,4,3,265,LSL000265,LSL000265,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,111897e933e555d1b7c3566456be8297111897e933e555d1b7c3566456be8297
266,LSL000266,113,11,209,4,3,266,LSL000266,LSL000266,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42d7b34c866259ecaf7c0ef65f021a5942d7b34c866259ecaf7c0ef65f021a59
267,LSL000267,349,1,156,8,7,267,LSL000267,LSL000267,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7a7f538e78d5742b6186f5c85903f6bd7a7f538e78d5742b6186f5c85903f6b
268,LSL000268,230,390,40,3,2,268,LSL000268,LSL000268,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9bf669cd683c5a9cac279b461667c8359bf669cd683c5a9cac279b461667c835
269,LSL000269,451,59,345,11,3,269,LSL000269,LSL000269,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,afce0eae7a1d5dbba30fa548aedc210dafce0eae7a1d5dbba30fa548aedc210d
270,LSL000270,276,26,172,14,3,270,LSL000270,LSL000270,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d96d7455d485bf584ef2cc75eec1e696d96d7455d485bf584ef2cc75eec1e69
271,LSL000271,164,193,87,5,6,271,LSL000271,LSL000271,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7bba93a32f785199821d292dff71ba397bba93a32f785199821d292dff71ba39
272,LSL000272,202,324,-1,2,7,272,LSL000272,LSL000272,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72d2566b74375396ab13c604d5ffab1372d2566b74375396ab13c604d5ffab13
273,LSL000273,239,457,28,13,7,273,LSL000273,LSL000273,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,738e38caafca54ddab32d97eedffe48a738e38caafca54ddab32d97eedffe48a
274,LSL000274,363,265,198,13,5,274,LSL000274,LSL000274,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6094455e5d8553468fc16ccd54dd24a96094455e5d8553468fc16ccd54dd24a9
275,LSL000275,94,278,15,5,6,275,LSL000275,LSL000275,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87ba0da91b1553ada1b2be704161e61e87ba0da91b1553ada1b2be704161e61e
276,LSL000276,130,423,42,13,6,276,LSL000276,LSL000276,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b20683984d955ffbdfa4d8bff08b4962b20683984d955ffbdfa4d8bff08b496
277,LSL000277,263,122,28,1,5,277,LSL000277,LSL000277,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4c45cf5bcda52efb492ae4315464c9cf4c45cf5bcda52efb492ae4315464c9c
278,LSL000278,251,242,323,2,2,278,LSL000278,LSL000278,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46f9f87a0e16585ca924aca1a6472e4746f9f87a0e16585ca924aca1a6472e47
279,LSL000279,328,35,73,12,3,279,LSL000279,LSL000279,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d94a566e7ad05a69bab8c496efe6be9ed94a566e7ad05a69bab8c496efe6be9e
280,LSL000280,215,4,102,11,7,280,LSL000280,LSL000280,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f6c3e122aeb5cf493dbf1d8b664ca479f6c3e122aeb5cf493dbf1d8b664ca47
281,LSL000281,189,456,186,2,2,281,LSL000281,LSL000281,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e8fea00171b5f418640405cb9811cda0e8fea00171b5f418640405cb9811cda
282,LSL000282,446,305,161,12,2,282,LSL000282,LSL000282,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,555524d681435349a0395491a7a758f4555524d681435349a0395491a7a758f4
283,LSL000283,139,244,318,13,1,283,LSL000283,LSL000283,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f7080d68fd753069db16a4c11b1a86e8f7080d68fd753069db16a4c11b1a86e
284,LSL000284,153,190,6,2,7,284,LSL000284,LSL000284,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33488c998d6d58b281566df6168fa21233488c998d6d58b281566df6168fa212
285,LSL000285,103,58,211,10,7,285,LSL000285,LSL000285,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a920737e4df1576ab333079303f46985a920737e4df1576ab333079303f46985
286,LSL000286,431,434,95,5,1,286,LSL000286,LSL000286,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a780540adc5556ecabd78011bcff2a67a780540adc5556ecabd78011bcff2a67
287,LSL000287,136,305,131,9,5,287,LSL000287,LSL000287,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7eb563c1670054ada1c7dccb55bd11017eb563c1670054ada1c7dccb55bd1101
288,LSL000288,264,288,207,1,6,288,LSL000288,LSL000288,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a56ebd52acd15896a1a0ba4bb1232f0aa56ebd52acd15896a1a0ba4bb1232f0a
289,LSL000289,264,29,-1,9,3,289,LSL000289,LSL000289,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8850567c4d205fb584250c3cc70e5ae78850567c4d205fb584250c3cc70e5ae7
290,LSL000290,90,364,60,4,3,290,LSL000290,LSL000290,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a36e0ab2948d504db878c0793a2bb9dfa36e0ab2948d504db878c0793a2bb9df
291,LSL000291,120,29,205,5,6,291,LSL000291,LSL000291,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7825f5ebc7945779a4da36617d811e077825f5ebc7945779a4da36617d811e07
292,LSL000292,430,143,210,2,6,292,LSL000292,LSL000292,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd432a93c23c5957973ca045de839983bd432a93c23c5957973ca045de839983
293,LSL000293,163,112,87,6,2,293,LSL000293,LSL000293,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1cd450739a775befa3f47fde421de2811cd450739a775befa3f47fde421de281
294,LSL000294,292,241,30,2,7,294,LSL000294,LSL000294,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21e73831d0e05c69be6f2de2088560c821e73831d0e05c69be6f2de2088560c8
295,LSL000295,241,41,155,5,2,295,LSL000295,LSL000295,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b10e451d81fa5fd39bfb2136587883fab10e451d81fa5fd39bfb2136587883fa
296,LSL000296,421,10,327,5,6,296,LSL000296,LSL000296,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ae3fa02950a546d8f27da3bd8c333487ae3fa02950a546d8f27da3bd8c33348
297,LSL000297,308,63,317,9,1,297,LSL000297,LSL000297,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6fb389d5ee8a5afbb1299be156e011e16fb389d5ee8a5afbb1299be156e011e1
298,LSL000298,100,264,258,2,4,298,LSL000298,LSL000298,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,511afdc660e55458bb477e5b5c418519511afdc660e55458bb477e5b5c418519
299,LSL000299,117,297,34,5,2,299,LSL000299,LSL000299,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef626e3a65c150c3a482133756f10124ef626e3a65c150c3a482133756f10124
300,LSL000300,50,302,301,2,5,300,LSL000300,LSL000300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2981f9cc73e95629ba632f7e7cbe86372981f9cc73e95629ba632f7e7cbe8637
301,LSL000301,134,140,35,8,4,301,LSL000301,LSL000301,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a1f072135325f68ba5daf0174cccee32a1f072135325f68ba5daf0174cccee3
302,LSL000302,126,221,347,14,1,302,LSL000302,LSL000302,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26112dc59ee45943b20d12bc235401b826112dc59ee45943b20d12bc235401b8
303,LSL000303,321,296,64,6,4,303,LSL000303,LSL000303,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12c4866252415354ab7ce192ad57075c12c4866252415354ab7ce192ad57075c
304,LSL000304,334,438,69,2,6,304,LSL000304,LSL000304,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9fc7e604e8335c2c8ba46c5c6aed704f9fc7e604e8335c2c8ba46c5c6aed704f
305,LSL000305,87,112,123,1,6,305,LSL000305,LSL000305,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,abb85aa3ab425676af1a01a90c14d1fcabb85aa3ab425676af1a01a90c14d1fc
306,LSL000306,151,164,-1,4,4,306,LSL000306,LSL000306,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee5d02881a725be4a8aa7683270d2c67ee5d02881a725be4a8aa7683270d2c67
307,LSL000307,374,351,222,5,3,307,LSL000307,LSL000307,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b569ced869bd5a87964212a22da9fd0ab569ced869bd5a87964212a22da9fd0a
308,LSL000308,407,191,48,10,5,308,LSL000308,LSL000308,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1408c81f89b538780f289f0fb87e7f9d1408c81f89b538780f289f0fb87e7f9
309,LSL000309,134,478,330,1,3,309,LSL000309,LSL000309,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3716157a38c35d4497afd3fc4137dcae3716157a38c35d4497afd3fc4137dcae
310,LSL000310,473,416,284,10,1,310,LSL000310,LSL000310,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2d1887b4f985cdb80809d415f7c4335e2d1887b4f985cdb80809d415f7c4335
311,LSL000311,430,434,6,13,5,311,LSL000311,LSL000311,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,490252eac28b5a758502714694353cc5490252eac28b5a758502714694353cc5
312,LSL000312,214,161,348,2,5,312,LSL000312,LSL000312,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,322ab5d44f70530187d75bb4de6e22bd322ab5d44f70530187d75bb4de6e22bd
313,LSL000313,437,214,260,1,4,313,LSL000313,LSL000313,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14b5b59023165b8c874767869c29e45214b5b59023165b8c874767869c29e452
314,LSL000314,222,133,117,8,4,314,LSL000314,LSL000314,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db538d9a3cdf5a97a5a8da060e1d0938db538d9a3cdf5a97a5a8da060e1d0938
315,LSL000315,472,179,239,4,2,315,LSL000315,LSL000315,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da5883c628735012928c1df830fecf58da5883c628735012928c1df830fecf58
316,LSL000316,225,478,285,6,6,316,LSL000316,LSL000316,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76757435f3675eb291077aa70723cf2576757435f3675eb291077aa70723cf25
317,LSL000317,443,121,264,11,4,317,LSL000317,LSL000317,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80e836d5dd6758e9991e3f3233777b1780e836d5dd6758e9991e3f3233777b17
318,LSL000318,114,476,217,3,5,318,LSL000318,LSL000318,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2721f494dfc3550498b175cc399dffce2721f494dfc3550498b175cc399dffce
319,LSL000319,128,248,105,1,1,319,LSL000319,LSL000319,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,554cdbe859915b05bd84165e5bb04434554cdbe859915b05bd84165e5bb04434
320,LSL000320,250,447,161,4,3,320,LSL000320,LSL000320,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9bee05a27731546f8b95b5a61e626dbe9bee05a27731546f8b95b5a61e626dbe
321,LSL000321,480,325,197,11,7,321,LSL000321,LSL000321,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c37f2a7bfa8f59179282a77c49816f6ac37f2a7bfa8f59179282a77c49816f6a
322,LSL000322,376,124,110,3,2,322,LSL000322,LSL000322,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1765aaa34c995bef864430d3cb8fd2721765aaa34c995bef864430d3cb8fd272
323,LSL000323,457,72,-1,9,3,323,LSL000323,LSL000323,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,accf069b88b95f1faea2ecf7c0ed2492accf069b88b95f1faea2ecf7c0ed2492
324,LSL000324,400,171,117,5,5,324,LSL000324,LSL000324,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,900af7044d5457359f952ff45f2419a8900af7044d5457359f952ff45f2419a8
325,LSL000325,404,375,330,4,1,325,LSL000325,LSL000325,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e81869233de5915a8c639cc3bd23f6d2e81869233de5915a8c639cc3bd23f6d
326,LSL000326,480,429,241,13,4,326,LSL000326,LSL000326,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b9de5f982925f8eb104ff86c527eff74b9de5f982925f8eb104ff86c527eff7
