WorkCenterKey,WorkCenterCode,SiteKey,WorkCenterTypeKey,WorkCenterCapabilityKey,UnitOfMeasureKey,RecordStatusKey,ShiftCodeKey,WorkCenterName,WorkCenterDescription,CapacityPerHourValue,CrewSizeValue,SetupTimeMinutes,QueueTimeMinutes,FiniteCapacityFlag,BottleneckFlag,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
171,WC000171,179,15,221,6,1,2,Ion WorkCenter 171,WorkCenter starter record 171,244.2700,244.27,176.0000,176.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,946e60f9715758bbae1d8ff0ff9fe512946e60f9715758bbae1d8ff0ff9fe512
172,WC000172,295,40,398,6,3,5,Keystone WorkCenter 172,WorkCenter starter record 172,245.6400,245.64,177.0000,177.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7cf61b75a9105e99aa0eb637ca1c5a337cf61b75a9105e99aa0eb637ca1c5a33
173,WC000173,274,37,164,6,3,9,Riverton WorkCenter 173,WorkCenter starter record 173,247.0100,247.01,178.0000,178.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32f2577665dc575fb6ef13f04bfb6dd032f2577665dc575fb6ef13f04bfb6dd0
174,WC000174,254,32,83,4,2,6,Beacon WorkCenter 174,WorkCenter starter record 174,248.3800,248.38,179.0000,179.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c03c6305b44c552598c8bbdc6993e77ac03c6305b44c552598c8bbdc6993e77a
175,WC000175,433,26,111,5,3,5,Delta WorkCenter 175,WorkCenter starter record 175,249.7500,249.75,180.0000,180.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49c0838498215abc80c5e807098dc78149c0838498215abc80c5e807098dc781
176,WC000176,367,12,451,6,1,5,Riverton WorkCenter 176,WorkCenter starter record 176,251.1200,251.12,181.0000,181.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6d3e81acc8755f3bdfc491572fed843c6d3e81acc8755f3bdfc491572fed843
177,WC000177,243,16,314,2,1,4,Unity WorkCenter 177,WorkCenter starter record 177,252.4900,252.49,182.0000,182.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67e179a049915f379963ab2e847e08bd67e179a049915f379963ab2e847e08bd
178,WC000178,474,30,473,2,3,1,Meridian WorkCenter 178,WorkCenter starter record 178,253.8600,253.86,183.0000,183.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,566db8c3e18f590f8c4a21da2f18e909566db8c3e18f590f8c4a21da2f18e909
179,WC000179,158,33,331,5,2,6,Summit WorkCenter 179,WorkCenter starter record 179,255.2300,255.23,184.0000,184.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38ef44cc09965fb2b0560ac9db9917f938ef44cc09965fb2b0560ac9db9917f9
180,WC000180,42,28,143,3,1,1,Zenith WorkCenter 180,WorkCenter starter record 180,256.6000,256.60,185.0000,185.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2ece548a0315b20ada73c12b6865f72b2ece548a0315b20ada73c12b6865f72
181,WC000181,107,35,464,4,3,9,Beacon WorkCenter 181,WorkCenter starter record 181,257.9700,257.97,186.0000,186.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39ea4e8f1e9853238ae1cc0eb7607f3a39ea4e8f1e9853238ae1cc0eb7607f3a
182,WC000182,264,29,20,2,2,7,Pioneer WorkCenter 182,WorkCenter starter record 182,259.3400,259.34,187.0000,187.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17749115f9aa53a49d38601e1976e96517749115f9aa53a49d38601e1976e965
183,WC000183,10,31,169,5,3,10,Titan WorkCenter 183,WorkCenter starter record 183,260.7100,260.71,188.0000,188.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c10c9925767d5eb6b39cce29ce5b5975c10c9925767d5eb6b39cce29ce5b5975
184,WC000184,76,23,369,6,1,3,Summit WorkCenter 184,WorkCenter starter record 184,262.0800,262.08,189.0000,189.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3d0e29e9a0c5418b63972624916a04ab3d0e29e9a0c5418b63972624916a04a
185,WC000185,221,35,20,4,2,2,Harbor WorkCenter 185,WorkCenter starter record 185,263.4500,263.45,190.0000,190.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f99e8b6b4ed5a018312ed4111775de71f99e8b6b4ed5a018312ed4111775de7
186,WC000186,427,1,389,7,4,3,Meridian WorkCenter 186,WorkCenter starter record 186,264.8200,264.82,191.0000,191.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7be1a62b05e0571e865af470ad05fd777be1a62b05e0571e865af470ad05fd77
187,WC000187,139,13,246,6,3,6,Liberty WorkCenter 187,WorkCenter starter record 187,266.1900,266.19,192.0000,192.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f6f0c63a51e57469cc2cb57c14451d90f6f0c63a51e57469cc2cb57c14451d9
188,WC000188,175,22,466,6,1,11,Forge WorkCenter 188,WorkCenter starter record 188,267.5600,267.56,193.0000,193.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,917a0929560859c796e262aeeeaaf225917a0929560859c796e262aeeeaaf225
189,WC000189,88,4,397,7,4,9,Meridian WorkCenter 189,WorkCenter starter record 189,268.9300,268.93,194.0000,194.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9499598dc63512391ae7da36c0c775eb9499598dc63512391ae7da36c0c775e
190,WC000190,472,37,325,4,2,10,Granite WorkCenter 190,WorkCenter starter record 190,270.3000,270.30,195.0000,195.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8580adda534752e2adf02c177f435cd78580adda534752e2adf02c177f435cd7
191,WC000191,106,8,9,4,4,4,Cedar WorkCenter 191,WorkCenter starter record 191,271.6700,271.67,196.0000,196.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a0150412e8750d18a1367ecb3c8ccc37a0150412e8750d18a1367ecb3c8ccc3
192,WC000192,278,39,345,6,1,7,Atlas WorkCenter 192,WorkCenter starter record 192,273.0400,273.04,197.0000,197.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2de3bc1921ae5ff3bd89afd9c41bdf892de3bc1921ae5ff3bd89afd9c41bdf89
193,WC000193,104,6,376,7,1,11,Quartz WorkCenter 193,WorkCenter starter record 193,274.4100,274.41,198.0000,198.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e94be196940f5951b9c65279f77f1606e94be196940f5951b9c65279f77f1606
194,WC000194,94,16,408,1,4,5,Meridian WorkCenter 194,WorkCenter starter record 194,275.7800,275.78,199.0000,199.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce1e28cb993956d195ec2ac920df55a0ce1e28cb993956d195ec2ac920df55a0
195,WC000195,362,14,252,7,2,2,Pioneer WorkCenter 195,WorkCenter starter record 195,277.1500,277.15,200.0000,200.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37c96dce123e5891875a10eded98067337c96dce123e5891875a10eded980673
196,WC000196,211,29,207,7,1,1,Quartz WorkCenter 196,WorkCenter starter record 196,278.5200,278.52,201.0000,201.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9507b911249954a7a4ad549ba86923029507b911249954a7a4ad549ba8692302
197,WC000197,193,21,236,4,3,12,Riverton WorkCenter 197,WorkCenter starter record 197,279.8900,279.89,202.0000,202.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98019df6cf405a678ce80b34e376a6f998019df6cf405a678ce80b34e376a6f9
198,WC000198,275,11,159,1,1,5,Meridian WorkCenter 198,WorkCenter starter record 198,281.2600,281.26,203.0000,203.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f5417b2fefe55ce994a0af3a1d90cf77f5417b2fefe55ce994a0af3a1d90cf7
199,WC000199,278,19,402,4,1,6,Cedar WorkCenter 199,WorkCenter starter record 199,282.6300,282.63,204.0000,204.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12537eea5bc152448d9f2dbd391493a512537eea5bc152448d9f2dbd391493a5
200,WC000200,309,34,203,2,2,5,Willow WorkCenter 200,WorkCenter starter record 200,284.0000,284.00,205.0000,205.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85adb9d60a9d552c8c3f58b0b53f90f885adb9d60a9d552c8c3f58b0b53f90f8
201,WC000201,266,35,308,6,4,10,Ion WorkCenter 201,WorkCenter starter record 201,285.3700,285.37,206.0000,206.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d597cded1cc45986af9ae31215df2f38d597cded1cc45986af9ae31215df2f38
202,WC000202,34,14,400,6,4,9,Forge WorkCenter 202,WorkCenter starter record 202,286.7400,286.74,207.0000,207.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8534bded38675b8590ae74a22052af058534bded38675b8590ae74a22052af05
203,WC000203,474,25,126,3,3,6,Meridian WorkCenter 203,WorkCenter starter record 203,288.1100,288.11,208.0000,208.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ab404612de45a1389d29f3c7087a1c43ab404612de45a1389d29f3c7087a1c4
204,WC000204,361,7,365,5,4,8,Vertex WorkCenter 204,WorkCenter starter record 204,289.4800,289.48,209.0000,209.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d73e43cb0d5a5b31ae853a1c2799e0c7d73e43cb0d5a5b31ae853a1c2799e0c7
205,WC000205,436,3,139,4,4,11,Ion WorkCenter 205,WorkCenter starter record 205,290.8500,290.85,210.0000,210.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cfc7961e7b795c068e016874252c2ef8cfc7961e7b795c068e016874252c2ef8
206,WC000206,274,8,342,1,1,7,Junction WorkCenter 206,WorkCenter starter record 206,292.2200,292.22,211.0000,211.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fcc876d4508d5e669856efb2113adb4ffcc876d4508d5e669856efb2113adb4f
207,WC000207,268,2,171,3,1,1,Unity WorkCenter 207,WorkCenter starter record 207,293.5900,293.59,212.0000,212.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fee5d36c4c225bb4b58a6c08488cc696fee5d36c4c225bb4b58a6c08488cc696
208,WC000208,228,18,301,4,4,4,Pioneer WorkCenter 208,WorkCenter starter record 208,294.9600,294.96,213.0000,213.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20455d5e62cd5b29910bc13dd2c53e6c20455d5e62cd5b29910bc13dd2c53e6c
209,WC000209,383,16,255,3,2,6,Forge WorkCenter 209,WorkCenter starter record 209,296.3300,296.33,214.0000,214.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c21c05235fd15094b3be27b8e9363ec5c21c05235fd15094b3be27b8e9363ec5
210,WC000210,412,20,428,4,2,5,Cedar WorkCenter 210,WorkCenter starter record 210,297.7000,297.70,215.0000,215.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35c4bef50b085ce9a1ea4ceb3ca4adde35c4bef50b085ce9a1ea4ceb3ca4adde
211,WC000211,96,34,233,5,1,2,Titan WorkCenter 211,WorkCenter starter record 211,299.0700,299.07,216.0000,216.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5269461af2a56e594a90a468b4da405b5269461af2a56e594a90a468b4da405
212,WC000212,127,25,338,6,4,11,Zenith WorkCenter 212,WorkCenter starter record 212,300.4400,300.44,217.0000,217.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09837c65db0057ef9cbdf4a8fdfebb5a09837c65db0057ef9cbdf4a8fdfebb5a
213,WC000213,69,17,301,7,3,6,Keystone WorkCenter 213,WorkCenter starter record 213,301.8100,301.81,218.0000,218.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d03d375751c52d39f1e1d3eb76390101d03d375751c52d39f1e1d3eb7639010
214,WC000214,238,16,387,1,3,1,Zenith WorkCenter 214,WorkCenter starter record 214,303.1800,303.18,219.0000,219.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6c3057f781558fb86c447f3a25a8515d6c3057f781558fb86c447f3a25a8515
215,WC000215,154,20,276,2,2,1,Vertex WorkCenter 215,WorkCenter starter record 215,304.5500,304.55,220.0000,220.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c16794b192b95d67a0c65997a616185cc16794b192b95d67a0c65997a616185c
216,WC000216,306,36,271,2,3,10,Keystone WorkCenter 216,WorkCenter starter record 216,305.9200,305.92,221.0000,221.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a73cc21582d151c0801946ecd71c6a8da73cc21582d151c0801946ecd71c6a8d
217,WC000217,268,1,29,4,2,7,Orion WorkCenter 217,WorkCenter starter record 217,307.2900,307.29,222.0000,222.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4cda92962a06567d9a244a17888b8d9c4cda92962a06567d9a244a17888b8d9c
218,WC000218,23,3,178,7,2,5,Granite WorkCenter 218,WorkCenter starter record 218,308.6600,308.66,223.0000,223.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12f75da9868c53d587f7525a7f82f6a612f75da9868c53d587f7525a7f82f6a6
219,WC000219,281,21,58,7,4,7,Vertex WorkCenter 219,WorkCenter starter record 219,310.0300,310.03,224.0000,224.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4324f0083bcc5dfb8b0d0306b6e9950c4324f0083bcc5dfb8b0d0306b6e9950c
220,WC000220,478,29,24,1,4,7,Riverton WorkCenter 220,WorkCenter starter record 220,311.4000,311.40,225.0000,225.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51fd377e99a05f16b030e12498ab3fbf51fd377e99a05f16b030e12498ab3fbf
221,WC000221,431,31,147,7,1,5,Junction WorkCenter 221,WorkCenter starter record 221,312.7700,312.77,226.0000,226.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ddbb97fba15154c3a3c83f1582459abaddbb97fba15154c3a3c83f1582459aba
222,WC000222,68,4,95,6,2,10,Cedar WorkCenter 222,WorkCenter starter record 222,314.1400,314.14,227.0000,227.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db7105bb49685d379df03812031fd2a4db7105bb49685d379df03812031fd2a4
223,WC000223,195,20,407,7,4,11,Keystone WorkCenter 223,WorkCenter starter record 223,315.5100,315.51,228.0000,228.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c29e6942edd5c7e94e88e88356fe5b09c29e6942edd5c7e94e88e88356fe5b0
224,WC000224,380,14,285,1,4,4,Delta WorkCenter 224,WorkCenter starter record 224,316.8800,316.88,229.0000,229.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,497418fb0ce853b0b09155f01ed6468d497418fb0ce853b0b09155f01ed6468d
225,WC000225,332,12,464,2,1,7,Willow WorkCenter 225,WorkCenter starter record 225,318.2500,318.25,230.0000,230.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6e3d9ccec12514ea3675600fac94b3fa6e3d9ccec12514ea3675600fac94b3f
226,WC000226,233,26,187,7,3,3,Pioneer WorkCenter 226,WorkCenter starter record 226,319.6200,319.62,231.0000,231.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5932672db17855df877ee30032d569c05932672db17855df877ee30032d569c0
227,WC000227,15,25,430,7,2,9,Summit WorkCenter 227,WorkCenter starter record 227,320.9900,320.99,232.0000,232.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8be829419e15e33b7649245f6ef6d92a8be829419e15e33b7649245f6ef6d92
228,WC000228,196,35,309,3,3,11,Willow WorkCenter 228,WorkCenter starter record 228,322.3600,322.36,233.0000,233.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83f60449eb275b9db1a6ee20ed268f8c83f60449eb275b9db1a6ee20ed268f8c
229,WC000229,452,1,171,7,2,10,Orion WorkCenter 229,WorkCenter starter record 229,323.7300,323.73,234.0000,234.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,366062a0369352e2b70b2bc51f39b0d8366062a0369352e2b70b2bc51f39b0d8
230,WC000230,397,21,2,4,4,6,Forge WorkCenter 230,WorkCenter starter record 230,325.1000,325.10,235.0000,235.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0d53c2dc1ec5456866d5bda6d3073c8d0d53c2dc1ec5456866d5bda6d3073c8
231,WC000231,193,7,215,2,3,10,Titan WorkCenter 231,WorkCenter starter record 231,326.4700,326.47,236.0000,236.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9dd7b68b07e85588908d63b0cb9df5519dd7b68b07e85588908d63b0cb9df551
232,WC000232,326,7,399,1,2,6,Unity WorkCenter 232,WorkCenter starter record 232,327.8400,327.84,237.0000,237.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac02640a6f0f50e6bb3bf46bda39a025ac02640a6f0f50e6bb3bf46bda39a025
233,WC000233,398,27,250,6,4,1,Quartz WorkCenter 233,WorkCenter starter record 233,329.2100,329.21,238.0000,238.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff9bff8c97315d1abd4360b5ce10d474ff9bff8c97315d1abd4360b5ce10d474
234,WC000234,414,10,112,3,2,7,Quartz WorkCenter 234,WorkCenter starter record 234,330.5800,330.58,239.0000,239.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f65f12c72a55f7e800e16a73e856c795f65f12c72a55f7e800e16a73e856c79
235,WC000235,6,10,155,6,4,11,Keystone WorkCenter 235,WorkCenter starter record 235,331.9500,331.95,240.0000,240.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0bf8ea999ea55378947ecdf5c68d75940bf8ea999ea55378947ecdf5c68d7594
236,WC000236,379,8,78,4,2,4,Cedar WorkCenter 236,WorkCenter starter record 236,333.3200,333.32,241.0000,241.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ea6571fc1225f349b7172e7d16117b60ea6571fc1225f349b7172e7d16117b6
237,WC000237,236,13,307,3,2,7,Delta WorkCenter 237,WorkCenter starter record 237,334.6900,334.69,242.0000,242.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,966d3da40a7d5c0a90ffc3b93add8973966d3da40a7d5c0a90ffc3b93add8973
238,WC000238,342,24,323,1,1,4,Summit WorkCenter 238,WorkCenter starter record 238,336.0600,336.06,243.0000,243.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51caf23b81075724b21e6b7ab3bb0a0f51caf23b81075724b21e6b7ab3bb0a0f
239,WC000239,270,25,95,5,2,2,Junction WorkCenter 239,WorkCenter starter record 239,337.4300,337.43,244.0000,244.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6906cd9e11ca58b5a2f4bac79889d9776906cd9e11ca58b5a2f4bac79889d977
240,WC000240,251,17,498,3,3,8,Granite WorkCenter 240,WorkCenter starter record 240,338.8000,338.80,245.0000,245.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aeb3ca6bde5b5f03a6b22529ed3d35c6aeb3ca6bde5b5f03a6b22529ed3d35c6
241,WC000241,166,5,194,2,4,5,Vertex WorkCenter 241,WorkCenter starter record 241,340.1700,340.17,246.0000,246.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,754a04b746ee5cc09362bdf064c5c745754a04b746ee5cc09362bdf064c5c745
242,WC000242,87,33,338,7,4,4,Beacon WorkCenter 242,WorkCenter starter record 242,341.5400,341.54,247.0000,247.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e217adda65a15bf291ff6e1d320b6f20e217adda65a15bf291ff6e1d320b6f20
243,WC000243,410,17,77,5,4,2,Atlas WorkCenter 243,WorkCenter starter record 243,342.9100,342.91,248.0000,248.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,780ce6f992905aba9b71deba0aee84c9780ce6f992905aba9b71deba0aee84c9
244,WC000244,106,37,1,7,2,3,Vertex WorkCenter 244,WorkCenter starter record 244,344.2800,344.28,249.0000,249.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4ded70b5e39513cb07e6b21ecfbd65ef4ded70b5e39513cb07e6b21ecfbd65e
245,WC000245,313,4,348,2,3,11,Vertex WorkCenter 245,WorkCenter starter record 245,345.6500,345.65,250.0000,250.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c29801eba3b57f6a3498108b64b66729c29801eba3b57f6a3498108b64b6672
246,WC000246,391,6,112,4,4,10,Meridian WorkCenter 246,WorkCenter starter record 246,347.0200,347.02,251.0000,251.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a6901430c4554c6a2798cc2fc6d03319a6901430c4554c6a2798cc2fc6d0331
247,WC000247,306,26,272,5,2,7,Zenith WorkCenter 247,WorkCenter starter record 247,348.3900,348.39,252.0000,252.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8996677348a56e7b29cac497605e6ddf8996677348a56e7b29cac497605e6dd
248,WC000248,166,5,412,1,1,12,Titan WorkCenter 248,WorkCenter starter record 248,349.7600,349.76,253.0000,253.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31baa6d38308579c9d3eaec1cde8e51531baa6d38308579c9d3eaec1cde8e515
249,WC000249,32,14,449,3,1,8,Ion WorkCenter 249,WorkCenter starter record 249,351.1300,351.13,254.0000,254.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6cd9e35bff8575792c5abe04cc0365bc6cd9e35bff8575792c5abe04cc0365b
250,WC000250,158,3,453,3,2,9,Pioneer WorkCenter 250,WorkCenter starter record 250,352.5000,352.50,255.0000,255.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,654e1d32a67d53c981dcebdd68688cc7654e1d32a67d53c981dcebdd68688cc7
251,WC000251,37,4,290,7,3,2,Vertex WorkCenter 251,WorkCenter starter record 251,353.8700,353.87,256.0000,256.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50cc977f730a5a01b0d9b16a810faa4050cc977f730a5a01b0d9b16a810faa40
252,WC000252,132,26,485,7,1,3,Ion WorkCenter 252,WorkCenter starter record 252,355.2400,355.24,257.0000,257.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa308eaeda2156c88021d0dd2ef4cab4aa308eaeda2156c88021d0dd2ef4cab4
253,WC000253,144,14,127,6,2,1,Keystone WorkCenter 253,WorkCenter starter record 253,356.6100,356.61,258.0000,258.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ae7963b4f925d029baeb043427837b92ae7963b4f925d029baeb043427837b9
254,WC000254,179,1,238,2,2,9,Delta WorkCenter 254,WorkCenter starter record 254,357.9800,357.98,259.0000,259.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7500181d93795413b25c5cb815497c197500181d93795413b25c5cb815497c19
255,WC000255,128,13,3,3,2,4,Quartz WorkCenter 255,WorkCenter starter record 255,359.3500,359.35,260.0000,260.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b484d8f31915b7d9e437e973fa9dde38b484d8f31915b7d9e437e973fa9dde3
