LogisticsDeliveryKey,DeliveryNumber,CustomerKey,ShipFromPlantKey,OriginLogisticsDockDoorKey,LogisticsShipmentStatusKey,PriorityKey,DeliveryName,RequestedDeliveryDate,DeliveryPriorityScore,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
203,LD000203,100,296,65,13,4,Northstar LogisticsDelivery 203,2020-07-22,203,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c454631e4965fa99d791f9f93d5cd989c454631e4965fa99d791f9f93d5cd98
204,LD000204,-1,-1,-1,5,4,Orion LogisticsDelivery 204,2020-07-23,204,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dbc8640d6a135c3bbfe67904c1fa217cdbc8640d6a135c3bbfe67904c1fa217c
205,LD000205,342,283,378,9,3,Atlas LogisticsDelivery 205,2020-07-24,205,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eefa7f010b7d5c698b97a66ab2ae317aeefa7f010b7d5c698b97a66ab2ae317a
206,LD000206,269,1,500,5,5,Liberty LogisticsDelivery 206,2020-07-25,206,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad958352024e55a498b1054ea4e1bc4bad958352024e55a498b1054ea4e1bc4b
207,LD000207,373,50,476,1,2,Ion LogisticsDelivery 207,2020-07-26,207,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c16950fff0f573cb26c8205e006c6264c16950fff0f573cb26c8205e006c626
208,LD000208,413,159,350,2,3,Cedar LogisticsDelivery 208,2020-07-27,208,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ba979994b365824b6e57640c95c5dd91ba979994b365824b6e57640c95c5dd9
209,LD000209,22,341,263,7,3,Atlas LogisticsDelivery 209,2020-07-28,209,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,acbf76fc59415b099c3dbf9c0c3ba544acbf76fc59415b099c3dbf9c0c3ba544
210,LD000210,167,164,492,1,4,Forge LogisticsDelivery 210,2020-07-29,210,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5db584b24a85517a709e03255158690e5db584b24a85517a709e03255158690
211,LD000211,125,8,4,4,3,Granite LogisticsDelivery 211,2020-07-30,211,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,060aec8e8a2e51bb8e5a680126bbfd98060aec8e8a2e51bb8e5a680126bbfd98
212,LD000212,262,124,62,3,3,Ion LogisticsDelivery 212,2020-07-31,212,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e8817d2f5cb55cbbbd2d14a644fa4141e8817d2f5cb55cbbbd2d14a644fa414
213,LD000213,333,93,327,4,5,Cedar LogisticsDelivery 213,2020-08-01,213,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9e053c691975730b795ccf4da344176d9e053c691975730b795ccf4da344176
214,LD000214,360,161,370,3,3,Quartz LogisticsDelivery 214,2020-08-02,214,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21448870770d50719740e3b408501adc21448870770d50719740e3b408501adc
215,LD000215,448,20,387,9,4,Atlas LogisticsDelivery 215,2020-08-03,215,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c471c073d735b31ba441b0c316fb1471c471c073d735b31ba441b0c316fb147
216,LD000216,481,261,460,5,2,Summit LogisticsDelivery 216,2020-08-04,216,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8363f728add45dedbaca1a85a98f85138363f728add45dedbaca1a85a98f8513
217,LD000217,259,266,289,7,5,Summit LogisticsDelivery 217,2020-08-05,217,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,572dabcfe57153ae9b7c1f4f7b6e8c5b572dabcfe57153ae9b7c1f4f7b6e8c5b
218,LD000218,306,113,462,12,1,Quartz LogisticsDelivery 218,2020-08-06,218,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02c2591da36f51c78c00f5b6cfa4995202c2591da36f51c78c00f5b6cfa49952
219,LD000219,408,107,20,8,2,Junction LogisticsDelivery 219,2020-08-07,219,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a2bee09ca0f542399a2610b20fea6bc3a2bee09ca0f542399a2610b20fea6bc
220,LD000220,2,70,147,2,2,Quartz LogisticsDelivery 220,2020-08-08,220,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42c6bece94ad5b24893c378e9eec8ead42c6bece94ad5b24893c378e9eec8ead
221,LD000221,-1,-1,-1,9,2,Liberty LogisticsDelivery 221,2020-08-09,221,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61f5699587b153a3805c9e72658bfa0361f5699587b153a3805c9e72658bfa03
222,LD000222,144,232,61,7,3,Keystone LogisticsDelivery 222,2020-08-10,222,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46157bd730a855ae9bcce42d6a8003aa46157bd730a855ae9bcce42d6a8003aa
223,LD000223,74,175,71,10,2,Cedar LogisticsDelivery 223,2020-08-11,223,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b31866cde51d53fdac8537c6c8c68ae3b31866cde51d53fdac8537c6c8c68ae3
224,LD000224,208,341,234,4,2,Riverton LogisticsDelivery 224,2020-08-12,224,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b790ab202765786a3ff30e5ec6e93534b790ab202765786a3ff30e5ec6e9353
225,LD000225,186,244,43,7,2,Delta LogisticsDelivery 225,2020-08-13,225,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f10f2180b19c5006861f000a5b392fa4f10f2180b19c5006861f000a5b392fa4
226,LD000226,451,348,129,11,4,Quartz LogisticsDelivery 226,2020-08-14,226,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3caeba25887d584dbcfaf3b9ea90b7e13caeba25887d584dbcfaf3b9ea90b7e1
227,LD000227,499,144,225,5,5,Forge LogisticsDelivery 227,2020-08-15,227,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,29b80e8d10c35bc68cea5dab9dababc329b80e8d10c35bc68cea5dab9dababc3
228,LD000228,230,146,113,4,2,Zenith LogisticsDelivery 228,2020-08-16,228,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4cd5c3ab8e0562abbcd8c4b6e404e93c4cd5c3ab8e0562abbcd8c4b6e404e93
229,LD000229,330,312,139,11,1,Keystone LogisticsDelivery 229,2020-08-17,229,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8952c18ca46c58f99973370e369bf56b8952c18ca46c58f99973370e369bf56b
230,LD000230,230,264,260,7,4,Riverton LogisticsDelivery 230,2020-08-18,230,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4cc6e34817b35654a83c09a8c7388fb34cc6e34817b35654a83c09a8c7388fb3
231,LD000231,498,6,244,1,2,Northstar LogisticsDelivery 231,2020-08-19,231,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a12100f735ef5dd780352746cc76469ea12100f735ef5dd780352746cc76469e
232,LD000232,454,193,340,14,3,Unity LogisticsDelivery 232,2020-08-20,232,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6dd55b544e8f5f84bf25f62b111e1a2d6dd55b544e8f5f84bf25f62b111e1a2d
233,LD000233,64,98,112,3,1,Titan LogisticsDelivery 233,2020-08-21,233,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08482015dff152d0b841c542a80a3b5a08482015dff152d0b841c542a80a3b5a
234,LD000234,285,172,82,1,5,Junction LogisticsDelivery 234,2020-08-22,234,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ce348a7f67f569ab00d3985f4ed506b1ce348a7f67f569ab00d3985f4ed506b
235,LD000235,431,187,66,8,2,Ion LogisticsDelivery 235,2020-08-23,235,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe704819b43c54238934ac41fe5f6521fe704819b43c54238934ac41fe5f6521
236,LD000236,16,219,77,10,2,Beacon LogisticsDelivery 236,2020-08-24,236,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af00f4971e3452cf8ff00585e470e0acaf00f4971e3452cf8ff00585e470e0ac
237,LD000237,407,344,91,5,4,Evergreen LogisticsDelivery 237,2020-08-25,237,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc431f4d1da95c11a92127ca9fcb76cbcc431f4d1da95c11a92127ca9fcb76cb
238,LD000238,-1,-1,-1,12,2,Cedar LogisticsDelivery 238,2020-08-26,238,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e564368e6f8a53f1a4d9aeaa3de4dbf7e564368e6f8a53f1a4d9aeaa3de4dbf7
239,LD000239,358,280,186,14,3,Willow LogisticsDelivery 239,2020-08-27,239,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,233e673966cd5925ae1a430f3de3200f233e673966cd5925ae1a430f3de3200f
240,LD000240,364,334,419,14,2,Vertex LogisticsDelivery 240,2020-08-28,240,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ac4b34c8e115d3ead90084d5f1c97f99ac4b34c8e115d3ead90084d5f1c97f9
241,LD000241,78,104,135,12,3,Keystone LogisticsDelivery 241,2020-08-29,241,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,464bcb2041d35816b4be35624ee85f82464bcb2041d35816b4be35624ee85f82
242,LD000242,118,245,312,7,1,Northstar LogisticsDelivery 242,2020-08-30,242,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb98f0f3cbc0534b9cd95319365ef54ecb98f0f3cbc0534b9cd95319365ef54e
243,LD000243,23,129,162,6,1,Junction LogisticsDelivery 243,2020-08-31,243,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73db4ab2872456e6a4a46e72271a1a4973db4ab2872456e6a4a46e72271a1a49
244,LD000244,89,268,301,10,5,Delta LogisticsDelivery 244,2020-09-01,244,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb565c012e065f7099ec1328345db146eb565c012e065f7099ec1328345db146
245,LD000245,280,27,76,2,1,Meridian LogisticsDelivery 245,2020-09-02,245,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3cc50d778b25026a8f6e5ce5f903847e3cc50d778b25026a8f6e5ce5f903847
246,LD000246,405,188,272,4,5,Summit LogisticsDelivery 246,2020-09-03,246,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb02789f6a535cc587c5de0745d0029ebb02789f6a535cc587c5de0745d0029e
247,LD000247,479,19,179,3,1,Orion LogisticsDelivery 247,2020-09-04,247,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27c765235afc509e8e7c91efbdf37d4027c765235afc509e8e7c91efbdf37d40
248,LD000248,355,272,349,5,4,Titan LogisticsDelivery 248,2020-09-05,248,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd8a1de8a02454e8a5306117efc39438fd8a1de8a02454e8a5306117efc39438
249,LD000249,159,315,107,11,2,Zenith LogisticsDelivery 249,2020-09-06,249,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c3e9c517c2d52c7a22c733a9b4248ad7c3e9c517c2d52c7a22c733a9b4248ad
250,LD000250,114,17,454,9,2,Atlas LogisticsDelivery 250,2020-09-07,250,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af3fdd43b8115010bf634c6ec8c4220caf3fdd43b8115010bf634c6ec8c4220c
251,LD000251,196,83,397,14,1,Summit LogisticsDelivery 251,2020-09-08,251,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4712c54c9b175efcaccc8042d12b5fc34712c54c9b175efcaccc8042d12b5fc3
252,LD000252,23,346,129,10,3,Meridian LogisticsDelivery 252,2020-09-09,252,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57d593cba6ee590fb5923bf3ef07ad0a57d593cba6ee590fb5923bf3ef07ad0a
253,LD000253,461,333,315,3,5,Quartz LogisticsDelivery 253,2020-09-10,253,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd910a0ad0c45d718c68544903966d41fd910a0ad0c45d718c68544903966d41
254,LD000254,439,121,329,2,3,Vertex LogisticsDelivery 254,2020-09-11,254,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a3a4709effc542489ab8b2f7d6da7269a3a4709effc542489ab8b2f7d6da726
255,LD000255,-1,-1,-1,10,1,Northstar LogisticsDelivery 255,2020-09-12,255,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e69ace181bb5416bf4ff0e556f604340e69ace181bb5416bf4ff0e556f60434
256,LD000256,26,170,57,2,1,Keystone LogisticsDelivery 256,2020-09-13,256,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,258930a662d65af99d984f6d06ac3e8c258930a662d65af99d984f6d06ac3e8c
257,LD000257,465,126,40,5,3,Orion LogisticsDelivery 257,2020-09-14,257,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00ab341130e159bd9371d6d060874e2900ab341130e159bd9371d6d060874e29
258,LD000258,155,73,215,7,5,Unity LogisticsDelivery 258,2020-09-15,258,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0bb6e66f5df659c18997c9c7da3695070bb6e66f5df659c18997c9c7da369507
259,LD000259,371,78,103,8,4,Willow LogisticsDelivery 259,2020-09-16,259,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa411b8c73d350b788cd0c6283328787aa411b8c73d350b788cd0c6283328787
260,LD000260,146,93,337,8,5,Quartz LogisticsDelivery 260,2020-09-17,260,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9dcbba5a5b68542295eb0fce7e6e89009dcbba5a5b68542295eb0fce7e6e8900
261,LD000261,157,251,304,13,2,Ion LogisticsDelivery 261,2020-09-18,261,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f75d3cb319ed5a24a994ba5405ef6bddf75d3cb319ed5a24a994ba5405ef6bdd
262,LD000262,203,196,472,3,2,Atlas LogisticsDelivery 262,2020-09-19,262,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,080f1eb19a265415a0ca2a2be1ac9ea5080f1eb19a265415a0ca2a2be1ac9ea5
263,LD000263,55,314,370,7,1,Liberty LogisticsDelivery 263,2020-09-20,263,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4614f9e908aa5a569556f4877c34b9d74614f9e908aa5a569556f4877c34b9d7
264,LD000264,377,270,262,10,5,Liberty LogisticsDelivery 264,2020-09-21,264,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,524521c05f435afe998c931e0bd82100524521c05f435afe998c931e0bd82100
265,LD000265,498,18,291,7,1,Harbor LogisticsDelivery 265,2020-09-22,265,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1982e9f960ec51db985a2c5ed28f01cc1982e9f960ec51db985a2c5ed28f01cc
266,LD000266,281,109,271,8,2,Evergreen LogisticsDelivery 266,2020-09-23,266,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71311b73ee41535bb2e3931b9a3b795d71311b73ee41535bb2e3931b9a3b795d
267,LD000267,224,56,359,6,5,Cedar LogisticsDelivery 267,2020-09-24,267,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5bdff4d1fb2b519faf4fa4872bbadfca5bdff4d1fb2b519faf4fa4872bbadfca
268,LD000268,262,116,121,13,1,Northstar LogisticsDelivery 268,2020-09-25,268,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0425bc8bdfce517c8284cbd092af8b4e0425bc8bdfce517c8284cbd092af8b4e
269,LD000269,402,237,274,13,2,Cedar LogisticsDelivery 269,2020-09-26,269,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97d1fa4f788055a1a0424d0e161b75bc97d1fa4f788055a1a0424d0e161b75bc
270,LD000270,63,244,401,4,5,Junction LogisticsDelivery 270,2020-09-27,270,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5cbc568b8b0e5a3aa8e87b92262712c45cbc568b8b0e5a3aa8e87b92262712c4
271,LD000271,394,188,20,7,5,Orion LogisticsDelivery 271,2020-09-28,271,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1511a0bbacc50c9845fbbba01f7b369a1511a0bbacc50c9845fbbba01f7b369
272,LD000272,-1,-1,-1,9,5,Cedar LogisticsDelivery 272,2020-09-29,272,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bbaed751482c544f80b6fdc165ef4853bbaed751482c544f80b6fdc165ef4853
273,LD000273,428,76,209,4,5,Atlas LogisticsDelivery 273,2020-09-30,273,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce227f7f0b755090afd6f8760136228bce227f7f0b755090afd6f8760136228b
274,LD000274,355,66,177,6,5,Titan LogisticsDelivery 274,2020-10-01,274,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e565289aa9335af0ae050af6484523bee565289aa9335af0ae050af6484523be
275,LD000275,243,268,342,9,4,Northstar LogisticsDelivery 275,2020-10-02,275,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fda1531039eb5c0d94e4646a1b6987c6fda1531039eb5c0d94e4646a1b6987c6
276,LD000276,260,282,176,13,3,Vertex LogisticsDelivery 276,2020-10-03,276,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2dae47e1e195b029359df90c0115232c2dae47e1e195b029359df90c0115232
277,LD000277,95,225,169,14,3,Ion LogisticsDelivery 277,2020-10-04,277,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e19a68635195e8894788da369bec8e70e19a68635195e8894788da369bec8e7
278,LD000278,220,194,125,12,1,Pioneer LogisticsDelivery 278,2020-10-05,278,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,158b06cff7a55b438318532f64aab596158b06cff7a55b438318532f64aab596
279,LD000279,297,189,149,5,4,Zenith LogisticsDelivery 279,2020-10-06,279,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,374537dee3c05efb8978df95e5010a9f374537dee3c05efb8978df95e5010a9f
280,LD000280,311,88,43,8,4,Liberty LogisticsDelivery 280,2020-10-07,280,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75db3496397153309f8f4a70aae7f9a775db3496397153309f8f4a70aae7f9a7
281,LD000281,350,37,291,8,5,Harbor LogisticsDelivery 281,2020-10-08,281,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48d2150228c4595cb6de550fc136a2b948d2150228c4595cb6de550fc136a2b9
282,LD000282,309,227,465,11,3,Cedar LogisticsDelivery 282,2020-10-09,282,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba6c5795a30d54a3886b4f4eb75998b2ba6c5795a30d54a3886b4f4eb75998b2
283,LD000283,338,308,228,13,1,Summit LogisticsDelivery 283,2020-10-10,283,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,712d5a22d96f5329be4a1d3fb66f1c28712d5a22d96f5329be4a1d3fb66f1c28
284,LD000284,287,166,242,7,3,Cedar LogisticsDelivery 284,2020-10-11,284,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15d37e8d284056a487b95420f926223215d37e8d284056a487b95420f9262232
285,LD000285,434,67,361,2,3,Willow LogisticsDelivery 285,2020-10-12,285,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b21d9d916b2956e0bc7de6478d99f4deb21d9d916b2956e0bc7de6478d99f4de
286,LD000286,262,292,389,10,4,Atlas LogisticsDelivery 286,2020-10-13,286,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ac23aa444da5457af748e02ade20e4b7ac23aa444da5457af748e02ade20e4b
287,LD000287,126,281,378,10,2,Pioneer LogisticsDelivery 287,2020-10-14,287,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86a157de16505b4984c21f40bcfc150486a157de16505b4984c21f40bcfc1504
288,LD000288,252,208,406,7,3,Cedar LogisticsDelivery 288,2020-10-15,288,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e13c6d799da580c83fbfdd892e7428b5e13c6d799da580c83fbfdd892e7428b
289,LD000289,-1,-1,-1,3,3,Zenith LogisticsDelivery 289,2020-10-16,289,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,380b1f1fa9b85091b3716576ee6f1844380b1f1fa9b85091b3716576ee6f1844
290,LD000290,144,94,219,12,4,Unity LogisticsDelivery 290,2020-10-17,290,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,648564835a7f594da2111404983717cc648564835a7f594da2111404983717cc
291,LD000291,413,85,279,14,4,Zenith LogisticsDelivery 291,2020-10-18,291,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4cc56a2a16ab52e4afc2cdbcc1b1ebbf4cc56a2a16ab52e4afc2cdbcc1b1ebbf
292,LD000292,71,344,459,2,4,Forge LogisticsDelivery 292,2020-10-19,292,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7efef5f1d404573f9247669934885ca47efef5f1d404573f9247669934885ca4
293,LD000293,353,341,238,8,2,Orion LogisticsDelivery 293,2020-10-20,293,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1774f0e3939252edbba15a69a9180ae71774f0e3939252edbba15a69a9180ae7
294,LD000294,301,137,346,5,1,Titan LogisticsDelivery 294,2020-10-21,294,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa6d30802223532aba17823e84429e8ffa6d30802223532aba17823e84429e8f
295,LD000295,287,288,374,8,4,Forge LogisticsDelivery 295,2020-10-22,295,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,934df5a69a815d4198aa706b46feb852934df5a69a815d4198aa706b46feb852
296,LD000296,24,260,480,3,3,Beacon LogisticsDelivery 296,2020-10-23,296,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,29c21428451251ae970033eb772976aa29c21428451251ae970033eb772976aa
297,LD000297,490,349,242,5,5,Atlas LogisticsDelivery 297,2020-10-24,297,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebf0909226af5823803e58ddad1ab5ccebf0909226af5823803e58ddad1ab5cc
298,LD000298,144,345,492,10,4,Harbor LogisticsDelivery 298,2020-10-25,298,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,446bebbafabc59b99d34672a4cba9075446bebbafabc59b99d34672a4cba9075
299,LD000299,98,40,455,11,3,Beacon LogisticsDelivery 299,2020-10-26,299,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af51116fbcce59ca9e2cee9205a268daaf51116fbcce59ca9e2cee9205a268da
300,LD000300,298,331,442,5,5,Willow LogisticsDelivery 300,2020-10-27,300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,126869e08464504caec9ab34d7162251126869e08464504caec9ab34d7162251
301,LD000301,152,79,367,1,4,Meridian LogisticsDelivery 301,2020-10-28,301,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e3b296aead35fc98ec91db34d349c790e3b296aead35fc98ec91db34d349c79
302,LD000302,101,31,463,7,5,Liberty LogisticsDelivery 302,2020-10-29,302,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1bb0fc7bcbc65e2b857252fdf728d64e1bb0fc7bcbc65e2b857252fdf728d64e
303,LD000303,288,6,2,11,5,Zenith LogisticsDelivery 303,2020-10-30,303,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4dc0b46d337c5ad89c9aab365bdee9d84dc0b46d337c5ad89c9aab365bdee9d8
304,LD000304,190,218,484,8,3,Meridian LogisticsDelivery 304,2020-10-31,304,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb281588d275599bb610b91486b05de9bb281588d275599bb610b91486b05de9
