MaintenanceWorkOrderKey,MaintenanceWorkOrderNumber,MaintenanceWorkRequestKey,AssetKey,CostCenterKey,MaintenanceTaskTypeKey,MaintenanceWorkTypeKey,MaintenanceOrderStatusKey,PriorityKey,MaintenanceWorkOrderName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
186,MWO000186,166,214,203,47,9,10,1,Vertex MaintenanceWorkOrder 186,MWO000186,1,264.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6454c0dc94ea566db00d9d3e8fa0bb106454c0dc94ea566db00d9d3e8fa0bb10
187,MWO000187,-1,493,92,102,3,1,1,Junction MaintenanceWorkOrder 187,MWO000187,1,266.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20538270a47051e39e8a4dcbcd51539b20538270a47051e39e8a4dcbcd51539b
188,MWO000188,458,360,206,453,2,4,4,Northstar MaintenanceWorkOrder 188,MWO000188,1,267.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c3d47a427d8521989b2f80d56308b766c3d47a427d8521989b2f80d56308b76
189,MWO000189,125,273,287,430,9,1,5,Keystone MaintenanceWorkOrder 189,MWO000189,1,268.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42333f031aac54d1b76a99c40d8c39d742333f031aac54d1b76a99c40d8c39d7
190,MWO000190,354,464,8,366,8,2,3,Harbor MaintenanceWorkOrder 190,MWO000190,0,270.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab009ddb31c25283b88b9247b741e02dab009ddb31c25283b88b9247b741e02d
191,MWO000191,408,338,79,339,10,5,5,Cedar MaintenanceWorkOrder 191,MWO000191,1,271.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6418399a2ea85792b7e881214948fdf26418399a2ea85792b7e881214948fdf2
192,MWO000192,25,285,245,265,8,6,1,Junction MaintenanceWorkOrder 192,MWO000192,1,273.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a8c37380c245de2a34fc2caa3d4f43c6a8c37380c245de2a34fc2caa3d4f43c
193,MWO000193,118,89,197,425,6,4,5,Zenith MaintenanceWorkOrder 193,MWO000193,1,274.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c44b0c7c011e52b784ef86493d862806c44b0c7c011e52b784ef86493d862806
194,MWO000194,167,219,383,5,4,3,4,Orion MaintenanceWorkOrder 194,MWO000194,1,275.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,731947695cb4527cb1fb355d2b2a2a9a731947695cb4527cb1fb355d2b2a2a9a
195,MWO000195,493,116,341,231,4,3,4,Ion MaintenanceWorkOrder 195,MWO000195,0,277.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9123f711321d5f868656ace85e502a919123f711321d5f868656ace85e502a91
196,MWO000196,138,498,92,71,9,4,5,Beacon MaintenanceWorkOrder 196,MWO000196,1,278.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2da177292d1952789c555447c6a4879d2da177292d1952789c555447c6a4879d
197,MWO000197,311,438,328,233,11,11,5,Titan MaintenanceWorkOrder 197,MWO000197,1,279.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9614bf73136582289fa48d4f24e9089a9614bf73136582289fa48d4f24e9089
198,MWO000198,460,92,103,379,1,7,1,Quartz MaintenanceWorkOrder 198,MWO000198,1,281.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb1ff9538e7c539f8d063949b3817517bb1ff9538e7c539f8d063949b3817517
199,MWO000199,427,179,104,182,1,6,5,Forge MaintenanceWorkOrder 199,MWO000199,1,282.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a58b388286f45be987d2d990feee3e41a58b388286f45be987d2d990feee3e41
200,MWO000200,220,157,261,120,2,2,5,Quartz MaintenanceWorkOrder 200,MWO000200,0,284.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f9da6fad0515ea199f2d78dd32320854f9da6fad0515ea199f2d78dd3232085
201,MWO000201,85,210,284,141,12,6,5,Summit MaintenanceWorkOrder 201,MWO000201,1,285.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3eca51490ef85e92967e8c8d52d95e5e3eca51490ef85e92967e8c8d52d95e5e
202,MWO000202,463,296,291,266,3,8,2,Vertex MaintenanceWorkOrder 202,MWO000202,1,286.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b628f4cfdddf5d0e8db70db0335e03f1b628f4cfdddf5d0e8db70db0335e03f1
203,MWO000203,492,119,245,366,1,12,5,Evergreen MaintenanceWorkOrder 203,MWO000203,1,288.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5021e104592d5856a88a9cdedb7c13515021e104592d5856a88a9cdedb7c1351
204,MWO000204,-1,274,481,281,8,5,5,Delta MaintenanceWorkOrder 204,MWO000204,1,289.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,221cdc20b28d50888b825caff31ab418221cdc20b28d50888b825caff31ab418
205,MWO000205,208,279,110,307,7,11,2,Summit MaintenanceWorkOrder 205,MWO000205,0,290.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92d1e7c8ed06510389133f12e1e232c892d1e7c8ed06510389133f12e1e232c8
206,MWO000206,245,417,72,328,3,10,3,Riverton MaintenanceWorkOrder 206,MWO000206,1,292.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,005e9d83cead554ab03b59d4b8110466005e9d83cead554ab03b59d4b8110466
207,MWO000207,231,459,465,266,11,6,1,Junction MaintenanceWorkOrder 207,MWO000207,1,293.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13e661ba8b415efcbdf0c2dd4869aaa513e661ba8b415efcbdf0c2dd4869aaa5
208,MWO000208,30,133,66,475,6,2,1,Quartz MaintenanceWorkOrder 208,MWO000208,1,294.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70d0867500605acab44b3b3c482801eb70d0867500605acab44b3b3c482801eb
209,MWO000209,141,222,239,314,2,10,4,Orion MaintenanceWorkOrder 209,MWO000209,1,296.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,382de3eeb6c059679caf0f25f8acc10f382de3eeb6c059679caf0f25f8acc10f
210,MWO000210,490,375,124,175,9,9,2,Orion MaintenanceWorkOrder 210,MWO000210,0,297.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a49f710687285791a47a3aedd643d714a49f710687285791a47a3aedd643d714
211,MWO000211,102,19,485,7,5,12,1,Northstar MaintenanceWorkOrder 211,MWO000211,1,299.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eac35138f46d5e59bcd771534c2cdfa4eac35138f46d5e59bcd771534c2cdfa4
212,MWO000212,353,481,154,166,4,3,5,Delta MaintenanceWorkOrder 212,MWO000212,1,300.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cda57170ea0d56bca46cf6cf9a8684b8cda57170ea0d56bca46cf6cf9a8684b8
213,MWO000213,165,134,111,131,5,5,1,Atlas MaintenanceWorkOrder 213,MWO000213,1,301.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfe223b8bef851bca35a53c494a66592bfe223b8bef851bca35a53c494a66592
214,MWO000214,320,244,227,204,4,7,5,Liberty MaintenanceWorkOrder 214,MWO000214,1,303.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e347e51f6695249bc1eb2a68cb506da2e347e51f6695249bc1eb2a68cb506da
215,MWO000215,214,198,146,148,4,10,3,Northstar MaintenanceWorkOrder 215,MWO000215,0,304.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc863dbca5f157cbb6b9ac30d2bbe93adc863dbca5f157cbb6b9ac30d2bbe93a
216,MWO000216,389,189,195,121,6,10,2,Zenith MaintenanceWorkOrder 216,MWO000216,1,305.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd1fe060bc5452159f921a1ad96ebb95bd1fe060bc5452159f921a1ad96ebb95
217,MWO000217,441,204,398,376,5,5,1,Riverton MaintenanceWorkOrder 217,MWO000217,1,307.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0372fbe4bdef5773a7b7c3481faaaddf0372fbe4bdef5773a7b7c3481faaaddf
218,MWO000218,78,455,243,290,5,9,5,Meridian MaintenanceWorkOrder 218,MWO000218,1,308.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fbe28fe40f4258598156995fcc814888fbe28fe40f4258598156995fcc814888
219,MWO000219,70,350,476,383,4,2,3,Pioneer MaintenanceWorkOrder 219,MWO000219,1,310.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ec7f701964a5f1386acd9560bcc9f583ec7f701964a5f1386acd9560bcc9f58
220,MWO000220,343,5,353,457,8,11,1,Vertex MaintenanceWorkOrder 220,MWO000220,0,311.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72159057e86a5b1cbedad87e18e53c3e72159057e86a5b1cbedad87e18e53c3e
221,MWO000221,-1,344,343,423,11,6,1,Liberty MaintenanceWorkOrder 221,MWO000221,1,312.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb173b91a5aa5602993e1f3aa49e3bd5fb173b91a5aa5602993e1f3aa49e3bd5
222,MWO000222,457,297,276,221,6,4,2,Liberty MaintenanceWorkOrder 222,MWO000222,1,314.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,771052c08e40517f8a1ea89505f41383771052c08e40517f8a1ea89505f41383
223,MWO000223,239,281,245,121,5,9,4,Keystone MaintenanceWorkOrder 223,MWO000223,1,315.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1919de969cd15aeab91bf35e5a85614f1919de969cd15aeab91bf35e5a85614f
224,MWO000224,120,29,86,488,12,3,5,Evergreen MaintenanceWorkOrder 224,MWO000224,1,316.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9c3b6dfbfbf56c6a5c2d36db33564c1b9c3b6dfbfbf56c6a5c2d36db33564c1
225,MWO000225,325,12,47,113,5,10,2,Forge MaintenanceWorkOrder 225,MWO000225,0,318.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1fb30f67a6475c5394fa68ae2abc75251fb30f67a6475c5394fa68ae2abc7525
226,MWO000226,42,112,284,473,8,6,4,Cedar MaintenanceWorkOrder 226,MWO000226,1,319.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,208264a67e4055e6b774e2cb5ba2e72e208264a67e4055e6b774e2cb5ba2e72e
227,MWO000227,163,449,186,30,4,6,3,Beacon MaintenanceWorkOrder 227,MWO000227,1,320.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63f75223470a53879c176f12e059812063f75223470a53879c176f12e0598120
228,MWO000228,35,85,373,454,12,12,2,Willow MaintenanceWorkOrder 228,MWO000228,1,322.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4351a1307f5c5ca0a0b657e3eb25ddcc4351a1307f5c5ca0a0b657e3eb25ddcc
229,MWO000229,264,400,242,156,3,6,4,Quartz MaintenanceWorkOrder 229,MWO000229,1,323.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc8c367414215c8b8aaa3efd5170b8bbbc8c367414215c8b8aaa3efd5170b8bb
230,MWO000230,140,13,77,108,1,12,5,Delta MaintenanceWorkOrder 230,MWO000230,0,325.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b929eb1e08345853a9812e8e72e10da8b929eb1e08345853a9812e8e72e10da8
231,MWO000231,235,52,241,433,8,9,5,Pioneer MaintenanceWorkOrder 231,MWO000231,1,326.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c332e8ce1f2e5d4b91fc97ae5b60d6f9c332e8ce1f2e5d4b91fc97ae5b60d6f9
232,MWO000232,283,399,379,198,10,8,2,Granite MaintenanceWorkOrder 232,MWO000232,1,327.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b387613c2a75c7cb2f272e3ee6743f31b387613c2a75c7cb2f272e3ee6743f3
233,MWO000233,439,49,420,205,11,8,2,Ion MaintenanceWorkOrder 233,MWO000233,1,329.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5440eba704a5422a441205945c05e80e5440eba704a5422a441205945c05e80
234,MWO000234,64,429,262,155,8,4,5,Meridian MaintenanceWorkOrder 234,MWO000234,1,330.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,523ccad841e55bf6a7351d4df58f9031523ccad841e55bf6a7351d4df58f9031
235,MWO000235,274,149,218,149,12,1,4,Keystone MaintenanceWorkOrder 235,MWO000235,0,331.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a710862f9ce5033a2fd074e78a965a85a710862f9ce5033a2fd074e78a965a8
236,MWO000236,56,334,369,163,10,10,1,Meridian MaintenanceWorkOrder 236,MWO000236,1,333.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1cccb958bfe5793993fb96a154242d1a1cccb958bfe5793993fb96a154242d1
237,MWO000237,44,372,246,415,11,10,3,Junction MaintenanceWorkOrder 237,MWO000237,1,334.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d51cff8252235adaadd13299ccfb9062d51cff8252235adaadd13299ccfb9062
238,MWO000238,-1,200,345,424,4,12,5,Harbor MaintenanceWorkOrder 238,MWO000238,1,336.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,328888cb0a5e5fb3ab3a556918fe7ab5328888cb0a5e5fb3ab3a556918fe7ab5
239,MWO000239,62,22,98,395,3,8,5,Evergreen MaintenanceWorkOrder 239,MWO000239,1,337.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95dc98f74b41542ab77837f683a8f61995dc98f74b41542ab77837f683a8f619
240,MWO000240,157,120,68,421,1,1,2,Granite MaintenanceWorkOrder 240,MWO000240,0,338.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1fd075e4691253388d7af10d87ea0a121fd075e4691253388d7af10d87ea0a12
241,MWO000241,195,95,424,459,12,10,5,Atlas MaintenanceWorkOrder 241,MWO000241,1,340.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1a38c1ba0ae50ecaac9a20b7787ed0fb1a38c1ba0ae50ecaac9a20b7787ed0f
242,MWO000242,108,201,373,105,5,12,4,Northstar MaintenanceWorkOrder 242,MWO000242,1,341.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0e40d79efb553ef9210598d0fc7eedfc0e40d79efb553ef9210598d0fc7eedf
243,MWO000243,173,278,273,381,6,7,1,Unity MaintenanceWorkOrder 243,MWO000243,1,342.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6438e3921f551fda8e257568710336dc6438e3921f551fda8e257568710336d
244,MWO000244,42,285,299,474,1,4,3,Summit MaintenanceWorkOrder 244,MWO000244,1,344.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d22b2d822e4452979ef3ba391a278e3ad22b2d822e4452979ef3ba391a278e3a
245,MWO000245,30,120,388,237,7,11,1,Delta MaintenanceWorkOrder 245,MWO000245,0,345.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1259f021f7085cccb2e315c5cc743e1c1259f021f7085cccb2e315c5cc743e1c
246,MWO000246,253,318,121,248,4,3,3,Meridian MaintenanceWorkOrder 246,MWO000246,1,347.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82795c0cc35a54f19828c0d6efe7e4b382795c0cc35a54f19828c0d6efe7e4b3
247,MWO000247,214,359,118,304,5,11,1,Atlas MaintenanceWorkOrder 247,MWO000247,1,348.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79cee1e93a9b51159026b9d9b310ecfa79cee1e93a9b51159026b9d9b310ecfa
248,MWO000248,214,376,319,68,12,4,1,Harbor MaintenanceWorkOrder 248,MWO000248,1,349.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3938734607cf5b4ebc0d74021d8fb9c43938734607cf5b4ebc0d74021d8fb9c4
249,MWO000249,328,301,328,207,1,9,5,Atlas MaintenanceWorkOrder 249,MWO000249,1,351.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f78da8c5be0599d87780ba6597217eb3f78da8c5be0599d87780ba6597217eb
250,MWO000250,329,364,455,328,6,4,1,Unity MaintenanceWorkOrder 250,MWO000250,0,352.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44547c29fbe95363b15e58ee68d05d1844547c29fbe95363b15e58ee68d05d18
251,MWO000251,116,276,206,113,1,2,4,Zenith MaintenanceWorkOrder 251,MWO000251,1,353.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bcef782883be511a8e7035867f7ece30bcef782883be511a8e7035867f7ece30
252,MWO000252,198,398,193,485,6,1,1,Northstar MaintenanceWorkOrder 252,MWO000252,1,355.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb7c8c157fd95073af8b7b446a44637deb7c8c157fd95073af8b7b446a44637d
253,MWO000253,334,49,473,113,2,11,4,Delta MaintenanceWorkOrder 253,MWO000253,1,356.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da0da324cc015fb9b50014060c5c7826da0da324cc015fb9b50014060c5c7826
254,MWO000254,310,223,336,150,4,4,3,Evergreen MaintenanceWorkOrder 254,MWO000254,1,357.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6451637e9b0b5b7a8072d84d7ee266956451637e9b0b5b7a8072d84d7ee26695
255,MWO000255,-1,234,107,49,12,5,4,Beacon MaintenanceWorkOrder 255,MWO000255,0,359.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69a7ef72b64d512fa8914ffc5b242a7169a7ef72b64d512fa8914ffc5b242a71
256,MWO000256,20,294,280,288,4,3,4,Junction MaintenanceWorkOrder 256,MWO000256,1,360.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb139458de7452fbb36177da03f93df2eb139458de7452fbb36177da03f93df2
257,MWO000257,46,3,151,30,11,2,2,Zenith MaintenanceWorkOrder 257,MWO000257,1,362.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58a61ce4a217587196a942a555fd075658a61ce4a217587196a942a555fd0756
258,MWO000258,144,162,31,463,2,6,2,Harbor MaintenanceWorkOrder 258,MWO000258,1,363.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,664f2dc96acc545da23ba57f2e0715a6664f2dc96acc545da23ba57f2e0715a6
259,MWO000259,98,495,52,389,2,2,5,Evergreen MaintenanceWorkOrder 259,MWO000259,1,364.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35c9c6bfeb9f5f9e9d6e7a533f26b00c35c9c6bfeb9f5f9e9d6e7a533f26b00c
260,MWO000260,331,317,193,21,2,2,1,Summit MaintenanceWorkOrder 260,MWO000260,0,366.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0184a6a92d165f978dc6ca4b8ddef7820184a6a92d165f978dc6ca4b8ddef782
261,MWO000261,195,165,382,267,7,4,5,Titan MaintenanceWorkOrder 261,MWO000261,1,367.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56f2477f0d1551c29e727576fa8cc15e56f2477f0d1551c29e727576fa8cc15e
262,MWO000262,357,320,171,76,1,1,2,Zenith MaintenanceWorkOrder 262,MWO000262,1,368.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50e21c3e488d501789e830d4d60dae7050e21c3e488d501789e830d4d60dae70
263,MWO000263,93,25,145,231,2,3,3,Titan MaintenanceWorkOrder 263,MWO000263,1,370.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28e64745b6445cd383d8ee44b22bc05428e64745b6445cd383d8ee44b22bc054
264,MWO000264,107,279,365,144,11,4,1,Evergreen MaintenanceWorkOrder 264,MWO000264,1,371.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cac6f29780db598f984048bc5535212acac6f29780db598f984048bc5535212a
265,MWO000265,295,74,464,186,8,9,4,Keystone MaintenanceWorkOrder 265,MWO000265,0,373.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,687531ae5c2453979ed4561ccec10c77687531ae5c2453979ed4561ccec10c77
266,MWO000266,7,66,27,310,11,6,2,Titan MaintenanceWorkOrder 266,MWO000266,1,374.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de12ed4f78a85f6ca46bdb121e5bdb20de12ed4f78a85f6ca46bdb121e5bdb20
267,MWO000267,18,193,325,241,1,12,2,Harbor MaintenanceWorkOrder 267,MWO000267,1,375.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59d11ac590765b1a8f789ed12df56cf759d11ac590765b1a8f789ed12df56cf7
268,MWO000268,117,75,121,4,6,3,1,Northstar MaintenanceWorkOrder 268,MWO000268,1,377.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9da8009d891b5a968fdf95b944d490b29da8009d891b5a968fdf95b944d490b2
269,MWO000269,465,336,91,118,5,6,3,Riverton MaintenanceWorkOrder 269,MWO000269,1,378.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6fea60983155a97bde9fa0b42ab6d8cf6fea60983155a97bde9fa0b42ab6d8c
270,MWO000270,98,331,367,339,4,10,5,Northstar MaintenanceWorkOrder 270,MWO000270,0,379.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,137bb2f1709d51ea9e19440df7a99b21137bb2f1709d51ea9e19440df7a99b21
271,MWO000271,460,16,242,19,11,2,2,Northstar MaintenanceWorkOrder 271,MWO000271,1,381.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9589738def1552caa1a1a8967b324b7f9589738def1552caa1a1a8967b324b7f
272,MWO000272,-1,235,264,308,7,8,3,Quartz MaintenanceWorkOrder 272,MWO000272,1,382.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95af583a087554de8b5c0fd5f81b248395af583a087554de8b5c0fd5f81b2483
273,MWO000273,237,370,113,392,8,4,2,Summit MaintenanceWorkOrder 273,MWO000273,1,384.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,595eefb5aaca5b5dbc3c4b0e782741ed595eefb5aaca5b5dbc3c4b0e782741ed
274,MWO000274,436,471,144,385,10,3,1,Pioneer MaintenanceWorkOrder 274,MWO000274,1,385.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2645eb3162c25146ae1aede3be24b5cb2645eb3162c25146ae1aede3be24b5cb
275,MWO000275,420,292,299,416,4,7,1,Zenith MaintenanceWorkOrder 275,MWO000275,0,386.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f42122cfe87b54408d7da5b9a5b153baf42122cfe87b54408d7da5b9a5b153ba
276,MWO000276,243,320,333,150,7,12,3,Riverton MaintenanceWorkOrder 276,MWO000276,1,388.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d2d363af489754cfb16fead84aea4a97d2d363af489754cfb16fead84aea4a97
277,MWO000277,38,371,76,448,9,10,2,Beacon MaintenanceWorkOrder 277,MWO000277,1,389.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a0848c6fb515231b9d331be4e3d2bfd6a0848c6fb515231b9d331be4e3d2bfd
278,MWO000278,300,494,411,321,12,8,3,Granite MaintenanceWorkOrder 278,MWO000278,1,390.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,232c5190132157988a9b801868e5d0bb232c5190132157988a9b801868e5d0bb
