SalesCustomerCreditProfileKey,CreditProfileCode,CustomerKey,BusinessUnitKey,SalesCreditStatusKey,CurrencyKey,CreditLimitAmount,ReviewCycleDays,RiskScore,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
230,SCCP000230,361,428,1,3,325.1000,7,230,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f60a1f2bb4c25885b560b2669b522818f60a1f2bb4c25885b560b2669b522818
231,SCCP000231,307,361,5,3,326.4700,8,231,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f142a57fb94f5cf495f0043b0d918d3df142a57fb94f5cf495f0043b0d918d3d
232,SCCP000232,253,352,6,1,327.8400,9,232,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92959be4065e5a3b8e1af00abe8ddc0e92959be4065e5a3b8e1af00abe8ddc0e
233,SCCP000233,455,300,3,4,329.2100,10,233,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85dd23e561a15a0089e63adb3ae7909785dd23e561a15a0089e63adb3ae79097
234,SCCP000234,278,82,8,4,330.5800,11,234,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7114776a653551e8d38bbf6b8c4160fe7114776a653551e8d38bbf6b8c4160f
235,SCCP000235,36,107,8,1,331.9500,12,235,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b913815c9e1526b86bd40c2b87606c86b913815c9e1526b86bd40c2b87606c8
236,SCCP000236,19,331,7,2,333.3200,13,236,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b794eefde075e878c00e273ff6cabe48b794eefde075e878c00e273ff6cabe4
237,SCCP000237,89,452,2,5,334.6900,14,237,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c74d757e6a525b1e85437ecd2b932b61c74d757e6a525b1e85437ecd2b932b61
238,SCCP000238,436,-1,1,1,336.0600,15,238,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b17315d16f4f5bfca114d5d08ef86b2bb17315d16f4f5bfca114d5d08ef86b2b
239,SCCP000239,72,288,8,3,337.4300,16,239,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,017b14fe5d395d2894d526584651aa5f017b14fe5d395d2894d526584651aa5f
240,SCCP000240,99,184,8,5,338.8000,17,240,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03ce891686c054cabb309df62f99cca703ce891686c054cabb309df62f99cca7
241,SCCP000241,85,413,3,3,340.1700,18,241,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a37f006ed714550889fe6715719b6081a37f006ed714550889fe6715719b6081
242,SCCP000242,44,66,4,5,341.5400,19,242,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3bb426797235168bb27d0962bda16bcf3bb426797235168bb27d0962bda16bc
243,SCCP000243,11,369,8,2,342.9100,20,243,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb7299b5fd4e553e824839b61b9e1adccb7299b5fd4e553e824839b61b9e1adc
244,SCCP000244,475,417,7,1,344.2800,21,244,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7923c3283e7b525f99c4c29b0b0a12457923c3283e7b525f99c4c29b0b0a1245
245,SCCP000245,244,426,4,1,345.6500,22,245,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6055a649bd8a587683cfe6212596ad216055a649bd8a587683cfe6212596ad21
246,SCCP000246,358,80,6,2,347.0200,23,246,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d79d97ff610f53de887bcdebc850daead79d97ff610f53de887bcdebc850daea
247,SCCP000247,298,300,1,5,348.3900,24,247,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5abc143488495f85844adea2519d83365abc143488495f85844adea2519d8336
248,SCCP000248,147,23,6,4,349.7600,25,248,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b48223a90bd52e1b4f9972f784168625b48223a90bd52e1b4f9972f78416862
249,SCCP000249,155,454,1,2,351.1300,26,249,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06f49ebe89d05dcb8eae15e52cf9ffb506f49ebe89d05dcb8eae15e52cf9ffb5
250,SCCP000250,99,415,5,2,352.5000,27,250,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,632843f212135f7fb79cf15a10f665b0632843f212135f7fb79cf15a10f665b0
251,SCCP000251,212,28,8,1,353.8700,28,251,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65613ca3f49e5b72b162ca861051170f65613ca3f49e5b72b162ca861051170f
252,SCCP000252,259,157,2,2,355.2400,1,252,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70fb35accd735ae4935d97757a703e1570fb35accd735ae4935d97757a703e15
253,SCCP000253,165,179,7,1,356.6100,2,253,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31868e85725951b7bc9b881e6e13a61c31868e85725951b7bc9b881e6e13a61c
254,SCCP000254,470,217,2,5,357.9800,3,254,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6134a51e7670534a8643fd7416a2f2666134a51e7670534a8643fd7416a2f266
255,SCCP000255,342,-1,5,3,359.3500,4,255,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d0e336856145c77909b55aedb3cec201d0e336856145c77909b55aedb3cec20
256,SCCP000256,201,482,1,1,360.7200,5,256,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9468914fe83d556e9ad103b7c8dd02049468914fe83d556e9ad103b7c8dd0204
257,SCCP000257,81,228,3,3,362.0900,6,257,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4cb8197659135feba6d76a6036170eb14cb8197659135feba6d76a6036170eb1
258,SCCP000258,48,78,1,1,363.4600,7,258,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87123b8137c55a2e8bb8998f5846a4d487123b8137c55a2e8bb8998f5846a4d4
259,SCCP000259,89,118,6,2,364.8300,8,259,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cbacbf161feb51788900c5671486b160cbacbf161feb51788900c5671486b160
260,SCCP000260,427,407,1,1,366.2000,9,260,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24dce89a5bfe541b97b6c965c3110dfc24dce89a5bfe541b97b6c965c3110dfc
261,SCCP000261,311,433,1,5,367.5700,10,261,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f233b15a0c0535cbca817ccbe86d7920f233b15a0c0535cbca817ccbe86d792
262,SCCP000262,384,12,1,3,368.9400,11,262,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2eb694417a5d57d5a7fbac773f64b9852eb694417a5d57d5a7fbac773f64b985
263,SCCP000263,7,446,4,5,370.3100,12,263,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca22479a72e45351a092b8d2ae969536ca22479a72e45351a092b8d2ae969536
264,SCCP000264,11,491,3,3,371.6800,13,264,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51acb2abbacd5c4b92f28c89cd8591ef51acb2abbacd5c4b92f28c89cd8591ef
265,SCCP000265,303,142,6,2,373.0500,14,265,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a81f7a54c09751b08acfc7527b771b2fa81f7a54c09751b08acfc7527b771b2f
266,SCCP000266,202,399,4,1,374.4200,15,266,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3ccb0004315559a86efd8593e9f6beea3ccb0004315559a86efd8593e9f6bee
267,SCCP000267,483,346,8,5,375.7900,16,267,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,501d6c04cda4511c8bc2a986935c20ff501d6c04cda4511c8bc2a986935c20ff
268,SCCP000268,295,156,7,5,377.1600,17,268,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4d4209b529857c49a9785e2977e74f1c4d4209b529857c49a9785e2977e74f1
269,SCCP000269,386,428,8,4,378.5300,18,269,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec3ef57459b55427bbb51d4970a24f94ec3ef57459b55427bbb51d4970a24f94
270,SCCP000270,254,471,5,4,379.9000,19,270,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cbb906657b63533f8fcaf0c2ea254baccbb906657b63533f8fcaf0c2ea254bac
271,SCCP000271,41,216,5,3,381.2700,20,271,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97be60919d5c53c19bf426a5fbeba1fe97be60919d5c53c19bf426a5fbeba1fe
272,SCCP000272,489,-1,2,5,382.6400,21,272,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,edd7c519c2b95c13a1dd88d46dd5a593edd7c519c2b95c13a1dd88d46dd5a593
273,SCCP000273,349,344,6,2,384.0100,22,273,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,078bf87e3671572aa6fbc395b62b1844078bf87e3671572aa6fbc395b62b1844
274,SCCP000274,409,353,4,5,385.3800,23,274,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1fc5f839791852cda983bdf1417480881fc5f839791852cda983bdf141748088
275,SCCP000275,130,197,3,3,386.7500,24,275,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad9b2801c54d5932868a8cdd07a4af1fad9b2801c54d5932868a8cdd07a4af1f
276,SCCP000276,462,448,7,4,388.1200,25,276,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f8714eb696d52d2af47a417a0997d9a1f8714eb696d52d2af47a417a0997d9a
277,SCCP000277,479,268,4,5,389.4900,26,277,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02b2196ef7d75a37983d9aedc3d35eef02b2196ef7d75a37983d9aedc3d35eef
278,SCCP000278,133,221,3,1,390.8600,27,278,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb79fa9b3376539d95241a88919af251eb79fa9b3376539d95241a88919af251
279,SCCP000279,265,268,5,2,392.2300,28,279,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd9cfa9d19a252c7b669e01a276171c1cd9cfa9d19a252c7b669e01a276171c1
280,SCCP000280,420,301,5,1,393.6000,1,280,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,523186e2112053c69c322b235367c8fe523186e2112053c69c322b235367c8fe
281,SCCP000281,279,114,5,2,394.9700,2,281,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18ebc15724fd5475a02cda4349818c7318ebc15724fd5475a02cda4349818c73
282,SCCP000282,162,326,4,3,396.3400,3,282,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0130b401c7b5c30a12d577f7aaf7389f0130b401c7b5c30a12d577f7aaf7389
283,SCCP000283,355,129,3,2,397.7100,4,283,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21ccb1343ced50c9bcfee23080af6a3021ccb1343ced50c9bcfee23080af6a30
284,SCCP000284,19,51,1,4,399.0800,5,284,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,076fca4eb8be5ba7bc9c19e37a6791e2076fca4eb8be5ba7bc9c19e37a6791e2
285,SCCP000285,103,144,4,2,400.4500,6,285,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7892a804982e56c88cb3db14f77ab90b7892a804982e56c88cb3db14f77ab90b
286,SCCP000286,296,488,8,2,401.8200,7,286,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0536a510d0b951048c64430b0171d91e0536a510d0b951048c64430b0171d91e
287,SCCP000287,35,140,3,1,403.1900,8,287,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,29bae166f72552e6979edb6864bb7ec429bae166f72552e6979edb6864bb7ec4
288,SCCP000288,26,87,8,1,404.5600,9,288,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18ace5f331e0564b96cd92895e500b3818ace5f331e0564b96cd92895e500b38
289,SCCP000289,320,-1,7,2,405.9300,10,289,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af76ed23107054dbbef7b3bc5b2a8a61af76ed23107054dbbef7b3bc5b2a8a61
290,SCCP000290,422,340,7,1,407.3000,11,290,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d22963394baa5b7e9ce4673bb1b35e7dd22963394baa5b7e9ce4673bb1b35e7d
291,SCCP000291,261,258,4,2,408.6700,12,291,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3404a9b8ce3d5571aa32fb231c7ef5863404a9b8ce3d5571aa32fb231c7ef586
292,SCCP000292,324,454,1,4,410.0400,13,292,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a16c28f709d853a2b3d276f1edbdf3eca16c28f709d853a2b3d276f1edbdf3ec
293,SCCP000293,7,500,3,1,411.4100,14,293,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38f30319395e5ccaba6b2c8b0c7a13b638f30319395e5ccaba6b2c8b0c7a13b6
294,SCCP000294,155,189,2,5,412.7800,15,294,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f444c986a35358a481084383e461de2ff444c986a35358a481084383e461de2f
295,SCCP000295,45,270,1,5,414.1500,16,295,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8b4b5174e655e94ad1ef3a36945f5bcb8b4b5174e655e94ad1ef3a36945f5bc
296,SCCP000296,119,155,1,4,415.5200,17,296,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2770533b52b25340b07ad1c2a4f11bb52770533b52b25340b07ad1c2a4f11bb5
297,SCCP000297,203,303,1,3,416.8900,18,297,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf6d85d7e8645dd588ce6f360f568031bf6d85d7e8645dd588ce6f360f568031
298,SCCP000298,491,480,8,5,418.2600,19,298,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da48c26a62265163a875ef923ffdec55da48c26a62265163a875ef923ffdec55
299,SCCP000299,470,409,1,5,419.6300,20,299,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc546dee8fa2515dbf99c94d0714ede2dc546dee8fa2515dbf99c94d0714ede2
300,SCCP000300,342,388,3,2,421.0000,21,300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fbf87ae501e25379a07d18a95bd34e34fbf87ae501e25379a07d18a95bd34e34
301,SCCP000301,308,89,8,4,422.3700,22,301,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,177a7886389b577987a3988fd80b2a83177a7886389b577987a3988fd80b2a83
302,SCCP000302,20,465,5,3,423.7400,23,302,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33c74930ea53550daad9c265a746797e33c74930ea53550daad9c265a746797e
303,SCCP000303,157,78,8,2,425.1100,24,303,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79f7cbad05775ead95113045f596c90a79f7cbad05775ead95113045f596c90a
304,SCCP000304,471,393,6,3,426.4800,25,304,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f445420503ea59ef8bf65d682c8ba04ff445420503ea59ef8bf65d682c8ba04f
305,SCCP000305,14,129,6,4,427.8500,26,305,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fee92e52c9a45bbbbef8b5c4323bd0cafee92e52c9a45bbbbef8b5c4323bd0ca
306,SCCP000306,242,-1,7,1,429.2200,27,306,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99a62c58a54754dd9af7da7f799f663c99a62c58a54754dd9af7da7f799f663c
307,SCCP000307,479,319,4,2,430.5900,28,307,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb48224eb4ce5352b397c7add9f466c3eb48224eb4ce5352b397c7add9f466c3
308,SCCP000308,438,410,7,2,431.9600,1,308,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3450b3135f465e7eb1b5ffd026d4ce563450b3135f465e7eb1b5ffd026d4ce56
309,SCCP000309,435,471,8,5,433.3300,2,309,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1d545e0812150569f53aa7ca508f635e1d545e0812150569f53aa7ca508f635
310,SCCP000310,391,348,5,5,434.7000,3,310,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01e7f4cef2cb57e29ddb015ae2633d2301e7f4cef2cb57e29ddb015ae2633d23
311,SCCP000311,11,291,5,2,436.0700,4,311,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2deec843eec95399a36ed408014c6bde2deec843eec95399a36ed408014c6bde
312,SCCP000312,251,462,4,4,437.4400,5,312,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e88c274d7e7b58c5adc413b9957c9dc1e88c274d7e7b58c5adc413b9957c9dc1
313,SCCP000313,242,465,3,4,438.8100,6,313,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e0bd396af6b542dbbf675f7c3c7a6632e0bd396af6b542dbbf675f7c3c7a663
314,SCCP000314,264,488,5,3,440.1800,7,314,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1f659df15405ad4ad56c8b53c095a02c1f659df15405ad4ad56c8b53c095a02
315,SCCP000315,489,488,2,2,441.5500,8,315,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b9bd62f061d5967ae9d18c5252bb06f9b9bd62f061d5967ae9d18c5252bb06f
316,SCCP000316,419,289,7,5,442.9200,9,316,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed8f5d07337753b291286fa346c64fbeed8f5d07337753b291286fa346c64fbe
317,SCCP000317,317,480,1,1,444.2900,10,317,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c31c9e183b3f5cb1a7f9c591985bd9ebc31c9e183b3f5cb1a7f9c591985bd9eb
318,SCCP000318,126,440,6,4,445.6600,11,318,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed4cbf1d556c5290b65770736ce5e0e9ed4cbf1d556c5290b65770736ce5e0e9
319,SCCP000319,452,151,2,2,447.0300,12,319,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75911027e45850a08e6e23b381407b6a75911027e45850a08e6e23b381407b6a
320,SCCP000320,233,166,8,2,448.4000,13,320,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2cd2b3173725548f8af7f98fa15b33442cd2b3173725548f8af7f98fa15b3344
321,SCCP000321,59,399,7,5,449.7700,14,321,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2be097450644521b8646b098ce6691f12be097450644521b8646b098ce6691f1
322,SCCP000322,90,200,2,2,451.1400,15,322,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82fccc96a40b55ca8726be8618a8156182fccc96a40b55ca8726be8618a81561
323,SCCP000323,312,-1,6,1,452.5100,16,323,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2046867aa0ef56b794bda4cf852336932046867aa0ef56b794bda4cf85233693
324,SCCP000324,266,39,4,3,453.8800,17,324,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc05a22ac6bd5f0eacda154f78734776dc05a22ac6bd5f0eacda154f78734776
325,SCCP000325,231,92,4,1,455.2500,18,325,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2367ef3c634059b586cbb8c1ad299e8a2367ef3c634059b586cbb8c1ad299e8a
326,SCCP000326,439,451,8,5,456.6200,19,326,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c335023c18452c2a4a4b0e00969dbf40c335023c18452c2a4a4b0e00969dbf4
327,SCCP000327,158,481,2,1,457.9900,20,327,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2cf426f126a852398cdc5202a2f3862d2cf426f126a852398cdc5202a2f3862d
328,SCCP000328,287,232,5,5,459.3600,21,328,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e239b1dd21c65ffbbc00516ab9bf82b2e239b1dd21c65ffbbc00516ab9bf82b2
329,SCCP000329,386,70,1,2,460.7300,22,329,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a88793d675c5c54838b0529087b30da5a88793d675c5c54838b0529087b30da
330,SCCP000330,129,390,7,4,462.1000,23,330,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1391f6bdc39571a966b804dd0dfca8bd1391f6bdc39571a966b804dd0dfca8b
331,SCCP000331,243,128,8,5,463.4700,24,331,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e73cab608ab655d58e3af4ad16291222e73cab608ab655d58e3af4ad16291222
332,SCCP000332,419,59,4,1,464.8400,25,332,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a69a8581d75573083835e18b0bb3dbe5a69a8581d75573083835e18b0bb3dbe
333,SCCP000333,278,48,8,1,466.2100,26,333,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad3a1d7e57d35bf7a650e228fd24f88ead3a1d7e57d35bf7a650e228fd24f88e
334,SCCP000334,438,350,1,5,467.5800,27,334,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea2f0616f2d750e0bf3ba7145964ac16ea2f0616f2d750e0bf3ba7145964ac16
335,SCCP000335,416,466,8,5,468.9500,28,335,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf6f4ed3b432574f820594027e9b027ccf6f4ed3b432574f820594027e9b027c
336,SCCP000336,5,51,5,1,470.3200,1,336,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2e23e2d09eb5344b278f37bdbd9dfa0b2e23e2d09eb5344b278f37bdbd9dfa0
337,SCCP000337,400,341,8,5,471.6900,2,337,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91cbd86f68eb5eacaa80b5074c3b91eb91cbd86f68eb5eacaa80b5074c3b91eb
338,SCCP000338,470,94,2,3,473.0600,3,338,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8da20df5163a53688f9fc86d2ba6ea6b8da20df5163a53688f9fc86d2ba6ea6b
339,SCCP000339,237,397,5,2,474.4300,4,339,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68b0bf3b26ae54bc8c50146262b9ae3268b0bf3b26ae54bc8c50146262b9ae32
340,SCCP000340,300,-1,5,1,475.8000,5,340,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c00f110a0605a61877b84577b40a8d28c00f110a0605a61877b84577b40a8d2
341,SCCP000341,400,376,4,5,477.1700,6,341,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c853e5ac9575af49c33a9338bd30d719c853e5ac9575af49c33a9338bd30d71
342,SCCP000342,299,348,8,2,478.5400,7,342,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8f79b6eea845a6f879b0ce5b37fd4f4b8f79b6eea845a6f879b0ce5b37fd4f4
343,SCCP000343,76,441,4,5,479.9100,8,343,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7c2d04962db561594535ebd7ebc8f0bf7c2d04962db561594535ebd7ebc8f0b
344,SCCP000344,232,415,3,5,481.2800,9,344,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c11048dc49c1560891adf5883f2ac95bc11048dc49c1560891adf5883f2ac95b
345,SCCP000345,497,271,6,2,482.6500,10,345,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74ed9486ad1457099539c094a7823c5274ed9486ad1457099539c094a7823c52
