EngineeringCadDocumentKey,CadDocumentNumber,EngineeringDocumentCategoryKey,DesignerEmployeeKey,EngineeringDocumentTypeKey,EngineeringLifecycleStatusKey,EngineeringCadDocumentName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
197,ECD000197,258,75,4,9,Cedar EngineeringCadDocument 197,ECD000197,1,279.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78e1aae57c8c5d5c8037798aa2eb124178e1aae57c8c5d5c8037798aa2eb1241
198,ECD000198,179,471,5,10,Beacon EngineeringCadDocument 198,ECD000198,1,281.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af6980663d23585ea90d237d0d22a686af6980663d23585ea90d237d0d22a686
199,ECD000199,355,491,4,9,Atlas EngineeringCadDocument 199,ECD000199,1,282.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c6c272928a156cfb64ebb523b0120c54c6c272928a156cfb64ebb523b0120c5
200,ECD000200,45,414,3,9,Zenith EngineeringCadDocument 200,ECD000200,0,284.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18628e75bd575fba9d2397068f3dacd518628e75bd575fba9d2397068f3dacd5
201,ECD000201,6,127,9,3,Northstar EngineeringCadDocument 201,ECD000201,1,285.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3663c38a01e05a50805cf7fa50807ba23663c38a01e05a50805cf7fa50807ba2
202,ECD000202,271,253,7,7,Quartz EngineeringCadDocument 202,ECD000202,1,286.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0169810bc635156b3feee1684d128eed0169810bc635156b3feee1684d128ee
203,ECD000203,443,289,7,6,Beacon EngineeringCadDocument 203,ECD000203,1,288.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,046f1a137ae853e891b38b63437c077d046f1a137ae853e891b38b63437c077d
204,ECD000204,338,-1,10,5,Titan EngineeringCadDocument 204,ECD000204,1,289.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28502e71104a55cb8e4c338be18103b928502e71104a55cb8e4c338be18103b9
205,ECD000205,421,463,1,10,Keystone EngineeringCadDocument 205,ECD000205,0,290.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77ae716c242a5285a50b69ecdd3df51877ae716c242a5285a50b69ecdd3df518
206,ECD000206,131,387,9,4,Ion EngineeringCadDocument 206,ECD000206,1,292.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c55cb1f64e45d568ae218801c8b9ae31c55cb1f64e45d568ae218801c8b9ae3
207,ECD000207,75,84,1,9,Granite EngineeringCadDocument 207,ECD000207,1,293.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,858b89ae923751b98f7dc0fa081bdb86858b89ae923751b98f7dc0fa081bdb86
208,ECD000208,10,419,2,8,Granite EngineeringCadDocument 208,ECD000208,1,294.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca2201877c475f178e165dc5a8196234ca2201877c475f178e165dc5a8196234
209,ECD000209,391,38,7,1,Atlas EngineeringCadDocument 209,ECD000209,1,296.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,548b72bed5985cf39e97aae0cc219221548b72bed5985cf39e97aae0cc219221
210,ECD000210,207,270,6,9,Titan EngineeringCadDocument 210,ECD000210,0,297.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1af3251a72e5de086a99b397077d992b1af3251a72e5de086a99b397077d992
211,ECD000211,77,41,7,2,Quartz EngineeringCadDocument 211,ECD000211,1,299.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,018d1d14eea15980805b75f818d9c878018d1d14eea15980805b75f818d9c878
212,ECD000212,215,452,4,2,Willow EngineeringCadDocument 212,ECD000212,1,300.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9517b0ee6c255d36878e1ab425a793169517b0ee6c255d36878e1ab425a79316
213,ECD000213,257,398,8,4,Meridian EngineeringCadDocument 213,ECD000213,1,301.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0745433501015044968e821d5e0786d40745433501015044968e821d5e0786d4
214,ECD000214,453,199,9,6,Granite EngineeringCadDocument 214,ECD000214,1,303.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09b9e36042215bc798d4641787f14e0609b9e36042215bc798d4641787f14e06
215,ECD000215,151,132,2,2,Harbor EngineeringCadDocument 215,ECD000215,0,304.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,890355e5411350c0a5675e54a1d2d146890355e5411350c0a5675e54a1d2d146
216,ECD000216,187,73,5,6,Unity EngineeringCadDocument 216,ECD000216,1,305.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4597d42c891b5336b76079705a4e261a4597d42c891b5336b76079705a4e261a
217,ECD000217,119,43,3,6,Junction EngineeringCadDocument 217,ECD000217,1,307.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a84b55b1b05450ef8c07e33eed0d2a67a84b55b1b05450ef8c07e33eed0d2a67
218,ECD000218,350,110,4,4,Titan EngineeringCadDocument 218,ECD000218,1,308.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08a423d6a2ca5714a194232cb2a6530208a423d6a2ca5714a194232cb2a65302
219,ECD000219,311,284,2,10,Quartz EngineeringCadDocument 219,ECD000219,1,310.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d2882d974ac5a61800a9352cfca92134d2882d974ac5a61800a9352cfca9213
220,ECD000220,156,95,8,7,Northstar EngineeringCadDocument 220,ECD000220,0,311.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c4a30d26a185eb69833c48a248e60cb6c4a30d26a185eb69833c48a248e60cb
221,ECD000221,376,-1,6,9,Keystone EngineeringCadDocument 221,ECD000221,1,312.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,209bd3dc9e2d529589fb143fe7096e0a209bd3dc9e2d529589fb143fe7096e0a
222,ECD000222,20,225,2,10,Willow EngineeringCadDocument 222,ECD000222,1,314.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9cbe031c4afc540390fe9a1ced9be26a9cbe031c4afc540390fe9a1ced9be26a
223,ECD000223,272,15,1,9,Keystone EngineeringCadDocument 223,ECD000223,1,315.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22cd3c09dafd50758ea4574011b198e822cd3c09dafd50758ea4574011b198e8
224,ECD000224,50,236,3,3,Delta EngineeringCadDocument 224,ECD000224,1,316.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d67c19e73b7a55358e856dca47875f9dd67c19e73b7a55358e856dca47875f9d
225,ECD000225,54,116,3,3,Titan EngineeringCadDocument 225,ECD000225,0,318.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d64a474297165c3390d3c0625a1715a0d64a474297165c3390d3c0625a1715a0
226,ECD000226,422,62,1,4,Evergreen EngineeringCadDocument 226,ECD000226,1,319.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c44cfaa528a56299aaa7c2e4060535f6c44cfaa528a56299aaa7c2e4060535f
227,ECD000227,391,194,10,4,Zenith EngineeringCadDocument 227,ECD000227,1,320.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99f2593030f25ae2b6b066a2edec46aa99f2593030f25ae2b6b066a2edec46aa
228,ECD000228,235,54,6,10,Unity EngineeringCadDocument 228,ECD000228,1,322.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,594a9764886f5638879dd048d796f402594a9764886f5638879dd048d796f402
229,ECD000229,356,130,2,4,Atlas EngineeringCadDocument 229,ECD000229,1,323.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b16972b035445eaa9c11857fd786e9a9b16972b035445eaa9c11857fd786e9a9
230,ECD000230,178,302,5,6,Zenith EngineeringCadDocument 230,ECD000230,0,325.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35346d1d9ded571a9d8b1ec7e9c0638835346d1d9ded571a9d8b1ec7e9c06388
231,ECD000231,32,281,3,7,Northstar EngineeringCadDocument 231,ECD000231,1,326.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f9cf74759ee5a9a81b15740a01190c80f9cf74759ee5a9a81b15740a01190c8
232,ECD000232,426,489,2,5,Pioneer EngineeringCadDocument 232,ECD000232,1,327.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47ee0bb58f6c593289b104eadcfb201c47ee0bb58f6c593289b104eadcfb201c
233,ECD000233,48,284,5,3,Junction EngineeringCadDocument 233,ECD000233,1,329.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c19cfdfe1dd25cfd8d4039b1d61f3ee6c19cfdfe1dd25cfd8d4039b1d61f3ee6
234,ECD000234,76,285,5,5,Delta EngineeringCadDocument 234,ECD000234,1,330.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,732de71242e3537a860a1a14f0df55ac732de71242e3537a860a1a14f0df55ac
235,ECD000235,485,485,2,7,Beacon EngineeringCadDocument 235,ECD000235,0,331.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2aa0d0275fc55b59373d797ba1b5a3ab2aa0d0275fc55b59373d797ba1b5a3a
236,ECD000236,329,221,6,6,Atlas EngineeringCadDocument 236,ECD000236,1,333.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d4d215b4635573d90193d8d2ff8cc844d4d215b4635573d90193d8d2ff8cc84
237,ECD000237,425,197,8,9,Forge EngineeringCadDocument 237,ECD000237,1,334.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72e34c5dc43a5c6e9d1c7ed2f6dd88e572e34c5dc43a5c6e9d1c7ed2f6dd88e5
238,ECD000238,372,-1,5,7,Liberty EngineeringCadDocument 238,ECD000238,1,336.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,faf50612029654148698045c5fda987bfaf50612029654148698045c5fda987b
239,ECD000239,311,499,7,6,Riverton EngineeringCadDocument 239,ECD000239,1,337.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3ee046545455dd2aa979d40bca0887ed3ee046545455dd2aa979d40bca0887e
240,ECD000240,113,442,10,2,Unity EngineeringCadDocument 240,ECD000240,0,338.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0bd966f3ac55e4883a91a46dc3446f3a0bd966f3ac55e4883a91a46dc3446f3
241,ECD000241,266,23,1,3,Cedar EngineeringCadDocument 241,ECD000241,1,340.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67f8b1fb890c599ab838a6dcb84eac3667f8b1fb890c599ab838a6dcb84eac36
242,ECD000242,377,234,5,10,Ion EngineeringCadDocument 242,ECD000242,1,341.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,604bdceb407052388ea66531241aa84b604bdceb407052388ea66531241aa84b
243,ECD000243,456,77,4,6,Pioneer EngineeringCadDocument 243,ECD000243,1,342.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4a706f825515734bdae984c70b8f0ede4a706f825515734bdae984c70b8f0ed
244,ECD000244,436,435,10,8,Titan EngineeringCadDocument 244,ECD000244,1,344.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02e943302a9554429054308e4de9298602e943302a9554429054308e4de92986
245,ECD000245,427,338,3,3,Orion EngineeringCadDocument 245,ECD000245,0,345.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8e7a20ed18a5b8ba162a91e316e7fa8c8e7a20ed18a5b8ba162a91e316e7fa8
246,ECD000246,341,354,3,4,Meridian EngineeringCadDocument 246,ECD000246,1,347.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c88218f9302e53b58f85d073827477a5c88218f9302e53b58f85d073827477a5
247,ECD000247,498,423,3,10,Summit EngineeringCadDocument 247,ECD000247,1,348.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52be493535c8599491888a6bb21ce53b52be493535c8599491888a6bb21ce53b
248,ECD000248,247,418,10,1,Cedar EngineeringCadDocument 248,ECD000248,1,349.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cbdc656dc5635cb6b4297a1f5930ad5ccbdc656dc5635cb6b4297a1f5930ad5c
249,ECD000249,403,140,5,4,Atlas EngineeringCadDocument 249,ECD000249,1,351.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62cfbf3583b85284a461d03ce18a8c2a62cfbf3583b85284a461d03ce18a8c2a
250,ECD000250,323,362,3,7,Pioneer EngineeringCadDocument 250,ECD000250,0,352.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a20062489718586c857d437c6d91f12da20062489718586c857d437c6d91f12d
251,ECD000251,7,272,3,4,Riverton EngineeringCadDocument 251,ECD000251,1,353.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15bcfc9ca1895d61aad49ade758d386515bcfc9ca1895d61aad49ade758d3865
252,ECD000252,83,344,2,3,Evergreen EngineeringCadDocument 252,ECD000252,1,355.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22570f113380588b95d7acca15765bf522570f113380588b95d7acca15765bf5
253,ECD000253,124,90,9,4,Granite EngineeringCadDocument 253,ECD000253,1,356.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5eeff84b8855d4289baca51f7e59d4bc5eeff84b8855d4289baca51f7e59d4b
254,ECD000254,227,175,5,6,Forge EngineeringCadDocument 254,ECD000254,1,357.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d38fd0b9afa5748a8f9bb7386f606122d38fd0b9afa5748a8f9bb7386f60612
255,ECD000255,372,-1,9,7,Forge EngineeringCadDocument 255,ECD000255,0,359.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d901164fbe15587fa415dc4c9ca161a7d901164fbe15587fa415dc4c9ca161a7
256,ECD000256,171,449,1,7,Cedar EngineeringCadDocument 256,ECD000256,1,360.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5f4349e2fcb5818a73473a2e78b7a7fb5f4349e2fcb5818a73473a2e78b7a7f
257,ECD000257,397,318,6,4,Beacon EngineeringCadDocument 257,ECD000257,1,362.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62db721a767c572baa147cce72cf0b4362db721a767c572baa147cce72cf0b43
258,ECD000258,47,325,8,8,Willow EngineeringCadDocument 258,ECD000258,1,363.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42ecd9853d635a01b24c02569f1265eb42ecd9853d635a01b24c02569f1265eb
259,ECD000259,24,42,5,9,Pioneer EngineeringCadDocument 259,ECD000259,1,364.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f11a54bf3cfe5d789fe5a60728f810bdf11a54bf3cfe5d789fe5a60728f810bd
260,ECD000260,29,50,3,8,Riverton EngineeringCadDocument 260,ECD000260,0,366.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2bcc3b20b0df516fb9841d7cb077a0242bcc3b20b0df516fb9841d7cb077a024
261,ECD000261,42,67,8,1,Cedar EngineeringCadDocument 261,ECD000261,1,367.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61ee60e9cf0f5f78a5c9e73edd1413b161ee60e9cf0f5f78a5c9e73edd1413b1
262,ECD000262,402,296,10,1,Ion EngineeringCadDocument 262,ECD000262,1,368.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,803d961dbae25f6f872f9cc2b73a43de803d961dbae25f6f872f9cc2b73a43de
263,ECD000263,156,167,5,3,Meridian EngineeringCadDocument 263,ECD000263,1,370.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95b17762f88e52228219271fcb9a575895b17762f88e52228219271fcb9a5758
264,ECD000264,153,368,10,4,Ion EngineeringCadDocument 264,ECD000264,1,371.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f8dd068282e577c8348d1f0a0da61a15f8dd068282e577c8348d1f0a0da61a1
265,ECD000265,491,366,1,9,Northstar EngineeringCadDocument 265,ECD000265,0,373.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90a89136601357ad82de1bdd0c8344a590a89136601357ad82de1bdd0c8344a5
266,ECD000266,67,183,6,4,Pioneer EngineeringCadDocument 266,ECD000266,1,374.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69f577c66588523b9a036ea66de8184a69f577c66588523b9a036ea66de8184a
267,ECD000267,430,8,1,2,Beacon EngineeringCadDocument 267,ECD000267,1,375.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a95c82f369be5d38bc092b5f2eba390ba95c82f369be5d38bc092b5f2eba390b
268,ECD000268,248,206,7,4,Riverton EngineeringCadDocument 268,ECD000268,1,377.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf6b668644af5b26b74d39b2c9bb6cdfbf6b668644af5b26b74d39b2c9bb6cdf
269,ECD000269,107,425,1,6,Beacon EngineeringCadDocument 269,ECD000269,1,378.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd56f26733815200ae2ef4ee8b47da4acd56f26733815200ae2ef4ee8b47da4a
270,ECD000270,202,190,1,10,Zenith EngineeringCadDocument 270,ECD000270,0,379.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c1d8921b0da5cebbddd7820ae633cba0c1d8921b0da5cebbddd7820ae633cba
271,ECD000271,52,266,2,3,Northstar EngineeringCadDocument 271,ECD000271,1,381.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e61bf9f624a2578992390c695b535635e61bf9f624a2578992390c695b535635
272,ECD000272,181,-1,2,10,Granite EngineeringCadDocument 272,ECD000272,1,382.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04057ef3381f514aafb816054a8a9a3a04057ef3381f514aafb816054a8a9a3a
273,ECD000273,53,50,7,3,Forge EngineeringCadDocument 273,ECD000273,1,384.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ce763baaf8e58ca8d157041ef8740096ce763baaf8e58ca8d157041ef874009
274,ECD000274,204,262,2,8,Quartz EngineeringCadDocument 274,ECD000274,1,385.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68c9ce404e0b5270834dbf827551686668c9ce404e0b5270834dbf8275516866
275,ECD000275,273,346,1,8,Quartz EngineeringCadDocument 275,ECD000275,0,386.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f648711f40a5940b17fbebcdb994a682f648711f40a5940b17fbebcdb994a68
276,ECD000276,348,6,8,10,Unity EngineeringCadDocument 276,ECD000276,1,388.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f220e27e050542a9584a0f02808f0367f220e27e050542a9584a0f02808f036
277,ECD000277,115,53,5,1,Ion EngineeringCadDocument 277,ECD000277,1,389.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eefc978648d15b3c9a729fb401194722eefc978648d15b3c9a729fb401194722
278,ECD000278,411,285,10,3,Vertex EngineeringCadDocument 278,ECD000278,1,390.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2d7d120c41858f79468b1c412720586a2d7d120c41858f79468b1c412720586
279,ECD000279,178,136,3,5,Willow EngineeringCadDocument 279,ECD000279,1,392.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c6fa83fd4e5521282afa1e324866e9d7c6fa83fd4e5521282afa1e324866e9d
280,ECD000280,211,267,6,8,Titan EngineeringCadDocument 280,ECD000280,0,393.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,692790ec10065ae885d962e20c7c899a692790ec10065ae885d962e20c7c899a
281,ECD000281,417,37,4,7,Atlas EngineeringCadDocument 281,ECD000281,1,394.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39a0861585c753788563c50d4ef3207e39a0861585c753788563c50d4ef3207e
282,ECD000282,182,496,4,1,Riverton EngineeringCadDocument 282,ECD000282,1,396.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,608275a5ee2f59b185f66d3f6977e7d3608275a5ee2f59b185f66d3f6977e7d3
283,ECD000283,278,271,3,9,Forge EngineeringCadDocument 283,ECD000283,1,397.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a80ef5398585095bc8613c7decab2841a80ef5398585095bc8613c7decab284
284,ECD000284,291,194,8,2,Ion EngineeringCadDocument 284,ECD000284,1,399.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da63c89c79725714a42d9dd648d54d4bda63c89c79725714a42d9dd648d54d4b
285,ECD000285,46,316,6,1,Zenith EngineeringCadDocument 285,ECD000285,0,400.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96af6c48ccac5d5a91ea337c28ebb0ac96af6c48ccac5d5a91ea337c28ebb0ac
286,ECD000286,25,226,6,7,Atlas EngineeringCadDocument 286,ECD000286,1,401.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21a0bf295d9854ba9b6786bb19f1278821a0bf295d9854ba9b6786bb19f12788
287,ECD000287,104,83,7,7,Liberty EngineeringCadDocument 287,ECD000287,1,403.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c90702075e695a528d92bec412c1f63ac90702075e695a528d92bec412c1f63a
288,ECD000288,212,265,8,8,Pioneer EngineeringCadDocument 288,ECD000288,1,404.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0cf50b1f7f885d03a81647b3f2256f1f0cf50b1f7f885d03a81647b3f2256f1f
289,ECD000289,150,-1,10,5,Vertex EngineeringCadDocument 289,ECD000289,1,405.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64922358f9de5d85a05805eab4e2a65d64922358f9de5d85a05805eab4e2a65d
290,ECD000290,315,436,1,8,Quartz EngineeringCadDocument 290,ECD000290,0,407.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87e7349575e551aea1fb600f7e2961be87e7349575e551aea1fb600f7e2961be
291,ECD000291,297,441,2,9,Willow EngineeringCadDocument 291,ECD000291,1,408.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,288d189767385bca925b071d88d1ddd8288d189767385bca925b071d88d1ddd8
292,ECD000292,22,372,2,1,Zenith EngineeringCadDocument 292,ECD000292,1,410.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fcca046cfaa85b81a88045db78712005fcca046cfaa85b81a88045db78712005
293,ECD000293,387,84,2,2,Northstar EngineeringCadDocument 293,ECD000293,1,411.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,054fb8b594fd5b6bb6d0a414499f0f48054fb8b594fd5b6bb6d0a414499f0f48
294,ECD000294,406,352,5,10,Northstar EngineeringCadDocument 294,ECD000294,1,412.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a32eb0a5e64f50bbb98a7387205cf6d4a32eb0a5e64f50bbb98a7387205cf6d4
295,ECD000295,204,108,9,5,Riverton EngineeringCadDocument 295,ECD000295,0,414.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,639153f69c08583ca8313c01fc687d7b639153f69c08583ca8313c01fc687d7b
296,ECD000296,251,41,3,4,Cedar EngineeringCadDocument 296,ECD000296,1,415.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9698573507275df499f01864c4b907919698573507275df499f01864c4b90791
