ProductKey,ProductNumber,ProductSubfamilyKey,ProductBrandKey,ProductLifecyclePhaseKey,ProductCertificationKey,ParentProductKey,UnitOfMeasureKey,RecordStatusKey,MeasurementSystemKey,HazardClassKey,ProductName,ProductDescription,DrawingNumber,RevisionCode,StandardCostAmount,ListPriceAmount,NetWeightValue,GrossWeightValue,ShelfLifeDays,LotTrackedFlag,SerialTrackedFlag,MakeBuyCode,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
156,P000156,351,465,3,174,-1,5,4,1,10,Riverton Product 156,Product starter record 156,P000156,P000156,223.7200,223.7200,223.7200,223.7200,17,1,1,P000156,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d03aaa7942655d18333ee806fa3d0023d03aaa7942655d18333ee806fa3d002
157,P000157,314,93,1,172,-1,3,3,3,14,Beacon Product 157,Product starter record 157,P000157,P000157,225.0900,225.0900,225.0900,225.0900,18,1,1,P000157,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,319e0286888758a2b5d0fd441760fd4a319e0286888758a2b5d0fd441760fd4a
158,P000158,289,360,4,122,-1,4,4,3,10,Summit Product 158,Product starter record 158,P000158,P000158,226.4600,226.4600,226.4600,226.4600,19,1,1,P000158,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ecaf5159b7d251b49ceea7d4c92a75bbecaf5159b7d251b49ceea7d4c92a75bb
159,P000159,302,192,2,31,-1,6,2,1,17,Evergreen Product 159,Product starter record 159,P000159,P000159,227.8300,227.8300,227.8300,227.8300,20,1,1,P000159,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4434205b4695592e86fbff2c8b9ca77b4434205b4695592e86fbff2c8b9ca77b
160,P000160,436,443,10,90,-1,6,2,1,15,Northstar Product 160,Product starter record 160,P000160,P000160,229.2000,229.2000,229.2000,229.2000,21,0,0,P000160,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e207a30744e65b6b8de7b40e0ffd92cee207a30744e65b6b8de7b40e0ffd92ce
161,P000161,282,297,7,25,-1,3,2,3,2,Atlas Product 161,Product starter record 161,P000161,P000161,230.5700,230.5700,230.5700,230.5700,22,1,1,P000161,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,291ac9111b0b5b4fb5ce78485d2b16c6291ac9111b0b5b4fb5ce78485d2b16c6
162,P000162,192,296,4,34,-1,2,2,2,5,Atlas Product 162,Product starter record 162,P000162,P000162,231.9400,231.9400,231.9400,231.9400,23,1,1,P000162,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25eeb0f95d5d5b1294a000a94ec526b625eeb0f95d5d5b1294a000a94ec526b6
163,P000163,283,166,8,154,-1,6,4,2,4,Granite Product 163,Product starter record 163,P000163,P000163,233.3100,233.3100,233.3100,233.3100,24,1,1,P000163,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eab598df152058bfbf8d2a946a405e69eab598df152058bfbf8d2a946a405e69
164,P000164,48,166,11,240,-1,2,1,1,6,Orion Product 164,Product starter record 164,P000164,P000164,234.6800,234.6800,234.6800,234.6800,25,1,1,P000164,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5de8ad3c90e2530cbd6f3790c0af7b125de8ad3c90e2530cbd6f3790c0af7b12
165,P000165,256,368,5,149,-1,6,2,2,10,Evergreen Product 165,Product starter record 165,P000165,P000165,236.0500,236.0500,236.0500,236.0500,26,0,0,P000165,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed9eee8afbbe5e2a894fe045b22f06feed9eee8afbbe5e2a894fe045b22f06fe
166,P000166,158,50,3,41,-1,1,2,3,11,Keystone Product 166,Product starter record 166,P000166,P000166,237.4200,237.4200,237.4200,237.4200,27,1,1,P000166,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f61fad55b6e15f8eab64c9ad6e021d13f61fad55b6e15f8eab64c9ad6e021d13
167,P000167,46,480,10,125,-1,1,2,1,7,Vertex Product 167,Product starter record 167,P000167,P000167,238.7900,238.7900,238.7900,238.7900,28,1,1,P000167,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8bcda4fefe055be3a51ac3dd8d99d5b98bcda4fefe055be3a51ac3dd8d99d5b9
168,P000168,106,63,8,144,-1,4,2,3,18,Harbor Product 168,Product starter record 168,P000168,P000168,240.1600,240.1600,240.1600,240.1600,1,1,1,P000168,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c322d37a45a55497b6be3301854493e6c322d37a45a55497b6be3301854493e6
169,P000169,59,282,1,146,-1,3,1,3,5,Atlas Product 169,Product starter record 169,P000169,P000169,241.5300,241.5300,241.5300,241.5300,2,1,1,P000169,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,730210af824c53789086941dba1ecea8730210af824c53789086941dba1ecea8
170,P000170,298,241,1,168,-1,2,1,3,5,Delta Product 170,Product starter record 170,P000170,P000170,242.9000,242.9000,242.9000,242.9000,3,0,0,P000170,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2bf737c3d04e58c182f49a580db681732bf737c3d04e58c182f49a580db68173
171,P000171,292,405,8,164,-1,2,3,2,10,Titan Product 171,Product starter record 171,P000171,P000171,244.2700,244.2700,244.2700,244.2700,4,1,1,P000171,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca49d329e2475eaaa981bee137aa64a7ca49d329e2475eaaa981bee137aa64a7
172,P000172,215,218,10,6,-1,3,4,1,13,Willow Product 172,Product starter record 172,P000172,P000172,245.6400,245.6400,245.6400,245.6400,5,1,1,P000172,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1fc38d63d5345074962da9ab0a957d681fc38d63d5345074962da9ab0a957d68
173,P000173,106,15,4,229,-1,6,3,3,3,Cedar Product 173,Product starter record 173,P000173,P000173,247.0100,247.0100,247.0100,247.0100,6,1,1,P000173,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef5e1cc5f2315b089c1f73e013a67315ef5e1cc5f2315b089c1f73e013a67315
174,P000174,163,464,2,48,-1,1,1,1,8,Pioneer Product 174,Product starter record 174,P000174,P000174,248.3800,248.3800,248.3800,248.3800,7,1,1,P000174,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,054a2ba0aebb507680b6cb632f3f2d28054a2ba0aebb507680b6cb632f3f2d28
175,P000175,4,131,7,129,-1,4,2,3,16,Harbor Product 175,Product starter record 175,P000175,P000175,249.7500,249.7500,249.7500,249.7500,8,0,0,P000175,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53fade549d785eeca165c67caf350a7953fade549d785eeca165c67caf350a79
176,P000176,269,13,11,231,-1,4,1,2,15,Junction Product 176,Product starter record 176,P000176,P000176,251.1200,251.1200,251.1200,251.1200,9,1,1,P000176,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa33a05b7fea5615ae368b99c4159f1efa33a05b7fea5615ae368b99c4159f1e
177,P000177,378,162,5,36,-1,3,4,1,4,Forge Product 177,Product starter record 177,P000177,P000177,252.4900,252.4900,252.4900,252.4900,10,1,1,P000177,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a19ad1cab5f857afa4730d671dda3847a19ad1cab5f857afa4730d671dda3847
178,P000178,77,69,8,166,-1,1,2,1,15,Northstar Product 178,Product starter record 178,P000178,P000178,253.8600,253.8600,253.8600,253.8600,11,1,1,P000178,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6abb6a1f62215ecda352c1501e511d8c6abb6a1f62215ecda352c1501e511d8c
179,P000179,234,72,2,110,-1,7,3,2,13,Liberty Product 179,Product starter record 179,P000179,P000179,255.2300,255.2300,255.2300,255.2300,12,1,1,P000179,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac7da9fdefb1519584bc24a42cbf1672ac7da9fdefb1519584bc24a42cbf1672
180,P000180,353,302,11,40,-1,4,4,2,8,Willow Product 180,Product starter record 180,P000180,P000180,256.6000,256.6000,256.6000,256.6000,13,0,0,P000180,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a929dbd1b5365043ad4ddc4f2f094c57a929dbd1b5365043ad4ddc4f2f094c57
181,P000181,391,141,3,49,-1,6,1,3,6,Junction Product 181,Product starter record 181,P000181,P000181,257.9700,257.9700,257.9700,257.9700,14,1,1,P000181,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c4bee0d76ef575483af41b80ff4216f3c4bee0d76ef575483af41b80ff4216f
182,P000182,377,393,7,173,-1,6,1,1,16,Granite Product 182,Product starter record 182,P000182,P000182,259.3400,259.3400,259.3400,259.3400,15,1,1,P000182,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,941d41eb419359669e0b3bc26718058e941d41eb419359669e0b3bc26718058e
183,P000183,295,201,7,244,-1,2,2,2,2,Riverton Product 183,Product starter record 183,P000183,P000183,260.7100,260.7100,260.7100,260.7100,16,1,1,P000183,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc7519f3e12e5a62a364340908760cc1fc7519f3e12e5a62a364340908760cc1
184,P000184,50,302,3,70,-1,3,3,2,11,Forge Product 184,Product starter record 184,P000184,P000184,262.0800,262.0800,262.0800,262.0800,17,1,1,P000184,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,332ad280d7be535fac2cca2d0cf29721332ad280d7be535fac2cca2d0cf29721
185,P000185,35,99,3,82,-1,2,4,1,1,Cedar Product 185,Product starter record 185,P000185,P000185,263.4500,263.4500,263.4500,263.4500,18,0,0,P000185,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5de135b728395ccf8d62f25ae4eda1b95de135b728395ccf8d62f25ae4eda1b9
186,P000186,452,377,8,29,-1,4,2,3,7,Meridian Product 186,Product starter record 186,P000186,P000186,264.8200,264.8200,264.8200,264.8200,19,1,1,P000186,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc7e721e86aa561ba74e3d0b55379117fc7e721e86aa561ba74e3d0b55379117
187,P000187,406,435,8,29,-1,2,4,1,5,Titan Product 187,Product starter record 187,P000187,P000187,266.1900,266.1900,266.1900,266.1900,20,1,1,P000187,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8557a2c38a3a5454bf9ba7b8b598ce138557a2c38a3a5454bf9ba7b8b598ce13
188,P000188,2,160,2,194,-1,1,4,2,3,Harbor Product 188,Product starter record 188,P000188,P000188,267.5600,267.5600,267.5600,267.5600,21,1,1,P000188,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8519d31a6a045815b6c0429c3bd3cf398519d31a6a045815b6c0429c3bd3cf39
189,P000189,461,446,3,169,-1,5,1,1,5,Atlas Product 189,Product starter record 189,P000189,P000189,268.9300,268.9300,268.9300,268.9300,22,1,1,P000189,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7376c16ae34d5fb09d101c5368cc877e7376c16ae34d5fb09d101c5368cc877e
190,P000190,24,139,4,26,-1,3,4,3,18,Northstar Product 190,Product starter record 190,P000190,P000190,270.3000,270.3000,270.3000,270.3000,23,0,0,P000190,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b1c0d2edbd7515ca5981a8ccc960a187b1c0d2edbd7515ca5981a8ccc960a18
191,P000191,24,491,5,119,-1,1,1,1,9,Ion Product 191,Product starter record 191,P000191,P000191,271.6700,271.6700,271.6700,271.6700,24,1,1,P000191,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63e67416317b5dbbbbab4b0bbbaab36163e67416317b5dbbbbab4b0bbbaab361
192,P000192,453,484,6,39,-1,1,4,1,12,Riverton Product 192,Product starter record 192,P000192,P000192,273.0400,273.0400,273.0400,273.0400,25,1,1,P000192,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e438314ec6f5374a2e52b6bb26945955e438314ec6f5374a2e52b6bb2694595
193,P000193,342,277,10,95,-1,6,1,2,4,Titan Product 193,Product starter record 193,P000193,P000193,274.4100,274.4100,274.4100,274.4100,26,1,1,P000193,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d164bdc92675ff48c9ce115b682bc9b5d164bdc92675ff48c9ce115b682bc9b
194,P000194,94,486,8,248,-1,5,3,1,7,Keystone Product 194,Product starter record 194,P000194,P000194,275.7800,275.7800,275.7800,275.7800,27,1,1,P000194,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0bfd170c241552dc8c4b2f50857899420bfd170c241552dc8c4b2f5085789942
195,P000195,181,255,10,131,-1,7,3,2,1,Beacon Product 195,Product starter record 195,P000195,P000195,277.1500,277.1500,277.1500,277.1500,28,0,0,P000195,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44e32de4fb745fe4b82e74258d828a6b44e32de4fb745fe4b82e74258d828a6b
196,P000196,258,467,3,76,-1,7,2,1,9,Harbor Product 196,Product starter record 196,P000196,P000196,278.5200,278.5200,278.5200,278.5200,1,1,1,P000196,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3120eddb12e255d3b9caffee0604b2453120eddb12e255d3b9caffee0604b245
197,P000197,114,78,11,237,-1,3,3,3,8,Willow Product 197,Product starter record 197,P000197,P000197,279.8900,279.8900,279.8900,279.8900,2,1,1,P000197,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36692386aca9503bbcf224b7438e68e336692386aca9503bbcf224b7438e68e3
198,P000198,305,16,3,167,-1,5,3,2,16,Liberty Product 198,Product starter record 198,P000198,P000198,281.2600,281.2600,281.2600,281.2600,3,1,1,P000198,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,849f5003890b5bc68fd2634c06b1112d849f5003890b5bc68fd2634c06b1112d
199,P000199,71,273,8,64,-1,6,3,1,2,Cedar Product 199,Product starter record 199,P000199,P000199,282.6300,282.6300,282.6300,282.6300,4,1,1,P000199,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d6a524a9e7c5d91a72288253281ed3b9d6a524a9e7c5d91a72288253281ed3b
200,P000200,402,461,12,194,-1,7,1,1,1,Vertex Product 200,Product starter record 200,P000200,P000200,284.0000,284.0000,284.0000,284.0000,5,0,0,P000200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d091390d59e75a5ba9dfae5923bcc237d091390d59e75a5ba9dfae5923bcc237
201,P000201,229,118,12,164,-1,7,2,3,16,Delta Product 201,Product starter record 201,P000201,P000201,285.3700,285.3700,285.3700,285.3700,6,1,1,P000201,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c04c9fbb74d55a1ab959cb0870452d20c04c9fbb74d55a1ab959cb0870452d2
202,P000202,249,348,1,193,-1,4,1,2,16,Liberty Product 202,Product starter record 202,P000202,P000202,286.7400,286.7400,286.7400,286.7400,7,1,1,P000202,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90d1d7777e0b528a833c0933ba260c6f90d1d7777e0b528a833c0933ba260c6f
203,P000203,70,416,4,6,-1,6,3,2,5,Keystone Product 203,Product starter record 203,P000203,P000203,288.1100,288.1100,288.1100,288.1100,8,1,1,P000203,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7bcc70a5323a5e309c0d33865f921c7e7bcc70a5323a5e309c0d33865f921c7e
204,P000204,77,257,1,228,-1,4,3,3,9,Quartz Product 204,Product starter record 204,P000204,P000204,289.4800,289.4800,289.4800,289.4800,9,1,1,P000204,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1921e797a36e598cbbe6baa93a50351f1921e797a36e598cbbe6baa93a50351f
205,P000205,312,15,5,207,-1,5,1,1,8,Meridian Product 205,Product starter record 205,P000205,P000205,290.8500,290.8500,290.8500,290.8500,10,0,0,P000205,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9032f05ebfd35c3f98dc7646c24524a99032f05ebfd35c3f98dc7646c24524a9
206,P000206,419,456,1,129,-1,1,2,2,3,Titan Product 206,Product starter record 206,P000206,P000206,292.2200,292.2200,292.2200,292.2200,11,1,1,P000206,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,075d139b30335ebeb3c386a6097a73b9075d139b30335ebeb3c386a6097a73b9
207,P000207,155,208,10,141,-1,7,3,2,8,Keystone Product 207,Product starter record 207,P000207,P000207,293.5900,293.5900,293.5900,293.5900,12,1,1,P000207,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f5ec0f790f153599a0622f2158930335f5ec0f790f153599a0622f215893033
208,P000208,223,234,10,168,-1,5,1,2,17,Keystone Product 208,Product starter record 208,P000208,P000208,294.9600,294.9600,294.9600,294.9600,13,1,1,P000208,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9b7a65b851853809a1d70b64a2bf359a9b7a65b851853809a1d70b64a2bf359
209,P000209,42,485,7,78,-1,3,4,3,3,Summit Product 209,Product starter record 209,P000209,P000209,296.3300,296.3300,296.3300,296.3300,14,1,1,P000209,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b807e737053519cbb30fc15d35c21005b807e737053519cbb30fc15d35c2100
210,P000210,298,336,1,192,-1,5,1,2,15,Forge Product 210,Product starter record 210,P000210,P000210,297.7000,297.7000,297.7000,297.7000,15,0,0,P000210,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97617f39529a56a8ba9f06b8fe8590cd97617f39529a56a8ba9f06b8fe8590cd
211,P000211,342,362,7,102,-1,5,1,1,1,Evergreen Product 211,Product starter record 211,P000211,P000211,299.0700,299.0700,299.0700,299.0700,16,1,1,P000211,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1509963b7bfd527f9b9354add63a4b681509963b7bfd527f9b9354add63a4b68
212,P000212,69,289,8,126,-1,3,3,3,11,Liberty Product 212,Product starter record 212,P000212,P000212,300.4400,300.4400,300.4400,300.4400,17,1,1,P000212,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,257bc47c2994542e90ce91352c6bcba4257bc47c2994542e90ce91352c6bcba4
213,P000213,99,114,7,102,-1,2,1,1,16,Forge Product 213,Product starter record 213,P000213,P000213,301.8100,301.8100,301.8100,301.8100,18,1,1,P000213,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a94b5354ac635c31a352a7f6b6b3daf0a94b5354ac635c31a352a7f6b6b3daf0
214,P000214,431,473,3,170,-1,6,2,1,9,Vertex Product 214,Product starter record 214,P000214,P000214,303.1800,303.1800,303.1800,303.1800,19,1,1,P000214,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,547346fd1e545f11ba75a0db5b5d3484547346fd1e545f11ba75a0db5b5d3484
215,P000215,193,386,1,223,-1,3,2,2,9,Orion Product 215,Product starter record 215,P000215,P000215,304.5500,304.5500,304.5500,304.5500,20,0,0,P000215,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,628c99033b7b5155b46553954b6b922f628c99033b7b5155b46553954b6b922f
216,P000216,3,434,5,234,-1,2,2,2,8,Liberty Product 216,Product starter record 216,P000216,P000216,305.9200,305.9200,305.9200,305.9200,21,1,1,P000216,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77f227a91f915b309aa3c7d2a2de942d77f227a91f915b309aa3c7d2a2de942d
217,P000217,239,343,11,3,-1,4,4,2,15,Evergreen Product 217,Product starter record 217,P000217,P000217,307.2900,307.2900,307.2900,307.2900,22,1,1,P000217,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,312dfe881d1e5d9eb9a899fe2f8cfe43312dfe881d1e5d9eb9a899fe2f8cfe43
218,P000218,355,353,11,145,-1,7,1,3,9,Quartz Product 218,Product starter record 218,P000218,P000218,308.6600,308.6600,308.6600,308.6600,23,1,1,P000218,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,319846d9834a5e85868631d12b467657319846d9834a5e85868631d12b467657
219,P000219,130,177,9,157,-1,2,4,2,17,Delta Product 219,Product starter record 219,P000219,P000219,310.0300,310.0300,310.0300,310.0300,24,1,1,P000219,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,212852de57e55a129e0133f298cba851212852de57e55a129e0133f298cba851
220,P000220,115,232,3,58,-1,7,2,2,16,Keystone Product 220,Product starter record 220,P000220,P000220,311.4000,311.4000,311.4000,311.4000,25,0,0,P000220,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ebe5c586bed5787a9663dd68b2b5f867ebe5c586bed5787a9663dd68b2b5f86
221,P000221,386,291,9,61,-1,4,1,2,8,Keystone Product 221,Product starter record 221,P000221,P000221,312.7700,312.7700,312.7700,312.7700,26,1,1,P000221,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43e149346e765b3fa609f9d1170113f943e149346e765b3fa609f9d1170113f9
222,P000222,334,488,1,107,-1,2,1,2,10,Delta Product 222,Product starter record 222,P000222,P000222,314.1400,314.1400,314.1400,314.1400,27,1,1,P000222,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c203834cdf1593a991f709c792cbc8f3c203834cdf1593a991f709c792cbc8f
223,P000223,311,361,11,29,-1,7,1,3,14,Ion Product 223,Product starter record 223,P000223,P000223,315.5100,315.5100,315.5100,315.5100,28,1,1,P000223,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8d9939fe8125fdeb39a1a04607f1252b8d9939fe8125fdeb39a1a04607f1252
224,P000224,77,305,1,3,-1,2,1,1,6,Beacon Product 224,Product starter record 224,P000224,P000224,316.8800,316.8800,316.8800,316.8800,1,1,1,P000224,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,450528f6ce335d4d86a007f9e888977a450528f6ce335d4d86a007f9e888977a
225,P000225,151,58,11,100,-1,6,3,2,6,Quartz Product 225,Product starter record 225,P000225,P000225,318.2500,318.2500,318.2500,318.2500,2,0,0,P000225,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c88dd6d0393853c698b705cad0629fd9c88dd6d0393853c698b705cad0629fd9
226,P000226,374,196,7,29,-1,5,3,3,15,Ion Product 226,Product starter record 226,P000226,P000226,319.6200,319.6200,319.6200,319.6200,3,1,1,P000226,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8a680c6e14153fdbcbc8183a731da5bd8a680c6e14153fdbcbc8183a731da5b
227,P000227,471,415,2,235,-1,6,4,1,14,Keystone Product 227,Product starter record 227,P000227,P000227,320.9900,320.9900,320.9900,320.9900,4,1,1,P000227,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a145430767c755098bcf177f3a8454c7a145430767c755098bcf177f3a8454c7
228,P000228,466,11,12,99,-1,4,3,1,8,Ion Product 228,Product starter record 228,P000228,P000228,322.3600,322.3600,322.3600,322.3600,5,1,1,P000228,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab61629fe11e5ce3be5b47d25c3c342eab61629fe11e5ce3be5b47d25c3c342e
229,P000229,177,358,8,194,-1,4,4,1,10,Titan Product 229,Product starter record 229,P000229,P000229,323.7300,323.7300,323.7300,323.7300,6,1,1,P000229,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c0df80f2f59504a84d8c40b3d89dfd39c0df80f2f59504a84d8c40b3d89dfd3
230,P000230,191,264,7,197,-1,7,4,1,1,Summit Product 230,Product starter record 230,P000230,P000230,325.1000,325.1000,325.1000,325.1000,7,0,0,P000230,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab72fadadb24548997a668e9404f2d88ab72fadadb24548997a668e9404f2d88
231,P000231,115,63,8,58,-1,7,3,3,7,Pioneer Product 231,Product starter record 231,P000231,P000231,326.4700,326.4700,326.4700,326.4700,8,1,1,P000231,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e9572a7d06557f08f0ae2ee62d338a03e9572a7d06557f08f0ae2ee62d338a0
232,P000232,119,286,11,249,-1,6,4,3,10,Vertex Product 232,Product starter record 232,P000232,P000232,327.8400,327.8400,327.8400,327.8400,9,1,1,P000232,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c542740ad9d05fbbbb7d0e0bbc8e4cbcc542740ad9d05fbbbb7d0e0bbc8e4cbc
233,P000233,167,99,11,42,-1,3,2,1,13,Pioneer Product 233,Product starter record 233,P000233,P000233,329.2100,329.2100,329.2100,329.2100,10,1,1,P000233,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c8776651012510385116de1f2312a3f9c8776651012510385116de1f2312a3f
234,P000234,195,126,9,98,-1,3,3,1,17,Beacon Product 234,Product starter record 234,P000234,P000234,330.5800,330.5800,330.5800,330.5800,11,1,1,P000234,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d94056e3e0eb5fa58c7f1191c2f0f578d94056e3e0eb5fa58c7f1191c2f0f578
