MaintenancePmPlanKey,PmPlanNumber,AssetKey,MaintenancePlanClassKey,UnitOfMeasureKey,MaintenanceWorkTypeKey,RecordStatusKey,MaintenancePmPlanName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
194,MPP000194,153,79,1,11,4,Forge MaintenancePmPlan 194,MPP000194,1,275.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e04fc74640d55073a44ae53e7bd44c62e04fc74640d55073a44ae53e7bd44c62
195,MPP000195,65,41,1,12,2,Zenith MaintenancePmPlan 195,MPP000195,0,277.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7cade7ff918516889d15b978b49ac57c7cade7ff918516889d15b978b49ac57
196,MPP000196,192,39,6,2,1,Zenith MaintenancePmPlan 196,MPP000196,1,278.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26df0370cce8503a9760c4f4215c82f826df0370cce8503a9760c4f4215c82f8
197,MPP000197,80,58,5,10,2,Forge MaintenancePmPlan 197,MPP000197,1,279.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a150f929f1258a08eb8dac4735c714a5a150f929f1258a08eb8dac4735c714a
198,MPP000198,133,29,3,3,3,Evergreen MaintenancePmPlan 198,MPP000198,1,281.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,16d7873561e85ed5920a01269bf7b6ca16d7873561e85ed5920a01269bf7b6ca
199,MPP000199,209,52,7,3,3,Beacon MaintenancePmPlan 199,MPP000199,1,282.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d298dbb176765bec8680fdb2396bb497d298dbb176765bec8680fdb2396bb497
200,MPP000200,18,71,3,10,3,Cedar MaintenancePmPlan 200,MPP000200,0,284.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,498f10aee0e15c698be2d1492a7598bd498f10aee0e15c698be2d1492a7598bd
201,MPP000201,233,3,5,5,1,Meridian MaintenancePmPlan 201,MPP000201,1,285.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c27975de6ad52c29ffc6a53b00172d61c27975de6ad52c29ffc6a53b00172d6
202,MPP000202,293,52,7,3,2,Harbor MaintenancePmPlan 202,MPP000202,1,286.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,268dd970f479560688e92cf2b15dc1c7268dd970f479560688e92cf2b15dc1c7
203,MPP000203,185,80,3,1,2,Junction MaintenancePmPlan 203,MPP000203,1,288.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,564044d034835277a0baa9fda886cf8c564044d034835277a0baa9fda886cf8c
204,MPP000204,-1,38,2,1,1,Orion MaintenancePmPlan 204,MPP000204,1,289.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db1ae02c5d0057d18c0f18745e0fbc93db1ae02c5d0057d18c0f18745e0fbc93
205,MPP000205,107,68,7,10,2,Harbor MaintenancePmPlan 205,MPP000205,0,290.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc0b486f84ed5d33bcb6d0039ea7d47ebc0b486f84ed5d33bcb6d0039ea7d47e
206,MPP000206,191,20,6,5,3,Summit MaintenancePmPlan 206,MPP000206,1,292.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22de72aa09705b83b59394678689515f22de72aa09705b83b59394678689515f
207,MPP000207,412,52,3,11,3,Cedar MaintenancePmPlan 207,MPP000207,1,293.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,661d9ea6bebb545989f37b77e53af9e7661d9ea6bebb545989f37b77e53af9e7
208,MPP000208,231,73,1,4,2,Summit MaintenancePmPlan 208,MPP000208,1,294.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de166b497da755eb83985262423cb406de166b497da755eb83985262423cb406
209,MPP000209,374,62,6,6,3,Evergreen MaintenancePmPlan 209,MPP000209,1,296.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67775d73ad5b5405a89345f774e9c26867775d73ad5b5405a89345f774e9c268
210,MPP000210,253,36,7,3,1,Granite MaintenancePmPlan 210,MPP000210,0,297.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d630eaad1a745b1f8dcfea2968bd0b45d630eaad1a745b1f8dcfea2968bd0b45
211,MPP000211,93,74,4,1,4,Willow MaintenancePmPlan 211,MPP000211,1,299.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6fb2b083ae6a51e6ace8471ce9b9817c6fb2b083ae6a51e6ace8471ce9b9817c
212,MPP000212,115,66,2,11,4,Meridian MaintenancePmPlan 212,MPP000212,1,300.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2b570fb1c2a5c888712131a04ae00b8e2b570fb1c2a5c888712131a04ae00b8
213,MPP000213,57,23,4,6,3,Pioneer MaintenancePmPlan 213,MPP000213,1,301.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b908ce7130c58e8985070eaaca38f408b908ce7130c58e8985070eaaca38f40
214,MPP000214,422,19,2,5,3,Junction MaintenancePmPlan 214,MPP000214,1,303.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce81ba7a31ab5c488c243142b070ef9ace81ba7a31ab5c488c243142b070ef9a
215,MPP000215,207,67,5,1,2,Orion MaintenancePmPlan 215,MPP000215,0,304.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83bee811978b5d86966f7150a29bb6f783bee811978b5d86966f7150a29bb6f7
216,MPP000216,361,10,3,6,3,Titan MaintenancePmPlan 216,MPP000216,1,305.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,332c87fb820d5f7499afdc66fd1c851d332c87fb820d5f7499afdc66fd1c851d
217,MPP000217,37,49,4,11,2,Keystone MaintenancePmPlan 217,MPP000217,1,307.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70dfd102299151069ac26c0f0c82f34570dfd102299151069ac26c0f0c82f345
218,MPP000218,334,30,7,6,2,Vertex MaintenancePmPlan 218,MPP000218,1,308.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a899a0e70105f0fac4a94a742955aa88a899a0e70105f0fac4a94a742955aa8
219,MPP000219,382,50,5,10,1,Unity MaintenancePmPlan 219,MPP000219,1,310.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4992bdcf43c5ab480d3ebd257b2ec0ec4992bdcf43c5ab480d3ebd257b2ec0e
220,MPP000220,372,14,7,8,4,Unity MaintenancePmPlan 220,MPP000220,0,311.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b64baf7f257a5da9818918d3671c950eb64baf7f257a5da9818918d3671c950e
221,MPP000221,-1,74,2,6,3,Unity MaintenancePmPlan 221,MPP000221,1,312.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0211b1fe9405308a71b806ca5ac7ebdc0211b1fe9405308a71b806ca5ac7ebd
222,MPP000222,342,7,3,5,1,Beacon MaintenancePmPlan 222,MPP000222,1,314.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,356a15c367945be6a22113e08a6a6270356a15c367945be6a22113e08a6a6270
223,MPP000223,41,74,2,4,4,Summit MaintenancePmPlan 223,MPP000223,1,315.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9f4ae52b7fe56d191532de72cb0e699f9f4ae52b7fe56d191532de72cb0e699
224,MPP000224,486,41,2,9,3,Harbor MaintenancePmPlan 224,MPP000224,1,316.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76779f21b12456038e9f156c6ce1f81076779f21b12456038e9f156c6ce1f810
225,MPP000225,489,3,7,10,3,Junction MaintenancePmPlan 225,MPP000225,0,318.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5298094f33de556793df1255de8c3f3d5298094f33de556793df1255de8c3f3d
226,MPP000226,367,29,1,6,3,Orion MaintenancePmPlan 226,MPP000226,1,319.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca302cb078795010919b0448a008af00ca302cb078795010919b0448a008af00
227,MPP000227,216,8,1,12,1,Granite MaintenancePmPlan 227,MPP000227,1,320.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b36be73eb905c8eb69d7c5fbb9a65581b36be73eb905c8eb69d7c5fbb9a6558
228,MPP000228,171,67,2,9,4,Junction MaintenancePmPlan 228,MPP000228,1,322.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c7ee1dddb9b52a881ec09ba864cefff4c7ee1dddb9b52a881ec09ba864cefff
229,MPP000229,74,49,4,7,1,Willow MaintenancePmPlan 229,MPP000229,1,323.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4cda7d5b83ba55ecb7255f4e60704ca34cda7d5b83ba55ecb7255f4e60704ca3
230,MPP000230,321,24,1,3,2,Quartz MaintenancePmPlan 230,MPP000230,0,325.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85ec24d9961855fab13b0e630a8fa06585ec24d9961855fab13b0e630a8fa065
231,MPP000231,202,10,2,7,1,Willow MaintenancePmPlan 231,MPP000231,1,326.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5a400300874515788e1f818bdc6253ce5a400300874515788e1f818bdc6253c
232,MPP000232,140,68,5,7,4,Ion MaintenancePmPlan 232,MPP000232,1,327.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7ade97578805c2f9581fc62cc513305b7ade97578805c2f9581fc62cc513305
233,MPP000233,480,71,6,3,4,Vertex MaintenancePmPlan 233,MPP000233,1,329.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,227afcb4d38c5d83aa1d4b706cf0c539227afcb4d38c5d83aa1d4b706cf0c539
234,MPP000234,451,25,1,8,3,Evergreen MaintenancePmPlan 234,MPP000234,1,330.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7199045c91fa58b0a2a41ece41eb43447199045c91fa58b0a2a41ece41eb4344
235,MPP000235,253,9,3,12,1,Orion MaintenancePmPlan 235,MPP000235,0,331.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4fe54cc85e5354c6a98ed8cfb794dc1d4fe54cc85e5354c6a98ed8cfb794dc1d
236,MPP000236,496,20,2,6,3,Zenith MaintenancePmPlan 236,MPP000236,1,333.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64ece41d06d556f78f3bf0dbf3be610564ece41d06d556f78f3bf0dbf3be6105
237,MPP000237,100,59,3,7,4,Meridian MaintenancePmPlan 237,MPP000237,1,334.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71f54d5829425a1cb6c115df04b5ca3171f54d5829425a1cb6c115df04b5ca31
238,MPP000238,-1,47,6,9,3,Keystone MaintenancePmPlan 238,MPP000238,1,336.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46ad5a8089a85fcc9c01fc772dcf542a46ad5a8089a85fcc9c01fc772dcf542a
239,MPP000239,124,23,4,8,1,Granite MaintenancePmPlan 239,MPP000239,1,337.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8d498ebdc4058a8a40ec2a1dd6f54e1a8d498ebdc4058a8a40ec2a1dd6f54e1
240,MPP000240,51,46,5,7,4,Titan MaintenancePmPlan 240,MPP000240,0,338.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a6b9e0f54cc5de888eec920e1a29a611a6b9e0f54cc5de888eec920e1a29a61
241,MPP000241,346,42,7,6,4,Evergreen MaintenancePmPlan 241,MPP000241,1,340.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95fa21dc29655008917e2478269bfbca95fa21dc29655008917e2478269bfbca
242,MPP000242,242,36,6,7,2,Northstar MaintenancePmPlan 242,MPP000242,1,341.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb90462c291552049690a715435dec3bcb90462c291552049690a715435dec3b
243,MPP000243,395,11,4,11,1,Zenith MaintenancePmPlan 243,MPP000243,1,342.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca2378ccb8c35fe79f511dfd625c87ceca2378ccb8c35fe79f511dfd625c87ce
244,MPP000244,71,33,1,3,1,Orion MaintenancePmPlan 244,MPP000244,1,344.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,441b26d500135d2b8e339aa899f85f1b441b26d500135d2b8e339aa899f85f1b
245,MPP000245,454,15,2,7,3,Forge MaintenancePmPlan 245,MPP000245,0,345.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc8f6a0e59435875b269724b9e51a62cdc8f6a0e59435875b269724b9e51a62c
246,MPP000246,385,2,2,12,1,Meridian MaintenancePmPlan 246,MPP000246,1,347.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9dfd8689295152a494d716dabab83b789dfd8689295152a494d716dabab83b78
247,MPP000247,141,74,6,11,2,Evergreen MaintenancePmPlan 247,MPP000247,1,348.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2b0e72a480054ef9ce220dfc5d6daafa2b0e72a480054ef9ce220dfc5d6daaf
248,MPP000248,486,35,6,6,1,Riverton MaintenancePmPlan 248,MPP000248,1,349.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,437aae38d3995393abbd2426b7afe5a1437aae38d3995393abbd2426b7afe5a1
249,MPP000249,18,74,7,9,2,Cedar MaintenancePmPlan 249,MPP000249,1,351.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6016ea89ed965de2ab953daddf1c18d86016ea89ed965de2ab953daddf1c18d8
250,MPP000250,296,68,6,5,1,Evergreen MaintenancePmPlan 250,MPP000250,0,352.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,357eb2a65a5e5eb8bcfcfd79d38c0af1357eb2a65a5e5eb8bcfcfd79d38c0af1
251,MPP000251,407,51,7,6,2,Willow MaintenancePmPlan 251,MPP000251,1,353.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c432204c72665b14af814a583d1199c0c432204c72665b14af814a583d1199c0
252,MPP000252,95,43,2,8,2,Delta MaintenancePmPlan 252,MPP000252,1,355.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6bfb09fe491758338b01e7db35076b806bfb09fe491758338b01e7db35076b80
253,MPP000253,29,12,3,5,2,Delta MaintenancePmPlan 253,MPP000253,1,356.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00b1f616a8ff55c4ae46835db2aa158c00b1f616a8ff55c4ae46835db2aa158c
254,MPP000254,187,85,1,2,3,Ion MaintenancePmPlan 254,MPP000254,1,357.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1d341593d3a5b5fb007283c0d976be5b1d341593d3a5b5fb007283c0d976be5
255,MPP000255,-1,75,2,12,4,Quartz MaintenancePmPlan 255,MPP000255,0,359.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa3669f6d5d459759775e112032c28a6fa3669f6d5d459759775e112032c28a6
256,MPP000256,29,16,2,5,3,Forge MaintenancePmPlan 256,MPP000256,1,360.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90eaa961c20257e183ef55dd87a9787490eaa961c20257e183ef55dd87a97874
257,MPP000257,463,90,5,2,1,Riverton MaintenancePmPlan 257,MPP000257,1,362.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8eadaf90a55f5507b8b8135c183966e18eadaf90a55f5507b8b8135c183966e1
258,MPP000258,137,60,1,8,2,Beacon MaintenancePmPlan 258,MPP000258,1,363.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6eac0dd706459aea92e9cde5080028ca6eac0dd706459aea92e9cde5080028c
259,MPP000259,82,40,2,11,1,Northstar MaintenancePmPlan 259,MPP000259,1,364.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64c91d58096a53baae11bbe7573fc81564c91d58096a53baae11bbe7573fc815
260,MPP000260,242,55,6,9,3,Liberty MaintenancePmPlan 260,MPP000260,0,366.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab2ff0116a5f581eb41d10cf6f6a91f9ab2ff0116a5f581eb41d10cf6f6a91f9
261,MPP000261,165,10,1,9,1,Riverton MaintenancePmPlan 261,MPP000261,1,367.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7b498cf1cd555948f99c0bdf5065345f7b498cf1cd555948f99c0bdf5065345
262,MPP000262,123,54,7,11,2,Beacon MaintenancePmPlan 262,MPP000262,1,368.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3bbcb47c0115afbbb4b61f9ff83820ec3bbcb47c0115afbbb4b61f9ff83820e
263,MPP000263,150,76,2,3,4,Junction MaintenancePmPlan 263,MPP000263,1,370.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,303a9397330f566a9652bf24bd1ed1e8303a9397330f566a9652bf24bd1ed1e8
264,MPP000264,459,4,6,8,1,Pioneer MaintenancePmPlan 264,MPP000264,1,371.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,252fdc70fe23595f951c67c22878fbf0252fdc70fe23595f951c67c22878fbf0
265,MPP000265,270,15,2,6,4,Forge MaintenancePmPlan 265,MPP000265,0,373.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c61ea9ee43354aa91523a4bd6f681745c61ea9ee43354aa91523a4bd6f68174
266,MPP000266,316,1,4,8,2,Willow MaintenancePmPlan 266,MPP000266,1,374.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d4154a85c52854119e9e8aaee2522d79d4154a85c52854119e9e8aaee2522d79
267,MPP000267,385,9,2,8,1,Atlas MaintenancePmPlan 267,MPP000267,1,375.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a497efece68a51dabb196b16db3a6864a497efece68a51dabb196b16db3a6864
268,MPP000268,243,1,4,7,3,Cedar MaintenancePmPlan 268,MPP000268,1,377.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53550c9c521359709858e42e699bb10e53550c9c521359709858e42e699bb10e
269,MPP000269,98,89,3,12,2,Zenith MaintenancePmPlan 269,MPP000269,1,378.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8084f478e3a51c3b437b78f99662121e8084f478e3a51c3b437b78f99662121
270,MPP000270,259,90,5,10,4,Quartz MaintenancePmPlan 270,MPP000270,0,379.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02a7d9f7dd455c308c7333691eee214002a7d9f7dd455c308c7333691eee2140
271,MPP000271,208,14,7,4,3,Quartz MaintenancePmPlan 271,MPP000271,1,381.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad86c35a6fc558e792d3274805a26d5ead86c35a6fc558e792d3274805a26d5e
272,MPP000272,-1,68,2,5,3,Summit MaintenancePmPlan 272,MPP000272,1,382.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3d3044201475422a3b2b29219ba5fb1c3d3044201475422a3b2b29219ba5fb1
273,MPP000273,41,12,3,9,4,Liberty MaintenancePmPlan 273,MPP000273,1,384.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f33fa226f8557e2af90504efe4695b64f33fa226f8557e2af90504efe4695b6
274,MPP000274,375,21,5,3,2,Atlas MaintenancePmPlan 274,MPP000274,1,385.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b2a8632e27b527d9c831e59e7b055369b2a8632e27b527d9c831e59e7b05536
275,MPP000275,232,37,3,10,1,Delta MaintenancePmPlan 275,MPP000275,0,386.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0be236cbfcd58f0a06da1571992e367f0be236cbfcd58f0a06da1571992e367
276,MPP000276,362,53,2,12,1,Granite MaintenancePmPlan 276,MPP000276,1,388.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80166ac54f9151ee9165b67325412dd280166ac54f9151ee9165b67325412dd2
277,MPP000277,110,77,5,2,4,Ion MaintenancePmPlan 277,MPP000277,1,389.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bdfdf96f3f415472b453662109bc3e9fbdfdf96f3f415472b453662109bc3e9f
278,MPP000278,500,34,2,3,2,Delta MaintenancePmPlan 278,MPP000278,1,390.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c65a2ae721f953b7a71bd0cef36f7406c65a2ae721f953b7a71bd0cef36f7406
279,MPP000279,49,33,7,7,1,Delta MaintenancePmPlan 279,MPP000279,1,392.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1673a71c27856fa84ee6a274b2d52e7c1673a71c27856fa84ee6a274b2d52e7
280,MPP000280,185,4,5,5,2,Beacon MaintenancePmPlan 280,MPP000280,0,393.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2b4fe1d5068596db762a9624837f13ac2b4fe1d5068596db762a9624837f13a
281,MPP000281,432,41,4,11,4,Ion MaintenancePmPlan 281,MPP000281,1,394.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09461dc195545cdc84e9914c445abaaf09461dc195545cdc84e9914c445abaaf
282,MPP000282,435,53,4,4,2,Quartz MaintenancePmPlan 282,MPP000282,1,396.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2f14c721e495951bbf1168855babd90c2f14c721e495951bbf1168855babd90
283,MPP000283,97,68,4,6,2,Summit MaintenancePmPlan 283,MPP000283,1,397.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e5b3933b5f853309f385870171dcb8e9e5b3933b5f853309f385870171dcb8e
284,MPP000284,285,19,5,5,3,Vertex MaintenancePmPlan 284,MPP000284,1,399.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6f3619f660f5708b24f010fe6147adaf6f3619f660f5708b24f010fe6147ada
285,MPP000285,121,90,2,4,4,Forge MaintenancePmPlan 285,MPP000285,0,400.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc95eb7bce4a52d68f947e7697723ae0dc95eb7bce4a52d68f947e7697723ae0
286,MPP000286,348,33,1,10,3,Liberty MaintenancePmPlan 286,MPP000286,1,401.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3da99dc55e35a94b8e119551d2ebf3ab3da99dc55e35a94b8e119551d2ebf3a
287,MPP000287,355,35,2,1,3,Northstar MaintenancePmPlan 287,MPP000287,1,403.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e050e5aae5da5e69b4d8c697df70f31fe050e5aae5da5e69b4d8c697df70f31f
288,MPP000288,403,17,5,6,4,Quartz MaintenancePmPlan 288,MPP000288,1,404.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03050f046f8e5284a7587620c780669303050f046f8e5284a7587620c7806693
289,MPP000289,-1,62,5,6,4,Orion MaintenancePmPlan 289,MPP000289,1,405.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07e06771eae05acf94310d46a6caae2507e06771eae05acf94310d46a6caae25
290,MPP000290,448,73,6,3,2,Willow MaintenancePmPlan 290,MPP000290,0,407.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c27c00fefdd52f5b1727a1138b9b72d3c27c00fefdd52f5b1727a1138b9b72d
291,MPP000291,475,79,6,2,1,Keystone MaintenancePmPlan 291,MPP000291,1,408.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f54560ccfce57bdb8be31dfec167da52f54560ccfce57bdb8be31dfec167da5
