EnergyEmissionFactorKey,EmissionFactorCode,EnergyCarrierKey,PlantKey,EnergySourceKey,EnergyEmissionScopeKey,UnitOfMeasureKey,FactorValue,FactorSourceName,CarbonDioxideEquivalentRatio,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
194,EEF000194,39,125,14,5,2,0.01940000,Orion EnergyEmissionFactor 194,195.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed06f64907535cd4816439c5688744e4ed06f64907535cd4816439c5688744e4
195,EEF000195,14,244,6,5,1,0.01950000,Riverton EnergyEmissionFactor 195,196.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e88d9fac3295095b6466cc3c7a79d226e88d9fac3295095b6466cc3c7a79d22
196,EEF000196,19,264,7,3,5,0.01960000,Pioneer EnergyEmissionFactor 196,197.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d43abacf52f654698f087e33310122ddd43abacf52f654698f087e33310122dd
197,EEF000197,31,64,11,3,1,0.01970000,Summit EnergyEmissionFactor 197,198.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab2a65a75a6a5d48a7b8e6e870bfe971ab2a65a75a6a5d48a7b8e6e870bfe971
198,EEF000198,40,185,12,4,3,0.01980000,Beacon EnergyEmissionFactor 198,199.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3465b100d105d59b66d53b0095da244e3465b100d105d59b66d53b0095da244
199,EEF000199,25,147,9,1,3,0.01990000,Evergreen EnergyEmissionFactor 199,200.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a7ed607973d5b34991a8a571dbe043a4a7ed607973d5b34991a8a571dbe043a
200,EEF000200,5,15,15,5,6,0.02000000,Riverton EnergyEmissionFactor 200,201.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,edc753aef6e3534299cc521b589538b5edc753aef6e3534299cc521b589538b5
201,EEF000201,35,120,8,4,2,0.02010000,Granite EnergyEmissionFactor 201,202.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c40dbc1b580053cb9791ef49175e0921c40dbc1b580053cb9791ef49175e0921
202,EEF000202,39,269,12,3,5,0.02020000,Meridian EnergyEmissionFactor 202,203.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15161bef894850318d3b8f7894ffa78e15161bef894850318d3b8f7894ffa78e
203,EEF000203,45,18,11,3,5,0.02030000,Pioneer EnergyEmissionFactor 203,204.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0988484891dc5859b06f6cd31d7530160988484891dc5859b06f6cd31d753016
204,EEF000204,53,-1,1,2,1,0.02040000,Summit EnergyEmissionFactor 204,205.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c057a242e084525fac28ae44bd508428c057a242e084525fac28ae44bd508428
205,EEF000205,36,171,8,3,5,0.02050000,Unity EnergyEmissionFactor 205,206.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b153b7e5fc0955f99b70c76874fafc95b153b7e5fc0955f99b70c76874fafc95
206,EEF000206,52,117,8,1,2,0.02060000,Willow EnergyEmissionFactor 206,207.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21e420534c6d51b6bd46ce38f1c4f75521e420534c6d51b6bd46ce38f1c4f755
207,EEF000207,12,113,16,4,4,0.02070000,Northstar EnergyEmissionFactor 207,208.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97345c42a7fb5c35b9d45c905d0827e297345c42a7fb5c35b9d45c905d0827e2
208,EEF000208,20,271,1,2,2,0.02080000,Atlas EnergyEmissionFactor 208,209.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bae608c325305bd39f2e0094489e9fa8bae608c325305bd39f2e0094489e9fa8
209,EEF000209,47,72,6,4,6,0.02090000,Orion EnergyEmissionFactor 209,210.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a50c760f0315c34a80b1fcf50ad8df03a50c760f0315c34a80b1fcf50ad8df0
210,EEF000210,5,257,10,1,5,0.02100000,Meridian EnergyEmissionFactor 210,211.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6439a301da585135b78b6899369006b86439a301da585135b78b6899369006b8
211,EEF000211,4,236,13,2,5,0.02110000,Unity EnergyEmissionFactor 211,212.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8f09d2f84d95edb9bc7efd87b2e2d5ed8f09d2f84d95edb9bc7efd87b2e2d5e
212,EEF000212,33,189,1,1,5,0.02120000,Summit EnergyEmissionFactor 212,213.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae6ad996389f5bbfa690de6ea825aed0ae6ad996389f5bbfa690de6ea825aed0
213,EEF000213,9,117,15,3,5,0.02130000,Willow EnergyEmissionFactor 213,214.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96962a2bf3a0562aa652f5fa302bdea396962a2bf3a0562aa652f5fa302bdea3
214,EEF000214,24,241,15,2,2,0.02140000,Granite EnergyEmissionFactor 214,215.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d43284723445b8faa0e4e3092dd0be17d43284723445b8faa0e4e3092dd0be1
215,EEF000215,53,150,3,1,7,0.02150000,Vertex EnergyEmissionFactor 215,216.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2d32406aa855a488ade383c25da5a15c2d32406aa855a488ade383c25da5a15
216,EEF000216,21,53,4,2,3,0.02160000,Forge EnergyEmissionFactor 216,217.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6759ae41c4758b397a03b118998b351a6759ae41c4758b397a03b118998b351
217,EEF000217,4,104,12,4,5,0.02170000,Evergreen EnergyEmissionFactor 217,218.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,16862047a17351019182d43d9f451cd916862047a17351019182d43d9f451cd9
218,EEF000218,41,249,5,1,4,0.02180000,Pioneer EnergyEmissionFactor 218,219.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc3421f60bc756f88dbbcefd7402fa84cc3421f60bc756f88dbbcefd7402fa84
219,EEF000219,37,260,16,1,7,0.02190000,Ion EnergyEmissionFactor 219,220.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a3ce34917f15e1c9963846d026fdec03a3ce34917f15e1c9963846d026fdec0
220,EEF000220,40,229,6,2,1,0.02200000,Atlas EnergyEmissionFactor 220,221.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0813de8f7ae57a2aaf1948c9ea9d48bd0813de8f7ae57a2aaf1948c9ea9d48b
221,EEF000221,46,-1,5,4,3,0.02210000,Evergreen EnergyEmissionFactor 221,222.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb9981f8025a5ba9b123ffc12dacfa1ccb9981f8025a5ba9b123ffc12dacfa1c
222,EEF000222,16,322,3,1,7,0.02220000,Orion EnergyEmissionFactor 222,223.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5cff91ed25951878161568d652469d3d5cff91ed25951878161568d652469d3
223,EEF000223,53,206,1,1,3,0.02230000,Vertex EnergyEmissionFactor 223,224.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61e1285963455bcbbc98982f4962cff461e1285963455bcbbc98982f4962cff4
224,EEF000224,37,349,8,4,3,0.02240000,Summit EnergyEmissionFactor 224,225.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08d58306269a59038c1d5382c89b34c508d58306269a59038c1d5382c89b34c5
225,EEF000225,47,12,5,4,7,0.02250000,Northstar EnergyEmissionFactor 225,226.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ff2a24caeb0500f820284a3e4b72f867ff2a24caeb0500f820284a3e4b72f86
226,EEF000226,28,100,3,5,4,0.02260000,Northstar EnergyEmissionFactor 226,227.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df9f02abc45d5b85b571eeafc73bdc6cdf9f02abc45d5b85b571eeafc73bdc6c
227,EEF000227,23,136,1,3,2,0.02270000,Granite EnergyEmissionFactor 227,228.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74953a5a02315b379dc3580d03c3587a74953a5a02315b379dc3580d03c3587a
228,EEF000228,15,266,5,3,2,0.02280000,Liberty EnergyEmissionFactor 228,229.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,84f5ed37e1d55a838b0d55524f7e29a784f5ed37e1d55a838b0d55524f7e29a7
229,EEF000229,44,349,16,1,4,0.02290000,Orion EnergyEmissionFactor 229,230.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ab97aeacb3c5201adcc3db5c6596aff2ab97aeacb3c5201adcc3db5c6596aff
230,EEF000230,19,114,6,1,6,0.02300000,Unity EnergyEmissionFactor 230,231.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4266287a89bd5a7486cd550e74e773534266287a89bd5a7486cd550e74e77353
231,EEF000231,54,181,8,4,1,0.02310000,Beacon EnergyEmissionFactor 231,232.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f6d07976c30588c8dc176323750c44c7f6d07976c30588c8dc176323750c44c
232,EEF000232,10,186,10,3,3,0.02320000,Orion EnergyEmissionFactor 232,233.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ef752756f25572d9640d53282f242259ef752756f25572d9640d53282f24225
233,EEF000233,16,209,3,4,6,0.02330000,Orion EnergyEmissionFactor 233,234.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64f97ad9ff4d5170952ceedef28fda1664f97ad9ff4d5170952ceedef28fda16
234,EEF000234,34,74,4,2,7,0.02340000,Forge EnergyEmissionFactor 234,235.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26fc2a849e145be6bd127579a1ca990d26fc2a849e145be6bd127579a1ca990d
235,EEF000235,37,341,1,5,1,0.02350000,Ion EnergyEmissionFactor 235,236.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,135f32a6fe2b579fa1777ff464234fe6135f32a6fe2b579fa1777ff464234fe6
236,EEF000236,31,140,12,3,2,0.02360000,Willow EnergyEmissionFactor 236,237.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3118093604a3539bbb72e11af091bb9e3118093604a3539bbb72e11af091bb9e
237,EEF000237,15,171,7,1,4,0.02370000,Zenith EnergyEmissionFactor 237,238.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3cfd46bfa1c35c4294ae166aa2f415b03cfd46bfa1c35c4294ae166aa2f415b0
238,EEF000238,13,-1,2,1,5,0.02380000,Orion EnergyEmissionFactor 238,239.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c73b59c4b7255e649ccc857f76c96ab9c73b59c4b7255e649ccc857f76c96ab9
239,EEF000239,4,147,1,3,2,0.02390000,Granite EnergyEmissionFactor 239,240.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,266f32308dc45bb4b843caece206775f266f32308dc45bb4b843caece206775f
240,EEF000240,10,266,9,5,5,0.02400000,Northstar EnergyEmissionFactor 240,241.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57850297549a5c4ea33d5e9f478b5f3657850297549a5c4ea33d5e9f478b5f36
241,EEF000241,41,43,16,3,7,0.02410000,Ion EnergyEmissionFactor 241,242.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0531b4bd2da53fd8542681b8245485fa0531b4bd2da53fd8542681b8245485f
242,EEF000242,1,64,3,4,4,0.02420000,Summit EnergyEmissionFactor 242,243.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0c2c3f1ad4e5793ad0feff27c9091e7b0c2c3f1ad4e5793ad0feff27c9091e7
243,EEF000243,20,73,13,5,7,0.02430000,Northstar EnergyEmissionFactor 243,244.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81de44f14a4c5d2e966af4da0c3d302781de44f14a4c5d2e966af4da0c3d3027
244,EEF000244,12,75,14,2,3,0.02440000,Orion EnergyEmissionFactor 244,245.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b6eafb2fde915c6b953f76f5258921dab6eafb2fde915c6b953f76f5258921da
245,EEF000245,14,14,5,2,7,0.02450000,Granite EnergyEmissionFactor 245,246.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,29f1d35ccc29512e91d3234a89bb011029f1d35ccc29512e91d3234a89bb0110
246,EEF000246,8,19,1,3,5,0.02460000,Titan EnergyEmissionFactor 246,247.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,16071d917afe5af4b6a62b439b6cd2b916071d917afe5af4b6a62b439b6cd2b9
247,EEF000247,19,76,16,5,7,0.02470000,Vertex EnergyEmissionFactor 247,248.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b972bbc46a205ff8be9814c44b010dd2b972bbc46a205ff8be9814c44b010dd2
248,EEF000248,1,28,9,1,6,0.02480000,Granite EnergyEmissionFactor 248,249.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4cc21ec6b7b57158c7c1af4a6242234f4cc21ec6b7b57158c7c1af4a6242234
249,EEF000249,28,2,5,5,6,0.02490000,Ion EnergyEmissionFactor 249,250.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5d350716e4c559983ab8a1bb67b07b4f5d350716e4c559983ab8a1bb67b07b4
250,EEF000250,38,220,16,4,6,0.02500000,Delta EnergyEmissionFactor 250,251.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43eb4cdfecb150b789ba4f984991399a43eb4cdfecb150b789ba4f984991399a
251,EEF000251,15,170,3,2,6,0.02510000,Riverton EnergyEmissionFactor 251,252.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac5f475e9d49501f83e7f128d11547efac5f475e9d49501f83e7f128d11547ef
252,EEF000252,43,236,16,4,4,0.02520000,Atlas EnergyEmissionFactor 252,253.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8569bbd1b11584ba0fe960aec874bf3d8569bbd1b11584ba0fe960aec874bf3
253,EEF000253,35,344,10,1,4,0.02530000,Orion EnergyEmissionFactor 253,254.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96890f0a829556cdbd5eb7aea467e31f96890f0a829556cdbd5eb7aea467e31f
254,EEF000254,32,299,8,4,1,0.02540000,Orion EnergyEmissionFactor 254,255.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8edb0844e06551c1af27b6612bc518d68edb0844e06551c1af27b6612bc518d6
255,EEF000255,20,-1,3,1,3,0.02550000,Summit EnergyEmissionFactor 255,256.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc944ae93eae535d9272852d95a37984bc944ae93eae535d9272852d95a37984
256,EEF000256,41,145,3,5,2,0.02560000,Vertex EnergyEmissionFactor 256,257.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,188468b2b5775066b39d68c476650174188468b2b5775066b39d68c476650174
257,EEF000257,11,222,13,3,1,0.02570000,Evergreen EnergyEmissionFactor 257,258.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6226c90a792c5e5d8a28dc272d2182fa6226c90a792c5e5d8a28dc272d2182fa
258,EEF000258,52,140,16,3,5,0.02580000,Zenith EnergyEmissionFactor 258,259.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba62619973ef5b4e953cdeb56c5a7b33ba62619973ef5b4e953cdeb56c5a7b33
259,EEF000259,33,260,7,5,2,0.02590000,Pioneer EnergyEmissionFactor 259,260.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc97b62a8ba95d568a9fdb639d5fc6b4dc97b62a8ba95d568a9fdb639d5fc6b4
260,EEF000260,32,13,1,4,5,0.02600000,Liberty EnergyEmissionFactor 260,261.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66836630725b58f5ad125be9842670c766836630725b58f5ad125be9842670c7
261,EEF000261,35,14,11,4,6,0.02610000,Pioneer EnergyEmissionFactor 261,262.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f1726af64eb51ddbc8732d29eab2f1f9f1726af64eb51ddbc8732d29eab2f1f
262,EEF000262,41,302,2,1,4,0.02620000,Junction EnergyEmissionFactor 262,263.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4632a85e1b5c50d3b1ba1e3cdb74440d4632a85e1b5c50d3b1ba1e3cdb74440d
263,EEF000263,21,73,4,3,7,0.02630000,Cedar EnergyEmissionFactor 263,264.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c2eaf9aa1a05aa1bb208b6f72aa176a1c2eaf9aa1a05aa1bb208b6f72aa176a
264,EEF000264,11,210,1,1,2,0.02640000,Summit EnergyEmissionFactor 264,265.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6062d85e684a504599797e1e5473e9d66062d85e684a504599797e1e5473e9d6
265,EEF000265,4,159,16,4,3,0.02650000,Quartz EnergyEmissionFactor 265,266.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57b39592f0a25b359105228f4d4328c857b39592f0a25b359105228f4d4328c8
266,EEF000266,2,288,11,4,6,0.02660000,Quartz EnergyEmissionFactor 266,267.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b5d96da982f5196a26772b17d9564ac2b5d96da982f5196a26772b17d9564ac
267,EEF000267,53,78,11,3,3,0.02670000,Cedar EnergyEmissionFactor 267,268.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,387d177f817859089c572f3897511f8c387d177f817859089c572f3897511f8c
268,EEF000268,46,260,1,1,5,0.02680000,Ion EnergyEmissionFactor 268,269.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d3781c0c6b8578a9cbd2df04ff4ed911d3781c0c6b8578a9cbd2df04ff4ed91
269,EEF000269,3,275,6,4,3,0.02690000,Keystone EnergyEmissionFactor 269,270.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f71d2459505758b5aeb2653083141bf4f71d2459505758b5aeb2653083141bf4
270,EEF000270,13,267,14,4,2,0.02700000,Vertex EnergyEmissionFactor 270,271.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bacd248567d65b8fb188f62105fecce3bacd248567d65b8fb188f62105fecce3
271,EEF000271,3,245,11,2,1,0.02710000,Evergreen EnergyEmissionFactor 271,272.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97d4d112efa55955b8946eb29240e4ec97d4d112efa55955b8946eb29240e4ec
272,EEF000272,37,-1,8,3,6,0.02720000,Meridian EnergyEmissionFactor 272,273.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b684cc808c435598b162b01716378571b684cc808c435598b162b01716378571
273,EEF000273,31,27,7,4,5,0.02730000,Unity EnergyEmissionFactor 273,274.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d481e8266d71520f81f397626d30af07d481e8266d71520f81f397626d30af07
274,EEF000274,36,206,3,5,1,0.02740000,Northstar EnergyEmissionFactor 274,275.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f278177736852c7b94661efc72475242f278177736852c7b94661efc7247524
275,EEF000275,38,34,12,4,3,0.02750000,Riverton EnergyEmissionFactor 275,276.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80c78230eac253fbb33db916cb1aea4080c78230eac253fbb33db916cb1aea40
276,EEF000276,45,112,3,3,2,0.02760000,Atlas EnergyEmissionFactor 276,277.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37b7bcbfda9358969ec4a46a5710483037b7bcbfda9358969ec4a46a57104830
277,EEF000277,50,276,3,1,1,0.02770000,Granite EnergyEmissionFactor 277,278.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43f7785714ee51448eb610a5d050a1e143f7785714ee51448eb610a5d050a1e1
278,EEF000278,16,21,14,4,5,0.02780000,Northstar EnergyEmissionFactor 278,279.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d29faf21eed5cd990cc5b54aa9ec6877d29faf21eed5cd990cc5b54aa9ec687
279,EEF000279,45,331,10,2,2,0.02790000,Summit EnergyEmissionFactor 279,280.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2551a6d125ee5a6c87ae9be5191b00442551a6d125ee5a6c87ae9be5191b0044
280,EEF000280,11,338,8,1,3,0.02800000,Unity EnergyEmissionFactor 280,281.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfdbc261644c519ebe136b8622fe6b20dfdbc261644c519ebe136b8622fe6b20
281,EEF000281,41,11,8,3,6,0.02810000,Willow EnergyEmissionFactor 281,282.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,497abd9ebbe351c892478cd50fcfeefd497abd9ebbe351c892478cd50fcfeefd
282,EEF000282,53,40,16,1,6,0.02820000,Delta EnergyEmissionFactor 282,283.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7cd30f70d2525894ae7eb48eb7895cd37cd30f70d2525894ae7eb48eb7895cd3
283,EEF000283,31,235,1,5,4,0.02830000,Unity EnergyEmissionFactor 283,284.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,84bbaa84f2245b6e9640659cec8a046d84bbaa84f2245b6e9640659cec8a046d
284,EEF000284,34,212,2,5,3,0.02840000,Beacon EnergyEmissionFactor 284,285.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7bfe0885f535caa8f0690a7035a8fa6d7bfe0885f535caa8f0690a7035a8fa6
285,EEF000285,8,310,13,4,5,0.02850000,Keystone EnergyEmissionFactor 285,286.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57509f4190a15f6991daabc82243b46b57509f4190a15f6991daabc82243b46b
286,EEF000286,50,214,14,5,2,0.02860000,Cedar EnergyEmissionFactor 286,287.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00b82e5b485c505181681e3e3118269600b82e5b485c505181681e3e31182696
287,EEF000287,4,230,13,5,3,0.02870000,Evergreen EnergyEmissionFactor 287,288.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac7cf8999bfe5004ac8240af3f4feed0ac7cf8999bfe5004ac8240af3f4feed0
288,EEF000288,52,280,10,4,4,0.02880000,Titan EnergyEmissionFactor 288,289.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7dee3eba28a5587b80a810fc94bc6d877dee3eba28a5587b80a810fc94bc6d87
289,EEF000289,18,-1,12,1,4,0.02890000,Quartz EnergyEmissionFactor 289,290.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5002e149f8cb51348e84afcc88cc7ef25002e149f8cb51348e84afcc88cc7ef2
290,EEF000290,50,347,9,3,4,0.02900000,Meridian EnergyEmissionFactor 290,291.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3efa5b7996ff58dbbede38c3b2d1c2943efa5b7996ff58dbbede38c3b2d1c294
291,EEF000291,52,135,5,5,1,0.02910000,Riverton EnergyEmissionFactor 291,292.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25d852d029245174be394eb20ea954f525d852d029245174be394eb20ea954f5
