SafetyObligationKey,SafetyObligationCode,SafetyComplianceTopicKey,SafetyObligationName,CitationReference,SourceSystemKey,BatchId,LoadedAtUtc
481,SO000481,166,Atlas SafetyObligation 481,SafetyObligation-CitationReference-481,1,1,2026-08-24T00:00:00.000
482,SO000482,296,Evergreen SafetyObligation 482,SafetyObligation-CitationReference-482,1,1,2026-08-24T00:00:00.000
483,SO000483,80,Orion SafetyObligation 483,SafetyObligation-CitationReference-483,1,1,2026-08-24T00:00:00.000
484,SO000484,241,Granite SafetyObligation 484,SafetyObligation-CitationReference-484,1,1,2026-08-24T00:00:00.000
485,SO000485,14,Ion SafetyObligation 485,SafetyObligation-CitationReference-485,1,1,2026-08-24T00:00:00.000
486,SO000486,105,Titan SafetyObligation 486,SafetyObligation-CitationReference-486,1,1,2026-08-24T00:00:00.000
487,SO000487,6,Granite SafetyObligation 487,SafetyObligation-CitationReference-487,1,1,2026-08-24T00:00:00.000
488,SO000488,160,Granite SafetyObligation 488,SafetyObligation-CitationReference-488,1,1,2026-08-24T00:00:00.000
489,SO000489,179,Ion SafetyObligation 489,SafetyObligation-CitationReference-489,1,1,2026-08-24T00:00:00.000
490,SO000490,232,Orion SafetyObligation 490,SafetyObligation-CitationReference-490,1,1,2026-08-24T00:00:00.000
491,SO000491,257,Zenith SafetyObligation 491,SafetyObligation-CitationReference-491,1,1,2026-08-24T00:00:00.000
492,SO000492,336,Titan SafetyObligation 492,SafetyObligation-CitationReference-492,1,1,2026-08-24T00:00:00.000
493,SO000493,266,Quartz SafetyObligation 493,SafetyObligation-CitationReference-493,1,1,2026-08-24T00:00:00.000
494,SO000494,124,Pioneer SafetyObligation 494,SafetyObligation-CitationReference-494,1,1,2026-08-24T00:00:00.000
495,SO000495,102,Willow SafetyObligation 495,SafetyObligation-CitationReference-495,1,1,2026-08-24T00:00:00.000
496,SO000496,109,Harbor SafetyObligation 496,SafetyObligation-CitationReference-496,1,1,2026-08-24T00:00:00.000
497,SO000497,270,Titan SafetyObligation 497,SafetyObligation-CitationReference-497,1,1,2026-08-24T00:00:00.000
498,SO000498,161,Junction SafetyObligation 498,SafetyObligation-CitationReference-498,1,1,2026-08-24T00:00:00.000
499,SO000499,263,Riverton SafetyObligation 499,SafetyObligation-CitationReference-499,1,1,2026-08-24T00:00:00.000
500,SO000500,193,Pioneer SafetyObligation 500,SafetyObligation-CitationReference-500,1,1,2026-08-24T00:00:00.000
