LogisticsTransportLoadKey,TransportLoadNumber,LogisticsCarrierServiceOptionKey,LogisticsLaneSegmentKey,PlannerEmployeeKey,LogisticsShipmentStatusKey,TransportLoadName,PlannedDepartureDate,PlannedArrivalDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
194,LTL000194,62,176,104,2,Beacon LogisticsTransportLoad 194,2020-07-13,2020-07-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f13bd6f778255f16ba2bdc1102c92f22f13bd6f778255f16ba2bdc1102c92f22
195,LTL000195,477,225,24,10,Riverton LogisticsTransportLoad 195,2020-07-14,2020-07-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e66fc7eb8115f8fbd3f53845b9b0b8c7e66fc7eb8115f8fbd3f53845b9b0b8c
196,LTL000196,425,69,85,2,Keystone LogisticsTransportLoad 196,2020-07-15,2020-07-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e70155884894513cb4281a8ed94be4abe70155884894513cb4281a8ed94be4ab
197,LTL000197,56,395,465,13,Keystone LogisticsTransportLoad 197,2020-07-16,2020-07-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a48436e8294558b8a214b5a9db92a1d8a48436e8294558b8a214b5a9db92a1d8
198,LTL000198,10,285,405,3,Beacon LogisticsTransportLoad 198,2020-07-17,2020-07-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c542c92a9f25b06b3f26b2bd3dc9ee49c542c92a9f25b06b3f26b2bd3dc9ee4
199,LTL000199,383,372,332,14,Cedar LogisticsTransportLoad 199,2020-07-18,2020-07-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab32873ffd865b828133c14b4c17bf5eab32873ffd865b828133c14b4c17bf5e
200,LTL000200,331,446,125,9,Granite LogisticsTransportLoad 200,2020-07-19,2020-07-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1bc0b7fe4075aed8bfc27af5433f578a1bc0b7fe4075aed8bfc27af5433f578
201,LTL000201,325,209,27,14,Cedar LogisticsTransportLoad 201,2020-07-20,2020-07-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a11575c34d865c38a1428b5f606dfa3ba11575c34d865c38a1428b5f606dfa3b
202,LTL000202,481,93,295,2,Delta LogisticsTransportLoad 202,2020-07-21,2020-07-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba22a2f908115f648db5db79ce174432ba22a2f908115f648db5db79ce174432
203,LTL000203,130,60,87,7,Beacon LogisticsTransportLoad 203,2020-07-22,2020-07-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,989e8be8489c5f6cb96ae4ae7ce0dc78989e8be8489c5f6cb96ae4ae7ce0dc78
204,LTL000204,248,237,-1,5,Riverton LogisticsTransportLoad 204,2020-07-23,2020-07-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fcf806e58e4e5c49875b6872317b20d0fcf806e58e4e5c49875b6872317b20d0
205,LTL000205,415,265,253,13,Ion LogisticsTransportLoad 205,2020-07-24,2020-07-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f061cf8559b956838e396a48619f9778f061cf8559b956838e396a48619f9778
206,LTL000206,64,37,277,10,Cedar LogisticsTransportLoad 206,2020-07-25,2020-07-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ad7ab0b330954a28fbf9252601580e91ad7ab0b330954a28fbf9252601580e9
207,LTL000207,284,82,357,2,Willow LogisticsTransportLoad 207,2020-07-26,2020-07-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f45dcc79af05879bee4ae4c6c69c6bf4f45dcc79af05879bee4ae4c6c69c6bf
208,LTL000208,372,92,439,13,Keystone LogisticsTransportLoad 208,2020-07-27,2020-07-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e3cadc5f771514f9d0a14b79158bd469e3cadc5f771514f9d0a14b79158bd46
209,LTL000209,17,221,413,3,Forge LogisticsTransportLoad 209,2020-07-28,2020-07-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,29a553ce9f545d25a6fe3aae0d1976d929a553ce9f545d25a6fe3aae0d1976d9
210,LTL000210,234,468,271,14,Ion LogisticsTransportLoad 210,2020-07-29,2020-07-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11854ffcb51051a58c029106ce2f384111854ffcb51051a58c029106ce2f3841
211,LTL000211,162,8,72,13,Junction LogisticsTransportLoad 211,2020-07-30,2020-07-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08aa8d4ee42a57ec85ee1e670015f77f08aa8d4ee42a57ec85ee1e670015f77f
212,LTL000212,344,148,330,9,Beacon LogisticsTransportLoad 212,2020-07-31,2020-07-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f475f6b90625c428c70e077814496e50f475f6b90625c428c70e077814496e5
213,LTL000213,11,306,145,10,Quartz LogisticsTransportLoad 213,2020-08-01,2020-08-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8837814b5a2353b484488c7e35b0052a8837814b5a2353b484488c7e35b0052a
214,LTL000214,35,71,211,8,Quartz LogisticsTransportLoad 214,2020-08-02,2020-08-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51764f3857e3593aa0cfe16d0150a20f51764f3857e3593aa0cfe16d0150a20f
215,LTL000215,480,40,286,2,Willow LogisticsTransportLoad 215,2020-08-03,2020-08-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12ea6da4729a55a59675c26a37af486512ea6da4729a55a59675c26a37af4865
216,LTL000216,448,201,196,7,Beacon LogisticsTransportLoad 216,2020-08-04,2020-08-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90f711abc9f55123aad2ad14d5c54d6990f711abc9f55123aad2ad14d5c54d69
217,LTL000217,139,346,295,8,Quartz LogisticsTransportLoad 217,2020-08-05,2020-08-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba60e98832f851b59bd0199f5b73a3beba60e98832f851b59bd0199f5b73a3be
218,LTL000218,171,189,482,4,Northstar LogisticsTransportLoad 218,2020-08-06,2020-08-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5b1853f1fcf58d7ac03b15f821675faa5b1853f1fcf58d7ac03b15f821675fa
219,LTL000219,460,202,89,5,Forge LogisticsTransportLoad 219,2020-08-07,2020-08-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c90a3ae5a6615ab5bf3fd233fa59908ac90a3ae5a6615ab5bf3fd233fa59908a
220,LTL000220,262,195,248,1,Beacon LogisticsTransportLoad 220,2020-08-08,2020-08-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af375521ff25553e9f2bef6f75fff7d0af375521ff25553e9f2bef6f75fff7d0
221,LTL000221,477,71,-1,10,Evergreen LogisticsTransportLoad 221,2020-08-09,2020-08-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9206c73121e55569feb781438be2ec3f9206c73121e55569feb781438be2ec3
222,LTL000222,377,431,106,8,Granite LogisticsTransportLoad 222,2020-08-10,2020-08-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aad87cb035e75a639e8c84b08e109135aad87cb035e75a639e8c84b08e109135
223,LTL000223,245,117,481,1,Vertex LogisticsTransportLoad 223,2020-08-11,2020-08-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63865d0fd4e15f7698cca6c6634a0f6963865d0fd4e15f7698cca6c6634a0f69
224,LTL000224,69,148,498,7,Titan LogisticsTransportLoad 224,2020-08-12,2020-08-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b2ec45f14af52cc8d2434c469ec8d2e8b2ec45f14af52cc8d2434c469ec8d2e
225,LTL000225,379,51,277,3,Quartz LogisticsTransportLoad 225,2020-08-13,2020-08-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95ea7369340f506383fd7c8c5959d35c95ea7369340f506383fd7c8c5959d35c
226,LTL000226,13,159,81,11,Willow LogisticsTransportLoad 226,2020-08-14,2020-08-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1645a13bf16537980937e0d8e78abdad1645a13bf16537980937e0d8e78abda
227,LTL000227,461,235,208,8,Riverton LogisticsTransportLoad 227,2020-08-15,2020-08-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f068589c4c9591c94f0fcc7c184659f0f068589c4c9591c94f0fcc7c184659f
228,LTL000228,116,176,238,8,Forge LogisticsTransportLoad 228,2020-08-16,2020-08-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,29280c3bd7025037930615f046ee01c329280c3bd7025037930615f046ee01c3
229,LTL000229,499,93,112,11,Unity LogisticsTransportLoad 229,2020-08-17,2020-08-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b93e16cfb24153f99d7366f95c25e86fb93e16cfb24153f99d7366f95c25e86f
230,LTL000230,244,128,497,1,Zenith LogisticsTransportLoad 230,2020-08-18,2020-08-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a59a6eca44758df9d9ad8e80fa47d1c6a59a6eca44758df9d9ad8e80fa47d1c
231,LTL000231,201,266,215,1,Riverton LogisticsTransportLoad 231,2020-08-19,2020-08-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a23b0ea88aa459f8b1d15e0965048607a23b0ea88aa459f8b1d15e0965048607
232,LTL000232,374,64,293,10,Harbor LogisticsTransportLoad 232,2020-08-20,2020-08-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0dcb39192df5db686af6cfc4f3fd6c4c0dcb39192df5db686af6cfc4f3fd6c4
233,LTL000233,126,166,465,2,Beacon LogisticsTransportLoad 233,2020-08-21,2020-08-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec061748cb9a55ae804fa5e243b1249eec061748cb9a55ae804fa5e243b1249e
234,LTL000234,106,45,146,2,Vertex LogisticsTransportLoad 234,2020-08-22,2020-08-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f2a5224ae0b5303980fe1ae4df800447f2a5224ae0b5303980fe1ae4df80044
235,LTL000235,463,154,33,9,Evergreen LogisticsTransportLoad 235,2020-08-23,2020-08-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5106908e8033585b91c86bad7ba31e8f5106908e8033585b91c86bad7ba31e8f
236,LTL000236,462,416,40,1,Willow LogisticsTransportLoad 236,2020-08-24,2020-08-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2ee391b868a52e5b253dd61f158199fc2ee391b868a52e5b253dd61f158199f
237,LTL000237,280,450,332,5,Forge LogisticsTransportLoad 237,2020-08-25,2020-08-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7118b512b0c655308b44e2557a64c1fd7118b512b0c655308b44e2557a64c1fd
238,LTL000238,384,40,-1,7,Beacon LogisticsTransportLoad 238,2020-08-26,2020-08-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8761a1cdbfe4532da5b413736e84d58f8761a1cdbfe4532da5b413736e84d58f
239,LTL000239,350,441,162,6,Meridian LogisticsTransportLoad 239,2020-08-27,2020-08-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69a0217e8be657498b042722998e0ca069a0217e8be657498b042722998e0ca0
240,LTL000240,441,157,475,11,Pioneer LogisticsTransportLoad 240,2020-08-28,2020-08-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0361455cd9b5231b3369201e28398ffa0361455cd9b5231b3369201e28398ff
241,LTL000241,313,267,222,4,Beacon LogisticsTransportLoad 241,2020-08-29,2020-08-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfe61af0d1125a62999c85a1392beec3dfe61af0d1125a62999c85a1392beec3
242,LTL000242,401,18,12,13,Beacon LogisticsTransportLoad 242,2020-08-30,2020-08-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6cc7a19d3d75d16b913dc90931f5a22f6cc7a19d3d75d16b913dc90931f5a22
243,LTL000243,220,336,82,14,Evergreen LogisticsTransportLoad 243,2020-08-31,2020-08-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34bfbd24b1d85a36a653eadc496bf40334bfbd24b1d85a36a653eadc496bf403
244,LTL000244,103,14,11,10,Granite LogisticsTransportLoad 244,2020-09-01,2020-09-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2cdd11071f15c67976162532b16d128b2cdd11071f15c67976162532b16d128
245,LTL000245,184,191,191,3,Evergreen LogisticsTransportLoad 245,2020-09-02,2020-09-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02c5b869a83c5439bd5a0f8af64663ed02c5b869a83c5439bd5a0f8af64663ed
246,LTL000246,318,364,28,6,Northstar LogisticsTransportLoad 246,2020-09-03,2020-09-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0d9992724d95e36ba43dacb0bb23373d0d9992724d95e36ba43dacb0bb23373
247,LTL000247,157,187,140,14,Meridian LogisticsTransportLoad 247,2020-09-04,2020-09-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0abce296ff1a52d9a59f797f4ecf4c830abce296ff1a52d9a59f797f4ecf4c83
248,LTL000248,374,144,57,8,Delta LogisticsTransportLoad 248,2020-09-05,2020-09-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91791102173451149ff2e0eeed2e218991791102173451149ff2e0eeed2e2189
249,LTL000249,277,205,285,13,Northstar LogisticsTransportLoad 249,2020-09-06,2020-09-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05c03cff3dfb5351890b34fa41078cb305c03cff3dfb5351890b34fa41078cb3
250,LTL000250,75,434,382,6,Titan LogisticsTransportLoad 250,2020-09-07,2020-09-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68b3d84d60805341a87402435560581e68b3d84d60805341a87402435560581e
251,LTL000251,163,258,1,13,Northstar LogisticsTransportLoad 251,2020-09-08,2020-09-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58ee82e2a7195ad694a0e5a79c86760d58ee82e2a7195ad694a0e5a79c86760d
252,LTL000252,183,308,397,12,Unity LogisticsTransportLoad 252,2020-09-09,2020-09-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b85d762598f5741a40b00571c3e0e3d7b85d762598f5741a40b00571c3e0e3d
253,LTL000253,185,141,112,7,Quartz LogisticsTransportLoad 253,2020-09-10,2020-09-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71d8b3a226f050968202891dc94942de71d8b3a226f050968202891dc94942de
254,LTL000254,95,356,359,7,Beacon LogisticsTransportLoad 254,2020-09-11,2020-09-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e558ed6aa02656b89fef6acf9579c960e558ed6aa02656b89fef6acf9579c960
255,LTL000255,371,77,-1,6,Northstar LogisticsTransportLoad 255,2020-09-12,2020-09-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b0fb4a88670544d9bd7d6249bcbe0ed7b0fb4a88670544d9bd7d6249bcbe0ed
256,LTL000256,94,174,15,12,Liberty LogisticsTransportLoad 256,2020-09-13,2020-09-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3472e1e00a25529f93fb73ad051926893472e1e00a25529f93fb73ad05192689
257,LTL000257,91,260,144,9,Pioneer LogisticsTransportLoad 257,2020-09-14,2020-09-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d89252d6f8555e5283fc5fbb42b77283d89252d6f8555e5283fc5fbb42b77283
258,LTL000258,414,221,433,7,Granite LogisticsTransportLoad 258,2020-09-15,2020-09-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cbeb374e7c4f5f038be360dcbde10c0acbeb374e7c4f5f038be360dcbde10c0a
259,LTL000259,328,28,117,7,Zenith LogisticsTransportLoad 259,2020-09-16,2020-09-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d038aa68332c5af0a1e902039cb05fa0d038aa68332c5af0a1e902039cb05fa0
260,LTL000260,247,320,257,14,Keystone LogisticsTransportLoad 260,2020-09-17,2020-09-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc891a052ae657ce86e447e2dc22b7fddc891a052ae657ce86e447e2dc22b7fd
261,LTL000261,34,383,127,10,Orion LogisticsTransportLoad 261,2020-09-18,2020-09-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,581baf553ad5512b8ef6160d6541327e581baf553ad5512b8ef6160d6541327e
262,LTL000262,350,46,254,6,Unity LogisticsTransportLoad 262,2020-09-19,2020-09-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,362c1cd5850153c891b62ffe123671c0362c1cd5850153c891b62ffe123671c0
263,LTL000263,345,237,211,13,Delta LogisticsTransportLoad 263,2020-09-20,2020-09-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93da8938a949592aa681c27ab721654b93da8938a949592aa681c27ab721654b
264,LTL000264,42,448,409,12,Beacon LogisticsTransportLoad 264,2020-09-21,2020-09-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3bdf675191ce5f4ba7f447385d873cc83bdf675191ce5f4ba7f447385d873cc8
265,LTL000265,445,414,439,2,Junction LogisticsTransportLoad 265,2020-09-22,2020-09-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ebaa6b282275c7681598a2d2ac9d3129ebaa6b282275c7681598a2d2ac9d312
266,LTL000266,365,36,417,3,Pioneer LogisticsTransportLoad 266,2020-09-23,2020-09-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a161a2610ad35646b065e154a3f67cf4a161a2610ad35646b065e154a3f67cf4
267,LTL000267,18,268,154,1,Keystone LogisticsTransportLoad 267,2020-09-24,2020-09-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c8aaa475e3055e88fe1d77fb3091c969c8aaa475e3055e88fe1d77fb3091c96
268,LTL000268,30,220,207,11,Unity LogisticsTransportLoad 268,2020-09-25,2020-09-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a93202c866956009c15fd2bb66fcfae6a93202c866956009c15fd2bb66fcfae
269,LTL000269,203,453,112,14,Harbor LogisticsTransportLoad 269,2020-09-26,2020-09-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37c5f06328525293ab1de50687b5db0b37c5f06328525293ab1de50687b5db0b
270,LTL000270,284,115,307,7,Atlas LogisticsTransportLoad 270,2020-09-27,2020-09-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13ebc3dc532b5d97a4eb539c3cfbea6213ebc3dc532b5d97a4eb539c3cfbea62
271,LTL000271,197,126,440,7,Vertex LogisticsTransportLoad 271,2020-09-28,2020-09-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e64a8ed4e37f5a0a99e8349ef541390fe64a8ed4e37f5a0a99e8349ef541390f
272,LTL000272,5,384,-1,13,Cedar LogisticsTransportLoad 272,2020-09-29,2020-09-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffaa770b64715225affc9de88d6afe2cffaa770b64715225affc9de88d6afe2c
273,LTL000273,292,406,390,6,Willow LogisticsTransportLoad 273,2020-09-30,2020-09-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e2c3ab300f75894b0eaa147785595eb5e2c3ab300f75894b0eaa147785595eb
274,LTL000274,386,172,5,7,Zenith LogisticsTransportLoad 274,2020-10-01,2020-10-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1457f847163b5380a4f842a9a0f8e8f41457f847163b5380a4f842a9a0f8e8f4
275,LTL000275,5,342,339,14,Liberty LogisticsTransportLoad 275,2020-10-02,2020-10-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f868bfa9c2f857c19f6290775dffc05df868bfa9c2f857c19f6290775dffc05d
276,LTL000276,354,135,180,9,Riverton LogisticsTransportLoad 276,2020-10-03,2020-10-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b6f125f41815187ac734249d2b24ff91b6f125f41815187ac734249d2b24ff9
277,LTL000277,100,221,411,1,Keystone LogisticsTransportLoad 277,2020-10-04,2020-10-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1599ed3d2f6756ad9e451fa3224d11151599ed3d2f6756ad9e451fa3224d1115
278,LTL000278,399,224,474,14,Zenith LogisticsTransportLoad 278,2020-10-05,2020-10-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e639a41aeee8534aa79733a0c62611a1e639a41aeee8534aa79733a0c62611a1
279,LTL000279,439,349,143,11,Evergreen LogisticsTransportLoad 279,2020-10-06,2020-10-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0a7077d819153edb6a7478710884c2dd0a7077d819153edb6a7478710884c2d
280,LTL000280,473,97,413,8,Vertex LogisticsTransportLoad 280,2020-10-07,2020-10-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28fd9d602b695bc99143ee8d3045c9cf28fd9d602b695bc99143ee8d3045c9cf
281,LTL000281,392,387,478,2,Ion LogisticsTransportLoad 281,2020-10-08,2020-10-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c2e47d633675775a411fad60e218aeb5c2e47d633675775a411fad60e218aeb
282,LTL000282,287,101,397,12,Delta LogisticsTransportLoad 282,2020-10-09,2020-10-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b1183c7acfc56b8bdce2070e9296dd80b1183c7acfc56b8bdce2070e9296dd8
283,LTL000283,138,102,370,8,Junction LogisticsTransportLoad 283,2020-10-10,2020-10-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48f103bca7c652459e1ee20c53a1ebc448f103bca7c652459e1ee20c53a1ebc4
284,LTL000284,265,480,322,11,Northstar LogisticsTransportLoad 284,2020-10-11,2020-10-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4fad9387418a5493a9ce43620e05ea894fad9387418a5493a9ce43620e05ea89
285,LTL000285,457,377,341,2,Delta LogisticsTransportLoad 285,2020-10-12,2020-10-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,986cc66753c95a3095d57d75bbb613e4986cc66753c95a3095d57d75bbb613e4
286,LTL000286,365,448,147,14,Zenith LogisticsTransportLoad 286,2020-10-13,2020-10-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0bdc0319285154d4be0b47fa9eaf11230bdc0319285154d4be0b47fa9eaf1123
287,LTL000287,176,374,188,9,Keystone LogisticsTransportLoad 287,2020-10-14,2020-10-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07e5a247f5095253be5c4fa6a1e892b007e5a247f5095253be5c4fa6a1e892b0
288,LTL000288,3,414,32,8,Granite LogisticsTransportLoad 288,2020-10-15,2020-10-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15484211c33b51daa086022d1076dc5415484211c33b51daa086022d1076dc54
289,LTL000289,222,117,-1,2,Granite LogisticsTransportLoad 289,2020-10-16,2020-10-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67c3f98b64fc592a8ba9c257528be10467c3f98b64fc592a8ba9c257528be104
290,LTL000290,483,197,470,14,Pioneer LogisticsTransportLoad 290,2020-10-17,2020-10-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43bcaf64f1a651eeb4748f6a000d012143bcaf64f1a651eeb4748f6a000d0121
