LaborLeaveEntitlementKey,LeaveEntitlementCode,LaborJobGradeKey,LaborAbsenceReasonKey,LeaveEntitlementName,AnnualHours,CarryoverHours,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
209,LLE000209,17,13,Quartz LaborLeaveEntitlement 209,18.00,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5a861a1fdd0535fa144c37c04698b12d5a861a1fdd0535fa144c37c04698b12
210,LLE000210,31,10,Evergreen LaborLeaveEntitlement 210,19.00,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d0af09fd18d59558dba712cb90aadfc2d0af09fd18d59558dba712cb90aadfc
211,LLE000211,4,18,Beacon LaborLeaveEntitlement 211,20.00,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35674a09d489541e806439c2b44878b535674a09d489541e806439c2b44878b5
212,LLE000212,19,9,Forge LaborLeaveEntitlement 212,21.00,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a107887e67fe516da4ebc4579910c678a107887e67fe516da4ebc4579910c678
213,LLE000213,31,17,Harbor LaborLeaveEntitlement 213,22.00,22.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db6ea99149fe5c96af7d3191acc04167db6ea99149fe5c96af7d3191acc04167
214,LLE000214,26,16,Granite LaborLeaveEntitlement 214,23.00,23.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2021715f6ab25da2b4e197ed9919e66b2021715f6ab25da2b4e197ed9919e66b
215,LLE000215,16,4,Unity LaborLeaveEntitlement 215,24.00,24.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a459060870a5780bed5a974dbad8c3c3a459060870a5780bed5a974dbad8c3c
216,LLE000216,5,18,Atlas LaborLeaveEntitlement 216,1.00,1.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98269eb9aa9959509f4cf1f448b1cc0298269eb9aa9959509f4cf1f448b1cc02
217,LLE000217,24,7,Forge LaborLeaveEntitlement 217,2.00,2.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e24538aeaee55567bec4e1122a859756e24538aeaee55567bec4e1122a859756
218,LLE000218,22,1,Ion LaborLeaveEntitlement 218,3.00,3.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd0ee532b1895c76b79d03f1bef27b3bfd0ee532b1895c76b79d03f1bef27b3b
219,LLE000219,9,6,Orion LaborLeaveEntitlement 219,4.00,4.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a8e748d0f0556cfbaf87cd90d99c4b24a8e748d0f0556cfbaf87cd90d99c4b2
220,LLE000220,23,3,Cedar LaborLeaveEntitlement 220,5.00,5.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70470bbf4a0f57f79037218ab8996d2870470bbf4a0f57f79037218ab8996d28
221,LLE000221,24,18,Granite LaborLeaveEntitlement 221,6.00,6.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d4af9d6d92b5f388fe03a8d29213a105d4af9d6d92b5f388fe03a8d29213a10
222,LLE000222,4,11,Riverton LaborLeaveEntitlement 222,7.00,7.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f27b62aac0855ef878c2aa459af03de5f27b62aac0855ef878c2aa459af03de
223,LLE000223,29,12,Delta LaborLeaveEntitlement 223,8.00,8.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd653662b5f05ad7868ab938dac57127dd653662b5f05ad7868ab938dac57127
224,LLE000224,28,18,Orion LaborLeaveEntitlement 224,9.00,9.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18ef5eaada025cc69a2e0b8fb0d7b5f518ef5eaada025cc69a2e0b8fb0d7b5f5
225,LLE000225,17,2,Delta LaborLeaveEntitlement 225,10.00,10.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8baff8ce6e975adc87f73354c88ce5508baff8ce6e975adc87f73354c88ce550
226,LLE000226,33,16,Ion LaborLeaveEntitlement 226,11.00,11.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7887bb8feb35604923aefbf7cfe2516e7887bb8feb35604923aefbf7cfe2516
227,LLE000227,7,4,Northstar LaborLeaveEntitlement 227,12.00,12.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7917704efb65a16a139634ea7fae557f7917704efb65a16a139634ea7fae557
228,LLE000228,10,7,Harbor LaborLeaveEntitlement 228,13.00,13.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d722a9375895539a1f1d47025a4c1458d722a9375895539a1f1d47025a4c145
229,LLE000229,2,16,Pioneer LaborLeaveEntitlement 229,14.00,14.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,527bee9b5cf25484a2c4c3ca15b76fdb527bee9b5cf25484a2c4c3ca15b76fdb
230,LLE000230,4,6,Meridian LaborLeaveEntitlement 230,15.00,15.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6ca55549c4550e1abfcc6f27246a785d6ca55549c4550e1abfcc6f27246a785
231,LLE000231,1,9,Quartz LaborLeaveEntitlement 231,16.00,16.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8aa2bd8edceb59e3b694fcd0581187e78aa2bd8edceb59e3b694fcd0581187e7
232,LLE000232,28,18,Northstar LaborLeaveEntitlement 232,17.00,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9ba7718b61850aa9467b8488ca88bebb9ba7718b61850aa9467b8488ca88beb
233,LLE000233,27,1,Ion LaborLeaveEntitlement 233,18.00,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d15f577ede05c8d869721653575aa820d15f577ede05c8d869721653575aa82
234,LLE000234,7,6,Cedar LaborLeaveEntitlement 234,19.00,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e0f4ea22bd75702bb27e01fc59767fa9e0f4ea22bd75702bb27e01fc59767fa
235,LLE000235,26,10,Delta LaborLeaveEntitlement 235,20.00,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83af7ef66ee752688785fe3b59e9c55183af7ef66ee752688785fe3b59e9c551
236,LLE000236,3,17,Beacon LaborLeaveEntitlement 236,21.00,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9e2c605f06956c8bdd9b7c091887f68f9e2c605f06956c8bdd9b7c091887f68
237,LLE000237,2,9,Meridian LaborLeaveEntitlement 237,22.00,22.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1bb3aeb744e85fd4b451aa2e6355d6d71bb3aeb744e85fd4b451aa2e6355d6d7
238,LLE000238,31,2,Liberty LaborLeaveEntitlement 238,23.00,23.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e56711af8c8659b8b55a372752e657ece56711af8c8659b8b55a372752e657ec
239,LLE000239,17,15,Ion LaborLeaveEntitlement 239,24.00,24.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2d60d6edff85c29beb9de05d5bec7bfe2d60d6edff85c29beb9de05d5bec7bf
240,LLE000240,11,13,Pioneer LaborLeaveEntitlement 240,1.00,1.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4560a99108165663b9ddd2987774eb5c4560a99108165663b9ddd2987774eb5c
241,LLE000241,17,4,Quartz LaborLeaveEntitlement 241,2.00,2.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,327b22f303885b66a071926d0b211d55327b22f303885b66a071926d0b211d55
242,LLE000242,17,7,Harbor LaborLeaveEntitlement 242,3.00,3.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8401c253005559bfbdb2e8dec24e3b398401c253005559bfbdb2e8dec24e3b39
243,LLE000243,8,6,Vertex LaborLeaveEntitlement 243,4.00,4.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd662de16f675226a1496eba2bd077b1fd662de16f675226a1496eba2bd077b1
244,LLE000244,5,16,Pioneer LaborLeaveEntitlement 244,5.00,5.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2969a0d6e13519bb9b91e519d63c8d2f2969a0d6e13519bb9b91e519d63c8d2
245,LLE000245,16,15,Junction LaborLeaveEntitlement 245,6.00,6.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc58063bc1b75f07ac5e9ae12af2ae05fc58063bc1b75f07ac5e9ae12af2ae05
246,LLE000246,12,8,Delta LaborLeaveEntitlement 246,7.00,7.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0eaebd90ae005718bb1a26df9e3fa0ea0eaebd90ae005718bb1a26df9e3fa0ea
247,LLE000247,29,8,Delta LaborLeaveEntitlement 247,8.00,8.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c76ebc96e65e5b0fb7f79ef540139ef8c76ebc96e65e5b0fb7f79ef540139ef8
248,LLE000248,1,14,Evergreen LaborLeaveEntitlement 248,9.00,9.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1a1ca4c05da5802981f1fd73a1c17e5f1a1ca4c05da5802981f1fd73a1c17e5
249,LLE000249,1,12,Quartz LaborLeaveEntitlement 249,10.00,10.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e102a6284fd50e08508a55dc694092c9e102a6284fd50e08508a55dc694092c
250,LLE000250,22,17,Ion LaborLeaveEntitlement 250,11.00,11.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,493127aa1cc55799a02258ec8611db4e493127aa1cc55799a02258ec8611db4e
251,LLE000251,5,9,Cedar LaborLeaveEntitlement 251,12.00,12.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ceefa6128d355457a6522a4292fe2f0cceefa6128d355457a6522a4292fe2f0c
252,LLE000252,22,17,Pioneer LaborLeaveEntitlement 252,13.00,13.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40f95828341b56d782686d07c922159f40f95828341b56d782686d07c922159f
253,LLE000253,23,12,Willow LaborLeaveEntitlement 253,14.00,14.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,418d25b79c685aceb13fc8e33e703618418d25b79c685aceb13fc8e33e703618
254,LLE000254,16,7,Cedar LaborLeaveEntitlement 254,15.00,15.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63aefd65ad645a49b87a8deb56ecfe0663aefd65ad645a49b87a8deb56ecfe06
255,LLE000255,11,14,Delta LaborLeaveEntitlement 255,16.00,16.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c7df0f347885e3b8712910e0efa8bac1c7df0f347885e3b8712910e0efa8bac
256,LLE000256,21,13,Riverton LaborLeaveEntitlement 256,17.00,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81c566cf9db858edb677a83cb2fe679d81c566cf9db858edb677a83cb2fe679d
257,LLE000257,29,1,Granite LaborLeaveEntitlement 257,18.00,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a84ea3a6b0335f668de62d1f54a90b0ca84ea3a6b0335f668de62d1f54a90b0c
258,LLE000258,1,13,Delta LaborLeaveEntitlement 258,19.00,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d8a273801fe5f629c19bdd770cb64c27d8a273801fe5f629c19bdd770cb64c2
259,LLE000259,32,12,Harbor LaborLeaveEntitlement 259,20.00,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,138fc9c44f9f5721b3a15e8fe27d2c07138fc9c44f9f5721b3a15e8fe27d2c07
260,LLE000260,21,17,Zenith LaborLeaveEntitlement 260,21.00,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3492d3311e8b561984cf225f64aa34903492d3311e8b561984cf225f64aa3490
261,LLE000261,7,11,Liberty LaborLeaveEntitlement 261,22.00,22.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71bbdda313c153acb25e54becbc680ad71bbdda313c153acb25e54becbc680ad
262,LLE000262,6,9,Quartz LaborLeaveEntitlement 262,23.00,23.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2553475d5b50543386dbcdb30eac10632553475d5b50543386dbcdb30eac1063
263,LLE000263,24,14,Summit LaborLeaveEntitlement 263,24.00,24.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e48e89224da35c7990236ac497dedf8ee48e89224da35c7990236ac497dedf8e
264,LLE000264,15,1,Keystone LaborLeaveEntitlement 264,1.00,1.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c86c126b79e5feeaaf277e01f4c5a4d0c86c126b79e5feeaaf277e01f4c5a4d
265,LLE000265,1,18,Meridian LaborLeaveEntitlement 265,2.00,2.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e0f5ae4b63252f79160cedad16241654e0f5ae4b63252f79160cedad1624165
266,LLE000266,1,2,Titan LaborLeaveEntitlement 266,3.00,3.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e1d9e486db25e8d87e211e2c929f7c18e1d9e486db25e8d87e211e2c929f7c1
267,LLE000267,16,8,Meridian LaborLeaveEntitlement 267,4.00,4.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cef720ce06775ae7b316bc5c3935491bcef720ce06775ae7b316bc5c3935491b
268,LLE000268,16,18,Summit LaborLeaveEntitlement 268,5.00,5.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb12a8c874ac575aa54a0f7d7d9136bdbb12a8c874ac575aa54a0f7d7d9136bd
269,LLE000269,12,8,Riverton LaborLeaveEntitlement 269,6.00,6.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,118a9ab5dfcf50038e61cdc44530e2b0118a9ab5dfcf50038e61cdc44530e2b0
270,LLE000270,9,13,Zenith LaborLeaveEntitlement 270,7.00,7.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5077d57f56ae541596c664b9e11618f75077d57f56ae541596c664b9e11618f7
271,LLE000271,32,9,Willow LaborLeaveEntitlement 271,8.00,8.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1cadb064e8eb572a8bb7e113d2f5f3b21cadb064e8eb572a8bb7e113d2f5f3b2
272,LLE000272,32,7,Junction LaborLeaveEntitlement 272,9.00,9.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,857538536fac53818bac959b183eddff857538536fac53818bac959b183eddff
273,LLE000273,25,2,Delta LaborLeaveEntitlement 273,10.00,10.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27e3a3de378f5e23bf11ab6134da23bc27e3a3de378f5e23bf11ab6134da23bc
274,LLE000274,8,5,Northstar LaborLeaveEntitlement 274,11.00,11.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,788380c470e25c6d85a3cd25b75da9b5788380c470e25c6d85a3cd25b75da9b5
275,LLE000275,12,5,Atlas LaborLeaveEntitlement 275,12.00,12.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c48b9cddce555e93b2f4051ba5d01ab0c48b9cddce555e93b2f4051ba5d01ab0
276,LLE000276,23,16,Beacon LaborLeaveEntitlement 276,13.00,13.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2621c0cc4b2597486fbd5f490131cdda2621c0cc4b2597486fbd5f490131cdd
277,LLE000277,33,10,Keystone LaborLeaveEntitlement 277,14.00,14.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3b77a7f29175bd4ad29a559fee0ed0ce3b77a7f29175bd4ad29a559fee0ed0c
278,LLE000278,20,13,Pioneer LaborLeaveEntitlement 278,15.00,15.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a91f84e967a65b2e824f24cef51b73bca91f84e967a65b2e824f24cef51b73bc
279,LLE000279,11,1,Summit LaborLeaveEntitlement 279,16.00,16.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea06aab9e00454ea86a364f160ab7537ea06aab9e00454ea86a364f160ab7537
280,LLE000280,24,6,Pioneer LaborLeaveEntitlement 280,17.00,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e7a88690bcb5d49a1b122348479998f3e7a88690bcb5d49a1b122348479998f
281,LLE000281,3,7,Vertex LaborLeaveEntitlement 281,18.00,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab06d0ef7895564a8d0cd2974ba826b3ab06d0ef7895564a8d0cd2974ba826b3
282,LLE000282,27,18,Quartz LaborLeaveEntitlement 282,19.00,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1db1b43d61a556f9859064a8f4c024f41db1b43d61a556f9859064a8f4c024f4
283,LLE000283,19,13,Quartz LaborLeaveEntitlement 283,20.00,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1cef4e9833565e36ad028253b5147f361cef4e9833565e36ad028253b5147f36
284,LLE000284,32,15,Cedar LaborLeaveEntitlement 284,21.00,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea868b7af8225e11902c71afb6c561d0ea868b7af8225e11902c71afb6c561d0
285,LLE000285,5,13,Ion LaborLeaveEntitlement 285,22.00,22.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,166d64811bd155bfb26e14c74eac3ee7166d64811bd155bfb26e14c74eac3ee7
286,LLE000286,12,2,Forge LaborLeaveEntitlement 286,23.00,23.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78b7b2dc958056ca93423422a1a63c6b78b7b2dc958056ca93423422a1a63c6b
287,LLE000287,2,14,Evergreen LaborLeaveEntitlement 287,24.00,24.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8cce9f57cdff5307adb52281f171fbb48cce9f57cdff5307adb52281f171fbb4
288,LLE000288,25,2,Evergreen LaborLeaveEntitlement 288,1.00,1.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea16c1e02e7d5aab9005d3a99633ca56ea16c1e02e7d5aab9005d3a99633ca56
289,LLE000289,21,1,Junction LaborLeaveEntitlement 289,2.00,2.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,967e6d157b3f523dbae1c28688f3db7c967e6d157b3f523dbae1c28688f3db7c
290,LLE000290,33,15,Cedar LaborLeaveEntitlement 290,3.00,3.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42543fe378265b4e9d8aaf14b1e8f74a42543fe378265b4e9d8aaf14b1e8f74a
291,LLE000291,15,8,Quartz LaborLeaveEntitlement 291,4.00,4.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b9619473c205a5abe4b0c3e9a1588b70b9619473c205a5abe4b0c3e9a1588b7
292,LLE000292,12,11,Ion LaborLeaveEntitlement 292,5.00,5.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13fc884112b056debb612980dc667b7913fc884112b056debb612980dc667b79
293,LLE000293,3,16,Titan LaborLeaveEntitlement 293,6.00,6.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3006550252295836979d22fe527b4cfe3006550252295836979d22fe527b4cfe
294,LLE000294,30,5,Junction LaborLeaveEntitlement 294,7.00,7.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,968b58afd2ab5b01bf28dde51eb4c0b2968b58afd2ab5b01bf28dde51eb4c0b2
295,LLE000295,34,4,Delta LaborLeaveEntitlement 295,8.00,8.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c292d87c37a56708c63716f516f64619c292d87c37a56708c63716f516f6461
296,LLE000296,31,4,Delta LaborLeaveEntitlement 296,9.00,9.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6ab07e85bbd512ea4d8160d605693f5f6ab07e85bbd512ea4d8160d605693f5
297,LLE000297,20,15,Harbor LaborLeaveEntitlement 297,10.00,10.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f49cf4f97c35974bbfcb347336a16512f49cf4f97c35974bbfcb347336a1651
298,LLE000298,33,16,Summit LaborLeaveEntitlement 298,11.00,11.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e883556934145fce8da3d32d185e337fe883556934145fce8da3d32d185e337f
299,LLE000299,32,14,Vertex LaborLeaveEntitlement 299,12.00,12.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a4b7edc5bd6502c8b1ef816c785be460a4b7edc5bd6502c8b1ef816c785be46
300,LLE000300,31,9,Keystone LaborLeaveEntitlement 300,13.00,13.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4bc2f9b029865c39b07acd2e8b6b1bb64bc2f9b029865c39b07acd2e8b6b1bb6
301,LLE000301,1,18,Beacon LaborLeaveEntitlement 301,14.00,14.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b51c2263fdb7523db699800866820a25b51c2263fdb7523db699800866820a25
302,LLE000302,11,12,Delta LaborLeaveEntitlement 302,15.00,15.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc5976fb2c51527b808af5e62e546c9ebc5976fb2c51527b808af5e62e546c9e
303,LLE000303,10,3,Riverton LaborLeaveEntitlement 303,16.00,16.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ed1aed2e6f1513aaf039a2da166b9ef7ed1aed2e6f1513aaf039a2da166b9ef
304,LLE000304,30,3,Riverton LaborLeaveEntitlement 304,17.00,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f6b7f61ea5e580ea1fff69d4967c3627f6b7f61ea5e580ea1fff69d4967c362
305,LLE000305,20,2,Unity LaborLeaveEntitlement 305,18.00,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfc9f689441a5a108ea1f2904a356568bfc9f689441a5a108ea1f2904a356568
306,LLE000306,20,3,Vertex LaborLeaveEntitlement 306,19.00,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d4bc44afef15e7aa5ca94cdfc2eb9359d4bc44afef15e7aa5ca94cdfc2eb935
307,LLE000307,28,17,Forge LaborLeaveEntitlement 307,20.00,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f59d4a05c3aa5477a86640001a47068ef59d4a05c3aa5477a86640001a47068e
308,LLE000308,19,12,Evergreen LaborLeaveEntitlement 308,21.00,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10206a195f905e71aa1e9c6fefa7799410206a195f905e71aa1e9c6fefa77994
309,LLE000309,17,8,Keystone LaborLeaveEntitlement 309,22.00,22.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,361dba83e0835cab860ebf4ae9705ecc361dba83e0835cab860ebf4ae9705ecc
310,LLE000310,10,12,Vertex LaborLeaveEntitlement 310,23.00,23.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b685490c2e9551e8322cf58ac63511e4b685490c2e9551e8322cf58ac63511e
311,LLE000311,1,8,Willow LaborLeaveEntitlement 311,24.00,24.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ad70aac52f75eae849885a4781922100ad70aac52f75eae849885a478192210
312,LLE000312,4,11,Atlas LaborLeaveEntitlement 312,1.00,1.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83947728c63c5f74a8d221901f63e8dc83947728c63c5f74a8d221901f63e8dc
