PurchaseSupplierContractKey,SupplierContractNumber,SupplierKey,PurchaseContractLineFamilyKey,ContractOwnerEmployeeKey,CurrencyKey,PurchasePaymentTermKey,ApprovalStatusKey,SupplierContractName,EffectiveDate,ExpirationDate,MinimumCommitmentAmount,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
181,PSC000181,130,361,477,2,28,4,Meridian PurchaseSupplierContract 181,2020-06-30,2020-06-30,257.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e501178742b0579dbce84466fe347ae0e501178742b0579dbce84466fe347ae0
182,PSC000182,84,390,401,5,4,2,Delta PurchaseSupplierContract 182,2020-07-01,2020-07-01,259.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0323b905869357e284c402a5de8835590323b905869357e284c402a5de883559
183,PSC000183,149,68,91,1,18,5,Junction PurchaseSupplierContract 183,2020-07-02,2020-07-02,260.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f78be3478a5c57608841e5e8bd41c14af78be3478a5c57608841e5e8bd41c14a
184,PSC000184,498,87,479,3,9,3,Atlas PurchaseSupplierContract 184,2020-07-03,2020-07-03,262.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af0ee90c90c45652846fdbf6ed0b2529af0ee90c90c45652846fdbf6ed0b2529
185,PSC000185,351,156,88,4,20,1,Titan PurchaseSupplierContract 185,2020-07-04,2020-07-04,263.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c60d53c1f7605251901e24cd0b3bdb68c60d53c1f7605251901e24cd0b3bdb68
186,PSC000186,487,251,356,5,19,5,Zenith PurchaseSupplierContract 186,2020-07-05,2020-07-05,264.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a363a8be5ef54a79fefa9cc26a3143f1a363a8be5ef54a79fefa9cc26a3143f
187,PSC000187,217,79,-1,3,36,5,Beacon PurchaseSupplierContract 187,2020-07-06,2020-07-06,266.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22ea83932928565a972c3f7dcc48610922ea83932928565a972c3f7dcc486109
188,PSC000188,389,34,238,3,37,1,Orion PurchaseSupplierContract 188,2020-07-07,2020-07-07,267.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e0f5cb4ed54568589f68a88e63c11bc4e0f5cb4ed54568589f68a88e63c11bc
189,PSC000189,171,77,177,2,35,4,Titan PurchaseSupplierContract 189,2020-07-08,2020-07-08,268.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e061205942aa5a3e889a62731ee6e600e061205942aa5a3e889a62731ee6e600
190,PSC000190,143,476,138,1,37,1,Beacon PurchaseSupplierContract 190,2020-07-09,2020-07-09,270.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c87a7833d6c455a995e2cccd15b2f58dc87a7833d6c455a995e2cccd15b2f58d
191,PSC000191,378,10,284,2,27,2,Cedar PurchaseSupplierContract 191,2020-07-10,2020-07-10,271.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98e8cd4b520c53b298f9b2b52fa8934b98e8cd4b520c53b298f9b2b52fa8934b
192,PSC000192,293,457,161,3,11,4,Liberty PurchaseSupplierContract 192,2020-07-11,2020-07-11,273.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,464974bda36d578781ecc831c728715e464974bda36d578781ecc831c728715e
193,PSC000193,118,26,354,4,22,1,Ion PurchaseSupplierContract 193,2020-07-12,2020-07-12,274.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c17287d34dcf5d6c87fb6d00faf50421c17287d34dcf5d6c87fb6d00faf50421
194,PSC000194,67,181,212,5,34,5,Pioneer PurchaseSupplierContract 194,2020-07-13,2020-07-13,275.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88b9479871f056519b3a83b6310d7a6788b9479871f056519b3a83b6310d7a67
195,PSC000195,130,100,471,5,20,5,Zenith PurchaseSupplierContract 195,2020-07-14,2020-07-14,277.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,751a46e5c4ee5d4b943ba12cf10671a6751a46e5c4ee5d4b943ba12cf10671a6
196,PSC000196,257,76,426,4,23,5,Beacon PurchaseSupplierContract 196,2020-07-15,2020-07-15,278.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da9f669090b45be2af5d3e2beb447b5bda9f669090b45be2af5d3e2beb447b5b
197,PSC000197,81,347,482,3,10,2,Zenith PurchaseSupplierContract 197,2020-07-16,2020-07-16,279.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ece36599876a5f709e238979aec18803ece36599876a5f709e238979aec18803
198,PSC000198,175,92,477,2,36,3,Liberty PurchaseSupplierContract 198,2020-07-17,2020-07-17,281.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31b89eafd24551deb5b6003f84f5e03d31b89eafd24551deb5b6003f84f5e03d
199,PSC000199,99,364,319,1,20,4,Evergreen PurchaseSupplierContract 199,2020-07-18,2020-07-18,282.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eae66317a38f5729b2eac071f65db821eae66317a38f5729b2eac071f65db821
200,PSC000200,242,368,310,4,3,1,Atlas PurchaseSupplierContract 200,2020-07-19,2020-07-19,284.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a876e40dc995efd8d935af1eb821fd82a876e40dc995efd8d935af1eb821fd8
201,PSC000201,93,420,500,5,4,5,Evergreen PurchaseSupplierContract 201,2020-07-20,2020-07-20,285.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3339211165d55c96944848182a5923ee3339211165d55c96944848182a5923ee
202,PSC000202,121,429,274,1,34,4,Quartz PurchaseSupplierContract 202,2020-07-21,2020-07-21,286.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,061595357fe65ac083368ff4ae8a4542061595357fe65ac083368ff4ae8a4542
203,PSC000203,294,129,98,1,28,1,Cedar PurchaseSupplierContract 203,2020-07-22,2020-07-22,288.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c93fe68261e452dd83dcea016042223ac93fe68261e452dd83dcea016042223a
204,PSC000204,386,480,-1,4,12,4,Pioneer PurchaseSupplierContract 204,2020-07-23,2020-07-23,289.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb7f260a7b615a55a013a42464c5f2d5fb7f260a7b615a55a013a42464c5f2d5
205,PSC000205,123,209,242,2,37,2,Willow PurchaseSupplierContract 205,2020-07-24,2020-07-24,290.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11de81a501265d4989c75a62384b80e611de81a501265d4989c75a62384b80e6
206,PSC000206,258,375,61,2,18,5,Ion PurchaseSupplierContract 206,2020-07-25,2020-07-25,292.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15aab80d3c98515ea1d6b4870100d1ba15aab80d3c98515ea1d6b4870100d1ba
207,PSC000207,362,425,487,3,38,3,Granite PurchaseSupplierContract 207,2020-07-26,2020-07-26,293.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9be121ecc47656cbaacc889eae6dadfc9be121ecc47656cbaacc889eae6dadfc
208,PSC000208,359,359,469,2,32,1,Ion PurchaseSupplierContract 208,2020-07-27,2020-07-27,294.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b56338d5ea8958d0ad90de45b15b8a8ab56338d5ea8958d0ad90de45b15b8a8a
209,PSC000209,208,122,55,2,21,4,Willow PurchaseSupplierContract 209,2020-07-28,2020-07-28,296.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,561434abb5c75d468a7b0465b19444e0561434abb5c75d468a7b0465b19444e0
210,PSC000210,19,185,384,4,34,3,Atlas PurchaseSupplierContract 210,2020-07-29,2020-07-29,297.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,319ea3831ccf51a2b2f4844f5c97120d319ea3831ccf51a2b2f4844f5c97120d
211,PSC000211,91,498,3,5,10,3,Meridian PurchaseSupplierContract 211,2020-07-30,2020-07-30,299.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71a1323392ff570d884eaea4d0fb5d3871a1323392ff570d884eaea4d0fb5d38
212,PSC000212,123,150,55,2,6,3,Riverton PurchaseSupplierContract 212,2020-07-31,2020-07-31,300.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83312b40d9405f198dd5c8d30cd2935d83312b40d9405f198dd5c8d30cd2935d
213,PSC000213,232,251,317,5,35,4,Meridian PurchaseSupplierContract 213,2020-08-01,2020-08-01,301.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d58b8f0755fb577ebcebd02741ac85a4d58b8f0755fb577ebcebd02741ac85a4
214,PSC000214,45,428,89,1,33,3,Ion PurchaseSupplierContract 214,2020-08-02,2020-08-02,303.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f2ce1ca99555c3b857efc8f49901d4e0f2ce1ca99555c3b857efc8f49901d4e
215,PSC000215,24,57,496,3,7,5,Beacon PurchaseSupplierContract 215,2020-08-03,2020-08-03,304.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,928cb13e06ab5d88a662268713941d2c928cb13e06ab5d88a662268713941d2c
216,PSC000216,196,52,402,5,19,1,Beacon PurchaseSupplierContract 216,2020-08-04,2020-08-04,305.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a185d5510d055b01823822380878ff4ba185d5510d055b01823822380878ff4b
217,PSC000217,191,412,277,1,16,4,Orion PurchaseSupplierContract 217,2020-08-05,2020-08-05,307.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,292ebe2ae0b659278f38eb45b2109714292ebe2ae0b659278f38eb45b2109714
218,PSC000218,179,202,335,4,23,5,Harbor PurchaseSupplierContract 218,2020-08-06,2020-08-06,308.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eecd2f4c664c5fa5ab8862f29d6459a4eecd2f4c664c5fa5ab8862f29d6459a4
219,PSC000219,155,324,431,1,22,3,Riverton PurchaseSupplierContract 219,2020-08-07,2020-08-07,310.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6c466291e9b51708779ea00fdd46165e6c466291e9b51708779ea00fdd46165
220,PSC000220,38,84,326,2,11,4,Forge PurchaseSupplierContract 220,2020-08-08,2020-08-08,311.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56436b01036c5d8092724336e7d440bf56436b01036c5d8092724336e7d440bf
221,PSC000221,94,80,-1,1,10,2,Ion PurchaseSupplierContract 221,2020-08-09,2020-08-09,312.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d25a3604d4655531b16882451dcc265bd25a3604d4655531b16882451dcc265b
222,PSC000222,158,348,187,1,4,4,Zenith PurchaseSupplierContract 222,2020-08-10,2020-08-10,314.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a84c52cdca615b91b51afa32935d2c33a84c52cdca615b91b51afa32935d2c33
223,PSC000223,324,380,29,2,37,3,Meridian PurchaseSupplierContract 223,2020-08-11,2020-08-11,315.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43faaf3a39ad57ab82280e9c590027db43faaf3a39ad57ab82280e9c590027db
224,PSC000224,257,430,36,4,20,5,Orion PurchaseSupplierContract 224,2020-08-12,2020-08-12,316.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47a25c765af55ed59a1b3b9e053e992a47a25c765af55ed59a1b3b9e053e992a
225,PSC000225,197,34,66,1,38,5,Summit PurchaseSupplierContract 225,2020-08-13,2020-08-13,318.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80c9f1ff825b54be9d7b893b0caabd8080c9f1ff825b54be9d7b893b0caabd80
226,PSC000226,235,208,8,1,19,4,Orion PurchaseSupplierContract 226,2020-08-14,2020-08-14,319.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec715577d8d95860b4649aaf058a8164ec715577d8d95860b4649aaf058a8164
227,PSC000227,264,146,222,4,25,3,Liberty PurchaseSupplierContract 227,2020-08-15,2020-08-15,320.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8dae83f6c5fe501a828d1e685ce3cab88dae83f6c5fe501a828d1e685ce3cab8
228,PSC000228,215,2,395,5,32,4,Titan PurchaseSupplierContract 228,2020-08-16,2020-08-16,322.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5de315d2104a59159e9279eb09a4ff815de315d2104a59159e9279eb09a4ff81
229,PSC000229,271,114,404,1,14,2,Zenith PurchaseSupplierContract 229,2020-08-17,2020-08-17,323.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f38192d6ba45bc9a033af9165b1c1e35f38192d6ba45bc9a033af9165b1c1e3
230,PSC000230,128,229,431,3,9,5,Beacon PurchaseSupplierContract 230,2020-08-18,2020-08-18,325.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a88ef0b745d755f18f1d52aa48f67471a88ef0b745d755f18f1d52aa48f67471
231,PSC000231,272,414,221,2,27,1,Forge PurchaseSupplierContract 231,2020-08-19,2020-08-19,326.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae0a359959d153bc81024992cb7dfae5ae0a359959d153bc81024992cb7dfae5
232,PSC000232,168,420,451,1,36,2,Cedar PurchaseSupplierContract 232,2020-08-20,2020-08-20,327.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed12f7a9e4ea58929b06afc9b5bd588aed12f7a9e4ea58929b06afc9b5bd588a
233,PSC000233,147,130,458,2,24,1,Meridian PurchaseSupplierContract 233,2020-08-21,2020-08-21,329.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60a901a40b005e94aa0c722d38d28ca060a901a40b005e94aa0c722d38d28ca0
234,PSC000234,212,132,30,3,12,2,Evergreen PurchaseSupplierContract 234,2020-08-22,2020-08-22,330.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94be63f54363505685f3d4111c5ae89994be63f54363505685f3d4111c5ae899
235,PSC000235,91,287,299,4,25,5,Summit PurchaseSupplierContract 235,2020-08-23,2020-08-23,331.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6cf0de5243a8541d91f8c0558b7bd8456cf0de5243a8541d91f8c0558b7bd845
236,PSC000236,445,218,156,3,19,3,Keystone PurchaseSupplierContract 236,2020-08-24,2020-08-24,333.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,508979f3375859109222dab386ecbe1c508979f3375859109222dab386ecbe1c
237,PSC000237,485,366,395,5,27,4,Riverton PurchaseSupplierContract 237,2020-08-25,2020-08-25,334.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c133a69d59a1582bbbe0da603ecc1a2dc133a69d59a1582bbbe0da603ecc1a2d
238,PSC000238,314,462,-1,4,38,4,Orion PurchaseSupplierContract 238,2020-08-26,2020-08-26,336.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0cffe2da23c25559a4eae6a70811dfaf0cffe2da23c25559a4eae6a70811dfaf
239,PSC000239,464,164,434,1,7,4,Ion PurchaseSupplierContract 239,2020-08-27,2020-08-27,337.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c61f43664fdf5776920fdc9c22be34d2c61f43664fdf5776920fdc9c22be34d2
240,PSC000240,334,300,392,5,24,4,Delta PurchaseSupplierContract 240,2020-08-28,2020-08-28,338.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ecc6307f1e6d5502b286e5bd6786369becc6307f1e6d5502b286e5bd6786369b
241,PSC000241,375,88,180,4,33,1,Granite PurchaseSupplierContract 241,2020-08-29,2020-08-29,340.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad7a345958d6553daa65360d974b9d3ead7a345958d6553daa65360d974b9d3e
242,PSC000242,334,109,177,3,29,5,Keystone PurchaseSupplierContract 242,2020-08-30,2020-08-30,341.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f38e464d17c5f2180d8665eed830c506f38e464d17c5f2180d8665eed830c50
243,PSC000243,263,480,389,5,12,3,Quartz PurchaseSupplierContract 243,2020-08-31,2020-08-31,342.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f08119d2e02f5db29b9ad6c2ecebe6fff08119d2e02f5db29b9ad6c2ecebe6ff
244,PSC000244,228,230,242,2,10,1,Liberty PurchaseSupplierContract 244,2020-09-01,2020-09-01,344.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a17178c159c5d248aff2f86fc421b736a17178c159c5d248aff2f86fc421b73
245,PSC000245,47,482,471,1,11,5,Vertex PurchaseSupplierContract 245,2020-09-02,2020-09-02,345.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb1d2059d45c547e85ac38b52c56ba97fb1d2059d45c547e85ac38b52c56ba97
246,PSC000246,48,330,64,1,6,4,Evergreen PurchaseSupplierContract 246,2020-09-03,2020-09-03,347.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,feea870337a75be192c69807acc350dbfeea870337a75be192c69807acc350db
247,PSC000247,341,168,18,2,20,3,Unity PurchaseSupplierContract 247,2020-09-04,2020-09-04,348.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2183e535d2954a7995145855436b1aef2183e535d2954a7995145855436b1ae
248,PSC000248,245,1,377,5,4,1,Meridian PurchaseSupplierContract 248,2020-09-05,2020-09-05,349.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a82bea174515b63bb0f6c646965d0679a82bea174515b63bb0f6c646965d067
249,PSC000249,451,434,471,3,26,4,Keystone PurchaseSupplierContract 249,2020-09-06,2020-09-06,351.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87b44a383d39528292201648a0e00d0b87b44a383d39528292201648a0e00d0b
250,PSC000250,229,140,239,3,36,1,Cedar PurchaseSupplierContract 250,2020-09-07,2020-09-07,352.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66d84f216b3b5ba290941225f903827266d84f216b3b5ba290941225f9038272
251,PSC000251,58,245,210,2,11,2,Delta PurchaseSupplierContract 251,2020-09-08,2020-09-08,353.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c405750302b35b23bf41c0043409f917c405750302b35b23bf41c0043409f917
252,PSC000252,9,11,460,1,16,1,Zenith PurchaseSupplierContract 252,2020-09-09,2020-09-09,355.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dbc90bd6514f55d7bc888b78c71733c5dbc90bd6514f55d7bc888b78c71733c5
253,PSC000253,35,262,236,5,8,4,Junction PurchaseSupplierContract 253,2020-09-10,2020-09-10,356.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3fe8c88db1b551eb9e2b6906d8cc72793fe8c88db1b551eb9e2b6906d8cc7279
254,PSC000254,152,202,499,1,12,2,Forge PurchaseSupplierContract 254,2020-09-11,2020-09-11,357.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0aedfddd7bd75d0c8fd50b378af18ad50aedfddd7bd75d0c8fd50b378af18ad5
255,PSC000255,250,272,-1,3,36,5,Titan PurchaseSupplierContract 255,2020-09-12,2020-09-12,359.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43aa4ffc6a26544ba9beac0f8dffa78a43aa4ffc6a26544ba9beac0f8dffa78a
256,PSC000256,243,117,493,4,33,4,Pioneer PurchaseSupplierContract 256,2020-09-13,2020-09-13,360.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e01a5bcf7a65e1b9724edbd17c5d1552e01a5bcf7a65e1b9724edbd17c5d155
257,PSC000257,131,147,464,3,25,2,Orion PurchaseSupplierContract 257,2020-09-14,2020-09-14,362.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca71e412a3be5b0c82e904b595a98154ca71e412a3be5b0c82e904b595a98154
258,PSC000258,337,443,255,1,14,1,Cedar PurchaseSupplierContract 258,2020-09-15,2020-09-15,363.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54d26c28ba17518c9859b6daca28b64254d26c28ba17518c9859b6daca28b642
259,PSC000259,142,265,334,2,17,2,Northstar PurchaseSupplierContract 259,2020-09-16,2020-09-16,364.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,084f62a338ee52998cd399a549526491084f62a338ee52998cd399a549526491
260,PSC000260,126,244,320,1,16,2,Titan PurchaseSupplierContract 260,2020-09-17,2020-09-17,366.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5db0adb2b36655a69f0ef7bb78b44b0e5db0adb2b36655a69f0ef7bb78b44b0e
261,PSC000261,481,345,28,1,10,1,Unity PurchaseSupplierContract 261,2020-09-18,2020-09-18,367.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5d57345d18d5dedbf4cc8d5baa34b18e5d57345d18d5dedbf4cc8d5baa34b18
262,PSC000262,109,82,380,3,6,1,Liberty PurchaseSupplierContract 262,2020-09-19,2020-09-19,368.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9457f607860c54da92b08b532ef2a19f9457f607860c54da92b08b532ef2a19f
263,PSC000263,322,493,146,1,16,1,Summit PurchaseSupplierContract 263,2020-09-20,2020-09-20,370.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75e3d59dcb0551da9f5688c2d6455de375e3d59dcb0551da9f5688c2d6455de3
264,PSC000264,106,442,106,1,33,5,Delta PurchaseSupplierContract 264,2020-09-21,2020-09-21,371.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dce730f8fd8856f69f227fe12881eba8dce730f8fd8856f69f227fe12881eba8
265,PSC000265,18,16,171,2,7,5,Junction PurchaseSupplierContract 265,2020-09-22,2020-09-22,373.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce7a361eeeb85578a44ca2ab12bd759ace7a361eeeb85578a44ca2ab12bd759a
266,PSC000266,388,6,209,3,39,4,Beacon PurchaseSupplierContract 266,2020-09-23,2020-09-23,374.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6921617ddda653a69f69db6a4d6d82256921617ddda653a69f69db6a4d6d8225
267,PSC000267,305,422,436,3,24,3,Pioneer PurchaseSupplierContract 267,2020-09-24,2020-09-24,375.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c6a051276ae55298d2b9af0daeaade56c6a051276ae55298d2b9af0daeaade5
268,PSC000268,476,78,211,3,1,5,Evergreen PurchaseSupplierContract 268,2020-09-25,2020-09-25,377.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da0d047b08d55038a161be6d8a497605da0d047b08d55038a161be6d8a497605
269,PSC000269,20,263,467,4,32,1,Ion PurchaseSupplierContract 269,2020-09-26,2020-09-26,378.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffa705853d045e8e89b04e6eaef62733ffa705853d045e8e89b04e6eaef62733
270,PSC000270,496,388,186,2,40,1,Forge PurchaseSupplierContract 270,2020-09-27,2020-09-27,379.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17be60e6547959ed8b161e8f81846bbd17be60e6547959ed8b161e8f81846bbd
271,PSC000271,439,464,486,5,35,5,Ion PurchaseSupplierContract 271,2020-09-28,2020-09-28,381.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e26bc27c7105c0e8e2518641a757c430e26bc27c7105c0e8e2518641a757c43
272,PSC000272,192,330,-1,4,21,1,Delta PurchaseSupplierContract 272,2020-09-29,2020-09-29,382.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19e9331958a25937b83a6f3ea29a5dcf19e9331958a25937b83a6f3ea29a5dcf
