MaintenanceSparePartKey,SparePartNumber,ProductKey,MaintenanceAssetComponentTypeKey,UnitOfMeasureKey,HazardClassKey,MaintenanceSparePartName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
197,MSP000197,106,155,2,6,Granite MaintenanceSparePart 197,MSP000197,1,279.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e4f13b6b31557a88ea4ffe5bd8612b65e4f13b6b31557a88ea4ffe5bd8612b6
198,MSP000198,294,193,4,8,Orion MaintenanceSparePart 198,MSP000198,1,281.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3182e2ad82d55490972ae468295233663182e2ad82d55490972ae46829523366
199,MSP000199,53,95,3,6,Willow MaintenanceSparePart 199,MSP000199,1,282.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92b854ceb09c58eeb00d6170814efa7492b854ceb09c58eeb00d6170814efa74
200,MSP000200,90,334,3,18,Meridian MaintenanceSparePart 200,MSP000200,0,284.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66092eac5e3251b0b587d4eac1a6ba2766092eac5e3251b0b587d4eac1a6ba27
201,MSP000201,215,447,6,15,Delta MaintenanceSparePart 201,MSP000201,1,285.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,16806a9460b05281b41c0b79580e060f16806a9460b05281b41c0b79580e060f
202,MSP000202,192,40,3,3,Harbor MaintenanceSparePart 202,MSP000202,1,286.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0c5fe2dda0256f48a7bb984b1fed233c0c5fe2dda0256f48a7bb984b1fed233
203,MSP000203,80,466,3,17,Pioneer MaintenanceSparePart 203,MSP000203,1,288.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bea438eae2f1559e9626a083ebf28e1abea438eae2f1559e9626a083ebf28e1a
204,MSP000204,352,92,3,15,Quartz MaintenanceSparePart 204,MSP000204,1,289.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59a445ab9c6e54598422d6cca1ee74dc59a445ab9c6e54598422d6cca1ee74dc
205,MSP000205,384,55,2,8,Evergreen MaintenanceSparePart 205,MSP000205,0,290.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1dad3bac1695c60a25a6064e3620fe7d1dad3bac1695c60a25a6064e3620fe7
206,MSP000206,89,218,4,8,Harbor MaintenanceSparePart 206,MSP000206,1,292.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1d6b05281e65f4eba849572a1a5b543e1d6b05281e65f4eba849572a1a5b543
207,MSP000207,299,388,3,15,Forge MaintenanceSparePart 207,MSP000207,1,293.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1032e85adf885f8a816fa7bba1ed0be21032e85adf885f8a816fa7bba1ed0be2
208,MSP000208,217,449,1,5,Meridian MaintenanceSparePart 208,MSP000208,1,294.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5efa44f45ade5ac1ab0956ac93ce18975efa44f45ade5ac1ab0956ac93ce1897
209,MSP000209,264,133,7,18,Pioneer MaintenanceSparePart 209,MSP000209,1,296.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28aaf5d5e0ad57adad66dec77f582bac28aaf5d5e0ad57adad66dec77f582bac
210,MSP000210,424,75,1,4,Junction MaintenanceSparePart 210,MSP000210,0,297.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25f721cf9a8e5163867d58810a30f1ee25f721cf9a8e5163867d58810a30f1ee
211,MSP000211,176,97,1,4,Delta MaintenanceSparePart 211,MSP000211,1,299.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba3052eab54856eba357f7be3d126a62ba3052eab54856eba357f7be3d126a62
212,MSP000212,470,263,4,18,Forge MaintenanceSparePart 212,MSP000212,1,300.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e96ec91028b7550da097b9ec79e0c5eee96ec91028b7550da097b9ec79e0c5ee
213,MSP000213,110,316,3,1,Beacon MaintenanceSparePart 213,MSP000213,1,301.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f568a6f507415654ab55caaa8ec79fd6f568a6f507415654ab55caaa8ec79fd6
214,MSP000214,19,74,6,13,Delta MaintenanceSparePart 214,MSP000214,1,303.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04138b577360526aa7740ec28853905e04138b577360526aa7740ec28853905e
215,MSP000215,301,231,7,5,Delta MaintenanceSparePart 215,MSP000215,0,304.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebbe0782c9695b7694992983a0b3e69debbe0782c9695b7694992983a0b3e69d
216,MSP000216,83,126,7,5,Beacon MaintenanceSparePart 216,MSP000216,1,305.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65a01d8d5814579ba5d74d604bd33b5565a01d8d5814579ba5d74d604bd33b55
217,MSP000217,300,401,3,14,Quartz MaintenanceSparePart 217,MSP000217,1,307.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d2a8f72150825f3bb12118960690cd82d2a8f72150825f3bb12118960690cd82
218,MSP000218,182,277,5,10,Keystone MaintenanceSparePart 218,MSP000218,1,308.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73287cf61d855841acea0ca2a501623273287cf61d855841acea0ca2a5016232
219,MSP000219,477,379,2,17,Forge MaintenanceSparePart 219,MSP000219,1,310.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c6b1869858e51f8b4f6b02ca382f7308c6b1869858e51f8b4f6b02ca382f730
220,MSP000220,438,473,4,14,Harbor MaintenanceSparePart 220,MSP000220,0,311.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88b7a101625455ae80c63d6ac553dbca88b7a101625455ae80c63d6ac553dbca
221,MSP000221,311,487,7,6,Forge MaintenanceSparePart 221,MSP000221,1,312.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5fc4df46e0e56fba2b46d40c0e9ae8ee5fc4df46e0e56fba2b46d40c0e9ae8e
222,MSP000222,18,397,1,5,Meridian MaintenanceSparePart 222,MSP000222,1,314.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba3062ea23275141a972a38c61d7f948ba3062ea23275141a972a38c61d7f948
223,MSP000223,333,232,4,11,Ion MaintenanceSparePart 223,MSP000223,1,315.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,798d1657ce1e5246a73050b5d0ea360f798d1657ce1e5246a73050b5d0ea360f
224,MSP000224,313,440,2,3,Ion MaintenanceSparePart 224,MSP000224,1,316.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9703116b08650efb29aea0b1566d358c9703116b08650efb29aea0b1566d358
225,MSP000225,498,449,2,17,Ion MaintenanceSparePart 225,MSP000225,0,318.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67159ad1ab10527ab065fbd0d26d64a367159ad1ab10527ab065fbd0d26d64a3
226,MSP000226,185,17,5,16,Forge MaintenanceSparePart 226,MSP000226,1,319.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,205a224aa2415d3d9773e8f352bda429205a224aa2415d3d9773e8f352bda429
227,MSP000227,431,131,1,3,Summit MaintenanceSparePart 227,MSP000227,1,320.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a938d9c7fee45424984dbe7da8e8545ca938d9c7fee45424984dbe7da8e8545c
228,MSP000228,153,312,2,11,Harbor MaintenanceSparePart 228,MSP000228,1,322.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41fbc9a7ef9a5fda9366caf55abfaf1741fbc9a7ef9a5fda9366caf55abfaf17
229,MSP000229,485,35,4,15,Zenith MaintenanceSparePart 229,MSP000229,1,323.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee850b19785753f78eb84ef83caff64eee850b19785753f78eb84ef83caff64e
230,MSP000230,475,223,7,2,Forge MaintenanceSparePart 230,MSP000230,0,325.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0eede9a60845561c81cbd5f8d084dc690eede9a60845561c81cbd5f8d084dc69
231,MSP000231,428,368,7,9,Junction MaintenanceSparePart 231,MSP000231,1,326.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc1f94168500547789838bb6642a8f30dc1f94168500547789838bb6642a8f30
232,MSP000232,185,459,7,9,Meridian MaintenanceSparePart 232,MSP000232,1,327.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9346872e5c65eb597d596647b5f0e82a9346872e5c65eb597d596647b5f0e82
233,MSP000233,469,151,7,12,Northstar MaintenanceSparePart 233,MSP000233,1,329.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b33c399a4a75526797ad39e49f375c5cb33c399a4a75526797ad39e49f375c5c
234,MSP000234,94,374,1,10,Orion MaintenanceSparePart 234,MSP000234,1,330.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aeb2db4eb38d558985a2aa78897693b6aeb2db4eb38d558985a2aa78897693b6
235,MSP000235,406,291,7,12,Unity MaintenanceSparePart 235,MSP000235,0,331.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5243620c59485c5b86398be7366ff6a25243620c59485c5b86398be7366ff6a2
236,MSP000236,142,7,5,14,Granite MaintenanceSparePart 236,MSP000236,1,333.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b63a12cb63159149ca056580036eac14b63a12cb63159149ca056580036eac1
237,MSP000237,350,79,5,9,Liberty MaintenanceSparePart 237,MSP000237,1,334.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7367ebf262e56d1810e99919f40dd13c7367ebf262e56d1810e99919f40dd13
238,MSP000238,264,468,4,15,Titan MaintenanceSparePart 238,MSP000238,1,336.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9b3275cf5e7564fa8132297be42d1dce9b3275cf5e7564fa8132297be42d1dc
239,MSP000239,161,183,4,8,Beacon MaintenanceSparePart 239,MSP000239,1,337.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bdab49acfc325dea9e7894a6483778d5bdab49acfc325dea9e7894a6483778d5
240,MSP000240,99,387,5,15,Zenith MaintenanceSparePart 240,MSP000240,0,338.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b26e0ce2425a5c2c9d82c29192cf9929b26e0ce2425a5c2c9d82c29192cf9929
241,MSP000241,471,157,2,9,Willow MaintenanceSparePart 241,MSP000241,1,340.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,118d1b4f962b59f9b6e741d5a99eec0b118d1b4f962b59f9b6e741d5a99eec0b
242,MSP000242,176,231,5,8,Titan MaintenanceSparePart 242,MSP000242,1,341.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00814d78772b58d3834d2e3193b4ec4500814d78772b58d3834d2e3193b4ec45
243,MSP000243,160,414,5,9,Northstar MaintenanceSparePart 243,MSP000243,1,342.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a6f340bd9c851e7b140e443874083033a6f340bd9c851e7b140e44387408303
244,MSP000244,378,344,1,11,Keystone MaintenanceSparePart 244,MSP000244,1,344.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,822d61c914c45541984dd44fa85eda0d822d61c914c45541984dd44fa85eda0d
245,MSP000245,386,403,4,13,Summit MaintenanceSparePart 245,MSP000245,0,345.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,856f1379e0fb55f9b6cc5037870023c1856f1379e0fb55f9b6cc5037870023c1
246,MSP000246,409,172,7,4,Meridian MaintenanceSparePart 246,MSP000246,1,347.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ecd36a734b95ed7a50fb3a2869259250ecd36a734b95ed7a50fb3a286925925
247,MSP000247,370,141,7,15,Quartz MaintenanceSparePart 247,MSP000247,1,348.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85b35fee80a455a288d7a993eedbd5a485b35fee80a455a288d7a993eedbd5a4
248,MSP000248,297,454,5,15,Riverton MaintenanceSparePart 248,MSP000248,1,349.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,565324a66fe25c03bc33bcbfcfdeab66565324a66fe25c03bc33bcbfcfdeab66
249,MSP000249,133,245,2,3,Evergreen MaintenanceSparePart 249,MSP000249,1,351.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef6c1b05aaa9508da5beb7f2e1836c91ef6c1b05aaa9508da5beb7f2e1836c91
250,MSP000250,207,202,3,18,Harbor MaintenanceSparePart 250,MSP000250,0,352.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f19fddeee1a45117ac064d649e2b1e70f19fddeee1a45117ac064d649e2b1e70
251,MSP000251,243,272,1,1,Orion MaintenanceSparePart 251,MSP000251,1,353.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,453f02d1c04f5ea3b382990401c78cb0453f02d1c04f5ea3b382990401c78cb0
252,MSP000252,122,426,7,9,Zenith MaintenanceSparePart 252,MSP000252,1,355.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f854755b4b725a7b9a10b82fac5e6f94f854755b4b725a7b9a10b82fac5e6f94
253,MSP000253,181,304,1,3,Liberty MaintenanceSparePart 253,MSP000253,1,356.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99bce848ecdc5b668de164abb1481be899bce848ecdc5b668de164abb1481be8
254,MSP000254,15,419,5,16,Unity MaintenanceSparePart 254,MSP000254,1,357.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18ac1a850fe45a3b984132ed62847ae618ac1a850fe45a3b984132ed62847ae6
255,MSP000255,281,187,5,15,Cedar MaintenanceSparePart 255,MSP000255,0,359.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1ad0246c27057d79c32298e155a55dec1ad0246c27057d79c32298e155a55de
256,MSP000256,359,445,3,10,Riverton MaintenanceSparePart 256,MSP000256,1,360.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f36e1868cc853cfab82be9ef24740d39f36e1868cc853cfab82be9ef24740d3
257,MSP000257,168,173,7,5,Granite MaintenanceSparePart 257,MSP000257,1,362.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f600ee7353155acad7d81a0d19bb49e4f600ee7353155acad7d81a0d19bb49e
258,MSP000258,113,277,3,12,Northstar MaintenanceSparePart 258,MSP000258,1,363.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7dd7353d8382548695a146c1814458a47dd7353d8382548695a146c1814458a4
259,MSP000259,70,136,7,11,Evergreen MaintenanceSparePart 259,MSP000259,1,364.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fdf4db6eb355efbb84bddbf60a068cf0fdf4db6eb355efbb84bddbf60a068cf
260,MSP000260,1,363,4,17,Willow MaintenanceSparePart 260,MSP000260,0,366.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d35ae6221b6357ffa8ed80ec850e3c6fd35ae6221b6357ffa8ed80ec850e3c6f
261,MSP000261,126,402,2,8,Cedar MaintenanceSparePart 261,MSP000261,1,367.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a66c27213ffd5f679b5aecc68c3bf2e7a66c27213ffd5f679b5aecc68c3bf2e7
262,MSP000262,68,287,7,17,Summit MaintenanceSparePart 262,MSP000262,1,368.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b0686f417f652ebafb03b6ec3c9ea578b0686f417f652ebafb03b6ec3c9ea57
263,MSP000263,353,21,6,9,Summit MaintenanceSparePart 263,MSP000263,1,370.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71326fc993405bc6a45c35d8d50f1cb871326fc993405bc6a45c35d8d50f1cb8
264,MSP000264,102,57,7,1,Summit MaintenanceSparePart 264,MSP000264,1,371.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18597e0b483e5f7dbb201c3fe242487118597e0b483e5f7dbb201c3fe2424871
265,MSP000265,422,286,1,11,Atlas MaintenanceSparePart 265,MSP000265,0,373.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b875d2ea8fc5da7b5ed1ea1291fe0614b875d2ea8fc5da7b5ed1ea1291fe061
266,MSP000266,364,54,7,14,Harbor MaintenanceSparePart 266,MSP000266,1,374.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dcb4e02f6c3f53cf9682064a3df8c747dcb4e02f6c3f53cf9682064a3df8c747
267,MSP000267,352,467,2,13,Orion MaintenanceSparePart 267,MSP000267,1,375.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a4a747eefef55629f3947a931a769591a4a747eefef55629f3947a931a76959
268,MSP000268,102,266,3,12,Atlas MaintenanceSparePart 268,MSP000268,1,377.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1541083ab7e95a6086dc541fba4524ea1541083ab7e95a6086dc541fba4524ea
269,MSP000269,260,297,4,1,Unity MaintenanceSparePart 269,MSP000269,1,378.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ea6f769f0ed5a03a4c4aa0836220dfe4ea6f769f0ed5a03a4c4aa0836220dfe
270,MSP000270,4,82,5,13,Granite MaintenanceSparePart 270,MSP000270,0,379.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38145fae2d085829894dc12d8b39dd2e38145fae2d085829894dc12d8b39dd2e
271,MSP000271,398,474,6,11,Forge MaintenanceSparePart 271,MSP000271,1,381.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72f56537c86952dd8ee7ebce92ac807c72f56537c86952dd8ee7ebce92ac807c
272,MSP000272,374,211,6,12,Atlas MaintenanceSparePart 272,MSP000272,1,382.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fcf0afdd772458dc88a035ea3c0af453fcf0afdd772458dc88a035ea3c0af453
273,MSP000273,375,263,2,18,Summit MaintenanceSparePart 273,MSP000273,1,384.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebac793251475eddab88ca06d139d651ebac793251475eddab88ca06d139d651
274,MSP000274,11,58,1,18,Vertex MaintenanceSparePart 274,MSP000274,1,385.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9851dbcc82ad5f9cbac66bb1d531d4bc9851dbcc82ad5f9cbac66bb1d531d4bc
275,MSP000275,17,81,7,7,Northstar MaintenanceSparePart 275,MSP000275,0,386.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dcefb1759cdc5b90ab78cd6b7c75eed7dcefb1759cdc5b90ab78cd6b7c75eed7
276,MSP000276,171,129,3,10,Pioneer MaintenanceSparePart 276,MSP000276,1,388.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b99e0da56be65baf98a70ef14a1830d3b99e0da56be65baf98a70ef14a1830d3
277,MSP000277,360,137,6,18,Evergreen MaintenanceSparePart 277,MSP000277,1,389.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3ab0ce0ec535436825c474a2dc6c4f7b3ab0ce0ec535436825c474a2dc6c4f7
278,MSP000278,439,328,6,11,Summit MaintenanceSparePart 278,MSP000278,1,390.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d2a775aa6ee1599989de9a8e6a79aea2d2a775aa6ee1599989de9a8e6a79aea2
279,MSP000279,432,476,2,5,Forge MaintenanceSparePart 279,MSP000279,1,392.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fae5e694f3595c6eb23b0b2266c6b3f0fae5e694f3595c6eb23b0b2266c6b3f0
280,MSP000280,14,333,5,4,Meridian MaintenanceSparePart 280,MSP000280,0,393.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7d2160dc9ce5b3db51ccaf550b2be79b7d2160dc9ce5b3db51ccaf550b2be79
281,MSP000281,403,28,2,13,Granite MaintenanceSparePart 281,MSP000281,1,394.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a7dc4b7a74d5a7c9b16d4eba980a3731a7dc4b7a74d5a7c9b16d4eba980a373
282,MSP000282,146,133,7,8,Liberty MaintenanceSparePart 282,MSP000282,1,396.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7e8a9b61529501994417c3b51493273f7e8a9b61529501994417c3b51493273
283,MSP000283,180,485,7,12,Harbor MaintenanceSparePart 283,MSP000283,1,397.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a77229f618c35fc98b2842554ae10100a77229f618c35fc98b2842554ae10100
284,MSP000284,214,295,5,11,Quartz MaintenanceSparePart 284,MSP000284,1,399.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3dc516fb882250b78b010c582d203e0f3dc516fb882250b78b010c582d203e0f
285,MSP000285,52,129,2,1,Zenith MaintenanceSparePart 285,MSP000285,0,400.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,062506d231575ac8b89224ae26ca290f062506d231575ac8b89224ae26ca290f
286,MSP000286,7,347,5,12,Harbor MaintenanceSparePart 286,MSP000286,1,401.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2bc7396361fe55baab00ef4ca953e95c2bc7396361fe55baab00ef4ca953e95c
287,MSP000287,293,137,4,17,Junction MaintenanceSparePart 287,MSP000287,1,403.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b6dd6999b536509d855d1c81954afc06b6dd6999b536509d855d1c81954afc06
288,MSP000288,335,384,6,16,Ion MaintenanceSparePart 288,MSP000288,1,404.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5204bbf086375d168ff5126cd32730c75204bbf086375d168ff5126cd32730c7
289,MSP000289,75,403,3,15,Cedar MaintenanceSparePart 289,MSP000289,1,405.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b101f10a54ba5cb4ba7c18bc3edefa93b101f10a54ba5cb4ba7c18bc3edefa93
290,MSP000290,69,381,7,6,Quartz MaintenanceSparePart 290,MSP000290,0,407.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76383d31f01058659701ef3aa181421576383d31f01058659701ef3aa1814215
291,MSP000291,33,392,2,4,Zenith MaintenanceSparePart 291,MSP000291,1,408.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97032e98f74f5aad8b94ffbfe026a5db97032e98f74f5aad8b94ffbfe026a5db
292,MSP000292,365,372,1,10,Unity MaintenanceSparePart 292,MSP000292,1,410.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f743040c12f654ce9bf1c1efdbe29125f743040c12f654ce9bf1c1efdbe29125
293,MSP000293,80,356,3,17,Delta MaintenanceSparePart 293,MSP000293,1,411.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3ca6888fe7457cabd33c23727186342a3ca6888fe7457cabd33c23727186342
294,MSP000294,190,193,2,16,Harbor MaintenanceSparePart 294,MSP000294,1,412.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d5f1f4e8ca05b61849c73e575a3a5ac7d5f1f4e8ca05b61849c73e575a3a5ac
295,MSP000295,230,131,5,14,Beacon MaintenanceSparePart 295,MSP000295,0,414.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da75f13c8aa05491a5f564ed5a43c22cda75f13c8aa05491a5f564ed5a43c22c
