MachineChangeoverKey,ChangeoverCode,MachineKey,FromProductKey,ToProductKey,OeeCalculationMethodKey,MachineChangeoverName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
205,MC000205,182,357,27,9,Willow MachineChangeover 205,MC000205,0,290.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ead76300380e545b9f9692fb3c65f0b6ead76300380e545b9f9692fb3c65f0b6
206,MC000206,34,56,285,12,Meridian MachineChangeover 206,MC000206,1,292.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2bbd66ce0065154bfe3b9067f9e8219f2bbd66ce0065154bfe3b9067f9e8219
207,MC000207,354,360,123,3,Titan MachineChangeover 207,MC000207,1,293.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,684604c607b85f0191bf8bb2ea195c1a684604c607b85f0191bf8bb2ea195c1a
208,MC000208,417,2,184,2,Evergreen MachineChangeover 208,MC000208,1,294.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8057e868c955d7a902b5ed54dd5be47f8057e868c955d7a902b5ed54dd5be47
209,MC000209,397,38,245,1,Riverton MachineChangeover 209,MC000209,1,296.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9385c136f3b555148b756f34489e5ce19385c136f3b555148b756f34489e5ce1
210,MC000210,405,39,209,5,Delta MachineChangeover 210,MC000210,0,297.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fdf021ee8f3c56c680f2bbfb75c2af45fdf021ee8f3c56c680f2bbfb75c2af45
211,MC000211,57,142,172,3,Zenith MachineChangeover 211,MC000211,1,299.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ad803eed4ef57d48446a120263427d31ad803eed4ef57d48446a120263427d3
212,MC000212,119,15,381,5,Pioneer MachineChangeover 212,MC000212,1,300.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d07e9a1f46155ef894fb0e08396d5512d07e9a1f46155ef894fb0e08396d5512
213,MC000213,201,84,260,1,Forge MachineChangeover 213,MC000213,1,301.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a0039d266525780b04d8295223fe0c76a0039d266525780b04d8295223fe0c7
214,MC000214,495,493,29,10,Summit MachineChangeover 214,MC000214,1,303.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc1281f35ed65503a270839547a706b8bc1281f35ed65503a270839547a706b8
215,MC000215,341,367,334,7,Zenith MachineChangeover 215,MC000215,0,304.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2595129915e57f7a3b2cf921f5a5e1db2595129915e57f7a3b2cf921f5a5e1d
216,MC000216,52,479,424,9,Delta MachineChangeover 216,MC000216,1,305.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6dde66941d8455f0995b32658edb95ba6dde66941d8455f0995b32658edb95ba
217,MC000217,418,237,17,5,Liberty MachineChangeover 217,MC000217,1,307.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ccd9e90f3ff258bd94ca218c7eccfee7ccd9e90f3ff258bd94ca218c7eccfee7
218,MC000218,115,136,312,9,Titan MachineChangeover 218,MC000218,1,308.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a77f01f7ea485c61892d31ad42e734fba77f01f7ea485c61892d31ad42e734fb
219,MC000219,443,436,246,7,Harbor MachineChangeover 219,MC000219,1,310.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bdf69eaba1b85e0bb25a11f7cdd0abf3bdf69eaba1b85e0bb25a11f7cdd0abf3
220,MC000220,149,340,185,12,Keystone MachineChangeover 220,MC000220,0,311.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d1451ebad0e53629b7f2fc01cf9780e8d1451ebad0e53629b7f2fc01cf9780e
221,MC000221,92,-1,-1,5,Northstar MachineChangeover 221,MC000221,1,312.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e1e279a20695f9081b51d2bcb0f498a2e1e279a20695f9081b51d2bcb0f498a
222,MC000222,117,270,343,3,Titan MachineChangeover 222,MC000222,1,314.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc62dc377cdf5403b87273a830b73c4bfc62dc377cdf5403b87273a830b73c4b
223,MC000223,407,465,177,11,Vertex MachineChangeover 223,MC000223,1,315.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d059433017c65d898e0aee2dba9cfeedd059433017c65d898e0aee2dba9cfeed
224,MC000224,86,45,339,7,Riverton MachineChangeover 224,MC000224,1,316.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19014c9aa2095e86820df0ffb329cc8f19014c9aa2095e86820df0ffb329cc8f
225,MC000225,211,402,321,6,Meridian MachineChangeover 225,MC000225,0,318.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf86f1408396591c90e589251c4842b5bf86f1408396591c90e589251c4842b5
226,MC000226,10,25,94,2,Keystone MachineChangeover 226,MC000226,1,319.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83bff81e74de527fa10a9b5dc30c595183bff81e74de527fa10a9b5dc30c5951
227,MC000227,188,360,232,10,Harbor MachineChangeover 227,MC000227,1,320.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7880a6b556075735b02cadb773a5f5697880a6b556075735b02cadb773a5f569
228,MC000228,450,489,98,1,Ion MachineChangeover 228,MC000228,1,322.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9df3806b3024513ea8ecaa5b2ba806559df3806b3024513ea8ecaa5b2ba80655
229,MC000229,32,217,295,10,Beacon MachineChangeover 229,MC000229,1,323.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56299d475f795352a8c7200dfcda6f7c56299d475f795352a8c7200dfcda6f7c
230,MC000230,172,482,340,1,Quartz MachineChangeover 230,MC000230,0,325.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06efef3890b751e5a56cd3ede42b897706efef3890b751e5a56cd3ede42b8977
231,MC000231,204,251,443,10,Meridian MachineChangeover 231,MC000231,1,326.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef6e6be07b11500283c46af5da00588def6e6be07b11500283c46af5da00588d
232,MC000232,259,5,157,2,Riverton MachineChangeover 232,MC000232,1,327.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,746b7a596b305a4e820c6cbdb18366b3746b7a596b305a4e820c6cbdb18366b3
233,MC000233,81,388,405,5,Ion MachineChangeover 233,MC000233,1,329.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7caf577544858968ca427ce2baf4e42a7caf577544858968ca427ce2baf4e42
234,MC000234,210,31,387,9,Riverton MachineChangeover 234,MC000234,1,330.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f31081a61e255164b95daccc1829b3b8f31081a61e255164b95daccc1829b3b8
235,MC000235,356,453,155,12,Liberty MachineChangeover 235,MC000235,0,331.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1acb907ead1a56c48c6fe3aeb6b238e71acb907ead1a56c48c6fe3aeb6b238e7
236,MC000236,45,439,356,3,Cedar MachineChangeover 236,MC000236,1,333.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1792bef43c705cc7ab6d2f639d06a0a91792bef43c705cc7ab6d2f639d06a0a9
237,MC000237,385,347,42,2,Keystone MachineChangeover 237,MC000237,1,334.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98ec0481f8165c4e89f9d5c1eca94bd698ec0481f8165c4e89f9d5c1eca94bd6
238,MC000238,456,-1,-1,10,Meridian MachineChangeover 238,MC000238,1,336.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7cc029cd9ae5136b4e8aa21c26ca972e7cc029cd9ae5136b4e8aa21c26ca972
239,MC000239,328,255,255,2,Titan MachineChangeover 239,MC000239,1,337.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d314c688f57a5c16b2a420ea1033db65d314c688f57a5c16b2a420ea1033db65
240,MC000240,51,184,337,6,Junction MachineChangeover 240,MC000240,0,338.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3189efedb6ac5901a209835ed999e1573189efedb6ac5901a209835ed999e157
241,MC000241,287,435,303,5,Delta MachineChangeover 241,MC000241,1,340.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cdac9b4c62a35e8e91f44be2988417bdcdac9b4c62a35e8e91f44be2988417bd
242,MC000242,261,244,93,4,Riverton MachineChangeover 242,MC000242,1,341.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4319df1b37f659e6a074d694d4b860754319df1b37f659e6a074d694d4b86075
243,MC000243,249,13,195,3,Cedar MachineChangeover 243,MC000243,1,342.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4fe84517f8b5f8ea691960e92686fa6a4fe84517f8b5f8ea691960e92686fa6
244,MC000244,162,471,300,7,Quartz MachineChangeover 244,MC000244,1,344.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e689cc90c96b5681afe4409219210f40e689cc90c96b5681afe4409219210f40
245,MC000245,364,347,89,10,Orion MachineChangeover 245,MC000245,0,345.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31bd8830043a572c86f785eeb0281f1a31bd8830043a572c86f785eeb0281f1a
246,MC000246,480,123,66,7,Pioneer MachineChangeover 246,MC000246,1,347.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5bac50c223152359283c1c0b21ea261d5bac50c223152359283c1c0b21ea261
247,MC000247,462,181,210,8,Ion MachineChangeover 247,MC000247,1,348.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56620a51d5fe53b08ef81e1d0c96c3f556620a51d5fe53b08ef81e1d0c96c3f5
248,MC000248,27,450,180,3,Evergreen MachineChangeover 248,MC000248,1,349.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e87f973d870b542c9ee1216947d7502fe87f973d870b542c9ee1216947d7502f
249,MC000249,126,273,257,10,Unity MachineChangeover 249,MC000249,1,351.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ff1e6f7a5a45246bb0624e430840ce20ff1e6f7a5a45246bb0624e430840ce2
250,MC000250,115,265,94,12,Granite MachineChangeover 250,MC000250,0,352.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b57134e8d3b53979c102268033424779b57134e8d3b53979c10226803342477
251,MC000251,237,97,20,1,Orion MachineChangeover 251,MC000251,1,353.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,110d6c0e7cd05220a2cc58bcb4567dea110d6c0e7cd05220a2cc58bcb4567dea
252,MC000252,242,85,228,4,Northstar MachineChangeover 252,MC000252,1,355.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c0bbc088402548bbc23a41845b2d1b72c0bbc088402548bbc23a41845b2d1b7
253,MC000253,494,10,179,2,Meridian MachineChangeover 253,MC000253,1,356.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d80daf39f3bc5457b3f63c33d7f92c3dd80daf39f3bc5457b3f63c33d7f92c3d
254,MC000254,80,441,473,2,Liberty MachineChangeover 254,MC000254,1,357.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ded2a9e70d4e5100ad8721762627e783ded2a9e70d4e5100ad8721762627e783
255,MC000255,40,-1,-1,10,Northstar MachineChangeover 255,MC000255,0,359.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f36a34eaea595afa84d6e44648f87ffbf36a34eaea595afa84d6e44648f87ffb
256,MC000256,369,109,326,3,Pioneer MachineChangeover 256,MC000256,1,360.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e35ce0e79d0357edb90e9455649f70fee35ce0e79d0357edb90e9455649f70fe
257,MC000257,98,255,312,4,Northstar MachineChangeover 257,MC000257,1,362.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d722c9f0aa475003864715b32d0a9486d722c9f0aa475003864715b32d0a9486
258,MC000258,425,412,56,6,Delta MachineChangeover 258,MC000258,1,363.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f805e642f09353059050f651dcb833bdf805e642f09353059050f651dcb833bd
259,MC000259,488,437,145,8,Ion MachineChangeover 259,MC000259,1,364.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47e46887c0235e058a3164bd2925d3e247e46887c0235e058a3164bd2925d3e2
260,MC000260,486,9,489,10,Quartz MachineChangeover 260,MC000260,0,366.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb93262a2143557f977eb876fccd79c4cb93262a2143557f977eb876fccd79c4
261,MC000261,377,190,468,6,Delta MachineChangeover 261,MC000261,1,367.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,872079f919ea5cabb99979c6c75a7d82872079f919ea5cabb99979c6c75a7d82
262,MC000262,482,452,159,5,Liberty MachineChangeover 262,MC000262,1,368.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05970ffa463453dbb81fb3fb51e2892505970ffa463453dbb81fb3fb51e28925
263,MC000263,454,203,180,4,Evergreen MachineChangeover 263,MC000263,1,370.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c933612159c521aa5be3f1dd669d1817c933612159c521aa5be3f1dd669d181
264,MC000264,369,285,7,9,Junction MachineChangeover 264,MC000264,1,371.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6cde4e88d4b456e2b3d7f7c71c1b3d2a6cde4e88d4b456e2b3d7f7c71c1b3d2a
265,MC000265,335,470,112,10,Cedar MachineChangeover 265,MC000265,0,373.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aff4ebeb1f2b5b7b981bcd792514120faff4ebeb1f2b5b7b981bcd792514120f
266,MC000266,290,428,218,11,Unity MachineChangeover 266,MC000266,1,374.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36ec78c7d5145d69a1fc7e3c3fe6c40e36ec78c7d5145d69a1fc7e3c3fe6c40e
267,MC000267,391,217,183,11,Summit MachineChangeover 267,MC000267,1,375.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07c9059eea5750d3a0ad7542d6f2041f07c9059eea5750d3a0ad7542d6f2041f
268,MC000268,409,180,500,11,Pioneer MachineChangeover 268,MC000268,1,377.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5534cf7563256eeac46e4f91016e8aba5534cf7563256eeac46e4f91016e8ab
269,MC000269,226,407,91,1,Orion MachineChangeover 269,MC000269,1,378.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97ba2479579c5239b93082179e8a152b97ba2479579c5239b93082179e8a152b
270,MC000270,60,331,444,6,Evergreen MachineChangeover 270,MC000270,0,379.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,477c1c8d8b035ef1b19d93f48389b887477c1c8d8b035ef1b19d93f48389b887
271,MC000271,238,77,220,10,Summit MachineChangeover 271,MC000271,1,381.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a27e9e87fd405a4b8b3ab7b1d0f7ba30a27e9e87fd405a4b8b3ab7b1d0f7ba30
272,MC000272,253,-1,-1,11,Delta MachineChangeover 272,MC000272,1,382.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b1c4f57930d5dfc8491b4bf0cdf22524b1c4f57930d5dfc8491b4bf0cdf2252
273,MC000273,297,379,484,1,Cedar MachineChangeover 273,MC000273,1,384.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b4fc25660395b2dae2e3ae426841a536b4fc25660395b2dae2e3ae426841a53
274,MC000274,185,349,456,9,Summit MachineChangeover 274,MC000274,1,385.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad7e062093d154ebaa68df36a5bd8b63ad7e062093d154ebaa68df36a5bd8b63
275,MC000275,469,198,73,10,Delta MachineChangeover 275,MC000275,0,386.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9adb2e212ae05fd2822b9d62b2600abd9adb2e212ae05fd2822b9d62b2600abd
276,MC000276,315,281,124,4,Summit MachineChangeover 276,MC000276,1,388.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1770367fae4a545995bc81358ec3ae501770367fae4a545995bc81358ec3ae50
277,MC000277,234,376,222,3,Keystone MachineChangeover 277,MC000277,1,389.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,822bffb91679517fa4029ae19a1c7881822bffb91679517fa4029ae19a1c7881
278,MC000278,289,433,426,12,Liberty MachineChangeover 278,MC000278,1,390.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8c84132e9a0547ea89ba2b3aa44d858c8c84132e9a0547ea89ba2b3aa44d858
279,MC000279,38,290,421,10,Cedar MachineChangeover 279,MC000279,1,392.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01f6fee4da4752918b997330c1dfc98e01f6fee4da4752918b997330c1dfc98e
280,MC000280,301,459,217,5,Orion MachineChangeover 280,MC000280,0,393.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0cf67ec1a517551a94794e4c2a329cde0cf67ec1a517551a94794e4c2a329cde
281,MC000281,474,472,20,12,Riverton MachineChangeover 281,MC000281,1,394.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bdb9f03e941c5b688f75b22f6de350bcbdb9f03e941c5b688f75b22f6de350bc
282,MC000282,293,44,120,10,Evergreen MachineChangeover 282,MC000282,1,396.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f49eb0cd59fc5459acec25abc88242c6f49eb0cd59fc5459acec25abc88242c6
283,MC000283,500,298,427,10,Cedar MachineChangeover 283,MC000283,1,397.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f933abb67d4584ea58b99f2ffebe1475f933abb67d4584ea58b99f2ffebe147
284,MC000284,149,410,291,3,Keystone MachineChangeover 284,MC000284,1,399.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0083057c5fa510fbc2e5354782b5306c0083057c5fa510fbc2e5354782b5306
285,MC000285,211,95,366,11,Harbor MachineChangeover 285,MC000285,0,400.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f226492539c458299c15e599183bd61ef226492539c458299c15e599183bd61e
286,MC000286,407,21,379,12,Liberty MachineChangeover 286,MC000286,1,401.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be381570136d586b8a0713f319fbd342be381570136d586b8a0713f319fbd342
287,MC000287,463,139,83,4,Pioneer MachineChangeover 287,MC000287,1,403.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33acbb42a6ae5f20a6869a1384bd623633acbb42a6ae5f20a6869a1384bd6236
288,MC000288,83,485,402,2,Quartz MachineChangeover 288,MC000288,1,404.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f259cd9e8b815e18a7d68aa568835e0ef259cd9e8b815e18a7d68aa568835e0e
289,MC000289,287,-1,-1,3,Meridian MachineChangeover 289,MC000289,1,405.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,373911d719605ad483a58bc38694a758373911d719605ad483a58bc38694a758
290,MC000290,275,75,462,12,Northstar MachineChangeover 290,MC000290,0,407.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9193242f861558238df2035d19efce219193242f861558238df2035d19efce21
291,MC000291,17,110,109,6,Granite MachineChangeover 291,MC000291,1,408.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41b82d75dd6654408a062f9989e98ef141b82d75dd6654408a062f9989e98ef1
292,MC000292,381,261,73,7,Liberty MachineChangeover 292,MC000292,1,410.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,baf61e42e33357ed834e6ddaf2692dabbaf61e42e33357ed834e6ddaf2692dab
293,MC000293,292,178,377,10,Willow MachineChangeover 293,MC000293,1,411.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2088c24376ec536494bcabdd0764c1282088c24376ec536494bcabdd0764c128
294,MC000294,132,85,64,12,Atlas MachineChangeover 294,MC000294,1,412.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66821192b62b5ec0b6d10f9c8f4e2ab866821192b62b5ec0b6d10f9c8f4e2ab8
295,MC000295,472,416,359,5,Keystone MachineChangeover 295,MC000295,0,414.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,826e46dde7b3507b885ce048f326cb94826e46dde7b3507b885ce048f326cb94
296,MC000296,493,149,241,8,Cedar MachineChangeover 296,MC000296,1,415.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc885efb0f655635aa45eccafd7c590ebc885efb0f655635aa45eccafd7c590e
297,MC000297,287,342,358,5,Riverton MachineChangeover 297,MC000297,1,416.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d44a2c8a818c5c528b0aa498dc380320d44a2c8a818c5c528b0aa498dc380320
298,MC000298,105,327,121,1,Forge MachineChangeover 298,MC000298,1,418.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,392a62c4ff5d54c6954b118e9a3f74fd392a62c4ff5d54c6954b118e9a3f74fd
299,MC000299,270,164,399,12,Unity MachineChangeover 299,MC000299,1,419.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c16f112cff65911a05769b9e4e196446c16f112cff65911a05769b9e4e19644
300,MC000300,253,366,231,8,Meridian MachineChangeover 300,MC000300,0,421.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0cd0d29948a55f75926ec610bc18bf020cd0d29948a55f75926ec610bc18bf02
301,MC000301,287,206,38,9,Evergreen MachineChangeover 301,MC000301,1,422.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9fea9f351cd59c0b4a0de1350434308b9fea9f351cd59c0b4a0de1350434308
302,MC000302,190,401,8,12,Keystone MachineChangeover 302,MC000302,1,423.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,106464c519775ae6ba8293dd90ba02be106464c519775ae6ba8293dd90ba02be
303,MC000303,304,448,193,9,Zenith MachineChangeover 303,MC000303,1,425.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38ed689ceafe5b61989b8b90feb4f07238ed689ceafe5b61989b8b90feb4f072
304,MC000304,228,212,463,2,Riverton MachineChangeover 304,MC000304,1,426.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25a2b67439dd5423b18ab80d8971af7925a2b67439dd5423b18ab80d8971af79
305,MC000305,142,385,122,10,Keystone MachineChangeover 305,MC000305,0,427.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6037ae8a2b9e57a0bd3eaa93394ac1456037ae8a2b9e57a0bd3eaa93394ac145
306,MC000306,299,-1,-1,5,Granite MachineChangeover 306,MC000306,1,429.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ddc0f8e4c0aa53a7a7d2afac50c60828ddc0f8e4c0aa53a7a7d2afac50c60828
307,MC000307,9,244,447,6,Beacon MachineChangeover 307,MC000307,1,430.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac74a3c2f4015deea1566d2f253d80a7ac74a3c2f4015deea1566d2f253d80a7
