EnergyDemandContractKey,DemandContractNumber,EnergyUtilityAccountKey,EnergyTariffKey,UnitOfMeasureKey,ContractDemandQuantity,DemandPenaltyAmount,MinimumBillingQuantity,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
223,EDC000223,115,79,3,156.2000,315.5100,156.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0269a62ce3154719472e970b3c3c1c8b0269a62ce3154719472e970b3c3c1c8
224,EDC000224,281,77,3,156.9000,316.8800,156.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,faa3c131e19357a993dcd6d2efe82e29faa3c131e19357a993dcd6d2efe82e29
225,EDC000225,417,121,7,157.6000,318.2500,157.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de756e5bbf8c59f2b2cfd71a8487c6f0de756e5bbf8c59f2b2cfd71a8487c6f0
226,EDC000226,481,247,2,158.3000,319.6200,158.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa9159852b6b5667b106510af48f4eedfa9159852b6b5667b106510af48f4eed
227,EDC000227,278,114,5,159.0000,320.9900,159.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ad4b297ed065e5394eff081b30ff6046ad4b297ed065e5394eff081b30ff604
228,EDC000228,325,105,4,159.7000,322.3600,159.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,517b69c656225b94a56fa30556de272c517b69c656225b94a56fa30556de272c
229,EDC000229,446,370,7,160.4000,323.7300,160.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a279077e5c958ecbc5c4611b208eb514a279077e5c958ecbc5c4611b208eb51
230,EDC000230,24,437,1,161.1000,325.1000,161.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27fde57ad528546ba6967c8a5086fe7a27fde57ad528546ba6967c8a5086fe7a
231,EDC000231,81,321,6,161.8000,326.4700,161.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a26ae59309045030a43928d1fdf2c66ba26ae59309045030a43928d1fdf2c66b
232,EDC000232,369,57,4,162.5000,327.8400,162.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ec9c79f74cc54b68482e222b7ffe4022ec9c79f74cc54b68482e222b7ffe402
233,EDC000233,111,235,4,163.2000,329.2100,163.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9581645cb56359afb77dcd11f5b7c0e99581645cb56359afb77dcd11f5b7c0e9
234,EDC000234,302,47,3,163.9000,330.5800,163.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,134f58fa74bb5c0e98ba97a34669f883134f58fa74bb5c0e98ba97a34669f883
235,EDC000235,406,454,4,164.6000,331.9500,164.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,966078232f9a5ceea5fc643ba7e13629966078232f9a5ceea5fc643ba7e13629
236,EDC000236,197,462,5,165.3000,333.3200,165.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42c9234a46115cc0810e685e9848014742c9234a46115cc0810e685e98480147
237,EDC000237,451,374,5,166.0000,334.6900,166.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d51256692ed5cebbbb75aaca26db7718d51256692ed5cebbbb75aaca26db771
238,EDC000238,278,437,1,166.7000,336.0600,166.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9e67e3df3a75570bf30df2c11f1af69f9e67e3df3a75570bf30df2c11f1af69
239,EDC000239,336,423,2,167.4000,337.4300,167.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88d1f4a21b3d5d8c83257fb28c14c24188d1f4a21b3d5d8c83257fb28c14c241
240,EDC000240,203,348,7,168.1000,338.8000,168.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,508f3bb89ee95ae589afe5567f4e15c1508f3bb89ee95ae589afe5567f4e15c1
241,EDC000241,217,459,7,168.8000,340.1700,168.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5b1291db7f35459b1cca9ee6ddd34c4d5b1291db7f35459b1cca9ee6ddd34c4
242,EDC000242,310,214,6,169.5000,341.5400,169.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26ad43d166e85cb89f9737999ecb62e926ad43d166e85cb89f9737999ecb62e9
243,EDC000243,181,201,7,170.2000,342.9100,170.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9c16399081a55a389227300d6fea0d7a9c16399081a55a389227300d6fea0d7
244,EDC000244,336,438,7,170.9000,344.2800,170.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d462aaec229752218d0136ea9d94336bd462aaec229752218d0136ea9d94336b
245,EDC000245,231,449,4,171.6000,345.6500,171.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed6f350df1cf50cebeb8356c8f9d9baded6f350df1cf50cebeb8356c8f9d9bad
246,EDC000246,7,452,1,172.3000,347.0200,172.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6691407cd99e57c9ad5b6867437bece16691407cd99e57c9ad5b6867437bece1
247,EDC000247,462,8,6,173.0000,348.3900,173.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b06e1b06c0df58579dfa2ea367ccf7e1b06e1b06c0df58579dfa2ea367ccf7e1
248,EDC000248,196,73,6,173.7000,349.7600,173.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c82830b68d835184afbf99493696b49dc82830b68d835184afbf99493696b49d
249,EDC000249,39,409,5,174.4000,351.1300,174.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d41d8ff4280852819a5f3935799a5c71d41d8ff4280852819a5f3935799a5c71
250,EDC000250,44,421,5,175.1000,352.5000,175.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2798478a99b5df2b0e014e458013042b2798478a99b5df2b0e014e458013042
251,EDC000251,283,201,4,175.8000,353.8700,175.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b6bc5384e325c798ed33cc4d80e74ea6b6bc5384e325c798ed33cc4d80e74ea
252,EDC000252,152,96,6,176.5000,355.2400,176.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c6024c9827e5763a471ce84a843604c7c6024c9827e5763a471ce84a843604c
253,EDC000253,244,241,1,177.2000,356.6100,177.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e22e946c2c205988b47ed89c4c24ee59e22e946c2c205988b47ed89c4c24ee59
254,EDC000254,83,299,7,177.9000,357.9800,177.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72c267dedc2a568c99cba78da10eda7e72c267dedc2a568c99cba78da10eda7e
255,EDC000255,171,263,6,178.6000,359.3500,178.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0772bad74b950dbadf88fb42523bc82f0772bad74b950dbadf88fb42523bc82
256,EDC000256,210,316,5,179.3000,360.7200,179.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09960b2751a35edbbb0a1b5f188a97c009960b2751a35edbbb0a1b5f188a97c0
257,EDC000257,207,101,6,180.0000,362.0900,180.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d381e28e9ac45072874f1f38a21fba74d381e28e9ac45072874f1f38a21fba74
258,EDC000258,436,212,5,180.7000,363.4600,180.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,686cce1433875424b3bc05df3d663875686cce1433875424b3bc05df3d663875
259,EDC000259,162,417,2,181.4000,364.8300,181.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb4563a851be59dcbb2d0be42a093ca5bb4563a851be59dcbb2d0be42a093ca5
260,EDC000260,226,17,4,182.1000,366.2000,182.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2fe2e5b69b175567ba931eb9915ec6fd2fe2e5b69b175567ba931eb9915ec6fd
261,EDC000261,369,54,7,182.8000,367.5700,182.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c98733d75d1561c8fa3c05d5a1ebd325c98733d75d1561c8fa3c05d5a1ebd32
262,EDC000262,97,154,2,183.5000,368.9400,183.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa32c9b0b8c65f3883b5ebfa101a179efa32c9b0b8c65f3883b5ebfa101a179e
263,EDC000263,358,289,4,184.2000,370.3100,184.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c70e413e884c5627b84c1424a645fa08c70e413e884c5627b84c1424a645fa08
264,EDC000264,263,326,2,184.9000,371.6800,184.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c8f0921b76b5dce8281a25c46287dee1c8f0921b76b5dce8281a25c46287dee
265,EDC000265,156,77,6,185.6000,373.0500,185.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af4f473078b35e029e07138523395f7daf4f473078b35e029e07138523395f7d
266,EDC000266,344,296,7,186.3000,374.4200,186.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a767932862a508d9926444dbc8486994a767932862a508d9926444dbc848699
267,EDC000267,2,240,7,187.0000,375.7900,187.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,940c1959c3175dd2a9ebf087ae39a38f940c1959c3175dd2a9ebf087ae39a38f
268,EDC000268,64,36,2,187.7000,377.1600,187.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f437f51b9015b5c8d238e614b1bd5d13f437f51b9015b5c8d238e614b1bd5d1
269,EDC000269,486,79,5,188.4000,378.5300,188.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0255ae6efd5542eaab92ea11ed192f5f0255ae6efd5542eaab92ea11ed192f5
270,EDC000270,395,173,7,189.1000,379.9000,189.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b3e363e02bd565e9a76833d99de8de73b3e363e02bd565e9a76833d99de8de7
271,EDC000271,89,401,4,189.8000,381.2700,189.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e34108fcb9559069f6c1aac431165729e34108fcb9559069f6c1aac43116572
272,EDC000272,244,264,2,190.5000,382.6400,190.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,313d52fcb6dd58989da0cefbe83f9446313d52fcb6dd58989da0cefbe83f9446
273,EDC000273,116,40,5,191.2000,384.0100,191.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1503190269e55b999737e0e59b40a87b1503190269e55b999737e0e59b40a87
274,EDC000274,468,36,5,191.9000,385.3800,191.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd3f850a3aae580681b630701b74cd5dbd3f850a3aae580681b630701b74cd5d
275,EDC000275,486,215,4,192.6000,386.7500,192.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4036c6cc7aba518996d82a2a8ee4fad14036c6cc7aba518996d82a2a8ee4fad1
276,EDC000276,183,145,2,193.3000,388.1200,193.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b164d90ae84a5eb896040c6cb417f572b164d90ae84a5eb896040c6cb417f572
277,EDC000277,412,314,1,194.0000,389.4900,194.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1778f3d0745256a29191bd6f915ee5ea1778f3d0745256a29191bd6f915ee5ea
278,EDC000278,266,215,3,194.7000,390.8600,194.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1d5ebc05d5e567297e1ff6b982ace71a1d5ebc05d5e567297e1ff6b982ace71
279,EDC000279,28,56,7,195.4000,392.2300,195.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ef7e35560025102be444bb4e420ecee4ef7e35560025102be444bb4e420ecee
280,EDC000280,307,449,4,196.1000,393.6000,196.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,119e761cf59e58f599de7a1c9ace6bd4119e761cf59e58f599de7a1c9ace6bd4
281,EDC000281,444,496,1,196.8000,394.9700,196.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ae9ce5580225d5287f4e1fdc1a011d96ae9ce5580225d5287f4e1fdc1a011d9
282,EDC000282,498,259,4,197.5000,396.3400,197.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90268eb7a19e5928af65206aa3d9e8a190268eb7a19e5928af65206aa3d9e8a1
283,EDC000283,345,461,4,198.2000,397.7100,198.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac61eb7ce1d35e1a92e7040d7e6a36b5ac61eb7ce1d35e1a92e7040d7e6a36b5
284,EDC000284,372,64,4,198.9000,399.0800,198.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1cd83d4aee515a58b707bdf5743b4c7f1cd83d4aee515a58b707bdf5743b4c7f
285,EDC000285,488,70,1,199.6000,400.4500,199.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c76d0c3613045a57a0f5b3804dbf1a56c76d0c3613045a57a0f5b3804dbf1a56
286,EDC000286,103,216,7,200.3000,401.8200,200.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db829937210858719f3c1d19f453425edb829937210858719f3c1d19f453425e
287,EDC000287,469,182,6,201.0000,403.1900,201.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c126aa19560f5b8e98e8f51266853734c126aa19560f5b8e98e8f51266853734
288,EDC000288,81,416,7,201.7000,404.5600,201.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50c17a87803154cb98c446dcf5c963c050c17a87803154cb98c446dcf5c963c0
289,EDC000289,316,483,4,202.4000,405.9300,202.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03653372d0a355bc9f86096b8cf20def03653372d0a355bc9f86096b8cf20def
290,EDC000290,104,216,2,203.1000,407.3000,203.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6191e049bb015587a08af15fd31f67f06191e049bb015587a08af15fd31f67f0
291,EDC000291,323,421,6,203.8000,408.6700,203.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81fdf75128545855b246e50a2689f00781fdf75128545855b246e50a2689f007
292,EDC000292,317,306,4,204.5000,410.0400,204.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c8009111c465c1a91f4fd192ad8d0ee7c8009111c465c1a91f4fd192ad8d0ee
293,EDC000293,360,14,2,205.2000,411.4100,205.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,341540c0b20a550aa80b78aaf47e3442341540c0b20a550aa80b78aaf47e3442
294,EDC000294,194,194,5,205.9000,412.7800,205.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8cb49211e19588cb966820f94d88e2bb8cb49211e19588cb966820f94d88e2b
295,EDC000295,171,458,1,206.6000,414.1500,206.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c22bef0b056b5a22af6c94459eec5c4bc22bef0b056b5a22af6c94459eec5c4b
296,EDC000296,315,145,6,207.3000,415.5200,207.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db7c02e42d975d6f8e560e4040881decdb7c02e42d975d6f8e560e4040881dec
297,EDC000297,131,204,1,208.0000,416.8900,208.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bbae7230123e50269c122645d52873c2bbae7230123e50269c122645d52873c2
298,EDC000298,58,173,4,208.7000,418.2600,208.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac0ad08462ef5bd892604ffe94f4246cac0ad08462ef5bd892604ffe94f4246c
299,EDC000299,434,41,5,209.4000,419.6300,209.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a0febe4838c5fabaf32785b9e3e0dfa8a0febe4838c5fabaf32785b9e3e0dfa
300,EDC000300,167,26,3,210.1000,421.0000,210.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79f6b2bcecd354bfaff833c561729c0b79f6b2bcecd354bfaff833c561729c0b
301,EDC000301,168,366,7,210.8000,422.3700,210.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab59150d724f5c1abe3a0ab8776ffec7ab59150d724f5c1abe3a0ab8776ffec7
302,EDC000302,387,377,3,211.5000,423.7400,211.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8efc2a22ecd3525caf468bc3af5f881d8efc2a22ecd3525caf468bc3af5f881d
303,EDC000303,339,436,4,212.2000,425.1100,212.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,acc35362c57b5b488e3c3ad9211a688facc35362c57b5b488e3c3ad9211a688f
304,EDC000304,326,23,7,212.9000,426.4800,212.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,464a4502bab151babbc4b1afb4ff62dd464a4502bab151babbc4b1afb4ff62dd
305,EDC000305,462,188,7,213.6000,427.8500,213.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aea69fe0890655e391b7cb31422bd9b7aea69fe0890655e391b7cb31422bd9b7
306,EDC000306,145,420,3,214.3000,429.2200,214.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e5161cc83c7586a9c20b14c7ba405b76e5161cc83c7586a9c20b14c7ba405b7
307,EDC000307,442,443,3,215.0000,430.5900,215.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3343316dbe885ed990b44a7fbc017e673343316dbe885ed990b44a7fbc017e67
308,EDC000308,370,211,1,215.7000,431.9600,215.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3638b80a613257c89c1f75121beed9b73638b80a613257c89c1f75121beed9b7
309,EDC000309,193,484,5,216.4000,433.3300,216.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cabfbc301bb05cb1979f3fad421ad699cabfbc301bb05cb1979f3fad421ad699
310,EDC000310,52,34,3,217.1000,434.7000,217.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3f5468ebcc65a9a99cd6e31a0324007e3f5468ebcc65a9a99cd6e31a0324007
311,EDC000311,332,487,4,217.8000,436.0700,217.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,006c4318e3905ad48f0062a419a02623006c4318e3905ad48f0062a419a02623
312,EDC000312,256,423,7,218.5000,437.4400,218.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c66100185eb5994b91fb4839edd73361c66100185eb5994b91fb4839edd7336
313,EDC000313,333,383,1,219.2000,438.8100,219.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ece6219cc91597e948fd7265c3aefe85ece6219cc91597e948fd7265c3aefe8
314,EDC000314,241,229,5,219.9000,440.1800,219.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9cb294dd95125610ad697829e4c0aaa19cb294dd95125610ad697829e4c0aaa1
315,EDC000315,299,300,5,220.6000,441.5500,220.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,299d52742984550a91178aca466e49c0299d52742984550a91178aca466e49c0
316,EDC000316,463,151,2,221.3000,442.9200,221.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed3cebb03cf7598a8d0c9824a8595e9eed3cebb03cf7598a8d0c9824a8595e9e
317,EDC000317,343,118,4,222.0000,444.2900,222.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21ff690f83665366bb9f1bed638c3fab21ff690f83665366bb9f1bed638c3fab
318,EDC000318,363,131,7,222.7000,445.6600,222.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f7e2d7fb8435b4c94d959df725867360f7e2d7fb8435b4c94d959df72586736
319,EDC000319,148,248,5,223.4000,447.0300,223.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,430b7ee5bf2152beac766b6697c1c729430b7ee5bf2152beac766b6697c1c729
320,EDC000320,46,322,3,224.1000,448.4000,224.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0367322ed6e5c7cafe26c3dc60a37f2c0367322ed6e5c7cafe26c3dc60a37f2
321,EDC000321,110,260,2,224.8000,449.7700,224.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f4f132d26f55b4c8529c6b7b4e953317f4f132d26f55b4c8529c6b7b4e95331
322,EDC000322,450,252,5,225.5000,451.1400,225.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55fbbde964b95ac8bdd0a1fbeaa4098a55fbbde964b95ac8bdd0a1fbeaa4098a
323,EDC000323,12,26,3,226.2000,452.5100,226.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85e62c197762593b8b58039517510e9e85e62c197762593b8b58039517510e9e
324,EDC000324,117,341,7,226.9000,453.8800,226.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe9a92da2d2b5241be607ca9492ad104fe9a92da2d2b5241be607ca9492ad104
325,EDC000325,22,41,5,227.6000,455.2500,227.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e66eb39f99a5345a7a4c78e8d0340af0e66eb39f99a5345a7a4c78e8d0340af
326,EDC000326,22,440,2,228.3000,456.6200,228.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26d959a30ddb5e88b5d05021db1ac0c526d959a30ddb5e88b5d05021db1ac0c5
327,EDC000327,108,10,3,229.0000,457.9900,229.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d1d1a91b3fb55848d41c2a35d98dd052d1d1a91b3fb55848d41c2a35d98dd05
328,EDC000328,424,354,1,229.7000,459.3600,229.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d966b77c93765d37913fb503fb2f24bad966b77c93765d37913fb503fb2f24ba
329,EDC000329,478,113,7,230.4000,460.7300,230.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90247e398cd757818944fa101223b10390247e398cd757818944fa101223b103
330,EDC000330,200,457,2,231.1000,462.1000,231.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c76f5ac23515b9396b76b969448a5716c76f5ac23515b9396b76b969448a571
331,EDC000331,10,205,6,231.8000,463.4700,231.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a42e6b5a50685f0eb4e5adcab83a84eda42e6b5a50685f0eb4e5adcab83a84ed
332,EDC000332,54,292,5,232.5000,464.8400,232.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,357c814b71fe5e219d9ba9056a265e6e357c814b71fe5e219d9ba9056a265e6e
333,EDC000333,335,186,7,233.2000,466.2100,233.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83db4b27c117577bb2fd9bf771d5b7d783db4b27c117577bb2fd9bf771d5b7d7
334,EDC000334,174,252,7,233.9000,467.5800,233.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9caae55c2c435c5695b597f92cb6c0389caae55c2c435c5695b597f92cb6c038
335,EDC000335,479,205,5,234.6000,468.9500,234.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d35a2b254b2951a492232a57b9954566d35a2b254b2951a492232a57b9954566
