PurchaseOrderLineKey,PurchaseOrderLineCode,PurchaseOrderHeaderKey,ProductKey,PurchaseCommodityKey,PurchaseOrderLifecycleStatusKey,UnitOfMeasureKey,LineSequenceNumber,LineDescription,PromisedDeliveryDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
202,POL000202,43,78,493,2,7,202,PurchaseOrderLine starter record 202,2020-07-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90a88e9b404b569585b309619aef717e90a88e9b404b569585b309619aef717e
203,POL000203,443,485,230,9,2,203,PurchaseOrderLine starter record 203,2020-07-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ca13ad500aa5295857fb1fea4d16c978ca13ad500aa5295857fb1fea4d16c97
204,POL000204,448,-1,28,10,6,204,PurchaseOrderLine starter record 204,2020-07-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40e0ec2d339455f68caac0bbe0296ea740e0ec2d339455f68caac0bbe0296ea7
205,POL000205,278,80,199,7,3,205,PurchaseOrderLine starter record 205,2020-07-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d21f2b3bad25d4184d07615a64d12334d21f2b3bad25d4184d07615a64d1233
206,POL000206,182,256,281,7,3,206,PurchaseOrderLine starter record 206,2020-07-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,425497d939705a06a4d626b432e237bd425497d939705a06a4d626b432e237bd
207,POL000207,274,325,306,5,7,207,PurchaseOrderLine starter record 207,2020-07-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c0f8a191bb55d3d808835d098f7f6500c0f8a191bb55d3d808835d098f7f650
208,POL000208,369,353,447,7,6,208,PurchaseOrderLine starter record 208,2020-07-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd36986b5ad65e57a7046162fabc9577fd36986b5ad65e57a7046162fabc9577
209,POL000209,438,323,302,2,6,209,PurchaseOrderLine starter record 209,2020-07-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8647070f788852738eb3e2d7020fbd8b8647070f788852738eb3e2d7020fbd8b
210,POL000210,410,407,477,3,5,210,PurchaseOrderLine starter record 210,2020-07-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8507442cb3d65801bf1a6b907b6774968507442cb3d65801bf1a6b907b677496
211,POL000211,498,276,260,8,5,211,PurchaseOrderLine starter record 211,2020-07-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6729797cab75780b6967ed7aba538c3c6729797cab75780b6967ed7aba538c3
212,POL000212,55,43,293,12,1,212,PurchaseOrderLine starter record 212,2020-07-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,161f758ba6ac51d792079b6bf7229f3b161f758ba6ac51d792079b6bf7229f3b
213,POL000213,259,374,376,1,6,213,PurchaseOrderLine starter record 213,2020-08-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1bf2b5843dcf531ba2722b488305a8a81bf2b5843dcf531ba2722b488305a8a8
214,POL000214,455,479,431,8,2,214,PurchaseOrderLine starter record 214,2020-08-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5afcaac5149537c95244d9503398bcda5afcaac5149537c95244d9503398bcd
215,POL000215,384,482,176,5,3,215,PurchaseOrderLine starter record 215,2020-08-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e0733d4387458b0bcdc5030a95125067e0733d4387458b0bcdc5030a9512506
216,POL000216,92,102,464,1,2,216,PurchaseOrderLine starter record 216,2020-08-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2bc7ad5850d85d5899a3104237b193472bc7ad5850d85d5899a3104237b19347
217,POL000217,416,432,166,1,6,217,PurchaseOrderLine starter record 217,2020-08-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd063d44e4725975a15c7bbc10dedb0abd063d44e4725975a15c7bbc10dedb0a
218,POL000218,359,489,365,3,3,218,PurchaseOrderLine starter record 218,2020-08-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e66466a87a4b54c1a5df1bf8a38a658ae66466a87a4b54c1a5df1bf8a38a658a
219,POL000219,38,366,417,3,3,219,PurchaseOrderLine starter record 219,2020-08-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e224993991f8508c961d830d7ebcbe93e224993991f8508c961d830d7ebcbe93
220,POL000220,424,136,309,11,7,220,PurchaseOrderLine starter record 220,2020-08-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1cee2dd9bcc658778b2b6bcf9c1cecdd1cee2dd9bcc658778b2b6bcf9c1cecdd
221,POL000221,157,-1,84,11,4,221,PurchaseOrderLine starter record 221,2020-08-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5e91bdb3e445366b3c5ac3aca98b784b5e91bdb3e445366b3c5ac3aca98b784
222,POL000222,456,69,279,12,3,222,PurchaseOrderLine starter record 222,2020-08-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40658906477a55dca74df7686f280f4c40658906477a55dca74df7686f280f4c
223,POL000223,206,323,388,9,6,223,PurchaseOrderLine starter record 223,2020-08-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df36013edc41582093ebbdd510f8709bdf36013edc41582093ebbdd510f8709b
224,POL000224,269,114,70,2,5,224,PurchaseOrderLine starter record 224,2020-08-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b64b1acbf1b5329abc098eff10d1e800b64b1acbf1b5329abc098eff10d1e80
225,POL000225,480,62,217,12,3,225,PurchaseOrderLine starter record 225,2020-08-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c9a536f72bd5ec5a741352806aece341c9a536f72bd5ec5a741352806aece34
226,POL000226,121,371,448,2,5,226,PurchaseOrderLine starter record 226,2020-08-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de16a1f1f3145fc99129d7ed0a34981ede16a1f1f3145fc99129d7ed0a34981e
227,POL000227,208,281,384,7,7,227,PurchaseOrderLine starter record 227,2020-08-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb0640d56755532bb4f9eb26732dc8b2eb0640d56755532bb4f9eb26732dc8b2
228,POL000228,298,476,289,6,6,228,PurchaseOrderLine starter record 228,2020-08-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d198306554f959a2bf11619909beb2cfd198306554f959a2bf11619909beb2cf
229,POL000229,410,152,242,9,1,229,PurchaseOrderLine starter record 229,2020-08-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d3f39e6365c50c09e53db7191a5ae081d3f39e6365c50c09e53db7191a5ae08
230,POL000230,110,28,48,3,3,230,PurchaseOrderLine starter record 230,2020-08-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74f9a1d8c6215ecd95c34156c8e1eb5174f9a1d8c6215ecd95c34156c8e1eb51
231,POL000231,395,195,116,11,4,231,PurchaseOrderLine starter record 231,2020-08-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ff05e62ee455fa79886ffc5943d9b179ff05e62ee455fa79886ffc5943d9b17
232,POL000232,50,283,143,6,7,232,PurchaseOrderLine starter record 232,2020-08-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7cf77c949baf579ca09ac87d5bcea77e7cf77c949baf579ca09ac87d5bcea77e
233,POL000233,210,296,407,2,6,233,PurchaseOrderLine starter record 233,2020-08-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7e7fc056e465cd6bfb031ac82e06f04d7e7fc056e465cd6bfb031ac82e06f04
234,POL000234,462,271,290,11,4,234,PurchaseOrderLine starter record 234,2020-08-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,16d346249b885b098eea491cf59907bd16d346249b885b098eea491cf59907bd
235,POL000235,425,117,290,4,7,235,PurchaseOrderLine starter record 235,2020-08-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9fcff41c90005759a309f89d5358df029fcff41c90005759a309f89d5358df02
236,POL000236,16,64,493,2,1,236,PurchaseOrderLine starter record 236,2020-08-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b12d155ce2ab5fbe94bf3f70540eec83b12d155ce2ab5fbe94bf3f70540eec83
237,POL000237,48,479,375,12,4,237,PurchaseOrderLine starter record 237,2020-08-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb2e98411327514489239fe8c8263e9dbb2e98411327514489239fe8c8263e9d
238,POL000238,383,-1,463,4,6,238,PurchaseOrderLine starter record 238,2020-08-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63b72184b7345e9281250b25dae496d963b72184b7345e9281250b25dae496d9
239,POL000239,485,430,386,6,2,239,PurchaseOrderLine starter record 239,2020-08-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c0042e8f2b35aa499e3120f9bd3f30f1c0042e8f2b35aa499e3120f9bd3f30f
240,POL000240,54,438,126,2,1,240,PurchaseOrderLine starter record 240,2020-08-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ee9ad0c90b550bda99ee2bd8c03cf654ee9ad0c90b550bda99ee2bd8c03cf65
241,POL000241,240,326,393,12,4,241,PurchaseOrderLine starter record 241,2020-08-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c5a0f81bd525882becc092738fbd7187c5a0f81bd525882becc092738fbd718
242,POL000242,330,378,135,12,5,242,PurchaseOrderLine starter record 242,2020-08-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e129359bd945078977aa75b7de160638e129359bd945078977aa75b7de16063
243,POL000243,434,192,147,4,6,243,PurchaseOrderLine starter record 243,2020-08-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8aa5ee411765548a93f5b764fb1b1a9d8aa5ee411765548a93f5b764fb1b1a9
244,POL000244,365,214,402,2,6,244,PurchaseOrderLine starter record 244,2020-09-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3f48f09d17a5376a274d5e431dfc1a5d3f48f09d17a5376a274d5e431dfc1a5
245,POL000245,169,55,220,2,3,245,PurchaseOrderLine starter record 245,2020-09-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,daa6788a74a451c9b022573c5e37f565daa6788a74a451c9b022573c5e37f565
246,POL000246,266,179,442,10,3,246,PurchaseOrderLine starter record 246,2020-09-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76f436dc6f4f50b9a69dc0ff23f84f1b76f436dc6f4f50b9a69dc0ff23f84f1b
247,POL000247,486,85,418,1,1,247,PurchaseOrderLine starter record 247,2020-09-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd50572a38c65384a7376e2813f38dc3bd50572a38c65384a7376e2813f38dc3
248,POL000248,200,273,303,11,5,248,PurchaseOrderLine starter record 248,2020-09-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd878001c84251a388d84812f7f81c5dfd878001c84251a388d84812f7f81c5d
249,POL000249,184,446,359,8,1,249,PurchaseOrderLine starter record 249,2020-09-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9223fd6520a54a79d212171495208f8c9223fd6520a54a79d212171495208f8
250,POL000250,310,421,412,10,3,250,PurchaseOrderLine starter record 250,2020-09-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd0a96d2d8625cff92483512f67ed31bdd0a96d2d8625cff92483512f67ed31b
251,POL000251,159,263,333,1,1,251,PurchaseOrderLine starter record 251,2020-09-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f133492fdd425d0095240d594c5cb390f133492fdd425d0095240d594c5cb390
252,POL000252,124,171,188,1,5,252,PurchaseOrderLine starter record 252,2020-09-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52f257cce56b5f0787770fcf3a4ee0a552f257cce56b5f0787770fcf3a4ee0a5
253,POL000253,23,49,410,12,6,253,PurchaseOrderLine starter record 253,2020-09-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd6204d7d7d85dc994b39be06a4c2a17bd6204d7d7d85dc994b39be06a4c2a17
254,POL000254,28,193,311,5,5,254,PurchaseOrderLine starter record 254,2020-09-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24e251cd115d5c8ea52e8d4d1676eee424e251cd115d5c8ea52e8d4d1676eee4
255,POL000255,382,-1,144,4,7,255,PurchaseOrderLine starter record 255,2020-09-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,066b0136b039570d97192db3e331b1cc066b0136b039570d97192db3e331b1cc
256,POL000256,169,149,105,11,1,256,PurchaseOrderLine starter record 256,2020-09-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81557473745257c2998eadb1fad2d4a881557473745257c2998eadb1fad2d4a8
257,POL000257,173,401,135,10,1,257,PurchaseOrderLine starter record 257,2020-09-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1cf957537a6c5f0688ecad56ffb3adca1cf957537a6c5f0688ecad56ffb3adca
258,POL000258,180,196,464,5,3,258,PurchaseOrderLine starter record 258,2020-09-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86a5488d125758a1a3ee3d4754fff01c86a5488d125758a1a3ee3d4754fff01c
259,POL000259,315,422,196,6,2,259,PurchaseOrderLine starter record 259,2020-09-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9580a55ca76e5a26a2e32fd8c09dffd39580a55ca76e5a26a2e32fd8c09dffd3
260,POL000260,3,387,93,2,1,260,PurchaseOrderLine starter record 260,2020-09-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f4c7c2d09d35e018da7074bf3b98de98f4c7c2d09d35e018da7074bf3b98de9
261,POL000261,339,461,181,7,5,261,PurchaseOrderLine starter record 261,2020-09-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,561bf46521bf5aaeac70ca7054438d86561bf46521bf5aaeac70ca7054438d86
262,POL000262,177,73,468,4,4,262,PurchaseOrderLine starter record 262,2020-09-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3dc93c0cf5e35a14a916da37f4ccea963dc93c0cf5e35a14a916da37f4ccea96
263,POL000263,156,111,87,5,2,263,PurchaseOrderLine starter record 263,2020-09-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28e6f114802a5feca1072b123f858f7f28e6f114802a5feca1072b123f858f7f
264,POL000264,126,300,15,11,2,264,PurchaseOrderLine starter record 264,2020-09-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce30c24038645b78920720f7e5162c09ce30c24038645b78920720f7e5162c09
265,POL000265,262,21,315,9,5,265,PurchaseOrderLine starter record 265,2020-09-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb4933372af65039801f32a45d48bd5fbb4933372af65039801f32a45d48bd5f
266,POL000266,304,483,490,9,5,266,PurchaseOrderLine starter record 266,2020-09-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,169d6700886f5efb82ead5f53d5b5358169d6700886f5efb82ead5f53d5b5358
267,POL000267,195,499,137,1,6,267,PurchaseOrderLine starter record 267,2020-09-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5acbca1ea0e15bd3aadf0d1b8e2b75515acbca1ea0e15bd3aadf0d1b8e2b7551
268,POL000268,193,77,108,10,2,268,PurchaseOrderLine starter record 268,2020-09-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce223119276b5b35b2a518ba918159bbce223119276b5b35b2a518ba918159bb
269,POL000269,447,330,34,12,7,269,PurchaseOrderLine starter record 269,2020-09-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52abbf39f1d55efebeacd952fc9fd52a52abbf39f1d55efebeacd952fc9fd52a
270,POL000270,405,92,128,8,1,270,PurchaseOrderLine starter record 270,2020-09-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc7b8195335d54f8ae457eb1456b1022bc7b8195335d54f8ae457eb1456b1022
271,POL000271,203,320,294,5,6,271,PurchaseOrderLine starter record 271,2020-09-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4bd030c554345a9e804149f8889433e74bd030c554345a9e804149f8889433e7
272,POL000272,187,-1,471,10,6,272,PurchaseOrderLine starter record 272,2020-09-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a3f5a88593857d192b2f39afee8b9757a3f5a88593857d192b2f39afee8b975
273,POL000273,428,195,213,8,1,273,PurchaseOrderLine starter record 273,2020-09-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58c27cc0ff7752138a7c248fded108dd58c27cc0ff7752138a7c248fded108dd
274,POL000274,15,226,262,3,4,274,PurchaseOrderLine starter record 274,2020-10-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94ea05691a69506680f0d8ad40f2960b94ea05691a69506680f0d8ad40f2960b
275,POL000275,110,423,348,6,1,275,PurchaseOrderLine starter record 275,2020-10-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,196bbe06eada578ba44cc6ff3cd40ecc196bbe06eada578ba44cc6ff3cd40ecc
276,POL000276,306,365,401,9,4,276,PurchaseOrderLine starter record 276,2020-10-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,def5254a36705dbd9deffd8a5ba08dbddef5254a36705dbd9deffd8a5ba08dbd
277,POL000277,130,131,301,10,4,277,PurchaseOrderLine starter record 277,2020-10-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58c5cdad2a8659159f0fb20a679c31d958c5cdad2a8659159f0fb20a679c31d9
278,POL000278,90,242,213,12,3,278,PurchaseOrderLine starter record 278,2020-10-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d0e5812d4a35e0ca5880ee2603a3e6c4d0e5812d4a35e0ca5880ee2603a3e6c
279,POL000279,233,457,267,8,6,279,PurchaseOrderLine starter record 279,2020-10-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5e5878c5c145f14a9c2e57f2eaf10f9a5e5878c5c145f14a9c2e57f2eaf10f9
280,POL000280,270,402,78,5,3,280,PurchaseOrderLine starter record 280,2020-10-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d5983a4aac55fc5a35e87d8000428f02d5983a4aac55fc5a35e87d8000428f0
281,POL000281,238,313,154,6,6,281,PurchaseOrderLine starter record 281,2020-10-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa1e4fb2031f505daeb6e34fcca1ca1bfa1e4fb2031f505daeb6e34fcca1ca1b
282,POL000282,317,475,59,4,2,282,PurchaseOrderLine starter record 282,2020-10-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea1a75bf5cdf5f9b84c718c2048429a9ea1a75bf5cdf5f9b84c718c2048429a9
283,POL000283,400,268,219,2,7,283,PurchaseOrderLine starter record 283,2020-10-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81956e6a70e55f0b8b706a9e6a3af4b981956e6a70e55f0b8b706a9e6a3af4b9
284,POL000284,69,358,117,1,3,284,PurchaseOrderLine starter record 284,2020-10-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a06715f7a78c566c9c062937f350c9b4a06715f7a78c566c9c062937f350c9b4
285,POL000285,423,211,255,7,6,285,PurchaseOrderLine starter record 285,2020-10-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe9294d75a425e99b0e805fd0e18cf01fe9294d75a425e99b0e805fd0e18cf01
286,POL000286,124,143,18,12,5,286,PurchaseOrderLine starter record 286,2020-10-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,410d2786399b5a5db9523c8660bceaf6410d2786399b5a5db9523c8660bceaf6
287,POL000287,419,254,365,11,7,287,PurchaseOrderLine starter record 287,2020-10-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17df8bbbd9c65ab899cef9193133c04017df8bbbd9c65ab899cef9193133c040
288,POL000288,291,424,201,4,1,288,PurchaseOrderLine starter record 288,2020-10-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82b8a56b46055603aa905944404dae2882b8a56b46055603aa905944404dae28
289,POL000289,60,-1,23,7,7,289,PurchaseOrderLine starter record 289,2020-10-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c561e9a9ed145955b0893cc1de2fc11ac561e9a9ed145955b0893cc1de2fc11a
290,POL000290,309,434,404,10,7,290,PurchaseOrderLine starter record 290,2020-10-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef32ce63db6b5c51b9a568faa97afbf8ef32ce63db6b5c51b9a568faa97afbf8
291,POL000291,349,208,484,9,6,291,PurchaseOrderLine starter record 291,2020-10-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f35b0eb7e23a5e6c8303091a67e826e2f35b0eb7e23a5e6c8303091a67e826e2
292,POL000292,22,329,198,1,2,292,PurchaseOrderLine starter record 292,2020-10-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9445df91ef0555c198e5808a058709ce9445df91ef0555c198e5808a058709ce
293,POL000293,65,385,259,11,7,293,PurchaseOrderLine starter record 293,2020-10-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57a707a25d925e85b691739f2fb5dfa057a707a25d925e85b691739f2fb5dfa0
294,POL000294,306,65,68,4,1,294,PurchaseOrderLine starter record 294,2020-10-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36ab3fa383575b15a2ba31aee994888536ab3fa383575b15a2ba31aee9948885
295,POL000295,169,339,70,11,2,295,PurchaseOrderLine starter record 295,2020-10-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25470234040153b1a6e779f1632b44ef25470234040153b1a6e779f1632b44ef
296,POL000296,369,441,27,11,3,296,PurchaseOrderLine starter record 296,2020-10-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88b6edae380859e3bf1e2f65036f546188b6edae380859e3bf1e2f65036f5461
297,POL000297,6,243,75,8,4,297,PurchaseOrderLine starter record 297,2020-10-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36f0b70c7e9f5688a9bd4bd0e33526bd36f0b70c7e9f5688a9bd4bd0e33526bd
298,POL000298,191,193,18,10,4,298,PurchaseOrderLine starter record 298,2020-10-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20f39982c695514693c5a8fdb5a1235f20f39982c695514693c5a8fdb5a1235f
299,POL000299,102,309,165,2,5,299,PurchaseOrderLine starter record 299,2020-10-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58aab4a148265e919805169e76c6e12158aab4a148265e919805169e76c6e121
300,POL000300,83,330,235,3,6,300,PurchaseOrderLine starter record 300,2020-10-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b59224dec075ea4bac443bddf29e0b88b59224dec075ea4bac443bddf29e0b8
301,POL000301,436,348,198,11,3,301,PurchaseOrderLine starter record 301,2020-10-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e690771c1c15ebbb1e23c24ded554d89e690771c1c15ebbb1e23c24ded554d8
302,POL000302,243,243,377,1,2,302,PurchaseOrderLine starter record 302,2020-10-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb7108e715b853aa8d11e0c95b09d4ffeb7108e715b853aa8d11e0c95b09d4ff
