InventorySafetyStockPolicyKey,SafetyStockPolicyCode,ProductKey,PlantKey,InventoryPolicySegmentKey,InventoryAbcClassKey,UnitOfMeasureKey,MinimumQuantity,MaximumQuantity,ReorderPointQuantity,ReviewCycleDays,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
213,ISSP000213,452,307,36,1,6,149.2000,149.2000,149.2000,18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffad7cc5d3c55f389820a632034d88f3ffad7cc5d3c55f389820a632034d88f3
214,ISSP000214,57,201,369,3,4,149.9000,149.9000,149.9000,19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20edada3ac1157b283e6479e9b6c0c7620edada3ac1157b283e6479e9b6c0c76
215,ISSP000215,4,244,57,2,5,150.6000,150.6000,150.6000,20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4014ed8e59250f797aa676c469f4755a4014ed8e59250f797aa676c469f4755
216,ISSP000216,382,322,353,5,5,151.3000,151.3000,151.3000,21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76b62e5c424656d380a676c3a7ad71ab76b62e5c424656d380a676c3a7ad71ab
217,ISSP000217,217,175,367,4,3,152.0000,152.0000,152.0000,22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,efa0a03f867c5bb2ab2dbd68e316607defa0a03f867c5bb2ab2dbd68e316607d
218,ISSP000218,271,275,243,3,6,152.7000,152.7000,152.7000,23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d5e30488b4853de9735be541c2f23719d5e30488b4853de9735be541c2f2371
219,ISSP000219,47,181,132,4,3,153.4000,153.4000,153.4000,24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b48458b25f7a58df98637a4cfb2e227cb48458b25f7a58df98637a4cfb2e227c
220,ISSP000220,218,296,457,5,1,154.1000,154.1000,154.1000,25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dcc2daf6c29f5dda8b21fe2ebe0e6b35dcc2daf6c29f5dda8b21fe2ebe0e6b35
221,ISSP000221,377,225,91,2,5,154.8000,154.8000,154.8000,26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a01cd4939fdc5b519e005b8894760171a01cd4939fdc5b519e005b8894760171
222,ISSP000222,253,87,97,5,1,155.5000,155.5000,155.5000,27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc804d2b56685ed095052f6b991f250dfc804d2b56685ed095052f6b991f250d
223,ISSP000223,299,165,196,2,5,156.2000,156.2000,156.2000,28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,650a43e8a73d5c03b80833fe1d28e2c3650a43e8a73d5c03b80833fe1d28e2c3
224,ISSP000224,452,49,430,2,2,156.9000,156.9000,156.9000,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3a55154d66c532c901704ab83bdd14bf3a55154d66c532c901704ab83bdd14b
225,ISSP000225,47,299,231,1,7,157.6000,157.6000,157.6000,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52641115b025536fb786cbf7a8a907d752641115b025536fb786cbf7a8a907d7
226,ISSP000226,462,56,59,4,5,158.3000,158.3000,158.3000,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a26d10f11bc5f7b9e470582f23f22324a26d10f11bc5f7b9e470582f23f2232
227,ISSP000227,350,206,171,1,4,159.0000,159.0000,159.0000,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3387dc688dee58bb8b1f5a44d2782a083387dc688dee58bb8b1f5a44d2782a08
228,ISSP000228,235,178,495,1,3,159.7000,159.7000,159.7000,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c78d7e44f1d45c4c89912f28a9f9a390c78d7e44f1d45c4c89912f28a9f9a390
229,ISSP000229,408,89,21,3,3,160.4000,160.4000,160.4000,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99e8220df08f5d4bac26c91470443e2599e8220df08f5d4bac26c91470443e25
230,ISSP000230,316,307,311,4,2,161.1000,161.1000,161.1000,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc805920068f596cb73baa8487f24cacdc805920068f596cb73baa8487f24cac
231,ISSP000231,266,90,250,3,1,161.8000,161.8000,161.8000,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3812544cd0952098100c3318764c0dca3812544cd0952098100c3318764c0dc
232,ISSP000232,84,146,126,4,5,162.5000,162.5000,162.5000,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e51e103da29d5f4fb006430c27bec5c8e51e103da29d5f4fb006430c27bec5c8
233,ISSP000233,94,72,38,1,1,163.2000,163.2000,163.2000,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17791528262d55efbeea5fffddaab21117791528262d55efbeea5fffddaab211
234,ISSP000234,377,255,6,1,6,163.9000,163.9000,163.9000,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55aa10ce8be35a7db0f8efc5a5949d4955aa10ce8be35a7db0f8efc5a5949d49
235,ISSP000235,15,235,226,3,2,164.6000,164.6000,164.6000,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af2dd35cdf8f54e3ad47dee78bf94036af2dd35cdf8f54e3ad47dee78bf94036
236,ISSP000236,490,294,99,1,4,165.3000,165.3000,165.3000,13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a30339d6dda5dd996a8271c22cbfe764a30339d6dda5dd996a8271c22cbfe76
237,ISSP000237,486,277,335,2,2,166.0000,166.0000,166.0000,14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9b60ba952a05b56987eabedce024479c9b60ba952a05b56987eabedce024479
238,ISSP000238,33,250,375,5,6,166.7000,166.7000,166.7000,15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3089b4390200556bbd346700421dd3c33089b4390200556bbd346700421dd3c3
239,ISSP000239,75,72,362,1,2,167.4000,167.4000,167.4000,16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78566d1ea30a51e39548d067959cdce078566d1ea30a51e39548d067959cdce0
240,ISSP000240,372,318,392,4,5,168.1000,168.1000,168.1000,17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92de8b15052b55438637b31da3c48abe92de8b15052b55438637b31da3c48abe
241,ISSP000241,127,111,114,5,4,168.8000,168.8000,168.8000,18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9cec0b9e48815bceae33cc89d32d5f8a9cec0b9e48815bceae33cc89d32d5f8a
242,ISSP000242,71,233,390,4,5,169.5000,169.5000,169.5000,19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1a53a83492256ecbaf5a1288de885cdf1a53a83492256ecbaf5a1288de885cd
243,ISSP000243,451,241,219,3,7,170.2000,170.2000,170.2000,20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,789dc516d4f05ea1816760ba2f554cdb789dc516d4f05ea1816760ba2f554cdb
244,ISSP000244,437,26,242,4,2,170.9000,170.9000,170.9000,21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5292118c6bc851cbb8134c10685c0f195292118c6bc851cbb8134c10685c0f19
245,ISSP000245,137,72,392,4,7,171.6000,171.6000,171.6000,22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,896aa307e9765e539d2aaed86d9a7162896aa307e9765e539d2aaed86d9a7162
246,ISSP000246,187,324,51,4,3,172.3000,172.3000,172.3000,23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffa0b126103353bdae3ceea29c1b29d5ffa0b126103353bdae3ceea29c1b29d5
247,ISSP000247,156,98,380,1,5,173.0000,173.0000,173.0000,24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1089491c3f53506582ead6af347a9cfd1089491c3f53506582ead6af347a9cfd
248,ISSP000248,186,11,87,4,3,173.7000,173.7000,173.7000,25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b8c0af0ab9a58d9ae5f9149bac80d870b8c0af0ab9a58d9ae5f9149bac80d87
249,ISSP000249,310,321,69,2,2,174.4000,174.4000,174.4000,26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46f95d53414c515b9f2f4680c7ad5beb46f95d53414c515b9f2f4680c7ad5beb
250,ISSP000250,482,338,36,4,2,175.1000,175.1000,175.1000,27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,433a94e52196555192bff89c9a45d1d4433a94e52196555192bff89c9a45d1d4
251,ISSP000251,310,153,16,4,2,175.8000,175.8000,175.8000,28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0c8a18c2c3a51faabcbb554c9340cffb0c8a18c2c3a51faabcbb554c9340cff
252,ISSP000252,97,101,256,1,6,176.5000,176.5000,176.5000,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f06e05bc6c305ea8b8519ca69a9517bdf06e05bc6c305ea8b8519ca69a9517bd
253,ISSP000253,376,96,253,5,1,177.2000,177.2000,177.2000,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c9294089ee9586998e5cb3002192cea5c9294089ee9586998e5cb3002192cea
254,ISSP000254,394,48,37,2,3,177.9000,177.9000,177.9000,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24d35603857f5a7abf137cc5f06a3b8924d35603857f5a7abf137cc5f06a3b89
255,ISSP000255,36,104,8,3,1,178.6000,178.6000,178.6000,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2cd3dc8329465e5dbf4f7c34e9ceb59a2cd3dc8329465e5dbf4f7c34e9ceb59a
256,ISSP000256,335,348,431,3,4,179.3000,179.3000,179.3000,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6445fd0ca62d5683a7f320cbc7bb0ff76445fd0ca62d5683a7f320cbc7bb0ff7
257,ISSP000257,95,187,451,2,4,180.0000,180.0000,180.0000,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8208db10b35d5520a7ec88e08734ba758208db10b35d5520a7ec88e08734ba75
258,ISSP000258,53,113,434,3,7,180.7000,180.7000,180.7000,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,387fbb32f9ab5243acf07632749b89ee387fbb32f9ab5243acf07632749b89ee
259,ISSP000259,326,161,433,4,3,181.4000,181.4000,181.4000,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c0448db57185bd89c97998689ca07f84c0448db57185bd89c97998689ca07f8
260,ISSP000260,381,138,65,5,6,182.1000,182.1000,182.1000,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43094181d8825ee797f35a1d8e146b3c43094181d8825ee797f35a1d8e146b3c
261,ISSP000261,25,339,208,5,4,182.8000,182.8000,182.8000,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae97fed43e8755ae83d98bc24c93bca1ae97fed43e8755ae83d98bc24c93bca1
262,ISSP000262,207,47,381,1,2,183.5000,183.5000,183.5000,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7f05cb62b195ee69dde9dc4bf54ad49e7f05cb62b195ee69dde9dc4bf54ad49
263,ISSP000263,206,103,243,3,3,184.2000,184.2000,184.2000,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33900f7e05dc539b8ef793a42a9f081133900f7e05dc539b8ef793a42a9f0811
264,ISSP000264,327,240,52,4,1,184.9000,184.9000,184.9000,13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db5e209ba5c952abb62f865d28d1e8ffdb5e209ba5c952abb62f865d28d1e8ff
265,ISSP000265,322,181,349,2,1,185.6000,185.6000,185.6000,14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba064f28839e59c0b2a40748abe51153ba064f28839e59c0b2a40748abe51153
266,ISSP000266,102,143,453,2,2,186.3000,186.3000,186.3000,15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,efef2a2dfcbe5d039cde2b2c75738edfefef2a2dfcbe5d039cde2b2c75738edf
267,ISSP000267,372,261,11,3,2,187.0000,187.0000,187.0000,16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,832b15d8736c5b718640ceb5d2b21faf832b15d8736c5b718640ceb5d2b21faf
268,ISSP000268,454,207,434,2,3,187.7000,187.7000,187.7000,17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f6c68a74b575ac88f0a2bbae82293ea1f6c68a74b575ac88f0a2bbae82293ea
269,ISSP000269,370,191,279,1,2,188.4000,188.4000,188.4000,18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6fa59d16bdd954919d8e8ef94b56a9bb6fa59d16bdd954919d8e8ef94b56a9bb
270,ISSP000270,285,202,272,3,2,189.1000,189.1000,189.1000,19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b667956bb7cc59c2a1547f17028b8a17b667956bb7cc59c2a1547f17028b8a17
271,ISSP000271,97,311,287,1,2,189.8000,189.8000,189.8000,20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fe54801528a5e09b4427d511b64eccd0fe54801528a5e09b4427d511b64eccd
272,ISSP000272,434,192,50,3,2,190.5000,190.5000,190.5000,21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e006c3e5976f5f0eb0709b5351fb878ce006c3e5976f5f0eb0709b5351fb878c
273,ISSP000273,179,291,260,3,6,191.2000,191.2000,191.2000,22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5cdfc002593e5babaeb275d5630c41a15cdfc002593e5babaeb275d5630c41a1
274,ISSP000274,339,190,166,2,6,191.9000,191.9000,191.9000,23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e56f47f853e4540c96bd098da6711345e56f47f853e4540c96bd098da6711345
275,ISSP000275,75,324,383,5,6,192.6000,192.6000,192.6000,24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69e675b291655aa0ab24180a548bca2d69e675b291655aa0ab24180a548bca2d
276,ISSP000276,190,82,232,4,3,193.3000,193.3000,193.3000,25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96c8a7d6c8a9556c97c061908a4ad19a96c8a7d6c8a9556c97c061908a4ad19a
277,ISSP000277,331,217,92,5,5,194.0000,194.0000,194.0000,26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,edaa283ac08c5d78a2513032b7cad043edaa283ac08c5d78a2513032b7cad043
278,ISSP000278,134,240,97,2,7,194.7000,194.7000,194.7000,27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e821455d89b51f49739928acfca141f4e821455d89b51f49739928acfca141f
279,ISSP000279,273,192,436,4,2,195.4000,195.4000,195.4000,28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f170c391e0a351cdb0cedc9a987016acf170c391e0a351cdb0cedc9a987016ac
280,ISSP000280,73,350,351,5,4,196.1000,196.1000,196.1000,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8404f716a1b584485938e0b806bc835a8404f716a1b584485938e0b806bc835
281,ISSP000281,54,80,311,2,1,196.8000,196.8000,196.8000,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c4c883b2f8e5450baae01279f2fcfc96c4c883b2f8e5450baae01279f2fcfc9
282,ISSP000282,191,195,315,5,6,197.5000,197.5000,197.5000,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e0bf2c4149c5f378d7fbe992a795fa25e0bf2c4149c5f378d7fbe992a795fa2
283,ISSP000283,291,118,212,4,1,198.2000,198.2000,198.2000,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae794c39dc35561b85e7cd7102631f27ae794c39dc35561b85e7cd7102631f27
284,ISSP000284,232,37,328,3,2,198.9000,198.9000,198.9000,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8984ee160378541591343ccf2fab86c78984ee160378541591343ccf2fab86c7
285,ISSP000285,449,231,92,1,2,199.6000,199.6000,199.6000,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5922df39a7db5f3aa17d13a0799c7b905922df39a7db5f3aa17d13a0799c7b90
286,ISSP000286,162,40,380,2,7,200.3000,200.3000,200.3000,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d48cb1d14e825680a013603029c8259fd48cb1d14e825680a013603029c8259f
287,ISSP000287,93,101,383,3,3,201.0000,201.0000,201.0000,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c822a6e51a7759f7930810df866af6cac822a6e51a7759f7930810df866af6ca
288,ISSP000288,182,191,107,2,7,201.7000,201.7000,201.7000,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72dfab7e5aea5171b30a398e430791a772dfab7e5aea5171b30a398e430791a7
289,ISSP000289,304,109,23,2,5,202.4000,202.4000,202.4000,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b195fcb185450d0b03b05259f42f3a44b195fcb185450d0b03b05259f42f3a4
290,ISSP000290,402,23,317,2,7,203.1000,203.1000,203.1000,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b18eea4445c511ca05983c3507a13866b18eea4445c511ca05983c3507a1386
291,ISSP000291,326,336,101,2,7,203.8000,203.8000,203.8000,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebece58119f05c2fb62f3b2eb83757cfebece58119f05c2fb62f3b2eb83757cf
292,ISSP000292,173,210,237,3,7,204.5000,204.5000,204.5000,13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7ed1a11301b5038aaa5d4e2c9dfea70d7ed1a11301b5038aaa5d4e2c9dfea70
293,ISSP000293,484,324,282,4,7,205.2000,205.2000,205.2000,14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71b755433faa59f2bf8af9b31c02003471b755433faa59f2bf8af9b31c020034
294,ISSP000294,362,328,347,1,6,205.9000,205.9000,205.9000,15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11dffc0aa72052b2be997e1c4085367711dffc0aa72052b2be997e1c40853677
295,ISSP000295,311,274,17,5,1,206.6000,206.6000,206.6000,16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68c3f06de75b539281bcff33ef6df61468c3f06de75b539281bcff33ef6df614
296,ISSP000296,97,52,183,3,4,207.3000,207.3000,207.3000,17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e416c299b184513ebfb1bf3d75855631e416c299b184513ebfb1bf3d75855631
297,ISSP000297,428,12,120,1,1,208.0000,208.0000,208.0000,18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea60a20a148951c495ca4dc49c082655ea60a20a148951c495ca4dc49c082655
298,ISSP000298,297,162,289,5,4,208.7000,208.7000,208.7000,19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eea55296a29c5ed8aa82456c6a7b119beea55296a29c5ed8aa82456c6a7b119b
299,ISSP000299,260,71,297,4,5,209.4000,209.4000,209.4000,20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28c90872ac2e5e618d7de38f50026e8328c90872ac2e5e618d7de38f50026e83
300,ISSP000300,352,164,234,1,6,210.1000,210.1000,210.1000,21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7be7e92b0735e888c182afdc9ead160a7be7e92b0735e888c182afdc9ead160
301,ISSP000301,140,10,212,3,5,210.8000,210.8000,210.8000,22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b3235329a495e9aa072adad47f476de5b3235329a495e9aa072adad47f476de
302,ISSP000302,200,280,442,5,1,211.5000,211.5000,211.5000,23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01a9725a599d5419863c6ec5e96098a701a9725a599d5419863c6ec5e96098a7
303,ISSP000303,335,248,138,1,6,212.2000,212.2000,212.2000,24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3a247cbb47556df929f1ceeaa53e701a3a247cbb47556df929f1ceeaa53e701
304,ISSP000304,327,269,479,4,3,212.9000,212.9000,212.9000,25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb01a2874bbe5c19aa4d26b7d921742acb01a2874bbe5c19aa4d26b7d921742a
305,ISSP000305,219,11,489,5,5,213.6000,213.6000,213.6000,26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f18832945d4a5f2c829f960421b6e54ff18832945d4a5f2c829f960421b6e54f
306,ISSP000306,63,312,451,1,2,214.3000,214.3000,214.3000,27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,472299f48eb857d783464fb74ee03655472299f48eb857d783464fb74ee03655
307,ISSP000307,55,327,231,4,4,215.0000,215.0000,215.0000,28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3643fc6dba925d8eb6fc5a53d3cc428d3643fc6dba925d8eb6fc5a53d3cc428d
308,ISSP000308,486,282,496,5,3,215.7000,215.7000,215.7000,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c04367c805ca544983deca44f5652f78c04367c805ca544983deca44f5652f78
309,ISSP000309,13,111,330,5,6,216.4000,216.4000,216.4000,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13a96ad2bbe55f6fbaffaa7bb5600da013a96ad2bbe55f6fbaffaa7bb5600da0
310,ISSP000310,450,36,438,5,3,217.1000,217.1000,217.1000,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90af96247adb5362932dd47e66bd5cbd90af96247adb5362932dd47e66bd5cbd
311,ISSP000311,346,183,499,2,7,217.8000,217.8000,217.8000,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5caf273834f55958289a1103d3b3376a5caf273834f55958289a1103d3b3376
312,ISSP000312,457,76,11,3,2,218.5000,218.5000,218.5000,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb07225dbc6a5f9b85ba3e997b8bbbf1fb07225dbc6a5f9b85ba3e997b8bbbf1
313,ISSP000313,209,263,368,5,1,219.2000,219.2000,219.2000,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cca7a9284ea85041bd149b420f250873cca7a9284ea85041bd149b420f250873
314,ISSP000314,341,339,99,3,6,219.9000,219.9000,219.9000,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8dfe14021d9f569fa0e98e631c6fa56c8dfe14021d9f569fa0e98e631c6fa56c
315,ISSP000315,228,112,407,1,1,220.6000,220.6000,220.6000,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf3014e9320655659a5b0ff108793d2ebf3014e9320655659a5b0ff108793d2e
316,ISSP000316,366,63,215,3,1,221.3000,221.3000,221.3000,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7af0324665e65211be7fc761c0cca23d7af0324665e65211be7fc761c0cca23d
317,ISSP000317,496,350,91,3,1,222.0000,222.0000,222.0000,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d151dc5664785f7c9deaf68c23aa8546d151dc5664785f7c9deaf68c23aa8546
318,ISSP000318,13,300,432,5,3,222.7000,222.7000,222.7000,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37a0d37c164b5c469a9e9516f377700337a0d37c164b5c469a9e9516f3777003
319,ISSP000319,215,269,134,3,5,223.4000,223.4000,223.4000,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88a8433d574d57f58db6619727ecbd1c88a8433d574d57f58db6619727ecbd1c
