InventoryLotKey,LotNumber,ProductKey,PlantKey,InventoryStockStatusKey,LotDescription,ManufactureDate,ExpirationDate,IsRestricted,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
205,IL000205,300,67,8,InventoryLot starter record 205,2020-07-24,2020-07-24,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3af493821a2a562bb951f5d8ae70acab3af493821a2a562bb951f5d8ae70acab
206,IL000206,80,251,7,InventoryLot starter record 206,2020-07-25,2020-07-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5197dd67f611512294d67ff59224545e5197dd67f611512294d67ff59224545e
207,IL000207,88,265,10,InventoryLot starter record 207,2020-07-26,2020-07-26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0c90cd2459359068372e7c35699b361f0c90cd2459359068372e7c35699b361
208,IL000208,6,77,5,InventoryLot starter record 208,2020-07-27,2020-07-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,561dbb4623a35bc2aed18751ec247cd2561dbb4623a35bc2aed18751ec247cd2
209,IL000209,74,240,9,InventoryLot starter record 209,2020-07-28,2020-07-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54d98c996bc85729a8c706310d487b4f54d98c996bc85729a8c706310d487b4f
210,IL000210,420,233,5,InventoryLot starter record 210,2020-07-29,2020-07-29,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1013e602dcf65e93b759b7449ccdc74b1013e602dcf65e93b759b7449ccdc74b
211,IL000211,238,296,7,InventoryLot starter record 211,2020-07-30,2020-07-30,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0bfea5539122523a86e20be6885cb0fc0bfea5539122523a86e20be6885cb0fc
212,IL000212,366,309,6,InventoryLot starter record 212,2020-07-31,2020-07-31,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4ebd12e0b70537282086d1d1aaa929ca4ebd12e0b70537282086d1d1aaa929c
213,IL000213,166,23,4,InventoryLot starter record 213,2020-08-01,2020-08-01,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aca8a82a791558b3b2bab7024ba973bcaca8a82a791558b3b2bab7024ba973bc
214,IL000214,104,76,6,InventoryLot starter record 214,2020-08-02,2020-08-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a3e1b7d0b2b5958809735880aa310623a3e1b7d0b2b5958809735880aa31062
215,IL000215,492,196,9,InventoryLot starter record 215,2020-08-03,2020-08-03,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,580a221849f45b32a3f3e4beacea24f2580a221849f45b32a3f3e4beacea24f2
216,IL000216,135,68,3,InventoryLot starter record 216,2020-08-04,2020-08-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a53800b7b6f3515cbbaaa3847e7d41a7a53800b7b6f3515cbbaaa3847e7d41a7
217,IL000217,356,29,6,InventoryLot starter record 217,2020-08-05,2020-08-05,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8626604d683b5af8a3e89c74ebfe15d08626604d683b5af8a3e89c74ebfe15d0
218,IL000218,371,199,4,InventoryLot starter record 218,2020-08-06,2020-08-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27d50e6ac0d75ba8b148e651c1a127c727d50e6ac0d75ba8b148e651c1a127c7
219,IL000219,3,58,6,InventoryLot starter record 219,2020-08-07,2020-08-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e90d20296e6b581a98368216af493d64e90d20296e6b581a98368216af493d64
220,IL000220,239,20,5,InventoryLot starter record 220,2020-08-08,2020-08-08,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,954fc61be0dc5f7abbb7c83682146b98954fc61be0dc5f7abbb7c83682146b98
221,IL000221,437,26,9,InventoryLot starter record 221,2020-08-09,2020-08-09,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca7f6ad7451c595bbf3033abcc828015ca7f6ad7451c595bbf3033abcc828015
222,IL000222,303,48,8,InventoryLot starter record 222,2020-08-10,2020-08-10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89a89fd178ff5deaa2bbb4cb0c88b95289a89fd178ff5deaa2bbb4cb0c88b952
223,IL000223,364,218,3,InventoryLot starter record 223,2020-08-11,2020-08-11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dacb01baa5735f6f8a99694f0127b9addacb01baa5735f6f8a99694f0127b9ad
224,IL000224,327,176,9,InventoryLot starter record 224,2020-08-12,2020-08-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96f80f2e00a4535086333ca6864fc56896f80f2e00a4535086333ca6864fc568
225,IL000225,419,167,8,InventoryLot starter record 225,2020-08-13,2020-08-13,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd11b06c43385e79aba1193ea5ff798ecd11b06c43385e79aba1193ea5ff798e
226,IL000226,455,317,10,InventoryLot starter record 226,2020-08-14,2020-08-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8fc386d5c9615010a8653e8809858a6c8fc386d5c9615010a8653e8809858a6c
227,IL000227,81,350,7,InventoryLot starter record 227,2020-08-15,2020-08-15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f75e9d43943500aaf9e80d7f86811280f75e9d43943500aaf9e80d7f8681128
228,IL000228,417,53,1,InventoryLot starter record 228,2020-08-16,2020-08-16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d66db7ce44205c509ce504f69e7aa9b8d66db7ce44205c509ce504f69e7aa9b8
229,IL000229,289,115,4,InventoryLot starter record 229,2020-08-17,2020-08-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49bd6ed2a6345be9b579abad7e181c4f49bd6ed2a6345be9b579abad7e181c4f
230,IL000230,433,76,1,InventoryLot starter record 230,2020-08-18,2020-08-18,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f85066894c85cd0931f06003cd9e76f1f85066894c85cd0931f06003cd9e76f
231,IL000231,123,59,8,InventoryLot starter record 231,2020-08-19,2020-08-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e8f61a57b6c56e5911c29de5167dcaf6e8f61a57b6c56e5911c29de5167dcaf
232,IL000232,213,106,9,InventoryLot starter record 232,2020-08-20,2020-08-20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3318b34ca92257dfbe46b9d02f94a4223318b34ca92257dfbe46b9d02f94a422
233,IL000233,476,146,4,InventoryLot starter record 233,2020-08-21,2020-08-21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db29a5b8a73f5399988bbe3da81fb6fcdb29a5b8a73f5399988bbe3da81fb6fc
234,IL000234,319,9,9,InventoryLot starter record 234,2020-08-22,2020-08-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,728fef84d3205962a62fb3d6384af231728fef84d3205962a62fb3d6384af231
235,IL000235,150,156,1,InventoryLot starter record 235,2020-08-23,2020-08-23,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23ae88c824a45a7388447bb20450c34023ae88c824a45a7388447bb20450c340
236,IL000236,261,182,10,InventoryLot starter record 236,2020-08-24,2020-08-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41f55fbc6ffa5f6f880a351332c6bc8141f55fbc6ffa5f6f880a351332c6bc81
237,IL000237,431,198,10,InventoryLot starter record 237,2020-08-25,2020-08-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ac112b9d10357c79007a449667ef2383ac112b9d10357c79007a449667ef238
238,IL000238,45,328,8,InventoryLot starter record 238,2020-08-26,2020-08-26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,211a1e67d4485f1e9461ed18c7a89b95211a1e67d4485f1e9461ed18c7a89b95
239,IL000239,165,74,6,InventoryLot starter record 239,2020-08-27,2020-08-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f200a238ca3f58acbe8237ba960da731f200a238ca3f58acbe8237ba960da731
240,IL000240,285,206,10,InventoryLot starter record 240,2020-08-28,2020-08-28,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5cbb7adf6cbd503982764b4ad2f7f8845cbb7adf6cbd503982764b4ad2f7f884
241,IL000241,199,239,9,InventoryLot starter record 241,2020-08-29,2020-08-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b754f1108d18516087290857e6f615f9b754f1108d18516087290857e6f615f9
242,IL000242,168,159,10,InventoryLot starter record 242,2020-08-30,2020-08-30,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25d6d0d4fe85582cb44eab234affe14525d6d0d4fe85582cb44eab234affe145
243,IL000243,171,60,9,InventoryLot starter record 243,2020-08-31,2020-08-31,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2bb0d05410975472bf8f8d0a69b0091c2bb0d05410975472bf8f8d0a69b0091c
244,IL000244,413,12,5,InventoryLot starter record 244,2020-09-01,2020-09-01,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,327d2128062f5277a761e212eb62d523327d2128062f5277a761e212eb62d523
245,IL000245,387,329,2,InventoryLot starter record 245,2020-09-02,2020-09-02,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc65c08f79e655d195175b25817d4298cc65c08f79e655d195175b25817d4298
246,IL000246,23,233,6,InventoryLot starter record 246,2020-09-03,2020-09-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac320439de7c55ebbd02727694d9fc7eac320439de7c55ebbd02727694d9fc7e
247,IL000247,474,291,9,InventoryLot starter record 247,2020-09-04,2020-09-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60d0c53aeeb45ab58170277e602a9f6c60d0c53aeeb45ab58170277e602a9f6c
248,IL000248,497,203,6,InventoryLot starter record 248,2020-09-05,2020-09-05,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15320b0e59655092b6b82d77663ae52215320b0e59655092b6b82d77663ae522
249,IL000249,377,132,7,InventoryLot starter record 249,2020-09-06,2020-09-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b394647052f5518ca9d9f0b007790013b394647052f5518ca9d9f0b007790013
250,IL000250,42,344,10,InventoryLot starter record 250,2020-09-07,2020-09-07,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a892c8528def56e69119e6fbc1785afda892c8528def56e69119e6fbc1785afd
251,IL000251,279,230,3,InventoryLot starter record 251,2020-09-08,2020-09-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64bac792cc9d5e33a30992430cbb935664bac792cc9d5e33a30992430cbb9356
252,IL000252,363,339,6,InventoryLot starter record 252,2020-09-09,2020-09-09,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,307f22757f0c556c9e65b8ca630971cd307f22757f0c556c9e65b8ca630971cd
253,IL000253,395,46,4,InventoryLot starter record 253,2020-09-10,2020-09-10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95de158824ac598c8906e8dc5b43967195de158824ac598c8906e8dc5b439671
254,IL000254,99,167,7,InventoryLot starter record 254,2020-09-11,2020-09-11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c3a9ce6c181500faf4ec612266f37ac2c3a9ce6c181500faf4ec612266f37ac
255,IL000255,97,6,8,InventoryLot starter record 255,2020-09-12,2020-09-12,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e072e599e095991ab7db42b8cfc394c1e072e599e095991ab7db42b8cfc394c
256,IL000256,96,132,10,InventoryLot starter record 256,2020-09-13,2020-09-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,401ed674885b58d2917bbe6310c26da8401ed674885b58d2917bbe6310c26da8
257,IL000257,256,226,4,InventoryLot starter record 257,2020-09-14,2020-09-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,184631fe550756798ad86db37f827cd6184631fe550756798ad86db37f827cd6
258,IL000258,168,295,10,InventoryLot starter record 258,2020-09-15,2020-09-15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,572a60c612f85444ae19190a215da218572a60c612f85444ae19190a215da218
259,IL000259,41,73,7,InventoryLot starter record 259,2020-09-16,2020-09-16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40f17b764baa566699f9f35ed1e1fb3d40f17b764baa566699f9f35ed1e1fb3d
260,IL000260,342,286,5,InventoryLot starter record 260,2020-09-17,2020-09-17,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8a7a3710ac05af8a8dc4e97df477d7ab8a7a3710ac05af8a8dc4e97df477d7a
261,IL000261,285,92,10,InventoryLot starter record 261,2020-09-18,2020-09-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62d861dbf32f546197f6cf8cf612f01e62d861dbf32f546197f6cf8cf612f01e
262,IL000262,128,346,3,InventoryLot starter record 262,2020-09-19,2020-09-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59e1c92b0f435d7289e02c06f3fbe3bd59e1c92b0f435d7289e02c06f3fbe3bd
263,IL000263,421,239,6,InventoryLot starter record 263,2020-09-20,2020-09-20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3140da5c56f85e86b29af97827b07e5f3140da5c56f85e86b29af97827b07e5f
264,IL000264,337,11,6,InventoryLot starter record 264,2020-09-21,2020-09-21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,558ffe4273255a72ad4a012dd47de73d558ffe4273255a72ad4a012dd47de73d
265,IL000265,297,16,3,InventoryLot starter record 265,2020-09-22,2020-09-22,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffcf93cc5cab524d9e9336afc125d389ffcf93cc5cab524d9e9336afc125d389
266,IL000266,78,27,5,InventoryLot starter record 266,2020-09-23,2020-09-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28bca28896b95b419be964c2c953c7ee28bca28896b95b419be964c2c953c7ee
267,IL000267,225,25,6,InventoryLot starter record 267,2020-09-24,2020-09-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3df1ce96be5a5fe09fde33c5bc3f52833df1ce96be5a5fe09fde33c5bc3f5283
268,IL000268,88,43,8,InventoryLot starter record 268,2020-09-25,2020-09-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da980bb13d2756718d54922abb170103da980bb13d2756718d54922abb170103
269,IL000269,374,171,8,InventoryLot starter record 269,2020-09-26,2020-09-26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a1f3cf16d7f548d8007da815fd271e43a1f3cf16d7f548d8007da815fd271e4
270,IL000270,259,136,10,InventoryLot starter record 270,2020-09-27,2020-09-27,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f26ff7f325d5488adb7888bca371efc0f26ff7f325d5488adb7888bca371efc
271,IL000271,483,88,7,InventoryLot starter record 271,2020-09-28,2020-09-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72beff20f0eb563a9a1c00d3fdc945f972beff20f0eb563a9a1c00d3fdc945f9
272,IL000272,493,123,8,InventoryLot starter record 272,2020-09-29,2020-09-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2853d7a20d39573982a2e8bd841377f02853d7a20d39573982a2e8bd841377f0
273,IL000273,230,268,8,InventoryLot starter record 273,2020-09-30,2020-09-30,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eab502c1c40655a3ac8e7a6a8d08c97aeab502c1c40655a3ac8e7a6a8d08c97a
274,IL000274,274,331,3,InventoryLot starter record 274,2020-10-01,2020-10-01,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cac0199af00250b894bb5a5961e4a19acac0199af00250b894bb5a5961e4a19a
275,IL000275,289,91,5,InventoryLot starter record 275,2020-10-02,2020-10-02,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04a9535424315f369500e4196bd6fbe404a9535424315f369500e4196bd6fbe4
276,IL000276,245,287,2,InventoryLot starter record 276,2020-10-03,2020-10-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45152bcc9459553cb043c23d77542dbc45152bcc9459553cb043c23d77542dbc
277,IL000277,301,140,6,InventoryLot starter record 277,2020-10-04,2020-10-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85674c451f9552eba641e9709f257e7885674c451f9552eba641e9709f257e78
278,IL000278,414,189,1,InventoryLot starter record 278,2020-10-05,2020-10-05,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8bb8c123f0c55868bdae823a1b5d8e6d8bb8c123f0c55868bdae823a1b5d8e6
279,IL000279,421,95,10,InventoryLot starter record 279,2020-10-06,2020-10-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6af69668272856c4a07e46f10633b6016af69668272856c4a07e46f10633b601
280,IL000280,117,193,3,InventoryLot starter record 280,2020-10-07,2020-10-07,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37093731bcd25ba7a8933355fb6aad1f37093731bcd25ba7a8933355fb6aad1f
281,IL000281,112,62,3,InventoryLot starter record 281,2020-10-08,2020-10-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6fb9a7b289aa5c60bbac36b21af8b5226fb9a7b289aa5c60bbac36b21af8b522
282,IL000282,343,59,3,InventoryLot starter record 282,2020-10-09,2020-10-09,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5628d34622e450f7a5c62449fc6b53565628d34622e450f7a5c62449fc6b5356
283,IL000283,365,55,3,InventoryLot starter record 283,2020-10-10,2020-10-10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f0de4cc37435ec3956f640f2caf13e66f0de4cc37435ec3956f640f2caf13e6
284,IL000284,260,204,7,InventoryLot starter record 284,2020-10-11,2020-10-11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3fab9c894f7858a6b6c0892b580cec713fab9c894f7858a6b6c0892b580cec71
285,IL000285,347,295,9,InventoryLot starter record 285,2020-10-12,2020-10-12,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e0e18c6c1e5580185a2afdea1892c4c0e0e18c6c1e5580185a2afdea1892c4c
286,IL000286,414,319,5,InventoryLot starter record 286,2020-10-13,2020-10-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,229216db95545a4a893994b0b8efbe78229216db95545a4a893994b0b8efbe78
287,IL000287,139,247,5,InventoryLot starter record 287,2020-10-14,2020-10-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6c2339a3b075be2946f9b7c8568742cf6c2339a3b075be2946f9b7c8568742c
288,IL000288,399,231,2,InventoryLot starter record 288,2020-10-15,2020-10-15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5077c98f2805cb9b1fd41c586ffa3f9e5077c98f2805cb9b1fd41c586ffa3f9
289,IL000289,174,34,9,InventoryLot starter record 289,2020-10-16,2020-10-16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4cbf3e224d85121a0a800578311ee17f4cbf3e224d85121a0a800578311ee17
290,IL000290,469,321,6,InventoryLot starter record 290,2020-10-17,2020-10-17,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f83f601f5b0855aabaa7ac1ff4f1b110f83f601f5b0855aabaa7ac1ff4f1b110
291,IL000291,117,195,4,InventoryLot starter record 291,2020-10-18,2020-10-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51ad25d028095ceeb088f41df44c782751ad25d028095ceeb088f41df44c7827
292,IL000292,88,104,5,InventoryLot starter record 292,2020-10-19,2020-10-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c2edf8b10205114882bc887e8420fb80c2edf8b10205114882bc887e8420fb8
293,IL000293,24,103,4,InventoryLot starter record 293,2020-10-20,2020-10-20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c64c9313c755c4cbfed0ff3adad43c26c64c9313c755c4cbfed0ff3adad43c2
294,IL000294,229,111,3,InventoryLot starter record 294,2020-10-21,2020-10-21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec78267c27cb5d949683da35b5548722ec78267c27cb5d949683da35b5548722
295,IL000295,183,17,6,InventoryLot starter record 295,2020-10-22,2020-10-22,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91dd806fac45563ab0305026b4cff68091dd806fac45563ab0305026b4cff680
296,IL000296,328,65,10,InventoryLot starter record 296,2020-10-23,2020-10-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,786ba6159b55516b86b1baa6e96d522d786ba6159b55516b86b1baa6e96d522d
297,IL000297,237,89,7,InventoryLot starter record 297,2020-10-24,2020-10-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,917718a6127750dfaed17e19484a18f7917718a6127750dfaed17e19484a18f7
298,IL000298,280,75,1,InventoryLot starter record 298,2020-10-25,2020-10-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,552b2f3557195bbd8f84e33f939a54d9552b2f3557195bbd8f84e33f939a54d9
299,IL000299,109,47,6,InventoryLot starter record 299,2020-10-26,2020-10-26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39afdeece9f95c7090c52ee7e4d3146239afdeece9f95c7090c52ee7e4d31462
300,IL000300,277,316,10,InventoryLot starter record 300,2020-10-27,2020-10-27,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c270e540ab5517184818e9537fce8b83c270e540ab5517184818e9537fce8b8
301,IL000301,430,254,6,InventoryLot starter record 301,2020-10-28,2020-10-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9adcb2906235855a9562187b0d3c39ac9adcb2906235855a9562187b0d3c39a
302,IL000302,161,213,8,InventoryLot starter record 302,2020-10-29,2020-10-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34f1848f49e85e98be1960ac1a2b6e1834f1848f49e85e98be1960ac1a2b6e18
303,IL000303,267,220,6,InventoryLot starter record 303,2020-10-30,2020-10-30,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,141dd6e22869590ca24aeab99cad7549141dd6e22869590ca24aeab99cad7549
304,IL000304,82,243,10,InventoryLot starter record 304,2020-10-31,2020-10-31,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,153ea3d61a8e53a4bcbd7791b554d966153ea3d61a8e53a4bcbd7791b554d966
305,IL000305,284,20,2,InventoryLot starter record 305,2020-11-01,2020-11-01,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d113f8d1042359959c6938271d272a95d113f8d1042359959c6938271d272a95
306,IL000306,260,62,3,InventoryLot starter record 306,2020-11-02,2020-11-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,042dc98085bd5d3a8752d9870ac814e3042dc98085bd5d3a8752d9870ac814e3
307,IL000307,2,201,4,InventoryLot starter record 307,2020-11-03,2020-11-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,352def0cc9f356098dc72a684466f0e7352def0cc9f356098dc72a684466f0e7
