QualityGaugeKey,GaugeNumber,AssetKey,QualityLabCellKey,QualityCalibrationStatusKey,UnitOfMeasureKey,QualityGaugeName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
207,QG000207,350,467,6,2,Willow QualityGauge 207,QG000207,1,293.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d6bbdf23d8551248e87f6593fef804f3d6bbdf23d8551248e87f6593fef804f
208,QG000208,275,174,10,4,Quartz QualityGauge 208,QG000208,1,294.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59f4a14e18c3529a9eeef5b1a33b643e59f4a14e18c3529a9eeef5b1a33b643e
209,QG000209,111,395,6,2,Keystone QualityGauge 209,QG000209,1,296.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a5e4890b77e58489086a7a2e8132bce7a5e4890b77e58489086a7a2e8132bce
210,QG000210,305,41,4,4,Harbor QualityGauge 210,QG000210,0,297.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ccef026122a5cb9868b4483fe4020c90ccef026122a5cb9868b4483fe4020c9
211,QG000211,14,402,6,7,Ion QualityGauge 211,QG000211,1,299.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1cca5750f19d50448990af4a3576c3601cca5750f19d50448990af4a3576c360
212,QG000212,269,465,7,1,Unity QualityGauge 212,QG000212,1,300.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0e2e4ffbf5554759fb5ece046a309b2e0e2e4ffbf5554759fb5ece046a309b2
213,QG000213,449,394,8,1,Zenith QualityGauge 213,QG000213,1,301.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d1b0d81b005571f8923fce283a741451d1b0d81b005571f8923fce283a74145
214,QG000214,471,373,9,6,Beacon QualityGauge 214,QG000214,1,303.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c44b40a53275db0821ffdc860565e364c44b40a53275db0821ffdc860565e36
215,QG000215,322,66,7,4,Summit QualityGauge 215,QG000215,0,304.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95c7e939ed5c594ab5267296a40f640b95c7e939ed5c594ab5267296a40f640b
216,QG000216,39,56,2,5,Summit QualityGauge 216,QG000216,1,305.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4a987793a845e10bd4ad64383ef1d83b4a987793a845e10bd4ad64383ef1d83
217,QG000217,112,197,10,7,Keystone QualityGauge 217,QG000217,1,307.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f3a73c7a54a5179b7fb1ca8e705125c2f3a73c7a54a5179b7fb1ca8e705125c
218,QG000218,266,246,6,2,Evergreen QualityGauge 218,QG000218,1,308.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0516fe192bd55afca2d13b5453ecd36e0516fe192bd55afca2d13b5453ecd36e
219,QG000219,152,351,4,7,Orion QualityGauge 219,QG000219,1,310.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a5b50f1130851c9810e80a6c45564851a5b50f1130851c9810e80a6c4556485
220,QG000220,240,13,3,1,Beacon QualityGauge 220,QG000220,0,311.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a1fb6aa6f085da3aaadaf8bb6bf39c42a1fb6aa6f085da3aaadaf8bb6bf39c4
221,QG000221,-1,223,4,1,Vertex QualityGauge 221,QG000221,1,312.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3252495c7725532cb6e539f6444aca323252495c7725532cb6e539f6444aca32
222,QG000222,469,190,4,2,Titan QualityGauge 222,QG000222,1,314.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5aea4592983556b7b637e019dd6c058c5aea4592983556b7b637e019dd6c058c
223,QG000223,254,464,5,1,Vertex QualityGauge 223,QG000223,1,315.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff951ee196e25f14b0b54ec5bdf41f0bff951ee196e25f14b0b54ec5bdf41f0b
224,QG000224,417,198,6,5,Unity QualityGauge 224,QG000224,1,316.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb5fa860c19e5b9c9c1fc7b41dab81d5fb5fa860c19e5b9c9c1fc7b41dab81d5
225,QG000225,268,310,5,4,Quartz QualityGauge 225,QG000225,0,318.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71c91361f7685e6fb21728594a8b9ec871c91361f7685e6fb21728594a8b9ec8
226,QG000226,117,242,7,4,Cedar QualityGauge 226,QG000226,1,319.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48b18116e76d5dc296eeadb2f496da7648b18116e76d5dc296eeadb2f496da76
227,QG000227,489,17,4,5,Unity QualityGauge 227,QG000227,1,320.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7a2ebade51c581b8cabdf3339146d93c7a2ebade51c581b8cabdf3339146d93
228,QG000228,179,425,6,6,Forge QualityGauge 228,QG000228,1,322.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77a7cf4ff3b4530ea97954f3296e326d77a7cf4ff3b4530ea97954f3296e326d
229,QG000229,57,428,5,5,Willow QualityGauge 229,QG000229,1,323.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,afb1dec0b51459a3bc4ed4b7fd3194bdafb1dec0b51459a3bc4ed4b7fd3194bd
230,QG000230,160,180,8,1,Orion QualityGauge 230,QG000230,0,325.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7623b626ec485b36bf8a938a8b59c6e77623b626ec485b36bf8a938a8b59c6e7
231,QG000231,315,442,6,7,Delta QualityGauge 231,QG000231,1,326.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f9ef6ff91225eea8f64a9a7c0eb1f1c0f9ef6ff91225eea8f64a9a7c0eb1f1c
232,QG000232,34,285,3,3,Unity QualityGauge 232,QG000232,1,327.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4859723ed81a51b69ef096ae609f50a24859723ed81a51b69ef096ae609f50a2
233,QG000233,81,9,3,6,Harbor QualityGauge 233,QG000233,1,329.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae5964ea81fe5ee5a7fa4fb1b1d28122ae5964ea81fe5ee5a7fa4fb1b1d28122
234,QG000234,268,374,7,6,Summit QualityGauge 234,QG000234,1,330.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9205dea7b7df57c9804e9d74a92d40c29205dea7b7df57c9804e9d74a92d40c2
235,QG000235,279,173,1,2,Delta QualityGauge 235,QG000235,0,331.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d17cdfac3a215a3bb05d84c689cd4f94d17cdfac3a215a3bb05d84c689cd4f94
236,QG000236,304,80,7,2,Atlas QualityGauge 236,QG000236,1,333.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0a4399e562f578083073eed748ad2e5c0a4399e562f578083073eed748ad2e5
237,QG000237,349,461,12,2,Quartz QualityGauge 237,QG000237,1,334.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8b43f5282545741ad66bf2bbbfed81ee8b43f5282545741ad66bf2bbbfed81e
238,QG000238,-1,281,3,4,Zenith QualityGauge 238,QG000238,1,336.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89b537022c75563a9915a206baf8f11289b537022c75563a9915a206baf8f112
239,QG000239,146,231,3,6,Northstar QualityGauge 239,QG000239,1,337.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9288a40303485f198cd27660f83f968b9288a40303485f198cd27660f83f968b
240,QG000240,14,369,10,7,Liberty QualityGauge 240,QG000240,0,338.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14e499e4606751b4b33da9187576b85414e499e4606751b4b33da9187576b854
241,QG000241,306,391,1,7,Riverton QualityGauge 241,QG000241,1,340.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff41afd796f552c0bc12b5c9a4f45669ff41afd796f552c0bc12b5c9a4f45669
242,QG000242,392,245,5,1,Riverton QualityGauge 242,QG000242,1,341.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c219bcb24285f5fa1eb1be2e43237db4c219bcb24285f5fa1eb1be2e43237db
243,QG000243,441,387,10,5,Granite QualityGauge 243,QG000243,1,342.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9088bee5e9350b986439a24911d80e0d9088bee5e9350b986439a24911d80e0
244,QG000244,356,319,5,6,Keystone QualityGauge 244,QG000244,1,344.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7cdd504042b56768b506f9db24d115fc7cdd504042b56768b506f9db24d115f
245,QG000245,8,197,12,3,Orion QualityGauge 245,QG000245,0,345.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a815d86f27ff58beb1fafb0515970375a815d86f27ff58beb1fafb0515970375
246,QG000246,196,52,9,6,Ion QualityGauge 246,QG000246,1,347.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,29ab2fff2800550ba9a0624bfac11c0929ab2fff2800550ba9a0624bfac11c09
247,QG000247,468,307,9,3,Meridian QualityGauge 247,QG000247,1,348.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eef11af372db526ab5a2abb2aa67db8feef11af372db526ab5a2abb2aa67db8f
248,QG000248,232,54,3,5,Beacon QualityGauge 248,QG000248,1,349.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70e6547ba4085fd79a9fff65af397cdc70e6547ba4085fd79a9fff65af397cdc
249,QG000249,497,111,10,4,Atlas QualityGauge 249,QG000249,1,351.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db9fa142f5e3581f8fe1224e61693899db9fa142f5e3581f8fe1224e61693899
250,QG000250,113,223,7,4,Quartz QualityGauge 250,QG000250,0,352.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f02693a259cc545fbb993bcd0e7637aef02693a259cc545fbb993bcd0e7637ae
251,QG000251,328,415,7,6,Forge QualityGauge 251,QG000251,1,353.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2315e2f2ec60502e8114a0cf58448cef2315e2f2ec60502e8114a0cf58448cef
252,QG000252,339,323,11,5,Atlas QualityGauge 252,QG000252,1,355.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a865c29eeb995bd3982f62780d9f9b49a865c29eeb995bd3982f62780d9f9b49
253,QG000253,425,221,6,7,Junction QualityGauge 253,QG000253,1,356.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e818195dcaf4562fabb73e1f871cc2d0e818195dcaf4562fabb73e1f871cc2d0
254,QG000254,38,171,9,2,Harbor QualityGauge 254,QG000254,1,357.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,165b82569a0b5017a7185f930a5e8abb165b82569a0b5017a7185f930a5e8abb
255,QG000255,-1,57,2,7,Orion QualityGauge 255,QG000255,0,359.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9cd9308963265eeba12d7c18a71b65da9cd9308963265eeba12d7c18a71b65da
256,QG000256,359,470,12,5,Titan QualityGauge 256,QG000256,1,360.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,713054504ef1534c872c4bfaee0a41ac713054504ef1534c872c4bfaee0a41ac
257,QG000257,305,337,10,4,Forge QualityGauge 257,QG000257,1,362.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,833345162699545eab4676b2e1b6c1b8833345162699545eab4676b2e1b6c1b8
258,QG000258,275,384,7,3,Cedar QualityGauge 258,QG000258,1,363.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e57ff7a2ae3d59a681e00a8948bad0fbe57ff7a2ae3d59a681e00a8948bad0fb
259,QG000259,463,29,11,1,Liberty QualityGauge 259,QG000259,1,364.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f21558a27cf95b498c48803b3c42a748f21558a27cf95b498c48803b3c42a748
260,QG000260,56,54,7,6,Willow QualityGauge 260,QG000260,0,366.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a3c364d8ce4509c99233ef4311abfca9a3c364d8ce4509c99233ef4311abfca
261,QG000261,381,125,6,2,Atlas QualityGauge 261,QG000261,1,367.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc55ffdfef315b4886dce4e8697ffacacc55ffdfef315b4886dce4e8697ffaca
262,QG000262,348,135,3,7,Northstar QualityGauge 262,QG000262,1,368.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24501816357f536db719a032c391461824501816357f536db719a032c3914618
263,QG000263,60,388,3,3,Cedar QualityGauge 263,QG000263,1,370.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e06118755ed059e9b6df027721a15ba5e06118755ed059e9b6df027721a15ba5
264,QG000264,330,273,8,1,Quartz QualityGauge 264,QG000264,1,371.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f76232db0415be6b0cc3743d16fa5506f76232db0415be6b0cc3743d16fa550
265,QG000265,453,369,5,2,Vertex QualityGauge 265,QG000265,0,373.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80e7da8873665c0390c2b32cf41be6ed80e7da8873665c0390c2b32cf41be6ed
266,QG000266,246,351,5,1,Willow QualityGauge 266,QG000266,1,374.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b07d67fbb4da5d46a0a3600ac1a95362b07d67fbb4da5d46a0a3600ac1a95362
267,QG000267,424,282,3,3,Summit QualityGauge 267,QG000267,1,375.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e95ca775ccc5aa4885b865c9d2579a38e95ca775ccc5aa4885b865c9d2579a3
268,QG000268,81,52,5,5,Atlas QualityGauge 268,QG000268,1,377.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b959cc58ab050f38120a4d97d402d343b959cc58ab050f38120a4d97d402d34
269,QG000269,140,336,7,2,Beacon QualityGauge 269,QG000269,1,378.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4a981af285959beb1edd3543b2a5121e4a981af285959beb1edd3543b2a5121
270,QG000270,437,194,12,2,Northstar QualityGauge 270,QG000270,0,379.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,620c82e427e9518aadd97577f62673c8620c82e427e9518aadd97577f62673c8
271,QG000271,479,361,11,1,Granite QualityGauge 271,QG000271,1,381.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c43fa0755ca65d92be17497a4248eae3c43fa0755ca65d92be17497a4248eae3
272,QG000272,-1,17,4,2,Atlas QualityGauge 272,QG000272,1,382.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ca02cb1708b5b2f8092ccca9b76ae3a6ca02cb1708b5b2f8092ccca9b76ae3a
273,QG000273,244,490,9,1,Cedar QualityGauge 273,QG000273,1,384.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd33861f206751b0a691a045b3d5da2cbd33861f206751b0a691a045b3d5da2c
274,QG000274,65,198,7,1,Vertex QualityGauge 274,QG000274,1,385.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06456d8c68375914b9a53f0e780af60406456d8c68375914b9a53f0e780af604
275,QG000275,48,302,12,7,Quartz QualityGauge 275,QG000275,0,386.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0756f1255ba5f11a53b14bf6435efacb0756f1255ba5f11a53b14bf6435efac
276,QG000276,227,219,11,6,Orion QualityGauge 276,QG000276,1,388.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c38e04a68e45740bc7180908385cb2b5c38e04a68e45740bc7180908385cb2b
277,QG000277,441,146,3,5,Willow QualityGauge 277,QG000277,1,389.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a007b2808305f31acd6eed7ab6c27927a007b2808305f31acd6eed7ab6c2792
278,QG000278,321,140,3,2,Unity QualityGauge 278,QG000278,1,390.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,069204f4afc8575ab68023958f3e4523069204f4afc8575ab68023958f3e4523
279,QG000279,431,56,1,6,Ion QualityGauge 279,QG000279,1,392.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b026eda906b65d0cb71de073ff9658ffb026eda906b65d0cb71de073ff9658ff
280,QG000280,26,445,6,6,Delta QualityGauge 280,QG000280,0,393.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97570a3aba605b42b9d902637fbcd9b397570a3aba605b42b9d902637fbcd9b3
281,QG000281,389,77,11,5,Unity QualityGauge 281,QG000281,1,394.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cdba0ba8971c5445a022c9f77d23b0b7cdba0ba8971c5445a022c9f77d23b0b7
282,QG000282,1,40,11,2,Atlas QualityGauge 282,QG000282,1,396.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d9fa29289215fe99ac2643f9219cb186d9fa29289215fe99ac2643f9219cb18
283,QG000283,339,228,9,4,Beacon QualityGauge 283,QG000283,1,397.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c710b8740445ce3868c88616d23996f2c710b8740445ce3868c88616d23996f
284,QG000284,158,58,9,7,Delta QualityGauge 284,QG000284,1,399.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43087c7fc6015722a8b52b9ce68283e143087c7fc6015722a8b52b9ce68283e1
285,QG000285,365,10,7,3,Riverton QualityGauge 285,QG000285,0,400.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86659dd5db8558bd9350c6dd5905b2c586659dd5db8558bd9350c6dd5905b2c5
286,QG000286,236,38,5,1,Liberty QualityGauge 286,QG000286,1,401.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd75ba75342556318ec79bf004fb443ddd75ba75342556318ec79bf004fb443d
287,QG000287,322,232,2,1,Granite QualityGauge 287,QG000287,1,403.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c785b028cc8549695153e41521670ff7c785b028cc8549695153e41521670ff
288,QG000288,206,15,12,7,Granite QualityGauge 288,QG000288,1,404.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43f08fc1f0c45b38a32e5d77d8f6ecfa43f08fc1f0c45b38a32e5d77d8f6ecfa
289,QG000289,-1,28,10,1,Keystone QualityGauge 289,QG000289,1,405.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,229a94071f5152f3b7f27187702f65c7229a94071f5152f3b7f27187702f65c7
290,QG000290,370,109,11,6,Evergreen QualityGauge 290,QG000290,0,407.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b41b5fcb6a558dda1156392a126615d0b41b5fcb6a558dda1156392a126615d
291,QG000291,350,190,9,3,Meridian QualityGauge 291,QG000291,1,408.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ae6fd24389a5da9ac15ef0b6eee30321ae6fd24389a5da9ac15ef0b6eee3032
292,QG000292,28,238,1,2,Orion QualityGauge 292,QG000292,1,410.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ccd7b0473c66558c97d6159a9d50c64dccd7b0473c66558c97d6159a9d50c64d
293,QG000293,96,50,11,7,Summit QualityGauge 293,QG000293,1,411.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b74c9ee4d8605e11ae21ed7708d7d39ab74c9ee4d8605e11ae21ed7708d7d39a
294,QG000294,72,143,6,3,Meridian QualityGauge 294,QG000294,1,412.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,011b495db0ce56be832b6b3671b784fb011b495db0ce56be832b6b3671b784fb
295,QG000295,367,18,4,5,Willow QualityGauge 295,QG000295,0,414.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52376028efca507fb725abb170971b5b52376028efca507fb725abb170971b5b
296,QG000296,163,159,2,6,Orion QualityGauge 296,QG000296,1,415.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7b96a086ecc5f379a9b2f1ab0ded7f3e7b96a086ecc5f379a9b2f1ab0ded7f3
297,QG000297,276,80,7,7,Keystone QualityGauge 297,QG000297,1,416.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6152e7aed5345c01939d6e56eee1cd3a6152e7aed5345c01939d6e56eee1cd3a
298,QG000298,211,306,2,2,Harbor QualityGauge 298,QG000298,1,418.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,012ec17f91a85ba9b56ba26ee85b62a0012ec17f91a85ba9b56ba26ee85b62a0
299,QG000299,313,391,6,3,Summit QualityGauge 299,QG000299,1,419.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e3ccf6330b15381a6695c970a4ee7548e3ccf6330b15381a6695c970a4ee754
300,QG000300,398,322,9,5,Junction QualityGauge 300,QG000300,0,421.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5530c6eee3d15149b4a9f1c9a2ffc3bb5530c6eee3d15149b4a9f1c9a2ffc3bb
301,QG000301,139,13,11,6,Beacon QualityGauge 301,QG000301,1,422.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a455f020c8e5fd2b9eefde47bf857317a455f020c8e5fd2b9eefde47bf85731
302,QG000302,43,456,2,1,Pioneer QualityGauge 302,QG000302,1,423.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac50ce45fd8a527d9e8440c3c3d1bb85ac50ce45fd8a527d9e8440c3c3d1bb85
303,QG000303,150,366,5,3,Pioneer QualityGauge 303,QG000303,1,425.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a46a830221b55c148ff7f887987fcc6da46a830221b55c148ff7f887987fcc6d
304,QG000304,252,101,2,7,Evergreen QualityGauge 304,QG000304,1,426.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa5398a763c056ed95ae1adfa7c51665aa5398a763c056ed95ae1adfa7c51665
305,QG000305,402,150,6,5,Titan QualityGauge 305,QG000305,0,427.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9007c4afedc85d51822f59dae65a73879007c4afedc85d51822f59dae65a7387
306,QG000306,-1,25,8,7,Liberty QualityGauge 306,QG000306,1,429.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a036b5f7047753f1a0bcd2028d94a943a036b5f7047753f1a0bcd2028d94a943
307,QG000307,127,293,7,2,Keystone QualityGauge 307,QG000307,1,430.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9825b325b00855a1b1d545907a81fcf99825b325b00855a1b1d545907a81fcf9
308,QG000308,331,193,12,2,Meridian QualityGauge 308,QG000308,1,431.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf5b012c8a8359c786cb7596b26f883dcf5b012c8a8359c786cb7596b26f883d
309,QG000309,38,395,6,5,Orion QualityGauge 309,QG000309,1,433.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a76a6a58ddab5be4815393380a6ff080a76a6a58ddab5be4815393380a6ff080
