ProductionOperationKey,ProductionOperationNumber,ProductionWorkOrderKey,WorkCenterKey,ProductionProcessStepKey,ProductionOrderStatusKey,ProductionOperationName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
205,PO000205,85,400,240,3,Unity ProductionOperation 205,PO000205,0,290.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9fe84f0721a75374a1105f0051aed36a9fe84f0721a75374a1105f0051aed36a
206,PO000206,38,6,468,10,Evergreen ProductionOperation 206,PO000206,1,292.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df49813fe29e5469a3d0a02d7b317b65df49813fe29e5469a3d0a02d7b317b65
207,PO000207,24,328,173,2,Keystone ProductionOperation 207,PO000207,1,293.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e220a679db053198e50b7d579374a5e5e220a679db053198e50b7d579374a5e
208,PO000208,91,253,273,7,Harbor ProductionOperation 208,PO000208,1,294.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8cabe5db983356a8becc0c4f39ca0cb98cabe5db983356a8becc0c4f39ca0cb9
209,PO000209,270,297,407,10,Summit ProductionOperation 209,PO000209,1,296.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92dcdc106a9a59fc87e40e36ccaa83ed92dcdc106a9a59fc87e40e36ccaa83ed
210,PO000210,423,99,177,11,Junction ProductionOperation 210,PO000210,0,297.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ba1b2fdf54857859b2143e70aadc3468ba1b2fdf54857859b2143e70aadc346
211,PO000211,134,213,253,12,Beacon ProductionOperation 211,PO000211,1,299.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1f3a5854e115817a60e35c95d2d976ff1f3a5854e115817a60e35c95d2d976f
212,PO000212,278,59,392,12,Harbor ProductionOperation 212,PO000212,1,300.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,812511d815ef5ad780bf74facdf0401a812511d815ef5ad780bf74facdf0401a
213,PO000213,420,345,278,7,Junction ProductionOperation 213,PO000213,1,301.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd715ecfcad950a7874eeeea81868aaefd715ecfcad950a7874eeeea81868aae
214,PO000214,183,352,49,9,Liberty ProductionOperation 214,PO000214,1,303.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9488eff9d725ddea6d7c5c7298aebdff9488eff9d725ddea6d7c5c7298aebdf
215,PO000215,309,163,405,6,Cedar ProductionOperation 215,PO000215,0,304.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28531bc8fcff5626a2e5b5ec51ebb9c628531bc8fcff5626a2e5b5ec51ebb9c6
216,PO000216,410,312,223,7,Summit ProductionOperation 216,PO000216,1,305.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82afb6509f9b55db9422adabc9021bbb82afb6509f9b55db9422adabc9021bbb
217,PO000217,36,127,392,5,Delta ProductionOperation 217,PO000217,1,307.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53e1554aaf605eb99b9120ec2aaedd9a53e1554aaf605eb99b9120ec2aaedd9a
218,PO000218,279,139,468,2,Willow ProductionOperation 218,PO000218,1,308.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ebec99a207e510695b9956d761039471ebec99a207e510695b9956d76103947
219,PO000219,472,55,276,1,Ion ProductionOperation 219,PO000219,1,310.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a95ce2075b32500699c7cfaab2aacd29a95ce2075b32500699c7cfaab2aacd29
220,PO000220,416,297,430,8,Titan ProductionOperation 220,PO000220,0,311.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a33ae97d3e685fe583eb32171c2914c9a33ae97d3e685fe583eb32171c2914c9
221,PO000221,358,362,269,8,Ion ProductionOperation 221,PO000221,1,312.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,019f24537a215b8183e54b32eead4057019f24537a215b8183e54b32eead4057
222,PO000222,39,52,453,4,Keystone ProductionOperation 222,PO000222,1,314.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ee51257ed0a50edaba788b2424d43957ee51257ed0a50edaba788b2424d4395
223,PO000223,421,119,66,9,Northstar ProductionOperation 223,PO000223,1,315.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5f3e6f2a29d5eb6958dda9e8e766291e5f3e6f2a29d5eb6958dda9e8e766291
224,PO000224,472,88,345,12,Atlas ProductionOperation 224,PO000224,1,316.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad3ff5242c545e6a99b45fa9d5676589ad3ff5242c545e6a99b45fa9d5676589
225,PO000225,318,424,196,12,Forge ProductionOperation 225,PO000225,0,318.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc7060343ad35b73ae3fcc51ed092267bc7060343ad35b73ae3fcc51ed092267
226,PO000226,327,11,475,11,Evergreen ProductionOperation 226,PO000226,1,319.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2c8663249e052fda369f1b01771b79ba2c8663249e052fda369f1b01771b79b
227,PO000227,312,377,112,11,Willow ProductionOperation 227,PO000227,1,320.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab1a8eea00f35e42b8d4ae73a5144c5bab1a8eea00f35e42b8d4ae73a5144c5b
228,PO000228,337,149,293,8,Titan ProductionOperation 228,PO000228,1,322.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5c857d1645754309ebb9fde9683e4b4d5c857d1645754309ebb9fde9683e4b4
229,PO000229,462,169,200,1,Quartz ProductionOperation 229,PO000229,1,323.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b1a896b1ab65f69a52179dc913f6cca6b1a896b1ab65f69a52179dc913f6cca
230,PO000230,486,337,340,11,Titan ProductionOperation 230,PO000230,0,325.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7356366f64c553fc80e4d62c1be2e0907356366f64c553fc80e4d62c1be2e090
231,PO000231,311,491,476,1,Riverton ProductionOperation 231,PO000231,1,326.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75994741f8bd5b9da2a537faf801177f75994741f8bd5b9da2a537faf801177f
232,PO000232,487,318,466,9,Unity ProductionOperation 232,PO000232,1,327.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c01b63f306ea53648a213e69f1c8258bc01b63f306ea53648a213e69f1c8258b
233,PO000233,80,277,24,3,Vertex ProductionOperation 233,PO000233,1,329.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,16e63b9cbc455e6680dbb1e860f44bbd16e63b9cbc455e6680dbb1e860f44bbd
234,PO000234,447,190,51,2,Keystone ProductionOperation 234,PO000234,1,330.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3b71fc663485cefb827378e17eec069a3b71fc663485cefb827378e17eec069
235,PO000235,299,267,399,11,Harbor ProductionOperation 235,PO000235,0,331.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e673a9558b2b5736aea620b686ed75dbe673a9558b2b5736aea620b686ed75db
236,PO000236,134,485,78,5,Summit ProductionOperation 236,PO000236,1,333.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,818c299e323a52adb1968431b130a631818c299e323a52adb1968431b130a631
237,PO000237,147,151,202,12,Vertex ProductionOperation 237,PO000237,1,334.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f0c76a654a15c8488eed00f455ada469f0c76a654a15c8488eed00f455ada46
238,PO000238,149,320,286,5,Ion ProductionOperation 238,PO000238,1,336.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59bac1fceb63506c8047f9f17ea5632859bac1fceb63506c8047f9f17ea56328
239,PO000239,369,245,176,11,Pioneer ProductionOperation 239,PO000239,1,337.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,311b76b2869e5aeeb40f350b4bfa1e52311b76b2869e5aeeb40f350b4bfa1e52
240,PO000240,104,417,188,4,Junction ProductionOperation 240,PO000240,0,338.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8553c2be54d6577b88029552c36e7fbc8553c2be54d6577b88029552c36e7fbc
241,PO000241,217,34,222,4,Delta ProductionOperation 241,PO000241,1,340.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4d5b9b6a1ac5c4db7b4a03d8ce07952b4d5b9b6a1ac5c4db7b4a03d8ce07952
242,PO000242,437,297,43,4,Summit ProductionOperation 242,PO000242,1,341.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26029d29e12f51a1b5bb3f933a8c788326029d29e12f51a1b5bb3f933a8c7883
243,PO000243,158,385,21,5,Cedar ProductionOperation 243,PO000243,1,342.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26dd62295a895b8ab74585bcb4e096e526dd62295a895b8ab74585bcb4e096e5
244,PO000244,43,381,184,1,Orion ProductionOperation 244,PO000244,1,344.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfb1ff43b18a553b840a3546d3f86976dfb1ff43b18a553b840a3546d3f86976
245,PO000245,104,52,161,7,Riverton ProductionOperation 245,PO000245,0,345.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b8de96fe7375d8da227079f553005130b8de96fe7375d8da227079f55300513
246,PO000246,346,235,423,2,Evergreen ProductionOperation 246,PO000246,1,347.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfc35ffd748f58b1bb629b3229b9e672dfc35ffd748f58b1bb629b3229b9e672
247,PO000247,65,415,248,8,Orion ProductionOperation 247,PO000247,1,348.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65ace84e48e95e3dae4da4278f076a5565ace84e48e95e3dae4da4278f076a55
248,PO000248,53,63,430,2,Summit ProductionOperation 248,PO000248,1,349.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ba0ae006d0853aeb91874f97b093f7c4ba0ae006d0853aeb91874f97b093f7c
249,PO000249,478,238,264,1,Harbor ProductionOperation 249,PO000249,1,351.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,990216ed53915e258804ff0c98891c45990216ed53915e258804ff0c98891c45
250,PO000250,324,487,423,4,Granite ProductionOperation 250,PO000250,0,352.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e3ce74592345341a4e61542c15b41948e3ce74592345341a4e61542c15b4194
251,PO000251,84,329,28,9,Titan ProductionOperation 251,PO000251,1,353.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30d96a915a0057cd937f6d891d280b6e30d96a915a0057cd937f6d891d280b6e
252,PO000252,120,163,244,2,Forge ProductionOperation 252,PO000252,1,355.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71bd011ca0c353e1bef06dbd1f6628dc71bd011ca0c353e1bef06dbd1f6628dc
253,PO000253,240,77,408,2,Delta ProductionOperation 253,PO000253,1,356.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8a14aa0ae8a55d38cc0890909128981c8a14aa0ae8a55d38cc0890909128981
254,PO000254,53,113,355,12,Titan ProductionOperation 254,PO000254,1,357.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,073d8f9096285d279cd20daffb51d9ef073d8f9096285d279cd20daffb51d9ef
255,PO000255,75,350,122,9,Evergreen ProductionOperation 255,PO000255,0,359.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7228f798b64658d8b3e07dc1ee0c6d797228f798b64658d8b3e07dc1ee0c6d79
256,PO000256,303,120,192,12,Summit ProductionOperation 256,PO000256,1,360.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0bc8eb65474c5759b60f995828f9a4dd0bc8eb65474c5759b60f995828f9a4dd
257,PO000257,22,269,3,8,Ion ProductionOperation 257,PO000257,1,362.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cbb7cdeff4ba5fec9bca30b87462a6fecbb7cdeff4ba5fec9bca30b87462a6fe
258,PO000258,493,471,130,11,Willow ProductionOperation 258,PO000258,1,363.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7e4d6f72b6b504bb6c3ef2fb40a938de7e4d6f72b6b504bb6c3ef2fb40a938d
259,PO000259,224,204,252,6,Junction ProductionOperation 259,PO000259,1,364.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,867f173d24cf563f81d646bb85940117867f173d24cf563f81d646bb85940117
260,PO000260,98,24,249,3,Keystone ProductionOperation 260,PO000260,0,366.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a6447ca5f7353639fe5d2d359760f3c4a6447ca5f7353639fe5d2d359760f3c
261,PO000261,144,237,435,11,Titan ProductionOperation 261,PO000261,1,367.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c2b9c4c151259fd9d8e96122b53d9ef7c2b9c4c151259fd9d8e96122b53d9ef
262,PO000262,464,478,239,4,Meridian ProductionOperation 262,PO000262,1,368.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05e83e8b644452888fa7147408f8b25905e83e8b644452888fa7147408f8b259
263,PO000263,286,198,91,6,Delta ProductionOperation 263,PO000263,1,370.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb0c2097f5845eb9bc2693a6fb92784aeb0c2097f5845eb9bc2693a6fb92784a
264,PO000264,328,30,160,5,Ion ProductionOperation 264,PO000264,1,371.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b8c7be409db5e959fbbd7adf04bff957b8c7be409db5e959fbbd7adf04bff95
265,PO000265,24,225,376,9,Unity ProductionOperation 265,PO000265,0,373.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87e6f31d2aae51b592e09ba5288aedaf87e6f31d2aae51b592e09ba5288aedaf
266,PO000266,179,282,13,7,Junction ProductionOperation 266,PO000266,1,374.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64197ac39c565ffb94eab8ae3cd44d5b64197ac39c565ffb94eab8ae3cd44d5b
267,PO000267,221,75,477,4,Forge ProductionOperation 267,PO000267,1,375.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c11ea0527c605288a1d8e8e5d33824dfc11ea0527c605288a1d8e8e5d33824df
268,PO000268,42,493,140,7,Northstar ProductionOperation 268,PO000268,1,377.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,16cb6dee97a95ad0af16d50108d736af16cb6dee97a95ad0af16d50108d736af
269,PO000269,460,37,374,3,Orion ProductionOperation 269,PO000269,1,378.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e6e5ee2b3ff53298ac304570f3ff32a2e6e5ee2b3ff53298ac304570f3ff32a
270,PO000270,197,244,425,3,Harbor ProductionOperation 270,PO000270,0,379.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b63810c3e63350dca05d88142b80fbaab63810c3e63350dca05d88142b80fbaa
271,PO000271,46,26,138,12,Junction ProductionOperation 271,PO000271,1,381.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2589ff3260835044902484194508b79c2589ff3260835044902484194508b79c
272,PO000272,493,222,428,7,Titan ProductionOperation 272,PO000272,1,382.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02a1c99550b05fae8d956259be5f387d02a1c99550b05fae8d956259be5f387d
273,PO000273,253,52,254,12,Quartz ProductionOperation 273,PO000273,1,384.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91e461939f6f56a28ac30af94b59c40d91e461939f6f56a28ac30af94b59c40d
274,PO000274,409,190,311,6,Meridian ProductionOperation 274,PO000274,1,385.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,643205aa014d542f97627d551a203ecf643205aa014d542f97627d551a203ecf
275,PO000275,76,313,70,7,Granite ProductionOperation 275,PO000275,0,386.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b81a7a65f2045bd189652c6debc99683b81a7a65f2045bd189652c6debc99683
276,PO000276,495,275,73,2,Vertex ProductionOperation 276,PO000276,1,388.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1e8f711e03d50d69a2505e1d78be073b1e8f711e03d50d69a2505e1d78be073
277,PO000277,353,301,217,3,Atlas ProductionOperation 277,PO000277,1,389.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7286e9a0e91353b2884db80c262601dc7286e9a0e91353b2884db80c262601dc
278,PO000278,175,208,238,5,Titan ProductionOperation 278,PO000278,1,390.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1229a2e451015b198beadf8daeb0a2451229a2e451015b198beadf8daeb0a245
279,PO000279,296,70,33,7,Liberty ProductionOperation 279,PO000279,1,392.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ec9756f04e357ff9bc4cdf557d73cab2ec9756f04e357ff9bc4cdf557d73cab
280,PO000280,459,111,303,7,Liberty ProductionOperation 280,PO000280,0,393.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57f05fc17ebd5e9484fda6f0cacb376d57f05fc17ebd5e9484fda6f0cacb376d
281,PO000281,216,378,140,9,Meridian ProductionOperation 281,PO000281,1,394.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,743d320afced568eabfc997122db9a5e743d320afced568eabfc997122db9a5e
282,PO000282,211,267,284,4,Riverton ProductionOperation 282,PO000282,1,396.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0734c22169585fca8b93e2dfc72c41b70734c22169585fca8b93e2dfc72c41b7
283,PO000283,298,276,70,1,Quartz ProductionOperation 283,PO000283,1,397.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6b7b4eeac2b59dc9691070d2f0b76e8d6b7b4eeac2b59dc9691070d2f0b76e8
284,PO000284,492,477,14,11,Meridian ProductionOperation 284,PO000284,1,399.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61c37bbf34c356a68045b680fd95354361c37bbf34c356a68045b680fd953543
285,PO000285,414,430,311,11,Junction ProductionOperation 285,PO000285,0,400.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b74f54c8446b560b9eaee748445e1004b74f54c8446b560b9eaee748445e1004
286,PO000286,251,398,357,6,Harbor ProductionOperation 286,PO000286,1,401.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,911fc9c7aaeb5e998ce21810ff1dd005911fc9c7aaeb5e998ce21810ff1dd005
287,PO000287,268,332,102,6,Liberty ProductionOperation 287,PO000287,1,403.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,552d8e21d73d542b9185facabd4d69b5552d8e21d73d542b9185facabd4d69b5
288,PO000288,328,165,262,1,Vertex ProductionOperation 288,PO000288,1,404.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be0563ae59c859ab8b294a6d9814c621be0563ae59c859ab8b294a6d9814c621
289,PO000289,193,349,354,10,Evergreen ProductionOperation 289,PO000289,1,405.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83f4c509b39e5b5189229e3b64aa88b583f4c509b39e5b5189229e3b64aa88b5
290,PO000290,297,245,235,8,Keystone ProductionOperation 290,PO000290,0,407.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a712b5b6b81c5fb3a6cea8a16ce5aca2a712b5b6b81c5fb3a6cea8a16ce5aca2
291,PO000291,20,422,458,2,Beacon ProductionOperation 291,PO000291,1,408.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3267c9d6360b585c86042acecde5e3f13267c9d6360b585c86042acecde5e3f1
292,PO000292,89,260,219,4,Keystone ProductionOperation 292,PO000292,1,410.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef05611effc758ab911ffd8a1f9d3cd4ef05611effc758ab911ffd8a1f9d3cd4
293,PO000293,53,42,434,4,Granite ProductionOperation 293,PO000293,1,411.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4704823887356f18265af731e0fc892f4704823887356f18265af731e0fc892
294,PO000294,437,249,132,10,Willow ProductionOperation 294,PO000294,1,412.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8be36344a1645061ac7a830b764f09838be36344a1645061ac7a830b764f0983
295,PO000295,311,294,93,8,Atlas ProductionOperation 295,PO000295,0,414.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fb4f7db1672541a9f7f89a6359aff670fb4f7db1672541a9f7f89a6359aff67
296,PO000296,471,161,7,9,Summit ProductionOperation 296,PO000296,1,415.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b6931b81c395609afe3c6cdeef613e88b6931b81c395609afe3c6cdeef613e8
297,PO000297,277,313,190,12,Meridian ProductionOperation 297,PO000297,1,416.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89821c2ed021556b90bdc8198fc0922a89821c2ed021556b90bdc8198fc0922a
298,PO000298,243,164,474,6,Willow ProductionOperation 298,PO000298,1,418.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06ac3b48f45053a3a8ce539f26db186706ac3b48f45053a3a8ce539f26db1867
299,PO000299,468,460,53,11,Zenith ProductionOperation 299,PO000299,1,419.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,264e01ba80ca5f41987929417da622ec264e01ba80ca5f41987929417da622ec
300,PO000300,301,383,17,9,Vertex ProductionOperation 300,PO000300,0,421.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1905316e9255ae5951a3c73304f65c0a1905316e9255ae5951a3c73304f65c0
301,PO000301,470,74,25,5,Liberty ProductionOperation 301,PO000301,1,422.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f87bf33acaa858299a345836d5309ae4f87bf33acaa858299a345836d5309ae4
302,PO000302,110,22,25,11,Beacon ProductionOperation 302,PO000302,1,423.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a06f4eb4d7059b2afd77ef1f566adaf2a06f4eb4d7059b2afd77ef1f566adaf
303,PO000303,402,259,430,1,Forge ProductionOperation 303,PO000303,1,425.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7da5ac602111524e91d17965fcb7d4e87da5ac602111524e91d17965fcb7d4e8
304,PO000304,164,2,384,8,Riverton ProductionOperation 304,PO000304,1,426.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12045895a420536aa50b479bbb2281b012045895a420536aa50b479bbb2281b0
305,PO000305,66,179,403,1,Liberty ProductionOperation 305,PO000305,0,427.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6518c4d85b5853c39f883fb457e3ff516518c4d85b5853c39f883fb457e3ff51
306,PO000306,140,150,5,5,Ion ProductionOperation 306,PO000306,1,429.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f502b67bd88544ba0b151a8605df1b62f502b67bd88544ba0b151a8605df1b6
307,PO000307,388,273,401,1,Liberty ProductionOperation 307,PO000307,1,430.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d295158cc915539fa346a0fe0fa0e568d295158cc915539fa346a0fe0fa0e568
