PurchaseSupplierScorecardKey,SupplierScorecardCode,SupplierKey,PurchaseCommodityKey,SupplierScorecardName,QualityWeight,DeliveryWeight,CostWeight,SourceSystemKey,BatchId,LoadedAtUtc
421,PSS000421,306,321,Forge PurchaseSupplierScorecard 421,422.000000,422.000000,586.770000,1,1,2026-08-24T00:00:00.000
422,PSS000422,83,62,Junction PurchaseSupplierScorecard 422,423.000000,423.000000,588.140000,1,1,2026-08-24T00:00:00.000
423,PSS000423,205,280,Forge PurchaseSupplierScorecard 423,424.000000,424.000000,589.510000,1,1,2026-08-24T00:00:00.000
424,PSS000424,36,9,Liberty PurchaseSupplierScorecard 424,425.000000,425.000000,590.880000,1,1,2026-08-24T00:00:00.000
425,PSS000425,129,478,Riverton PurchaseSupplierScorecard 425,426.000000,426.000000,592.250000,1,1,2026-08-24T00:00:00.000
426,PSS000426,383,257,Forge PurchaseSupplierScorecard 426,427.000000,427.000000,593.620000,1,1,2026-08-24T00:00:00.000
427,PSS000427,87,405,Evergreen PurchaseSupplierScorecard 427,428.000000,428.000000,594.990000,1,1,2026-08-24T00:00:00.000
428,PSS000428,212,223,Junction PurchaseSupplierScorecard 428,429.000000,429.000000,596.360000,1,1,2026-08-24T00:00:00.000
429,PSS000429,67,208,Delta PurchaseSupplierScorecard 429,430.000000,430.000000,597.730000,1,1,2026-08-24T00:00:00.000
430,PSS000430,338,65,Liberty PurchaseSupplierScorecard 430,431.000000,431.000000,599.100000,1,1,2026-08-24T00:00:00.000
431,PSS000431,191,490,Riverton PurchaseSupplierScorecard 431,432.000000,432.000000,600.470000,1,1,2026-08-24T00:00:00.000
432,PSS000432,119,153,Evergreen PurchaseSupplierScorecard 432,433.000000,433.000000,601.840000,1,1,2026-08-24T00:00:00.000
433,PSS000433,82,1,Granite PurchaseSupplierScorecard 433,434.000000,434.000000,603.210000,1,1,2026-08-24T00:00:00.000
434,PSS000434,440,4,Zenith PurchaseSupplierScorecard 434,435.000000,435.000000,604.580000,1,1,2026-08-24T00:00:00.000
435,PSS000435,207,319,Titan PurchaseSupplierScorecard 435,436.000000,436.000000,605.950000,1,1,2026-08-24T00:00:00.000
436,PSS000436,374,29,Evergreen PurchaseSupplierScorecard 436,437.000000,437.000000,607.320000,1,1,2026-08-24T00:00:00.000
437,PSS000437,443,308,Riverton PurchaseSupplierScorecard 437,438.000000,438.000000,608.690000,1,1,2026-08-24T00:00:00.000
438,PSS000438,290,76,Granite PurchaseSupplierScorecard 438,439.000000,439.000000,610.060000,1,1,2026-08-24T00:00:00.000
439,PSS000439,474,78,Cedar PurchaseSupplierScorecard 439,440.000000,440.000000,611.430000,1,1,2026-08-24T00:00:00.000
440,PSS000440,109,447,Summit PurchaseSupplierScorecard 440,441.000000,441.000000,612.800000,1,1,2026-08-24T00:00:00.000
441,PSS000441,126,475,Atlas PurchaseSupplierScorecard 441,442.000000,442.000000,614.170000,1,1,2026-08-24T00:00:00.000
442,PSS000442,287,336,Unity PurchaseSupplierScorecard 442,443.000000,443.000000,615.540000,1,1,2026-08-24T00:00:00.000
443,PSS000443,452,452,Orion PurchaseSupplierScorecard 443,444.000000,444.000000,616.910000,1,1,2026-08-24T00:00:00.000
444,PSS000444,447,47,Quartz PurchaseSupplierScorecard 444,445.000000,445.000000,618.280000,1,1,2026-08-24T00:00:00.000
445,PSS000445,265,201,Summit PurchaseSupplierScorecard 445,446.000000,446.000000,619.650000,1,1,2026-08-24T00:00:00.000
446,PSS000446,431,179,Harbor PurchaseSupplierScorecard 446,447.000000,447.000000,621.020000,1,1,2026-08-24T00:00:00.000
447,PSS000447,7,34,Riverton PurchaseSupplierScorecard 447,448.000000,448.000000,622.390000,1,1,2026-08-24T00:00:00.000
448,PSS000448,124,39,Zenith PurchaseSupplierScorecard 448,449.000000,449.000000,623.760000,1,1,2026-08-24T00:00:00.000
449,PSS000449,198,34,Ion PurchaseSupplierScorecard 449,450.000000,450.000000,625.130000,1,1,2026-08-24T00:00:00.000
450,PSS000450,11,196,Cedar PurchaseSupplierScorecard 450,451.000000,451.000000,626.500000,1,1,2026-08-24T00:00:00.000
451,PSS000451,470,154,Granite PurchaseSupplierScorecard 451,452.000000,452.000000,627.870000,1,1,2026-08-24T00:00:00.000
452,PSS000452,272,297,Granite PurchaseSupplierScorecard 452,453.000000,453.000000,629.240000,1,1,2026-08-24T00:00:00.000
453,PSS000453,475,13,Pioneer PurchaseSupplierScorecard 453,454.000000,454.000000,630.610000,1,1,2026-08-24T00:00:00.000
454,PSS000454,270,436,Liberty PurchaseSupplierScorecard 454,455.000000,455.000000,631.980000,1,1,2026-08-24T00:00:00.000
455,PSS000455,102,97,Titan PurchaseSupplierScorecard 455,456.000000,456.000000,633.350000,1,1,2026-08-24T00:00:00.000
456,PSS000456,77,9,Riverton PurchaseSupplierScorecard 456,457.000000,457.000000,634.720000,1,1,2026-08-24T00:00:00.000
457,PSS000457,311,399,Titan PurchaseSupplierScorecard 457,458.000000,458.000000,636.090000,1,1,2026-08-24T00:00:00.000
458,PSS000458,3,171,Ion PurchaseSupplierScorecard 458,459.000000,459.000000,637.460000,1,1,2026-08-24T00:00:00.000
459,PSS000459,447,201,Forge PurchaseSupplierScorecard 459,460.000000,460.000000,638.830000,1,1,2026-08-24T00:00:00.000
460,PSS000460,44,147,Summit PurchaseSupplierScorecard 460,461.000000,461.000000,640.200000,1,1,2026-08-24T00:00:00.000
461,PSS000461,210,79,Liberty PurchaseSupplierScorecard 461,462.000000,462.000000,641.570000,1,1,2026-08-24T00:00:00.000
462,PSS000462,342,256,Unity PurchaseSupplierScorecard 462,463.000000,463.000000,642.940000,1,1,2026-08-24T00:00:00.000
463,PSS000463,469,248,Delta PurchaseSupplierScorecard 463,464.000000,464.000000,644.310000,1,1,2026-08-24T00:00:00.000
464,PSS000464,67,457,Ion PurchaseSupplierScorecard 464,465.000000,465.000000,645.680000,1,1,2026-08-24T00:00:00.000
465,PSS000465,448,244,Beacon PurchaseSupplierScorecard 465,466.000000,466.000000,647.050000,1,1,2026-08-24T00:00:00.000
466,PSS000466,165,85,Evergreen PurchaseSupplierScorecard 466,467.000000,467.000000,648.420000,1,1,2026-08-24T00:00:00.000
467,PSS000467,282,34,Liberty PurchaseSupplierScorecard 467,468.000000,468.000000,649.790000,1,1,2026-08-24T00:00:00.000
468,PSS000468,405,180,Quartz PurchaseSupplierScorecard 468,469.000000,469.000000,651.160000,1,1,2026-08-24T00:00:00.000
469,PSS000469,388,341,Summit PurchaseSupplierScorecard 469,470.000000,470.000000,652.530000,1,1,2026-08-24T00:00:00.000
470,PSS000470,369,181,Harbor PurchaseSupplierScorecard 470,471.000000,471.000000,653.900000,1,1,2026-08-24T00:00:00.000
471,PSS000471,210,209,Cedar PurchaseSupplierScorecard 471,472.000000,472.000000,655.270000,1,1,2026-08-24T00:00:00.000
472,PSS000472,103,426,Zenith PurchaseSupplierScorecard 472,473.000000,473.000000,656.640000,1,1,2026-08-24T00:00:00.000
473,PSS000473,5,402,Quartz PurchaseSupplierScorecard 473,474.000000,474.000000,658.010000,1,1,2026-08-24T00:00:00.000
474,PSS000474,373,207,Northstar PurchaseSupplierScorecard 474,475.000000,475.000000,659.380000,1,1,2026-08-24T00:00:00.000
475,PSS000475,276,197,Meridian PurchaseSupplierScorecard 475,476.000000,476.000000,660.750000,1,1,2026-08-24T00:00:00.000
476,PSS000476,491,222,Titan PurchaseSupplierScorecard 476,477.000000,477.000000,662.120000,1,1,2026-08-24T00:00:00.000
477,PSS000477,269,309,Riverton PurchaseSupplierScorecard 477,478.000000,478.000000,663.490000,1,1,2026-08-24T00:00:00.000
478,PSS000478,430,120,Meridian PurchaseSupplierScorecard 478,479.000000,479.000000,664.860000,1,1,2026-08-24T00:00:00.000
479,PSS000479,387,414,Liberty PurchaseSupplierScorecard 479,480.000000,480.000000,666.230000,1,1,2026-08-24T00:00:00.000
480,PSS000480,254,419,Northstar PurchaseSupplierScorecard 480,481.000000,481.000000,667.600000,1,1,2026-08-24T00:00:00.000
481,PSS000481,307,486,Unity PurchaseSupplierScorecard 481,482.000000,482.000000,668.970000,1,1,2026-08-24T00:00:00.000
482,PSS000482,192,191,Summit PurchaseSupplierScorecard 482,483.000000,483.000000,670.340000,1,1,2026-08-24T00:00:00.000
483,PSS000483,263,83,Atlas PurchaseSupplierScorecard 483,484.000000,484.000000,671.710000,1,1,2026-08-24T00:00:00.000
484,PSS000484,190,161,Delta PurchaseSupplierScorecard 484,485.000000,485.000000,673.080000,1,1,2026-08-24T00:00:00.000
485,PSS000485,11,188,Evergreen PurchaseSupplierScorecard 485,486.000000,486.000000,674.450000,1,1,2026-08-24T00:00:00.000
486,PSS000486,447,117,Northstar PurchaseSupplierScorecard 486,487.000000,487.000000,675.820000,1,1,2026-08-24T00:00:00.000
487,PSS000487,115,270,Harbor PurchaseSupplierScorecard 487,488.000000,488.000000,677.190000,1,1,2026-08-24T00:00:00.000
488,PSS000488,287,134,Junction PurchaseSupplierScorecard 488,489.000000,489.000000,678.560000,1,1,2026-08-24T00:00:00.000
489,PSS000489,32,398,Unity PurchaseSupplierScorecard 489,490.000000,490.000000,679.930000,1,1,2026-08-24T00:00:00.000
490,PSS000490,495,492,Willow PurchaseSupplierScorecard 490,491.000000,491.000000,681.300000,1,1,2026-08-24T00:00:00.000
491,PSS000491,159,372,Quartz PurchaseSupplierScorecard 491,492.000000,492.000000,682.670000,1,1,2026-08-24T00:00:00.000
492,PSS000492,165,111,Riverton PurchaseSupplierScorecard 492,493.000000,493.000000,684.040000,1,1,2026-08-24T00:00:00.000
493,PSS000493,446,196,Willow PurchaseSupplierScorecard 493,494.000000,494.000000,685.410000,1,1,2026-08-24T00:00:00.000
494,PSS000494,158,495,Atlas PurchaseSupplierScorecard 494,495.000000,495.000000,686.780000,1,1,2026-08-24T00:00:00.000
495,PSS000495,311,252,Atlas PurchaseSupplierScorecard 495,496.000000,496.000000,688.150000,1,1,2026-08-24T00:00:00.000
496,PSS000496,325,20,Atlas PurchaseSupplierScorecard 496,497.000000,497.000000,689.520000,1,1,2026-08-24T00:00:00.000
497,PSS000497,196,387,Keystone PurchaseSupplierScorecard 497,498.000000,498.000000,690.890000,1,1,2026-08-24T00:00:00.000
498,PSS000498,81,229,Atlas PurchaseSupplierScorecard 498,499.000000,499.000000,692.260000,1,1,2026-08-24T00:00:00.000
499,PSS000499,235,405,Granite PurchaseSupplierScorecard 499,500.000000,500.000000,693.630000,1,1,2026-08-24T00:00:00.000
500,PSS000500,443,68,Willow PurchaseSupplierScorecard 500,501.000000,501.000000,695.000000,1,1,2026-08-24T00:00:00.000
