BusinessUnitKey,BusinessUnitCode,OrgBusinessUnitKey,BusinessUnitPortfolioKey,CurrencyKey,RecordStatusKey,BusinessUnitName,BusinessUnitDescription,PresidentName,PrimaryPlantCode,DefaultCurrencyCode,ProfitCenterCode,StrategicFlag,EffectiveStartDate,SourceSystemKey,BatchId,LoadedAtUtc
300,BU000300,152,36,4,4,Titan BusinessUnit 300,BusinessUnit starter record 300,Devon Martin,BU000300,USD,BU000300,0,2020-10-27,1,1,2026-08-24T00:00:00.000
301,BU000301,45,65,2,1,Atlas BusinessUnit 301,BusinessUnit starter record 301,Taylor Martin,BU000301,EUR,BU000301,1,2020-10-28,1,1,2026-08-24T00:00:00.000
302,BU000302,138,48,3,3,Titan BusinessUnit 302,BusinessUnit starter record 302,Jordan Garcia,BU000302,GBP,BU000302,1,2020-10-29,1,1,2026-08-24T00:00:00.000
303,BU000303,14,49,4,1,Granite BusinessUnit 303,BusinessUnit starter record 303,Casey Garcia,BU000303,CAD,BU000303,1,2020-10-30,1,1,2026-08-24T00:00:00.000
304,BU000304,109,53,4,4,Orion BusinessUnit 304,BusinessUnit starter record 304,Riley Patel,BU000304,MXN,BU000304,1,2020-10-31,1,1,2026-08-24T00:00:00.000
305,BU000305,78,42,5,4,Unity BusinessUnit 305,BusinessUnit starter record 305,Finley Bennett,BU000305,JPY,BU000305,0,2020-11-01,1,1,2026-08-24T00:00:00.000
306,BU000306,122,26,4,4,Keystone BusinessUnit 306,BusinessUnit starter record 306,Devon Patel,BU000306,USD,BU000306,1,2020-11-02,1,1,2026-08-24T00:00:00.000
307,BU000307,13,53,4,4,Summit BusinessUnit 307,BusinessUnit starter record 307,Quinn Garcia,BU000307,EUR,BU000307,1,2020-11-03,1,1,2026-08-24T00:00:00.000
308,BU000308,98,53,1,3,Liberty BusinessUnit 308,BusinessUnit starter record 308,Alex Martin,BU000308,GBP,BU000308,1,2020-11-04,1,1,2026-08-24T00:00:00.000
309,BU000309,136,44,4,3,Orion BusinessUnit 309,BusinessUnit starter record 309,Casey Reed,BU000309,CAD,BU000309,1,2020-11-05,1,1,2026-08-24T00:00:00.000
310,BU000310,53,33,1,3,Junction BusinessUnit 310,BusinessUnit starter record 310,Alex Hughes,BU000310,MXN,BU000310,0,2020-11-06,1,1,2026-08-24T00:00:00.000
311,BU000311,153,40,3,4,Ion BusinessUnit 311,BusinessUnit starter record 311,Taylor Khan,BU000311,JPY,BU000311,1,2020-11-07,1,1,2026-08-24T00:00:00.000
312,BU000312,70,36,1,4,Junction BusinessUnit 312,BusinessUnit starter record 312,Jordan Singh,BU000312,USD,BU000312,1,2020-11-08,1,1,2026-08-24T00:00:00.000
313,BU000313,86,70,4,4,Ion BusinessUnit 313,BusinessUnit starter record 313,Taylor Adams,BU000313,EUR,BU000313,1,2020-11-09,1,1,2026-08-24T00:00:00.000
314,BU000314,46,2,1,1,Vertex BusinessUnit 314,BusinessUnit starter record 314,Harper Martin,BU000314,GBP,BU000314,1,2020-11-10,1,1,2026-08-24T00:00:00.000
315,BU000315,72,47,4,4,Granite BusinessUnit 315,BusinessUnit starter record 315,Jordan Chen,BU000315,CAD,BU000315,0,2020-11-11,1,1,2026-08-24T00:00:00.000
316,BU000316,145,66,2,2,Orion BusinessUnit 316,BusinessUnit starter record 316,Casey Garcia,BU000316,MXN,BU000316,1,2020-11-12,1,1,2026-08-24T00:00:00.000
317,BU000317,145,25,2,2,Forge BusinessUnit 317,BusinessUnit starter record 317,Blair Bennett,BU000317,JPY,BU000317,1,2020-11-13,1,1,2026-08-24T00:00:00.000
318,BU000318,46,49,2,1,Meridian BusinessUnit 318,BusinessUnit starter record 318,Casey Bennett,BU000318,USD,BU000318,1,2020-11-14,1,1,2026-08-24T00:00:00.000
319,BU000319,60,24,1,3,Beacon BusinessUnit 319,BusinessUnit starter record 319,Blair Diaz,BU000319,EUR,BU000319,1,2020-11-15,1,1,2026-08-24T00:00:00.000
320,BU000320,88,60,3,4,Summit BusinessUnit 320,BusinessUnit starter record 320,Casey Adams,BU000320,GBP,BU000320,0,2020-11-16,1,1,2026-08-24T00:00:00.000
321,BU000321,45,16,4,2,Ion BusinessUnit 321,BusinessUnit starter record 321,Morgan Garcia,BU000321,CAD,BU000321,1,2020-11-17,1,1,2026-08-24T00:00:00.000
322,BU000322,72,25,2,3,Unity BusinessUnit 322,BusinessUnit starter record 322,Jordan Garcia,BU000322,MXN,BU000322,1,2020-11-18,1,1,2026-08-24T00:00:00.000
323,BU000323,59,41,4,1,Zenith BusinessUnit 323,BusinessUnit starter record 323,Blair Singh,BU000323,JPY,BU000323,1,2020-11-19,1,1,2026-08-24T00:00:00.000
324,BU000324,121,3,5,4,Vertex BusinessUnit 324,BusinessUnit starter record 324,Morgan Bennett,BU000324,USD,BU000324,1,2020-11-20,1,1,2026-08-24T00:00:00.000
325,BU000325,7,73,3,4,Ion BusinessUnit 325,BusinessUnit starter record 325,Finley Martin,BU000325,EUR,BU000325,0,2020-11-21,1,1,2026-08-24T00:00:00.000
326,BU000326,109,35,4,1,Titan BusinessUnit 326,BusinessUnit starter record 326,Emerson Hughes,BU000326,GBP,BU000326,1,2020-11-22,1,1,2026-08-24T00:00:00.000
327,BU000327,14,9,1,3,Pioneer BusinessUnit 327,BusinessUnit starter record 327,Taylor Bennett,BU000327,CAD,BU000327,1,2020-11-23,1,1,2026-08-24T00:00:00.000
328,BU000328,91,40,2,4,Liberty BusinessUnit 328,BusinessUnit starter record 328,Blair Evans,BU000328,MXN,BU000328,1,2020-11-24,1,1,2026-08-24T00:00:00.000
329,BU000329,43,55,2,4,Cedar BusinessUnit 329,BusinessUnit starter record 329,Quinn Garcia,BU000329,JPY,BU000329,1,2020-11-25,1,1,2026-08-24T00:00:00.000
330,BU000330,2,17,5,4,Evergreen BusinessUnit 330,BusinessUnit starter record 330,Devon Martin,BU000330,USD,BU000330,0,2020-11-26,1,1,2026-08-24T00:00:00.000
331,BU000331,23,60,1,3,Delta BusinessUnit 331,BusinessUnit starter record 331,Devon Reed,BU000331,EUR,BU000331,1,2020-11-27,1,1,2026-08-24T00:00:00.000
332,BU000332,86,29,5,2,Vertex BusinessUnit 332,BusinessUnit starter record 332,Morgan Evans,BU000332,GBP,BU000332,1,2020-11-28,1,1,2026-08-24T00:00:00.000
333,BU000333,17,51,2,3,Forge BusinessUnit 333,BusinessUnit starter record 333,Taylor Khan,BU000333,CAD,BU000333,1,2020-11-29,1,1,2026-08-24T00:00:00.000
334,BU000334,79,63,3,2,Forge BusinessUnit 334,BusinessUnit starter record 334,Quinn Chen,BU000334,MXN,BU000334,1,2020-11-30,1,1,2026-08-24T00:00:00.000
335,BU000335,148,36,4,3,Unity BusinessUnit 335,BusinessUnit starter record 335,Jordan Bennett,BU000335,JPY,BU000335,0,2020-12-01,1,1,2026-08-24T00:00:00.000
336,BU000336,78,35,1,3,Ion BusinessUnit 336,BusinessUnit starter record 336,Jordan Patel,BU000336,USD,BU000336,1,2020-12-02,1,1,2026-08-24T00:00:00.000
337,BU000337,55,34,2,4,Granite BusinessUnit 337,BusinessUnit starter record 337,Casey Adams,BU000337,EUR,BU000337,1,2020-12-03,1,1,2026-08-24T00:00:00.000
338,BU000338,64,49,5,1,Northstar BusinessUnit 338,BusinessUnit starter record 338,Riley Chen,BU000338,GBP,BU000338,1,2020-12-04,1,1,2026-08-24T00:00:00.000
339,BU000339,1,39,4,3,Cedar BusinessUnit 339,BusinessUnit starter record 339,Riley Chen,BU000339,CAD,BU000339,1,2020-12-05,1,1,2026-08-24T00:00:00.000
340,BU000340,40,15,2,4,Granite BusinessUnit 340,BusinessUnit starter record 340,Harper Bennett,BU000340,MXN,BU000340,0,2020-12-06,1,1,2026-08-24T00:00:00.000
341,BU000341,49,61,1,3,Summit BusinessUnit 341,BusinessUnit starter record 341,Blair Garcia,BU000341,JPY,BU000341,1,2020-12-07,1,1,2026-08-24T00:00:00.000
342,BU000342,77,77,2,3,Vertex BusinessUnit 342,BusinessUnit starter record 342,Jordan Evans,BU000342,USD,BU000342,1,2020-12-08,1,1,2026-08-24T00:00:00.000
343,BU000343,117,53,2,3,Harbor BusinessUnit 343,BusinessUnit starter record 343,Blair Patel,BU000343,EUR,BU000343,1,2020-12-09,1,1,2026-08-24T00:00:00.000
344,BU000344,15,11,1,3,Delta BusinessUnit 344,BusinessUnit starter record 344,Alex Adams,BU000344,GBP,BU000344,1,2020-12-10,1,1,2026-08-24T00:00:00.000
345,BU000345,20,71,4,3,Keystone BusinessUnit 345,BusinessUnit starter record 345,Harper Chen,BU000345,CAD,BU000345,0,2020-12-11,1,1,2026-08-24T00:00:00.000
346,BU000346,115,35,1,4,Northstar BusinessUnit 346,BusinessUnit starter record 346,Quinn Hughes,BU000346,MXN,BU000346,1,2020-12-12,1,1,2026-08-24T00:00:00.000
347,BU000347,91,49,2,3,Liberty BusinessUnit 347,BusinessUnit starter record 347,Emerson Reed,BU000347,JPY,BU000347,1,2020-12-13,1,1,2026-08-24T00:00:00.000
348,BU000348,53,70,4,4,Riverton BusinessUnit 348,BusinessUnit starter record 348,Harper Martin,BU000348,USD,BU000348,1,2020-12-14,1,1,2026-08-24T00:00:00.000
349,BU000349,96,65,1,2,Harbor BusinessUnit 349,BusinessUnit starter record 349,Casey Evans,BU000349,EUR,BU000349,1,2020-12-15,1,1,2026-08-24T00:00:00.000
350,BU000350,88,26,5,2,Vertex BusinessUnit 350,BusinessUnit starter record 350,Morgan Bennett,BU000350,GBP,BU000350,0,2020-12-16,1,1,2026-08-24T00:00:00.000
351,BU000351,129,16,3,2,Vertex BusinessUnit 351,BusinessUnit starter record 351,Devon Garcia,BU000351,CAD,BU000351,1,2020-12-17,1,1,2026-08-24T00:00:00.000
352,BU000352,108,80,2,4,Junction BusinessUnit 352,BusinessUnit starter record 352,Finley Evans,BU000352,MXN,BU000352,1,2020-12-18,1,1,2026-08-24T00:00:00.000
353,BU000353,122,36,5,4,Orion BusinessUnit 353,BusinessUnit starter record 353,Quinn Hughes,BU000353,JPY,BU000353,1,2020-12-19,1,1,2026-08-24T00:00:00.000
354,BU000354,160,59,5,2,Quartz BusinessUnit 354,BusinessUnit starter record 354,Riley Chen,BU000354,USD,BU000354,1,2020-12-20,1,1,2026-08-24T00:00:00.000
355,BU000355,94,39,4,2,Cedar BusinessUnit 355,BusinessUnit starter record 355,Morgan Khan,BU000355,EUR,BU000355,0,2020-12-21,1,1,2026-08-24T00:00:00.000
356,BU000356,42,45,5,4,Meridian BusinessUnit 356,BusinessUnit starter record 356,Devon Martin,BU000356,GBP,BU000356,1,2020-12-22,1,1,2026-08-24T00:00:00.000
357,BU000357,6,25,3,2,Liberty BusinessUnit 357,BusinessUnit starter record 357,Blair Bennett,BU000357,CAD,BU000357,1,2020-12-23,1,1,2026-08-24T00:00:00.000
358,BU000358,41,75,1,2,Unity BusinessUnit 358,BusinessUnit starter record 358,Casey Bennett,BU000358,MXN,BU000358,1,2020-12-24,1,1,2026-08-24T00:00:00.000
359,BU000359,85,24,1,1,Quartz BusinessUnit 359,BusinessUnit starter record 359,Casey Khan,BU000359,JPY,BU000359,1,2020-12-25,1,1,2026-08-24T00:00:00.000
360,BU000360,28,76,5,4,Junction BusinessUnit 360,BusinessUnit starter record 360,Quinn Garcia,BU000360,USD,BU000360,0,2020-12-26,1,1,2026-08-24T00:00:00.000
361,BU000361,25,50,3,1,Keystone BusinessUnit 361,BusinessUnit starter record 361,Finley Khan,BU000361,EUR,BU000361,1,2020-12-27,1,1,2026-08-24T00:00:00.000
362,BU000362,68,19,1,3,Beacon BusinessUnit 362,BusinessUnit starter record 362,Devon Adams,BU000362,GBP,BU000362,1,2020-12-28,1,1,2026-08-24T00:00:00.000
363,BU000363,120,45,1,1,Vertex BusinessUnit 363,BusinessUnit starter record 363,Finley Adams,BU000363,CAD,BU000363,1,2020-12-29,1,1,2026-08-24T00:00:00.000
364,BU000364,45,36,1,2,Evergreen BusinessUnit 364,BusinessUnit starter record 364,Quinn Patel,BU000364,MXN,BU000364,1,2020-12-30,1,1,2026-08-24T00:00:00.000
365,BU000365,123,75,3,4,Delta BusinessUnit 365,BusinessUnit starter record 365,Devon Evans,BU000365,JPY,BU000365,0,2020-12-31,1,1,2026-08-24T00:00:00.000
366,BU000366,105,36,3,2,Pioneer BusinessUnit 366,BusinessUnit starter record 366,Taylor Martin,BU000366,USD,BU000366,1,2021-01-01,1,1,2026-08-24T00:00:00.000
367,BU000367,155,77,1,4,Junction BusinessUnit 367,BusinessUnit starter record 367,Taylor Hughes,BU000367,EUR,BU000367,1,2021-01-02,1,1,2026-08-24T00:00:00.000
368,BU000368,153,18,4,3,Willow BusinessUnit 368,BusinessUnit starter record 368,Jordan Adams,BU000368,GBP,BU000368,1,2021-01-03,1,1,2026-08-24T00:00:00.000
369,BU000369,117,11,4,3,Northstar BusinessUnit 369,BusinessUnit starter record 369,Harper Reed,BU000369,CAD,BU000369,1,2021-01-04,1,1,2026-08-24T00:00:00.000
370,BU000370,123,7,5,3,Atlas BusinessUnit 370,BusinessUnit starter record 370,Blair Khan,BU000370,MXN,BU000370,0,2021-01-05,1,1,2026-08-24T00:00:00.000
371,BU000371,93,39,2,3,Keystone BusinessUnit 371,BusinessUnit starter record 371,Riley Reed,BU000371,JPY,BU000371,1,2021-01-06,1,1,2026-08-24T00:00:00.000
372,BU000372,155,47,3,3,Cedar BusinessUnit 372,BusinessUnit starter record 372,Blair Bennett,BU000372,USD,BU000372,1,2021-01-07,1,1,2026-08-24T00:00:00.000
373,BU000373,41,58,5,2,Harbor BusinessUnit 373,BusinessUnit starter record 373,Riley Garcia,BU000373,EUR,BU000373,1,2021-01-08,1,1,2026-08-24T00:00:00.000
374,BU000374,122,26,1,1,Granite BusinessUnit 374,BusinessUnit starter record 374,Riley Adams,BU000374,GBP,BU000374,1,2021-01-09,1,1,2026-08-24T00:00:00.000
375,BU000375,144,67,3,2,Granite BusinessUnit 375,BusinessUnit starter record 375,Taylor Diaz,BU000375,CAD,BU000375,0,2021-01-10,1,1,2026-08-24T00:00:00.000
376,BU000376,61,3,1,3,Liberty BusinessUnit 376,BusinessUnit starter record 376,Casey Garcia,BU000376,MXN,BU000376,1,2021-01-11,1,1,2026-08-24T00:00:00.000
377,BU000377,41,70,4,2,Summit BusinessUnit 377,BusinessUnit starter record 377,Blair Bennett,BU000377,JPY,BU000377,1,2021-01-12,1,1,2026-08-24T00:00:00.000
378,BU000378,83,78,4,1,Quartz BusinessUnit 378,BusinessUnit starter record 378,Alex Adams,BU000378,USD,BU000378,1,2021-01-13,1,1,2026-08-24T00:00:00.000
379,BU000379,103,19,5,4,Northstar BusinessUnit 379,BusinessUnit starter record 379,Devon Bennett,BU000379,EUR,BU000379,1,2021-01-14,1,1,2026-08-24T00:00:00.000
380,BU000380,74,30,2,2,Northstar BusinessUnit 380,BusinessUnit starter record 380,Jordan Martin,BU000380,GBP,BU000380,0,2021-01-15,1,1,2026-08-24T00:00:00.000
381,BU000381,156,66,5,4,Delta BusinessUnit 381,BusinessUnit starter record 381,Devon Garcia,BU000381,CAD,BU000381,1,2021-01-16,1,1,2026-08-24T00:00:00.000
382,BU000382,77,24,4,1,Keystone BusinessUnit 382,BusinessUnit starter record 382,Blair Khan,BU000382,MXN,BU000382,1,2021-01-17,1,1,2026-08-24T00:00:00.000
383,BU000383,148,76,3,4,Vertex BusinessUnit 383,BusinessUnit starter record 383,Emerson Diaz,BU000383,JPY,BU000383,1,2021-01-18,1,1,2026-08-24T00:00:00.000
384,BU000384,152,67,5,1,Unity BusinessUnit 384,BusinessUnit starter record 384,Harper Adams,BU000384,USD,BU000384,1,2021-01-19,1,1,2026-08-24T00:00:00.000
385,BU000385,133,40,4,2,Zenith BusinessUnit 385,BusinessUnit starter record 385,Riley Bennett,BU000385,EUR,BU000385,0,2021-01-20,1,1,2026-08-24T00:00:00.000
386,BU000386,25,78,5,2,Beacon BusinessUnit 386,BusinessUnit starter record 386,Riley Hughes,BU000386,GBP,BU000386,1,2021-01-21,1,1,2026-08-24T00:00:00.000
387,BU000387,145,23,5,2,Evergreen BusinessUnit 387,BusinessUnit starter record 387,Harper Bennett,BU000387,CAD,BU000387,1,2021-01-22,1,1,2026-08-24T00:00:00.000
388,BU000388,108,21,4,3,Orion BusinessUnit 388,BusinessUnit starter record 388,Morgan Adams,BU000388,MXN,BU000388,1,2021-01-23,1,1,2026-08-24T00:00:00.000
389,BU000389,128,39,2,3,Delta BusinessUnit 389,BusinessUnit starter record 389,Quinn Bennett,BU000389,JPY,BU000389,1,2021-01-24,1,1,2026-08-24T00:00:00.000
390,BU000390,102,31,1,1,Keystone BusinessUnit 390,BusinessUnit starter record 390,Morgan Khan,BU000390,USD,BU000390,0,2021-01-25,1,1,2026-08-24T00:00:00.000
391,BU000391,48,69,2,4,Vertex BusinessUnit 391,BusinessUnit starter record 391,Quinn Hughes,BU000391,EUR,BU000391,1,2021-01-26,1,1,2026-08-24T00:00:00.000
392,BU000392,60,65,2,3,Zenith BusinessUnit 392,BusinessUnit starter record 392,Jordan Adams,BU000392,GBP,BU000392,1,2021-01-27,1,1,2026-08-24T00:00:00.000
393,BU000393,136,16,1,3,Delta BusinessUnit 393,BusinessUnit starter record 393,Emerson Adams,BU000393,CAD,BU000393,1,2021-01-28,1,1,2026-08-24T00:00:00.000
394,BU000394,116,66,5,1,Pioneer BusinessUnit 394,BusinessUnit starter record 394,Harper Martin,BU000394,MXN,BU000394,1,2021-01-29,1,1,2026-08-24T00:00:00.000
395,BU000395,50,57,2,1,Unity BusinessUnit 395,BusinessUnit starter record 395,Finley Hughes,BU000395,JPY,BU000395,0,2021-01-30,1,1,2026-08-24T00:00:00.000
396,BU000396,50,31,2,3,Unity BusinessUnit 396,BusinessUnit starter record 396,Taylor Khan,BU000396,USD,BU000396,1,2021-01-31,1,1,2026-08-24T00:00:00.000
397,BU000397,99,15,4,3,Evergreen BusinessUnit 397,BusinessUnit starter record 397,Alex Diaz,BU000397,EUR,BU000397,1,2021-02-01,1,1,2026-08-24T00:00:00.000
398,BU000398,117,1,5,2,Junction BusinessUnit 398,BusinessUnit starter record 398,Blair Evans,BU000398,GBP,BU000398,1,2021-02-02,1,1,2026-08-24T00:00:00.000
399,BU000399,101,9,1,2,Unity BusinessUnit 399,BusinessUnit starter record 399,Blair Khan,BU000399,CAD,BU000399,1,2021-02-03,1,1,2026-08-24T00:00:00.000
400,BU000400,66,77,4,2,Junction BusinessUnit 400,BusinessUnit starter record 400,Emerson Adams,BU000400,MXN,BU000400,0,2021-02-04,1,1,2026-08-24T00:00:00.000
401,BU000401,26,67,2,4,Zenith BusinessUnit 401,BusinessUnit starter record 401,Taylor Adams,BU000401,JPY,BU000401,1,2021-02-05,1,1,2026-08-24T00:00:00.000
402,BU000402,97,49,4,2,Northstar BusinessUnit 402,BusinessUnit starter record 402,Devon Singh,BU000402,USD,BU000402,1,2021-02-06,1,1,2026-08-24T00:00:00.000
403,BU000403,105,7,1,1,Riverton BusinessUnit 403,BusinessUnit starter record 403,Emerson Hughes,BU000403,EUR,BU000403,1,2021-02-07,1,1,2026-08-24T00:00:00.000
404,BU000404,84,13,2,1,Ion BusinessUnit 404,BusinessUnit starter record 404,Alex Adams,BU000404,GBP,BU000404,1,2021-02-08,1,1,2026-08-24T00:00:00.000
405,BU000405,128,21,1,3,Ion BusinessUnit 405,BusinessUnit starter record 405,Taylor Diaz,BU000405,CAD,BU000405,0,2021-02-09,1,1,2026-08-24T00:00:00.000
406,BU000406,57,70,5,2,Granite BusinessUnit 406,BusinessUnit starter record 406,Devon Hughes,BU000406,MXN,BU000406,1,2021-02-10,1,1,2026-08-24T00:00:00.000
407,BU000407,68,29,5,1,Northstar BusinessUnit 407,BusinessUnit starter record 407,Quinn Chen,BU000407,JPY,BU000407,1,2021-02-11,1,1,2026-08-24T00:00:00.000
408,BU000408,39,63,4,2,Granite BusinessUnit 408,BusinessUnit starter record 408,Emerson Bennett,BU000408,USD,BU000408,1,2021-02-12,1,1,2026-08-24T00:00:00.000
409,BU000409,124,77,5,1,Unity BusinessUnit 409,BusinessUnit starter record 409,Finley Adams,BU000409,EUR,BU000409,1,2021-02-13,1,1,2026-08-24T00:00:00.000
410,BU000410,124,39,5,2,Northstar BusinessUnit 410,BusinessUnit starter record 410,Blair Bennett,BU000410,GBP,BU000410,0,2021-02-14,1,1,2026-08-24T00:00:00.000
411,BU000411,126,65,1,3,Beacon BusinessUnit 411,BusinessUnit starter record 411,Devon Diaz,BU000411,CAD,BU000411,1,2021-02-15,1,1,2026-08-24T00:00:00.000
412,BU000412,146,25,5,4,Orion BusinessUnit 412,BusinessUnit starter record 412,Finley Bennett,BU000412,MXN,BU000412,1,2021-02-16,1,1,2026-08-24T00:00:00.000
413,BU000413,97,64,1,3,Ion BusinessUnit 413,BusinessUnit starter record 413,Casey Patel,BU000413,JPY,BU000413,1,2021-02-17,1,1,2026-08-24T00:00:00.000
414,BU000414,74,40,1,3,Summit BusinessUnit 414,BusinessUnit starter record 414,Devon Khan,BU000414,USD,BU000414,1,2021-02-18,1,1,2026-08-24T00:00:00.000
415,BU000415,54,22,4,2,Riverton BusinessUnit 415,BusinessUnit starter record 415,Emerson Chen,BU000415,EUR,BU000415,0,2021-02-19,1,1,2026-08-24T00:00:00.000
416,BU000416,62,52,1,2,Atlas BusinessUnit 416,BusinessUnit starter record 416,Riley Diaz,BU000416,GBP,BU000416,1,2021-02-20,1,1,2026-08-24T00:00:00.000
417,BU000417,99,17,1,1,Quartz BusinessUnit 417,BusinessUnit starter record 417,Emerson Garcia,BU000417,CAD,BU000417,1,2021-02-21,1,1,2026-08-24T00:00:00.000
418,BU000418,143,15,2,1,Forge BusinessUnit 418,BusinessUnit starter record 418,Morgan Hughes,BU000418,MXN,BU000418,1,2021-02-22,1,1,2026-08-24T00:00:00.000
419,BU000419,152,44,5,3,Delta BusinessUnit 419,BusinessUnit starter record 419,Riley Adams,BU000419,JPY,BU000419,1,2021-02-23,1,1,2026-08-24T00:00:00.000
420,BU000420,93,55,5,3,Atlas BusinessUnit 420,BusinessUnit starter record 420,Taylor Hughes,BU000420,USD,BU000420,0,2021-02-24,1,1,2026-08-24T00:00:00.000
421,BU000421,21,67,5,1,Granite BusinessUnit 421,BusinessUnit starter record 421,Harper Adams,BU000421,EUR,BU000421,1,2021-02-25,1,1,2026-08-24T00:00:00.000
422,BU000422,113,6,2,2,Atlas BusinessUnit 422,BusinessUnit starter record 422,Blair Garcia,BU000422,GBP,BU000422,1,2021-02-26,1,1,2026-08-24T00:00:00.000
423,BU000423,148,64,4,2,Quartz BusinessUnit 423,BusinessUnit starter record 423,Quinn Bennett,BU000423,CAD,BU000423,1,2021-02-27,1,1,2026-08-24T00:00:00.000
424,BU000424,54,5,2,3,Harbor BusinessUnit 424,BusinessUnit starter record 424,Alex Patel,BU000424,MXN,BU000424,1,2021-02-28,1,1,2026-08-24T00:00:00.000
425,BU000425,110,62,1,2,Ion BusinessUnit 425,BusinessUnit starter record 425,Finley Bennett,BU000425,JPY,BU000425,0,2021-03-01,1,1,2026-08-24T00:00:00.000
426,BU000426,75,11,1,1,Forge BusinessUnit 426,BusinessUnit starter record 426,Taylor Reed,BU000426,USD,BU000426,1,2021-03-02,1,1,2026-08-24T00:00:00.000
427,BU000427,38,59,2,1,Riverton BusinessUnit 427,BusinessUnit starter record 427,Quinn Reed,BU000427,EUR,BU000427,1,2021-03-03,1,1,2026-08-24T00:00:00.000
428,BU000428,37,16,2,2,Northstar BusinessUnit 428,BusinessUnit starter record 428,Finley Chen,BU000428,GBP,BU000428,1,2021-03-04,1,1,2026-08-24T00:00:00.000
429,BU000429,19,10,2,1,Riverton BusinessUnit 429,BusinessUnit starter record 429,Devon Patel,BU000429,CAD,BU000429,1,2021-03-05,1,1,2026-08-24T00:00:00.000
430,BU000430,46,74,4,2,Liberty BusinessUnit 430,BusinessUnit starter record 430,Riley Chen,BU000430,MXN,BU000430,0,2021-03-06,1,1,2026-08-24T00:00:00.000
431,BU000431,50,62,4,2,Delta BusinessUnit 431,BusinessUnit starter record 431,Finley Bennett,BU000431,JPY,BU000431,1,2021-03-07,1,1,2026-08-24T00:00:00.000
432,BU000432,61,59,1,1,Pioneer BusinessUnit 432,BusinessUnit starter record 432,Blair Hughes,BU000432,USD,BU000432,1,2021-03-08,1,1,2026-08-24T00:00:00.000
433,BU000433,155,52,2,1,Liberty BusinessUnit 433,BusinessUnit starter record 433,Taylor Bennett,BU000433,EUR,BU000433,1,2021-03-09,1,1,2026-08-24T00:00:00.000
434,BU000434,94,14,4,2,Atlas BusinessUnit 434,BusinessUnit starter record 434,Jordan Hughes,BU000434,GBP,BU000434,1,2021-03-10,1,1,2026-08-24T00:00:00.000
435,BU000435,50,62,4,2,Atlas BusinessUnit 435,BusinessUnit starter record 435,Taylor Hughes,BU000435,CAD,BU000435,0,2021-03-11,1,1,2026-08-24T00:00:00.000
436,BU000436,7,79,5,1,Junction BusinessUnit 436,BusinessUnit starter record 436,Devon Hughes,BU000436,MXN,BU000436,1,2021-03-12,1,1,2026-08-24T00:00:00.000
437,BU000437,105,46,2,2,Beacon BusinessUnit 437,BusinessUnit starter record 437,Taylor Hughes,BU000437,JPY,BU000437,1,2021-03-13,1,1,2026-08-24T00:00:00.000
438,BU000438,35,18,2,2,Quartz BusinessUnit 438,BusinessUnit starter record 438,Taylor Bennett,BU000438,USD,BU000438,1,2021-03-14,1,1,2026-08-24T00:00:00.000
439,BU000439,39,51,2,2,Meridian BusinessUnit 439,BusinessUnit starter record 439,Alex Reed,BU000439,EUR,BU000439,1,2021-03-15,1,1,2026-08-24T00:00:00.000
440,BU000440,57,50,1,2,Junction BusinessUnit 440,BusinessUnit starter record 440,Blair Hughes,BU000440,GBP,BU000440,0,2021-03-16,1,1,2026-08-24T00:00:00.000
441,BU000441,88,75,2,2,Unity BusinessUnit 441,BusinessUnit starter record 441,Quinn Adams,BU000441,CAD,BU000441,1,2021-03-17,1,1,2026-08-24T00:00:00.000
442,BU000442,46,20,4,1,Riverton BusinessUnit 442,BusinessUnit starter record 442,Casey Hughes,BU000442,MXN,BU000442,1,2021-03-18,1,1,2026-08-24T00:00:00.000
443,BU000443,145,49,2,3,Zenith BusinessUnit 443,BusinessUnit starter record 443,Blair Bennett,BU000443,JPY,BU000443,1,2021-03-19,1,1,2026-08-24T00:00:00.000
444,BU000444,25,25,5,3,Forge BusinessUnit 444,BusinessUnit starter record 444,Devon Martin,BU000444,USD,BU000444,1,2021-03-20,1,1,2026-08-24T00:00:00.000
445,BU000445,78,7,1,1,Willow BusinessUnit 445,BusinessUnit starter record 445,Casey Bennett,BU000445,EUR,BU000445,0,2021-03-21,1,1,2026-08-24T00:00:00.000
446,BU000446,105,40,2,3,Beacon BusinessUnit 446,BusinessUnit starter record 446,Finley Martin,BU000446,GBP,BU000446,1,2021-03-22,1,1,2026-08-24T00:00:00.000
447,BU000447,108,56,1,3,Liberty BusinessUnit 447,BusinessUnit starter record 447,Emerson Evans,BU000447,CAD,BU000447,1,2021-03-23,1,1,2026-08-24T00:00:00.000
448,BU000448,39,23,1,3,Forge BusinessUnit 448,BusinessUnit starter record 448,Morgan Evans,BU000448,MXN,BU000448,1,2021-03-24,1,1,2026-08-24T00:00:00.000
449,BU000449,28,17,4,4,Forge BusinessUnit 449,BusinessUnit starter record 449,Riley Evans,BU000449,JPY,BU000449,1,2021-03-25,1,1,2026-08-24T00:00:00.000
450,BU000450,116,72,2,4,Junction BusinessUnit 450,BusinessUnit starter record 450,Casey Diaz,BU000450,USD,BU000450,0,2021-03-26,1,1,2026-08-24T00:00:00.000
