FinanceJournalHeaderKey,JournalEntryNumber,BusinessUnitKey,PreparerEmployeeKey,ApproverEmployeeKey,FinancePostingStatusKey,FinanceJournalSourceKey,CurrencyKey,JournalEntryName,FiscalDocumentNumber,ReversalJournalEntryNumber,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
192,FJH000192,404,20,111,1,22,4,Summit FinanceJournalHeader 192,FJH000192,FJH000192,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,baa584e191905a9eafe94f92274f802dbaa584e191905a9eafe94f92274f802d
193,FJH000193,473,309,282,4,12,2,Keystone FinanceJournalHeader 193,FJH000193,FJH000193,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1bf5767270ea5cf59a0d9742431744ba1bf5767270ea5cf59a0d9742431744ba
194,FJH000194,487,59,382,1,22,1,Forge FinanceJournalHeader 194,FJH000194,FJH000194,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3aabc952861c539d9091f65b05f5a9843aabc952861c539d9091f65b05f5a984
195,FJH000195,436,479,250,6,7,5,Liberty FinanceJournalHeader 195,FJH000195,FJH000195,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4652dc51733d57a385e9507e74a558894652dc51733d57a385e9507e74a55889
196,FJH000196,379,235,10,1,8,2,Summit FinanceJournalHeader 196,FJH000196,FJH000196,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6fa255c71fda525c832546a99eeca76c6fa255c71fda525c832546a99eeca76c
197,FJH000197,479,361,446,5,8,4,Liberty FinanceJournalHeader 197,FJH000197,FJH000197,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6b5fd63cb3650b18cdb1126cd70ca52a6b5fd63cb3650b18cdb1126cd70ca52
198,FJH000198,142,4,3,8,13,2,Northstar FinanceJournalHeader 198,FJH000198,FJH000198,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,003b6fe616b25cda984eb720020e4518003b6fe616b25cda984eb720020e4518
199,FJH000199,323,471,16,7,15,1,Meridian FinanceJournalHeader 199,FJH000199,FJH000199,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9f9483926b75fa28769c733723fc7a2f9f9483926b75fa28769c733723fc7a2
200,FJH000200,452,53,324,10,17,1,Forge FinanceJournalHeader 200,FJH000200,FJH000200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80940c5c750e57a5a8106daba6064ebb80940c5c750e57a5a8106daba6064ebb
201,FJH000201,169,29,380,3,20,1,Quartz FinanceJournalHeader 201,FJH000201,FJH000201,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfe38a66874850f48d50dac789c27784bfe38a66874850f48d50dac789c27784
202,FJH000202,318,3,37,8,6,4,Evergreen FinanceJournalHeader 202,FJH000202,FJH000202,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79d07f5a789b55acb09c255d01123e8679d07f5a789b55acb09c255d01123e86
203,FJH000203,354,268,457,10,21,1,Evergreen FinanceJournalHeader 203,FJH000203,FJH000203,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64190aa4885053aeb54f267e864c504a64190aa4885053aeb54f267e864c504a
204,FJH000204,281,-1,-1,5,4,5,Meridian FinanceJournalHeader 204,FJH000204,FJH000204,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ab87cc78b81571e99eb4016270756dc6ab87cc78b81571e99eb4016270756dc
205,FJH000205,288,37,118,3,2,3,Unity FinanceJournalHeader 205,FJH000205,FJH000205,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2bd67d1e98554849656307093afa9edc2bd67d1e98554849656307093afa9ed
206,FJH000206,58,312,10,1,6,2,Vertex FinanceJournalHeader 206,FJH000206,FJH000206,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3ccc5af84055b76a08740ad0d1f5e38c3ccc5af84055b76a08740ad0d1f5e38
207,FJH000207,350,346,449,9,12,4,Liberty FinanceJournalHeader 207,FJH000207,FJH000207,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ff393cafbf552a5bc8bceb975b2b1c42ff393cafbf552a5bc8bceb975b2b1c4
208,FJH000208,178,97,202,8,19,3,Unity FinanceJournalHeader 208,FJH000208,FJH000208,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,077fc7671aac57759e931df6f7a88e87077fc7671aac57759e931df6f7a88e87
209,FJH000209,437,362,201,9,14,4,Unity FinanceJournalHeader 209,FJH000209,FJH000209,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6f4533cb60e5ac3ab8a87321d21dccca6f4533cb60e5ac3ab8a87321d21dccc
210,FJH000210,342,156,145,5,10,4,Liberty FinanceJournalHeader 210,FJH000210,FJH000210,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae6b05f8a93c51fbba23df5f44c2b101ae6b05f8a93c51fbba23df5f44c2b101
211,FJH000211,63,108,168,6,9,3,Harbor FinanceJournalHeader 211,FJH000211,FJH000211,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be11e89e97495cbf847f054284dce3afbe11e89e97495cbf847f054284dce3af
212,FJH000212,79,275,345,9,8,5,Harbor FinanceJournalHeader 212,FJH000212,FJH000212,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0b84636347c5478aa5cbd92a26a59f3e0b84636347c5478aa5cbd92a26a59f3
213,FJH000213,3,307,266,4,20,5,Riverton FinanceJournalHeader 213,FJH000213,FJH000213,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0a7fe72a022595e8bd9554fca73ccc2b0a7fe72a022595e8bd9554fca73ccc2
214,FJH000214,443,268,80,7,3,1,Delta FinanceJournalHeader 214,FJH000214,FJH000214,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4738798b2ee05662b42f735391a4266e4738798b2ee05662b42f735391a4266e
215,FJH000215,272,468,238,6,22,3,Liberty FinanceJournalHeader 215,FJH000215,FJH000215,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7b25024105e5540bd3b0415e342cb6aa7b25024105e5540bd3b0415e342cb6a
216,FJH000216,468,355,275,3,17,2,Cedar FinanceJournalHeader 216,FJH000216,FJH000216,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33761daee83752d2a6eea2cb80e5cb8733761daee83752d2a6eea2cb80e5cb87
217,FJH000217,318,321,83,2,25,4,Willow FinanceJournalHeader 217,FJH000217,FJH000217,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc6aef82441257f9b8d7fa5b8fe7cfaabc6aef82441257f9b8d7fa5b8fe7cfaa
218,FJH000218,248,429,450,10,13,1,Summit FinanceJournalHeader 218,FJH000218,FJH000218,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,964ab4cd213c52929f56efedcd5077dc964ab4cd213c52929f56efedcd5077dc
219,FJH000219,2,485,241,2,20,2,Evergreen FinanceJournalHeader 219,FJH000219,FJH000219,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af39ebb8903c5031a41573857a2449d0af39ebb8903c5031a41573857a2449d0
220,FJH000220,117,212,138,8,5,1,Vertex FinanceJournalHeader 220,FJH000220,FJH000220,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a70c4700e3f5892bb3a3c5a61a3085c7a70c4700e3f5892bb3a3c5a61a3085c
221,FJH000221,417,-1,-1,9,23,3,Vertex FinanceJournalHeader 221,FJH000221,FJH000221,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5106a6d4fac85de8829f4df157ce50495106a6d4fac85de8829f4df157ce5049
222,FJH000222,60,380,333,7,18,3,Vertex FinanceJournalHeader 222,FJH000222,FJH000222,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1616df5ce1f5508b0b99c618786e2f8d1616df5ce1f5508b0b99c618786e2f8
223,FJH000223,14,126,370,6,8,2,Meridian FinanceJournalHeader 223,FJH000223,FJH000223,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20437a6b7ed45dc5a997926ca5d29e4520437a6b7ed45dc5a997926ca5d29e45
224,FJH000224,403,23,170,2,23,2,Ion FinanceJournalHeader 224,FJH000224,FJH000224,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,877bfdaf260d59889f596e6ab8287a6f877bfdaf260d59889f596e6ab8287a6f
225,FJH000225,37,428,235,10,8,1,Zenith FinanceJournalHeader 225,FJH000225,FJH000225,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3a0c103020b578f923c8dd81a004ffaf3a0c103020b578f923c8dd81a004ffa
226,FJH000226,353,389,333,3,23,3,Pioneer FinanceJournalHeader 226,FJH000226,FJH000226,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3497cfa02a4951199653a7f0b4d780b53497cfa02a4951199653a7f0b4d780b5
227,FJH000227,419,252,53,10,18,1,Orion FinanceJournalHeader 227,FJH000227,FJH000227,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,938eaabd455351248b6164c701f4996b938eaabd455351248b6164c701f4996b
228,FJH000228,325,207,11,4,1,3,Granite FinanceJournalHeader 228,FJH000228,FJH000228,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e579ac0a7af15f4584cc01b62031ff57e579ac0a7af15f4584cc01b62031ff57
229,FJH000229,3,72,134,8,3,4,Willow FinanceJournalHeader 229,FJH000229,FJH000229,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f908b966ffb5d118a573aae1e2b05785f908b966ffb5d118a573aae1e2b0578
230,FJH000230,500,465,402,3,3,4,Junction FinanceJournalHeader 230,FJH000230,FJH000230,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ea9c1df9d6d53ae9d82470a8d2e1fa14ea9c1df9d6d53ae9d82470a8d2e1fa1
231,FJH000231,362,202,270,6,17,1,Willow FinanceJournalHeader 231,FJH000231,FJH000231,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,851712f0f4df524087c48d31488a8a1a851712f0f4df524087c48d31488a8a1a
232,FJH000232,490,228,251,2,3,4,Northstar FinanceJournalHeader 232,FJH000232,FJH000232,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4232fcb544d8540f86caf043e86e1b404232fcb544d8540f86caf043e86e1b40
233,FJH000233,281,343,413,7,3,3,Titan FinanceJournalHeader 233,FJH000233,FJH000233,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,518d81ee5af15ec79fbf336fa0e8c752518d81ee5af15ec79fbf336fa0e8c752
234,FJH000234,332,454,35,2,13,4,Meridian FinanceJournalHeader 234,FJH000234,FJH000234,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8ce608cf3f651568fe036b07e2c57d7e8ce608cf3f651568fe036b07e2c57d7
235,FJH000235,221,258,257,9,7,5,Zenith FinanceJournalHeader 235,FJH000235,FJH000235,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c79f7bc083bd5e28ba1fbb8c9f5b1375c79f7bc083bd5e28ba1fbb8c9f5b1375
236,FJH000236,147,184,434,2,19,2,Quartz FinanceJournalHeader 236,FJH000236,FJH000236,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a6480ab02ab506b8b520024723d08f74a6480ab02ab506b8b520024723d08f7
237,FJH000237,129,321,363,1,17,5,Beacon FinanceJournalHeader 237,FJH000237,FJH000237,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,086c1782e74556eaaefb266167bfea7d086c1782e74556eaaefb266167bfea7d
238,FJH000238,132,-1,-1,2,14,3,Liberty FinanceJournalHeader 238,FJH000238,FJH000238,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eaa5da79d2fb5e6f81a539e276c603a3eaa5da79d2fb5e6f81a539e276c603a3
239,FJH000239,403,50,408,4,19,5,Harbor FinanceJournalHeader 239,FJH000239,FJH000239,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,919f042b8225585eb72ef4bdd9b82f45919f042b8225585eb72ef4bdd9b82f45
240,FJH000240,226,318,500,3,20,3,Delta FinanceJournalHeader 240,FJH000240,FJH000240,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,901f48e3cae452f9b928ad33a5747a2e901f48e3cae452f9b928ad33a5747a2e
241,FJH000241,18,464,485,4,21,5,Atlas FinanceJournalHeader 241,FJH000241,FJH000241,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f30a5a2f0a75c52982137b7dd84dcb14f30a5a2f0a75c52982137b7dd84dcb1
242,FJH000242,383,270,446,8,18,3,Willow FinanceJournalHeader 242,FJH000242,FJH000242,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5e44af155e0509e8c8f14e17677352ff5e44af155e0509e8c8f14e17677352f
243,FJH000243,228,132,249,3,10,2,Zenith FinanceJournalHeader 243,FJH000243,FJH000243,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37ae3aed7c3a5734b8b03d4496a0622b37ae3aed7c3a5734b8b03d4496a0622b
244,FJH000244,344,485,394,5,19,5,Keystone FinanceJournalHeader 244,FJH000244,FJH000244,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d9efaf12a3759c58a0b50060437c1d04d9efaf12a3759c58a0b50060437c1d0
245,FJH000245,414,356,20,9,17,5,Unity FinanceJournalHeader 245,FJH000245,FJH000245,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ee760840bba5240a80c5b668d0ce5bf8ee760840bba5240a80c5b668d0ce5bf
246,FJH000246,122,132,33,10,21,3,Vertex FinanceJournalHeader 246,FJH000246,FJH000246,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,836a5a1cac64589586b95efc559d9ac5836a5a1cac64589586b95efc559d9ac5
247,FJH000247,89,245,311,3,12,4,Meridian FinanceJournalHeader 247,FJH000247,FJH000247,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65fd402c206b5976b3d220264b6a452765fd402c206b5976b3d220264b6a4527
248,FJH000248,261,54,481,3,3,2,Riverton FinanceJournalHeader 248,FJH000248,FJH000248,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1679ebb30e25e1aba0362eba6d0b4f6d1679ebb30e25e1aba0362eba6d0b4f6
249,FJH000249,261,238,387,4,15,5,Titan FinanceJournalHeader 249,FJH000249,FJH000249,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df8920dfce6a56b2a92b30cbb4dde821df8920dfce6a56b2a92b30cbb4dde821
250,FJH000250,418,279,131,9,25,4,Liberty FinanceJournalHeader 250,FJH000250,FJH000250,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14490f433f4f5c5394e8c93204385b9e14490f433f4f5c5394e8c93204385b9e
251,FJH000251,110,427,173,9,24,4,Summit FinanceJournalHeader 251,FJH000251,FJH000251,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d78a2dd4aec5a5cb6e986dbd2e998cf7d78a2dd4aec5a5cb6e986dbd2e998cf
252,FJH000252,376,298,467,1,2,1,Pioneer FinanceJournalHeader 252,FJH000252,FJH000252,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bbc676add85259a8a167a11e6e1ffcd8bbc676add85259a8a167a11e6e1ffcd8
253,FJH000253,43,374,392,9,12,5,Atlas FinanceJournalHeader 253,FJH000253,FJH000253,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee55b78ab7625a34af3d3c7ca1a5d7b6ee55b78ab7625a34af3d3c7ca1a5d7b6
254,FJH000254,106,149,55,2,2,3,Riverton FinanceJournalHeader 254,FJH000254,FJH000254,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9c3e9e1dd0b5daf9c7a848cbdf7eef0f9c3e9e1dd0b5daf9c7a848cbdf7eef0
255,FJH000255,101,-1,-1,6,22,4,Titan FinanceJournalHeader 255,FJH000255,FJH000255,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70baf98c333d5cd39d7195507193f86270baf98c333d5cd39d7195507193f862
256,FJH000256,25,364,280,7,17,3,Summit FinanceJournalHeader 256,FJH000256,FJH000256,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08f331d257895e6399ac72a71409240f08f331d257895e6399ac72a71409240f
257,FJH000257,16,473,312,10,14,1,Liberty FinanceJournalHeader 257,FJH000257,FJH000257,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d6c23f64cf554a3bdd99105596e4cdb2d6c23f64cf554a3bdd99105596e4cdb
258,FJH000258,268,329,315,4,15,4,Zenith FinanceJournalHeader 258,FJH000258,FJH000258,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5eae11d4e10a5977ab5137bb1a7cf0fb5eae11d4e10a5977ab5137bb1a7cf0fb
259,FJH000259,5,151,83,9,23,5,Riverton FinanceJournalHeader 259,FJH000259,FJH000259,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,121d42ccd3f1564ea2559cf4ad086144121d42ccd3f1564ea2559cf4ad086144
260,FJH000260,85,322,12,5,12,4,Vertex FinanceJournalHeader 260,FJH000260,FJH000260,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b76a4834a765f0c972271a02419cb185b76a4834a765f0c972271a02419cb18
261,FJH000261,376,196,499,10,14,1,Willow FinanceJournalHeader 261,FJH000261,FJH000261,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,acb979c390905f0bacc373b29dbb073aacb979c390905f0bacc373b29dbb073a
262,FJH000262,78,220,48,6,15,5,Harbor FinanceJournalHeader 262,FJH000262,FJH000262,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47f0c02d38725480869787bb4e11e2ec47f0c02d38725480869787bb4e11e2ec
263,FJH000263,195,182,489,6,13,2,Zenith FinanceJournalHeader 263,FJH000263,FJH000263,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b74e326e730566696686808e436fc3a9b74e326e730566696686808e436fc3a
264,FJH000264,62,426,193,10,12,2,Keystone FinanceJournalHeader 264,FJH000264,FJH000264,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c85566e7adb75b5487977f9c1b8c4760c85566e7adb75b5487977f9c1b8c4760
265,FJH000265,465,414,352,1,1,4,Cedar FinanceJournalHeader 265,FJH000265,FJH000265,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78083a205e7f579daf52d914f6e0704a78083a205e7f579daf52d914f6e0704a
266,FJH000266,39,67,45,7,3,4,Pioneer FinanceJournalHeader 266,FJH000266,FJH000266,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a883ca80c485c77b8a54fc29deb42b83a883ca80c485c77b8a54fc29deb42b8
267,FJH000267,383,447,242,7,2,5,Delta FinanceJournalHeader 267,FJH000267,FJH000267,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebd737d517b257c1b9faa76f930b912eebd737d517b257c1b9faa76f930b912e
268,FJH000268,25,226,134,2,16,2,Keystone FinanceJournalHeader 268,FJH000268,FJH000268,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d41efe3c70b515d953352529eaa13460d41efe3c70b515d953352529eaa1346
269,FJH000269,133,160,94,7,7,2,Ion FinanceJournalHeader 269,FJH000269,FJH000269,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e760a97ae4d5b0dacde3caa8c2638331e760a97ae4d5b0dacde3caa8c263833
270,FJH000270,390,104,156,2,5,3,Ion FinanceJournalHeader 270,FJH000270,FJH000270,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d3819f6b51454a8b4a17012afb211554d3819f6b51454a8b4a17012afb21155
271,FJH000271,386,114,164,2,8,4,Delta FinanceJournalHeader 271,FJH000271,FJH000271,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,726190ad8c5755c5a002c7f0e6f2e87a726190ad8c5755c5a002c7f0e6f2e87a
272,FJH000272,184,-1,-1,4,10,4,Delta FinanceJournalHeader 272,FJH000272,FJH000272,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c11c2dfc71b9590599901f67a2748c41c11c2dfc71b9590599901f67a2748c41
273,FJH000273,273,487,442,2,3,2,Zenith FinanceJournalHeader 273,FJH000273,FJH000273,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,346ce46543a65a1a944b88cb0a0fb647346ce46543a65a1a944b88cb0a0fb647
274,FJH000274,256,420,107,4,11,4,Meridian FinanceJournalHeader 274,FJH000274,FJH000274,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0ec664c147a53f7841e11552cbf4346d0ec664c147a53f7841e11552cbf4346
275,FJH000275,100,61,365,4,20,5,Pioneer FinanceJournalHeader 275,FJH000275,FJH000275,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11379e2a8eb950b2aac0ca882b21487d11379e2a8eb950b2aac0ca882b21487d
276,FJH000276,18,36,125,9,4,1,Ion FinanceJournalHeader 276,FJH000276,FJH000276,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc9940173d395faf8b0a016f7df208c2fc9940173d395faf8b0a016f7df208c2
277,FJH000277,394,61,125,10,4,4,Vertex FinanceJournalHeader 277,FJH000277,FJH000277,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d4b9b6f2c2f579ebc2ecc59dbe5356c4d4b9b6f2c2f579ebc2ecc59dbe5356c
278,FJH000278,107,310,48,6,8,4,Atlas FinanceJournalHeader 278,FJH000278,FJH000278,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff7ed60ac1245fc49e08fbcb15f95ad9ff7ed60ac1245fc49e08fbcb15f95ad9
279,FJH000279,198,112,362,3,4,3,Beacon FinanceJournalHeader 279,FJH000279,FJH000279,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ead63a5748a59128d0a1d2ba868c7243ead63a5748a59128d0a1d2ba868c724
280,FJH000280,421,102,351,5,19,5,Pioneer FinanceJournalHeader 280,FJH000280,FJH000280,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c61dab5e4ad95facb6b5bde63037a6ffc61dab5e4ad95facb6b5bde63037a6ff
281,FJH000281,460,277,71,4,25,2,Pioneer FinanceJournalHeader 281,FJH000281,FJH000281,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3587a3ebb54d51578fd4e89f02104e3e3587a3ebb54d51578fd4e89f02104e3e
282,FJH000282,356,34,497,3,21,1,Beacon FinanceJournalHeader 282,FJH000282,FJH000282,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80947dbf8d325d8fa04998703bf4d9b180947dbf8d325d8fa04998703bf4d9b1
283,FJH000283,49,260,235,1,24,1,Quartz FinanceJournalHeader 283,FJH000283,FJH000283,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7102cdc516ec5b4f8d2123dc5f84ee457102cdc516ec5b4f8d2123dc5f84ee45
284,FJH000284,493,59,434,7,14,2,Granite FinanceJournalHeader 284,FJH000284,FJH000284,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fcf6607a16905e4f9971c8d0a147dd1afcf6607a16905e4f9971c8d0a147dd1a
285,FJH000285,49,21,443,1,15,5,Titan FinanceJournalHeader 285,FJH000285,FJH000285,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eda6c036beda55ef9a5a2998482ab360eda6c036beda55ef9a5a2998482ab360
286,FJH000286,284,448,330,7,7,4,Meridian FinanceJournalHeader 286,FJH000286,FJH000286,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef2e4e4d5e655972a2b4f65b3605d6bcef2e4e4d5e655972a2b4f65b3605d6bc
287,FJH000287,421,189,412,5,2,2,Unity FinanceJournalHeader 287,FJH000287,FJH000287,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4da0f9c64d5d5684a5183ec737d3b78d4da0f9c64d5d5684a5183ec737d3b78d
