DateKey,CalendarWeekKey,FiscalPeriodKey,YesNoFlagKey,FullDate,DayName,DayOfWeekNumber,IsoDayOfWeekNumber,DayOfMonthNumber,DayOfYearNumber,WeekOfYearNumber,IsoWeekNumber,CalendarMonthNumber,CalendarMonthName,CalendarMonthShortName,CalendarQuarterNumber,CalendarYearNumber,FiscalPeriodNumber,FiscalQuarterNumber,FiscalYearNumber,IsWeekend,IsHoliday,HolidayName,JulianDayNumber,DaysFromToday,WeeksFromToday,MonthsFromToday,IsMonthEnd,IsQuarterEnd,IsYearEnd,SourceSystemKey,BatchId,LoadedAtUtc
20231212,50,6,1,2023-12-12,Tuesday,3,2,12,346,51,50,12,December,Dec,4,2023,6,2,2024,0,0,N/A,738866,-986,-141,-32,0,0,0,1,1,2026-08-24T00:00:00.000
20231213,50,6,1,2023-12-13,Wednesday,4,3,13,347,51,50,12,December,Dec,4,2023,6,2,2024,0,0,N/A,738867,-985,-141,-32,0,0,0,1,1,2026-08-24T00:00:00.000
20231214,50,6,1,2023-12-14,Thursday,5,4,14,348,51,50,12,December,Dec,4,2023,6,2,2024,0,0,N/A,738868,-984,-141,-32,0,0,0,1,1,2026-08-24T00:00:00.000
20231215,50,6,1,2023-12-15,Friday,6,5,15,349,51,50,12,December,Dec,4,2023,6,2,2024,0,0,N/A,738869,-983,-141,-32,0,0,0,1,1,2026-08-24T00:00:00.000
20231216,50,6,2,2023-12-16,Saturday,7,6,16,350,51,50,12,December,Dec,4,2023,6,2,2024,1,0,N/A,738870,-982,-141,-32,0,0,0,1,1,2026-08-24T00:00:00.000
20231217,50,6,2,2023-12-17,Sunday,1,7,17,351,52,50,12,December,Dec,4,2023,6,2,2024,1,0,N/A,738871,-981,-141,-32,0,0,0,1,1,2026-08-24T00:00:00.000
20231218,51,6,1,2023-12-18,Monday,2,1,18,352,52,51,12,December,Dec,4,2023,6,2,2024,0,0,N/A,738872,-980,-140,-32,0,0,0,1,1,2026-08-24T00:00:00.000
20231219,51,6,1,2023-12-19,Tuesday,3,2,19,353,52,51,12,December,Dec,4,2023,6,2,2024,0,0,N/A,738873,-979,-140,-32,0,0,0,1,1,2026-08-24T00:00:00.000
20231220,51,6,1,2023-12-20,Wednesday,4,3,20,354,52,51,12,December,Dec,4,2023,6,2,2024,0,0,N/A,738874,-978,-140,-32,0,0,0,1,1,2026-08-24T00:00:00.000
20231221,51,6,1,2023-12-21,Thursday,5,4,21,355,52,51,12,December,Dec,4,2023,6,2,2024,0,0,N/A,738875,-977,-140,-32,0,0,0,1,1,2026-08-24T00:00:00.000
20231222,51,6,1,2023-12-22,Friday,6,5,22,356,52,51,12,December,Dec,4,2023,6,2,2024,0,0,N/A,738876,-976,-140,-32,0,0,0,1,1,2026-08-24T00:00:00.000
20231223,51,6,2,2023-12-23,Saturday,7,6,23,357,52,51,12,December,Dec,4,2023,6,2,2024,1,0,N/A,738877,-975,-140,-32,0,0,0,1,1,2026-08-24T00:00:00.000
20231224,51,6,2,2023-12-24,Sunday,1,7,24,358,53,51,12,December,Dec,4,2023,6,2,2024,1,0,N/A,738878,-974,-140,-32,0,0,0,1,1,2026-08-24T00:00:00.000
20231225,52,6,1,2023-12-25,Monday,2,1,25,359,53,52,12,December,Dec,4,2023,6,2,2024,0,1,Christmas Day,738879,-973,-139,-32,0,0,0,1,1,2026-08-24T00:00:00.000
20231226,52,6,1,2023-12-26,Tuesday,3,2,26,360,53,52,12,December,Dec,4,2023,6,2,2024,0,0,N/A,738880,-972,-139,-32,0,0,0,1,1,2026-08-24T00:00:00.000
20231227,52,6,1,2023-12-27,Wednesday,4,3,27,361,53,52,12,December,Dec,4,2023,6,2,2024,0,0,N/A,738881,-971,-139,-32,0,0,0,1,1,2026-08-24T00:00:00.000
20231228,52,6,1,2023-12-28,Thursday,5,4,28,362,53,52,12,December,Dec,4,2023,6,2,2024,0,0,N/A,738882,-970,-139,-32,0,0,0,1,1,2026-08-24T00:00:00.000
20231229,52,6,1,2023-12-29,Friday,6,5,29,363,53,52,12,December,Dec,4,2023,6,2,2024,0,0,N/A,738883,-969,-139,-32,0,0,0,1,1,2026-08-24T00:00:00.000
20231230,52,6,2,2023-12-30,Saturday,7,6,30,364,53,52,12,December,Dec,4,2023,6,2,2024,1,0,N/A,738884,-968,-139,-32,0,0,0,1,1,2026-08-24T00:00:00.000
20231231,52,6,2,2023-12-31,Sunday,1,7,31,365,54,52,12,December,Dec,4,2023,6,2,2024,1,0,N/A,738885,-967,-139,-32,1,1,1,1,1,2026-08-24T00:00:00.000
20240101,1,7,1,2024-01-01,Monday,2,1,1,1,1,1,1,January,Jan,1,2024,7,3,2024,0,1,New Year's Day,738886,-966,-138,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240102,1,7,1,2024-01-02,Tuesday,3,2,2,2,1,1,1,January,Jan,1,2024,7,3,2024,0,0,N/A,738887,-965,-138,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240103,1,7,1,2024-01-03,Wednesday,4,3,3,3,1,1,1,January,Jan,1,2024,7,3,2024,0,0,N/A,738888,-964,-138,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240104,1,7,1,2024-01-04,Thursday,5,4,4,4,1,1,1,January,Jan,1,2024,7,3,2024,0,0,N/A,738889,-963,-138,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240105,1,7,1,2024-01-05,Friday,6,5,5,5,1,1,1,January,Jan,1,2024,7,3,2024,0,0,N/A,738890,-962,-138,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240106,1,7,2,2024-01-06,Saturday,7,6,6,6,1,1,1,January,Jan,1,2024,7,3,2024,1,0,N/A,738891,-961,-138,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240107,1,7,2,2024-01-07,Sunday,1,7,7,7,2,1,1,January,Jan,1,2024,7,3,2024,1,0,N/A,738892,-960,-138,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240108,2,7,1,2024-01-08,Monday,2,1,8,8,2,2,1,January,Jan,1,2024,7,3,2024,0,0,N/A,738893,-959,-137,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240109,2,7,1,2024-01-09,Tuesday,3,2,9,9,2,2,1,January,Jan,1,2024,7,3,2024,0,0,N/A,738894,-958,-137,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240110,2,7,1,2024-01-10,Wednesday,4,3,10,10,2,2,1,January,Jan,1,2024,7,3,2024,0,0,N/A,738895,-957,-137,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240111,2,7,1,2024-01-11,Thursday,5,4,11,11,2,2,1,January,Jan,1,2024,7,3,2024,0,0,N/A,738896,-956,-137,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240112,2,7,1,2024-01-12,Friday,6,5,12,12,2,2,1,January,Jan,1,2024,7,3,2024,0,0,N/A,738897,-955,-137,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240113,2,7,2,2024-01-13,Saturday,7,6,13,13,2,2,1,January,Jan,1,2024,7,3,2024,1,0,N/A,738898,-954,-137,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240114,2,7,2,2024-01-14,Sunday,1,7,14,14,3,2,1,January,Jan,1,2024,7,3,2024,1,0,N/A,738899,-953,-137,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240115,3,7,1,2024-01-15,Monday,2,1,15,15,3,3,1,January,Jan,1,2024,7,3,2024,0,0,N/A,738900,-952,-136,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240116,3,7,1,2024-01-16,Tuesday,3,2,16,16,3,3,1,January,Jan,1,2024,7,3,2024,0,0,N/A,738901,-951,-136,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240117,3,7,1,2024-01-17,Wednesday,4,3,17,17,3,3,1,January,Jan,1,2024,7,3,2024,0,0,N/A,738902,-950,-136,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240118,3,7,1,2024-01-18,Thursday,5,4,18,18,3,3,1,January,Jan,1,2024,7,3,2024,0,0,N/A,738903,-949,-136,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240119,3,7,1,2024-01-19,Friday,6,5,19,19,3,3,1,January,Jan,1,2024,7,3,2024,0,0,N/A,738904,-948,-136,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240120,3,7,2,2024-01-20,Saturday,7,6,20,20,3,3,1,January,Jan,1,2024,7,3,2024,1,0,N/A,738905,-947,-136,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240121,3,7,2,2024-01-21,Sunday,1,7,21,21,4,3,1,January,Jan,1,2024,7,3,2024,1,0,N/A,738906,-946,-136,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240122,4,7,1,2024-01-22,Monday,2,1,22,22,4,4,1,January,Jan,1,2024,7,3,2024,0,0,N/A,738907,-945,-135,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240123,4,7,1,2024-01-23,Tuesday,3,2,23,23,4,4,1,January,Jan,1,2024,7,3,2024,0,0,N/A,738908,-944,-135,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240124,4,7,1,2024-01-24,Wednesday,4,3,24,24,4,4,1,January,Jan,1,2024,7,3,2024,0,0,N/A,738909,-943,-135,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240125,4,7,1,2024-01-25,Thursday,5,4,25,25,4,4,1,January,Jan,1,2024,7,3,2024,0,0,N/A,738910,-942,-135,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240126,4,7,1,2024-01-26,Friday,6,5,26,26,4,4,1,January,Jan,1,2024,7,3,2024,0,0,N/A,738911,-941,-135,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240127,4,7,2,2024-01-27,Saturday,7,6,27,27,4,4,1,January,Jan,1,2024,7,3,2024,1,0,N/A,738912,-940,-135,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240128,4,7,2,2024-01-28,Sunday,1,7,28,28,5,4,1,January,Jan,1,2024,7,3,2024,1,0,N/A,738913,-939,-135,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240129,5,7,1,2024-01-29,Monday,2,1,29,29,5,5,1,January,Jan,1,2024,7,3,2024,0,0,N/A,738914,-938,-134,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240130,5,7,1,2024-01-30,Tuesday,3,2,30,30,5,5,1,January,Jan,1,2024,7,3,2024,0,0,N/A,738915,-937,-134,-31,0,0,0,1,1,2026-08-24T00:00:00.000
20240131,5,7,1,2024-01-31,Wednesday,4,3,31,31,5,5,1,January,Jan,1,2024,7,3,2024,0,0,N/A,738916,-936,-134,-31,1,0,0,1,1,2026-08-24T00:00:00.000
20240201,5,8,1,2024-02-01,Thursday,5,4,1,32,5,5,2,February,Feb,1,2024,8,3,2024,0,0,N/A,738917,-935,-134,-30,0,0,0,1,1,2026-08-24T00:00:00.000
20240202,5,8,1,2024-02-02,Friday,6,5,2,33,5,5,2,February,Feb,1,2024,8,3,2024,0,0,N/A,738918,-934,-134,-30,0,0,0,1,1,2026-08-24T00:00:00.000
20240203,5,8,2,2024-02-03,Saturday,7,6,3,34,5,5,2,February,Feb,1,2024,8,3,2024,1,0,N/A,738919,-933,-134,-30,0,0,0,1,1,2026-08-24T00:00:00.000
20240204,5,8,2,2024-02-04,Sunday,1,7,4,35,6,5,2,February,Feb,1,2024,8,3,2024,1,0,N/A,738920,-932,-134,-30,0,0,0,1,1,2026-08-24T00:00:00.000
20240205,6,8,1,2024-02-05,Monday,2,1,5,36,6,6,2,February,Feb,1,2024,8,3,2024,0,0,N/A,738921,-931,-133,-30,0,0,0,1,1,2026-08-24T00:00:00.000
20240206,6,8,1,2024-02-06,Tuesday,3,2,6,37,6,6,2,February,Feb,1,2024,8,3,2024,0,0,N/A,738922,-930,-133,-30,0,0,0,1,1,2026-08-24T00:00:00.000
20240207,6,8,1,2024-02-07,Wednesday,4,3,7,38,6,6,2,February,Feb,1,2024,8,3,2024,0,0,N/A,738923,-929,-133,-30,0,0,0,1,1,2026-08-24T00:00:00.000
20240208,6,8,1,2024-02-08,Thursday,5,4,8,39,6,6,2,February,Feb,1,2024,8,3,2024,0,0,N/A,738924,-928,-133,-30,0,0,0,1,1,2026-08-24T00:00:00.000
20240209,6,8,1,2024-02-09,Friday,6,5,9,40,6,6,2,February,Feb,1,2024,8,3,2024,0,0,N/A,738925,-927,-133,-30,0,0,0,1,1,2026-08-24T00:00:00.000
20240210,6,8,2,2024-02-10,Saturday,7,6,10,41,6,6,2,February,Feb,1,2024,8,3,2024,1,0,N/A,738926,-926,-133,-30,0,0,0,1,1,2026-08-24T00:00:00.000
20240211,6,8,2,2024-02-11,Sunday,1,7,11,42,7,6,2,February,Feb,1,2024,8,3,2024,1,0,N/A,738927,-925,-133,-30,0,0,0,1,1,2026-08-24T00:00:00.000
20240212,7,8,1,2024-02-12,Monday,2,1,12,43,7,7,2,February,Feb,1,2024,8,3,2024,0,0,N/A,738928,-924,-132,-30,0,0,0,1,1,2026-08-24T00:00:00.000
20240213,7,8,1,2024-02-13,Tuesday,3,2,13,44,7,7,2,February,Feb,1,2024,8,3,2024,0,0,N/A,738929,-923,-132,-30,0,0,0,1,1,2026-08-24T00:00:00.000
20240214,7,8,1,2024-02-14,Wednesday,4,3,14,45,7,7,2,February,Feb,1,2024,8,3,2024,0,0,N/A,738930,-922,-132,-30,0,0,0,1,1,2026-08-24T00:00:00.000
20240215,7,8,1,2024-02-15,Thursday,5,4,15,46,7,7,2,February,Feb,1,2024,8,3,2024,0,0,N/A,738931,-921,-132,-30,0,0,0,1,1,2026-08-24T00:00:00.000
20240216,7,8,1,2024-02-16,Friday,6,5,16,47,7,7,2,February,Feb,1,2024,8,3,2024,0,0,N/A,738932,-920,-132,-30,0,0,0,1,1,2026-08-24T00:00:00.000
20240217,7,8,2,2024-02-17,Saturday,7,6,17,48,7,7,2,February,Feb,1,2024,8,3,2024,1,0,N/A,738933,-919,-132,-30,0,0,0,1,1,2026-08-24T00:00:00.000
20240218,7,8,2,2024-02-18,Sunday,1,7,18,49,8,7,2,February,Feb,1,2024,8,3,2024,1,0,N/A,738934,-918,-132,-30,0,0,0,1,1,2026-08-24T00:00:00.000
20240219,8,8,1,2024-02-19,Monday,2,1,19,50,8,8,2,February,Feb,1,2024,8,3,2024,0,0,N/A,738935,-917,-131,-30,0,0,0,1,1,2026-08-24T00:00:00.000
20240220,8,8,1,2024-02-20,Tuesday,3,2,20,51,8,8,2,February,Feb,1,2024,8,3,2024,0,0,N/A,738936,-916,-131,-30,0,0,0,1,1,2026-08-24T00:00:00.000
20240221,8,8,1,2024-02-21,Wednesday,4,3,21,52,8,8,2,February,Feb,1,2024,8,3,2024,0,0,N/A,738937,-915,-131,-30,0,0,0,1,1,2026-08-24T00:00:00.000
20240222,8,8,1,2024-02-22,Thursday,5,4,22,53,8,8,2,February,Feb,1,2024,8,3,2024,0,0,N/A,738938,-914,-131,-30,0,0,0,1,1,2026-08-24T00:00:00.000
20240223,8,8,1,2024-02-23,Friday,6,5,23,54,8,8,2,February,Feb,1,2024,8,3,2024,0,0,N/A,738939,-913,-131,-30,0,0,0,1,1,2026-08-24T00:00:00.000
20240224,8,8,2,2024-02-24,Saturday,7,6,24,55,8,8,2,February,Feb,1,2024,8,3,2024,1,0,N/A,738940,-912,-131,-30,0,0,0,1,1,2026-08-24T00:00:00.000
20240225,8,8,2,2024-02-25,Sunday,1,7,25,56,9,8,2,February,Feb,1,2024,8,3,2024,1,0,N/A,738941,-911,-131,-30,0,0,0,1,1,2026-08-24T00:00:00.000
20240226,9,8,1,2024-02-26,Monday,2,1,26,57,9,9,2,February,Feb,1,2024,8,3,2024,0,0,N/A,738942,-910,-130,-30,0,0,0,1,1,2026-08-24T00:00:00.000
20240227,9,8,1,2024-02-27,Tuesday,3,2,27,58,9,9,2,February,Feb,1,2024,8,3,2024,0,0,N/A,738943,-909,-130,-30,0,0,0,1,1,2026-08-24T00:00:00.000
20240228,9,8,1,2024-02-28,Wednesday,4,3,28,59,9,9,2,February,Feb,1,2024,8,3,2024,0,0,N/A,738944,-908,-130,-30,0,0,0,1,1,2026-08-24T00:00:00.000
20240229,9,8,1,2024-02-29,Thursday,5,4,29,60,9,9,2,February,Feb,1,2024,8,3,2024,0,0,N/A,738945,-907,-130,-30,1,0,0,1,1,2026-08-24T00:00:00.000
20240301,9,9,1,2024-03-01,Friday,6,5,1,61,9,9,3,March,Mar,1,2024,9,3,2024,0,0,N/A,738946,-906,-130,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240302,9,9,2,2024-03-02,Saturday,7,6,2,62,9,9,3,March,Mar,1,2024,9,3,2024,1,0,N/A,738947,-905,-130,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240303,9,9,2,2024-03-03,Sunday,1,7,3,63,10,9,3,March,Mar,1,2024,9,3,2024,1,0,N/A,738948,-904,-130,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240304,10,9,1,2024-03-04,Monday,2,1,4,64,10,10,3,March,Mar,1,2024,9,3,2024,0,0,N/A,738949,-903,-129,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240305,10,9,1,2024-03-05,Tuesday,3,2,5,65,10,10,3,March,Mar,1,2024,9,3,2024,0,0,N/A,738950,-902,-129,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240306,10,9,1,2024-03-06,Wednesday,4,3,6,66,10,10,3,March,Mar,1,2024,9,3,2024,0,0,N/A,738951,-901,-129,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240307,10,9,1,2024-03-07,Thursday,5,4,7,67,10,10,3,March,Mar,1,2024,9,3,2024,0,0,N/A,738952,-900,-129,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240308,10,9,1,2024-03-08,Friday,6,5,8,68,10,10,3,March,Mar,1,2024,9,3,2024,0,0,N/A,738953,-899,-129,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240309,10,9,2,2024-03-09,Saturday,7,6,9,69,10,10,3,March,Mar,1,2024,9,3,2024,1,0,N/A,738954,-898,-129,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240310,10,9,2,2024-03-10,Sunday,1,7,10,70,11,10,3,March,Mar,1,2024,9,3,2024,1,0,N/A,738955,-897,-129,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240311,11,9,1,2024-03-11,Monday,2,1,11,71,11,11,3,March,Mar,1,2024,9,3,2024,0,0,N/A,738956,-896,-128,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240312,11,9,1,2024-03-12,Tuesday,3,2,12,72,11,11,3,March,Mar,1,2024,9,3,2024,0,0,N/A,738957,-895,-128,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240313,11,9,1,2024-03-13,Wednesday,4,3,13,73,11,11,3,March,Mar,1,2024,9,3,2024,0,0,N/A,738958,-894,-128,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240314,11,9,1,2024-03-14,Thursday,5,4,14,74,11,11,3,March,Mar,1,2024,9,3,2024,0,0,N/A,738959,-893,-128,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240315,11,9,1,2024-03-15,Friday,6,5,15,75,11,11,3,March,Mar,1,2024,9,3,2024,0,0,N/A,738960,-892,-128,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240316,11,9,2,2024-03-16,Saturday,7,6,16,76,11,11,3,March,Mar,1,2024,9,3,2024,1,0,N/A,738961,-891,-128,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240317,11,9,2,2024-03-17,Sunday,1,7,17,77,12,11,3,March,Mar,1,2024,9,3,2024,1,0,N/A,738962,-890,-128,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240318,12,9,1,2024-03-18,Monday,2,1,18,78,12,12,3,March,Mar,1,2024,9,3,2024,0,0,N/A,738963,-889,-127,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240319,12,9,1,2024-03-19,Tuesday,3,2,19,79,12,12,3,March,Mar,1,2024,9,3,2024,0,0,N/A,738964,-888,-127,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240320,12,9,1,2024-03-20,Wednesday,4,3,20,80,12,12,3,March,Mar,1,2024,9,3,2024,0,0,N/A,738965,-887,-127,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240321,12,9,1,2024-03-21,Thursday,5,4,21,81,12,12,3,March,Mar,1,2024,9,3,2024,0,0,N/A,738966,-886,-127,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240322,12,9,1,2024-03-22,Friday,6,5,22,82,12,12,3,March,Mar,1,2024,9,3,2024,0,0,N/A,738967,-885,-127,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240323,12,9,2,2024-03-23,Saturday,7,6,23,83,12,12,3,March,Mar,1,2024,9,3,2024,1,0,N/A,738968,-884,-127,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240324,12,9,2,2024-03-24,Sunday,1,7,24,84,13,12,3,March,Mar,1,2024,9,3,2024,1,0,N/A,738969,-883,-127,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240325,13,9,1,2024-03-25,Monday,2,1,25,85,13,13,3,March,Mar,1,2024,9,3,2024,0,0,N/A,738970,-882,-126,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240326,13,9,1,2024-03-26,Tuesday,3,2,26,86,13,13,3,March,Mar,1,2024,9,3,2024,0,0,N/A,738971,-881,-126,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240327,13,9,1,2024-03-27,Wednesday,4,3,27,87,13,13,3,March,Mar,1,2024,9,3,2024,0,0,N/A,738972,-880,-126,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240328,13,9,1,2024-03-28,Thursday,5,4,28,88,13,13,3,March,Mar,1,2024,9,3,2024,0,0,N/A,738973,-879,-126,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240329,13,9,1,2024-03-29,Friday,6,5,29,89,13,13,3,March,Mar,1,2024,9,3,2024,0,0,N/A,738974,-878,-126,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240330,13,9,2,2024-03-30,Saturday,7,6,30,90,13,13,3,March,Mar,1,2024,9,3,2024,1,0,N/A,738975,-877,-126,-29,0,0,0,1,1,2026-08-24T00:00:00.000
20240331,13,9,2,2024-03-31,Sunday,1,7,31,91,14,13,3,March,Mar,1,2024,9,3,2024,1,0,N/A,738976,-876,-126,-29,1,1,0,1,1,2026-08-24T00:00:00.000
20240401,14,10,1,2024-04-01,Monday,2,1,1,92,14,14,4,April,Apr,2,2024,10,4,2024,0,0,N/A,738977,-875,-125,-28,0,0,0,1,1,2026-08-24T00:00:00.000
20240402,14,10,1,2024-04-02,Tuesday,3,2,2,93,14,14,4,April,Apr,2,2024,10,4,2024,0,0,N/A,738978,-874,-125,-28,0,0,0,1,1,2026-08-24T00:00:00.000
20240403,14,10,1,2024-04-03,Wednesday,4,3,3,94,14,14,4,April,Apr,2,2024,10,4,2024,0,0,N/A,738979,-873,-125,-28,0,0,0,1,1,2026-08-24T00:00:00.000
20240404,14,10,1,2024-04-04,Thursday,5,4,4,95,14,14,4,April,Apr,2,2024,10,4,2024,0,0,N/A,738980,-872,-125,-28,0,0,0,1,1,2026-08-24T00:00:00.000
20240405,14,10,1,2024-04-05,Friday,6,5,5,96,14,14,4,April,Apr,2,2024,10,4,2024,0,0,N/A,738981,-871,-125,-28,0,0,0,1,1,2026-08-24T00:00:00.000
20240406,14,10,2,2024-04-06,Saturday,7,6,6,97,14,14,4,April,Apr,2,2024,10,4,2024,1,0,N/A,738982,-870,-125,-28,0,0,0,1,1,2026-08-24T00:00:00.000
20240407,14,10,2,2024-04-07,Sunday,1,7,7,98,15,14,4,April,Apr,2,2024,10,4,2024,1,0,N/A,738983,-869,-125,-28,0,0,0,1,1,2026-08-24T00:00:00.000
20240408,15,10,1,2024-04-08,Monday,2,1,8,99,15,15,4,April,Apr,2,2024,10,4,2024,0,0,N/A,738984,-868,-124,-28,0,0,0,1,1,2026-08-24T00:00:00.000
20240409,15,10,1,2024-04-09,Tuesday,3,2,9,100,15,15,4,April,Apr,2,2024,10,4,2024,0,0,N/A,738985,-867,-124,-28,0,0,0,1,1,2026-08-24T00:00:00.000
20240410,15,10,1,2024-04-10,Wednesday,4,3,10,101,15,15,4,April,Apr,2,2024,10,4,2024,0,0,N/A,738986,-866,-124,-28,0,0,0,1,1,2026-08-24T00:00:00.000
20240411,15,10,1,2024-04-11,Thursday,5,4,11,102,15,15,4,April,Apr,2,2024,10,4,2024,0,0,N/A,738987,-865,-124,-28,0,0,0,1,1,2026-08-24T00:00:00.000
20240412,15,10,1,2024-04-12,Friday,6,5,12,103,15,15,4,April,Apr,2,2024,10,4,2024,0,0,N/A,738988,-864,-124,-28,0,0,0,1,1,2026-08-24T00:00:00.000
20240413,15,10,2,2024-04-13,Saturday,7,6,13,104,15,15,4,April,Apr,2,2024,10,4,2024,1,0,N/A,738989,-863,-124,-28,0,0,0,1,1,2026-08-24T00:00:00.000
20240414,15,10,2,2024-04-14,Sunday,1,7,14,105,16,15,4,April,Apr,2,2024,10,4,2024,1,0,N/A,738990,-862,-124,-28,0,0,0,1,1,2026-08-24T00:00:00.000
20240415,16,10,1,2024-04-15,Monday,2,1,15,106,16,16,4,April,Apr,2,2024,10,4,2024,0,0,N/A,738991,-861,-123,-28,0,0,0,1,1,2026-08-24T00:00:00.000
20240416,16,10,1,2024-04-16,Tuesday,3,2,16,107,16,16,4,April,Apr,2,2024,10,4,2024,0,0,N/A,738992,-860,-123,-28,0,0,0,1,1,2026-08-24T00:00:00.000
20240417,16,10,1,2024-04-17,Wednesday,4,3,17,108,16,16,4,April,Apr,2,2024,10,4,2024,0,0,N/A,738993,-859,-123,-28,0,0,0,1,1,2026-08-24T00:00:00.000
20240418,16,10,1,2024-04-18,Thursday,5,4,18,109,16,16,4,April,Apr,2,2024,10,4,2024,0,0,N/A,738994,-858,-123,-28,0,0,0,1,1,2026-08-24T00:00:00.000
20240419,16,10,1,2024-04-19,Friday,6,5,19,110,16,16,4,April,Apr,2,2024,10,4,2024,0,0,N/A,738995,-857,-123,-28,0,0,0,1,1,2026-08-24T00:00:00.000
20240420,16,10,2,2024-04-20,Saturday,7,6,20,111,16,16,4,April,Apr,2,2024,10,4,2024,1,0,N/A,738996,-856,-123,-28,0,0,0,1,1,2026-08-24T00:00:00.000
20240421,16,10,2,2024-04-21,Sunday,1,7,21,112,17,16,4,April,Apr,2,2024,10,4,2024,1,0,N/A,738997,-855,-123,-28,0,0,0,1,1,2026-08-24T00:00:00.000
20240422,17,10,1,2024-04-22,Monday,2,1,22,113,17,17,4,April,Apr,2,2024,10,4,2024,0,0,N/A,738998,-854,-122,-28,0,0,0,1,1,2026-08-24T00:00:00.000
20240423,17,10,1,2024-04-23,Tuesday,3,2,23,114,17,17,4,April,Apr,2,2024,10,4,2024,0,0,N/A,738999,-853,-122,-28,0,0,0,1,1,2026-08-24T00:00:00.000
20240424,17,10,1,2024-04-24,Wednesday,4,3,24,115,17,17,4,April,Apr,2,2024,10,4,2024,0,0,N/A,739000,-852,-122,-28,0,0,0,1,1,2026-08-24T00:00:00.000
20240425,17,10,1,2024-04-25,Thursday,5,4,25,116,17,17,4,April,Apr,2,2024,10,4,2024,0,0,N/A,739001,-851,-122,-28,0,0,0,1,1,2026-08-24T00:00:00.000
20240426,17,10,1,2024-04-26,Friday,6,5,26,117,17,17,4,April,Apr,2,2024,10,4,2024,0,0,N/A,739002,-850,-122,-28,0,0,0,1,1,2026-08-24T00:00:00.000
20240427,17,10,2,2024-04-27,Saturday,7,6,27,118,17,17,4,April,Apr,2,2024,10,4,2024,1,0,N/A,739003,-849,-122,-28,0,0,0,1,1,2026-08-24T00:00:00.000
